incident_code;description_incident;district_code;district_name;neighbourhood_code;neighbourhood_name;year;number_incidents
612;ACTS AGAINST PROPERTY;5;Sarrià-Sant Gervasi;23;Sarrià;2021;25
612;ACTS AGAINST PROPERTY;7;Horta-Guinardó;43;Horta;2021;52
612;ACTS AGAINST PROPERTY;4;Les Corts;20;la Maternitat i Sant Ramon;2021;29
612;ACTS AGAINST PROPERTY;3;Sants-Montjuïc;17;Sants - Badal;2021;16
612;ACTS AGAINST PROPERTY;7;Horta-Guinardó;38;la Teixonera;2021;10
612;ACTS AGAINST PROPERTY;9;Sant Andreu;59;el Bon Pastor;2021;20
612;ACTS AGAINST PROPERTY;5;Sarrià-Sant Gervasi;23;Sarrià;2021;24
612;ACTS AGAINST PROPERTY;8;Nou Barris;44;Vilapicina i la Torre Llobeta;2021;14
612;ACTS AGAINST PROPERTY;10;Sant Martí;71;Provençals del Poblenou;2021;12
612;ACTS AGAINST PROPERTY;9;Sant Andreu;59;el Bon Pastor;2021;22
612;ACTS AGAINST PROPERTY;8;Nou Barris;50;les Roquetes;2021;8
612;ACTS AGAINST PROPERTY;8;Nou Barris;49;Canyelles;2021;2
612;ACTS AGAINST PROPERTY;10;Sant Martí;65;el Clot;2021;13
612;ACTS AGAINST PROPERTY;3;Sants-Montjuïc;11;el Poble-sec;2021;67
612;ACTS AGAINST PROPERTY;1;Ciutat Vella;1;el Raval;2021;26
612;ACTS AGAINST PROPERTY;3;Sants-Montjuïc;13;la Marina de Port;2021;17
612;ACTS AGAINST PROPERTY;9;Sant Andreu;57;la Trinitat Vella;2021;1
612;ACTS AGAINST PROPERTY;9;Sant Andreu;59;el Bon Pastor;2021;17
612;ACTS AGAINST PROPERTY;8;Nou Barris;50;les Roquetes;2021;5
612;ACTS AGAINST PROPERTY;7;Horta-Guinardó;37;el Carmel;2021;8
612;ACTS AGAINST PROPERTY;7;Horta-Guinardó;39;Sant Genís dels Agudells;2021;7
612;ACTS AGAINST PROPERTY;4;Les Corts;19;les Corts;2021;17
612;ACTS AGAINST PROPERTY;10;Sant Martí;71;Provençals del Poblenou;2021;12
612;ACTS AGAINST PROPERTY;1;Ciutat Vella;1;el Raval;2021;73
612;ACTS AGAINST PROPERTY;1;Ciutat Vella;1;el Raval;2021;76
612;ACTS AGAINST PROPERTY;8;Nou Barris;52;la Prosperitat;2021;16
612;ACTS AGAINST PROPERTY;7;Horta-Guinardó;35;el Guinardó;2021;18
612;ACTS AGAINST PROPERTY;7;Horta-Guinardó;37;el Carmel;2021;18
612;ACTS AGAINST PROPERTY;2;Eixample;10;Sant Antoni;2021;27
612;ACTS AGAINST PROPERTY;8;Nou Barris;45;Porta;2021;18
612;ACTS AGAINST PROPERTY;2;Eixample;5;el Fort Pienc;2021;16
612;ACTS AGAINST PROPERTY;9;Sant Andreu;62;el Congrés i els Indians;2021;21
612;ACTS AGAINST PROPERTY;6;Gràcia;30;la Salut;2021;15
612;ACTS AGAINST PROPERTY;8;Nou Barris;44;Vilapicina i la Torre Llobeta;2021;12
612;ACTS AGAINST PROPERTY;7;Horta-Guinardó;37;el Carmel;2021;16
612;ACTS AGAINST PROPERTY;2;Eixample;9;la Nova Esquerra de l'Eixample;2021;47
612;ACTS AGAINST PROPERTY;10;Sant Martí;69;Diagonal Mar i el Front Marítim del Poblenou;2021;8
612;ACTS AGAINST PROPERTY;10;Sant Martí;65;el Clot;2021;10
612;ACTS AGAINST PROPERTY;8;Nou Barris;50;les Roquetes;2021;4
612;ACTS AGAINST PROPERTY;2;Eixample;9;la Nova Esquerra de l'Eixample;2021;27
612;ACTS AGAINST PROPERTY;8;Nou Barris;47;Can Peguera;2021;2
612;ACTS AGAINST PROPERTY;8;Nou Barris;50;les Roquetes;2021;5
612;ACTS AGAINST PROPERTY;9;Sant Andreu;58;Baró de Viver;2021;1
612;ACTS AGAINST PROPERTY;7;Horta-Guinardó;39;Sant Genís dels Agudells;2021;10
612;ACTS AGAINST PROPERTY;7;Horta-Guinardó;41;la Vall d'Hebron;2021;4
612;ACTS AGAINST PROPERTY;2;Eixample;7;la Dreta de l'Eixample;2021;104
612;ACTS AGAINST PROPERTY;9;Sant Andreu;59;el Bon Pastor;2021;22
612;ACTS AGAINST PROPERTY;1;Ciutat Vella;1;el Raval;2021;97
612;ACTS AGAINST PROPERTY;8;Nou Barris;55;Ciutat Meridiana;2021;17
612;ACTS AGAINST PROPERTY;8;Nou Barris;49;Canyelles;2021;4
612;ACTS AGAINST PROPERTY;3;Sants-Montjuïc;18;Sants;2021;39
612;ACTS AGAINST PROPERTY;5;Sarrià-Sant Gervasi;23;Sarrià;2021;19
612;ACTS AGAINST PROPERTY;5;Sarrià-Sant Gervasi;24;les Tres Torres;2021;17
612;ACTS AGAINST PROPERTY;5;Sarrià-Sant Gervasi;22;Vallvidrera, el Tibidabo i les Planes;2021;19
612;ACTS AGAINST PROPERTY;10;Sant Martí;66;el Parc i la Llacuna del Poblenou;2021;16
612;ACTS AGAINST PROPERTY;6;Gràcia;28;Vallcarca i els Penitents;2021;7
612;ACTS AGAINST PROPERTY;7;Horta-Guinardó;33;el Baix Guinardó;2021;10
612;ACTS AGAINST PROPERTY;3;Sants-Montjuïc;14;la Font de la Guatlla;2021;5
612;ACTS AGAINST PROPERTY;9;Sant Andreu;58;Baró de Viver;2021;4
612;ACTS AGAINST PROPERTY;10;Sant Martí;71;Provençals del Poblenou;2021;9
612;ACTS AGAINST PROPERTY;3;Sants-Montjuïc;17;Sants - Badal;2021;16
612;ACTS AGAINST PROPERTY;6;Gràcia;31;la Vila de Gràcia;2021;30
612;ACTS AGAINST PROPERTY;8;Nou Barris;48;la Guineueta;2021;9
612;ACTS AGAINST PROPERTY;6;Gràcia;29;el Coll;2021;3
612;ACTS AGAINST PROPERTY;8;Nou Barris;51;Verdun;2021;6
612;ACTS AGAINST PROPERTY;3;Sants-Montjuïc;13;la Marina de Port;2021;10
612;ACTS AGAINST PROPERTY;1;Ciutat Vella;2;el Barri Gòtic;2021;28
612;ACTS AGAINST PROPERTY;7;Horta-Guinardó;39;Sant Genís dels Agudells;2021;7
612;ACTS AGAINST PROPERTY;9;Sant Andreu;61;la Sagrera;2021;13
612;ACTS AGAINST PROPERTY;7;Horta-Guinardó;37;el Carmel;2021;5
612;ACTS AGAINST PROPERTY;8;Nou Barris;46;el Turó de la Peira;2021;10
612;ACTS AGAINST PROPERTY;5;Sarrià-Sant Gervasi;26;Sant Gervasi - Galvany;2021;32
612;ACTS AGAINST PROPERTY;6;Gràcia;28;Vallcarca i els Penitents;2021;14
612;ACTS AGAINST PROPERTY;7;Horta-Guinardó;42;la Clota;2021;5
612;ACTS AGAINST PROPERTY;7;Horta-Guinardó;41;la Vall d'Hebron;2021;6
612;ACTS AGAINST PROPERTY;8;Nou Barris;56;Vallbona;2021;1
612;ACTS AGAINST PROPERTY;6;Gràcia;28;Vallcarca i els Penitents;2021;9
612;ACTS AGAINST PROPERTY;3;Sants-Montjuïc;15;Hostafrancs;2021;11
612;ACTS AGAINST PROPERTY;8;Nou Barris;51;Verdun;2021;14
612;ACTS AGAINST PROPERTY;9;Sant Andreu;63;Navas;2021;7
612;ACTS AGAINST PROPERTY;7;Horta-Guinardó;36;la Font d'en Fargues;2021;17
612;ACTS AGAINST PROPERTY;10;Sant Martí;70;el Besòs i el Maresme;2021;32
612;ACTS AGAINST PROPERTY;3;Sants-Montjuïc;13;la Marina de Port;2021;18
612;ACTS AGAINST PROPERTY;8;Nou Barris;46;el Turó de la Peira;2021;5
612;ACTS AGAINST PROPERTY;3;Sants-Montjuïc;11;el Poble-sec;2021;69
612;ACTS AGAINST PROPERTY;8;Nou Barris;51;Verdun;2021;3
612;ACTS AGAINST PROPERTY;7;Horta-Guinardó;38;la Teixonera;2021;8
612;ACTS AGAINST PROPERTY;3;Sants-Montjuïc;12;la Marina del Prat Vermell;2021;11
612;ACTS AGAINST PROPERTY;8;Nou Barris;54;Torre Baró;2021;2
612;ACTS AGAINST PROPERTY;10;Sant Martí;67;la Vila Olímpica del Poblenou;2021;28
612;ACTS AGAINST PROPERTY;7;Horta-Guinardó;39;Sant Genís dels Agudells;2021;2
612;ACTS AGAINST PROPERTY;10;Sant Martí;67;la Vila Olímpica del Poblenou;2021;17
612;ACTS AGAINST PROPERTY;10;Sant Martí;66;el Parc i la Llacuna del Poblenou;2021;11
612;ACTS AGAINST PROPERTY;4;Les Corts;20;la Maternitat i Sant Ramon;2021;10
612;ACTS AGAINST PROPERTY;9;Sant Andreu;58;Baró de Viver;2021;4
612;ACTS AGAINST PROPERTY;9;Sant Andreu;61;la Sagrera;2021;16
612;ACTS AGAINST PROPERTY;8;Nou Barris;52;la Prosperitat;2021;9
612;ACTS AGAINST PROPERTY;6;Gràcia;30;la Salut;2021;12
612;ACTS AGAINST PROPERTY;8;Nou Barris;47;Can Peguera;2021;1
612;ACTS AGAINST PROPERTY;5;Sarrià-Sant Gervasi;24;les Tres Torres;2021;7
612;ACTS AGAINST PROPERTY;3;Sants-Montjuïc;12;la Marina del Prat Vermell;2021;16
612;ACTS AGAINST PROPERTY;6;Gràcia;32;el Camp d'en Grassot i Gràcia Nova;2021;37
612;ACTS AGAINST PROPERTY;2;Eixample;9;la Nova Esquerra de l'Eixample;2021;52
612;ACTS AGAINST PROPERTY;7;Horta-Guinardó;37;el Carmel;2021;15
612;ACTS AGAINST PROPERTY;9;Sant Andreu;61;la Sagrera;2021;25
612;ACTS AGAINST PROPERTY;8;Nou Barris;49;Canyelles;2021;6
612;ACTS AGAINST PROPERTY;8;Nou Barris;48;la Guineueta;2021;3
612;ACTS AGAINST PROPERTY;5;Sarrià-Sant Gervasi;26;Sant Gervasi - Galvany;2021;47
612;ACTS AGAINST PROPERTY;7;Horta-Guinardó;41;la Vall d'Hebron;2021;3
612;ACTS AGAINST PROPERTY;8;Nou Barris;55;Ciutat Meridiana;2021;5
612;ACTS AGAINST PROPERTY;8;Nou Barris;47;Can Peguera;2021;2
612;ACTS AGAINST PROPERTY;5;Sarrià-Sant Gervasi;24;les Tres Torres;2021;11
612;ACTS AGAINST PROPERTY;7;Horta-Guinardó;40;Montbau;2021;2
612;ACTS AGAINST PROPERTY;10;Sant Martí;65;el Clot;2021;18
612;ACTS AGAINST PROPERTY;6;Gràcia;30;la Salut;2021;25
612;ACTS AGAINST PROPERTY;6;Gràcia;28;Vallcarca i els Penitents;2021;15
612;ACTS AGAINST PROPERTY;10;Sant Martí;71;Provençals del Poblenou;2021;10
612;ACTS AGAINST PROPERTY;8;Nou Barris;56;Vallbona;2021;3
612;ACTS AGAINST PROPERTY;2;Eixample;10;Sant Antoni;2021;21
612;ACTS AGAINST PROPERTY;2;Eixample;9;la Nova Esquerra de l'Eixample;2021;50
612;ACTS AGAINST PROPERTY;1;Ciutat Vella;3;la Barceloneta;2021;53
612;ACTS AGAINST PROPERTY;7;Horta-Guinardó;40;Montbau;2021;6
612;ACTS AGAINST PROPERTY;9;Sant Andreu;61;la Sagrera;2021;22
612;ACTS AGAINST PROPERTY;3;Sants-Montjuïc;18;Sants;2021;24
612;ACTS AGAINST PROPERTY;6;Gràcia;31;la Vila de Gràcia;2021;22
612;ACTS AGAINST PROPERTY;6;Gràcia;28;Vallcarca i els Penitents;2021;9
612;ACTS AGAINST PROPERTY;7;Horta-Guinardó;39;Sant Genís dels Agudells;2021;1
612;ACTS AGAINST PROPERTY;9;Sant Andreu;61;la Sagrera;2021;1
612;ACTS AGAINST PROPERTY;10;Sant Martí;71;Provençals del Poblenou;2021;15
612;ACTS AGAINST PROPERTY;8;Nou Barris;55;Ciutat Meridiana;2021;8
612;ACTS AGAINST PROPERTY;3;Sants-Montjuïc;18;Sants;2021;32
612;ACTS AGAINST PROPERTY;7;Horta-Guinardó;34;Can Baró;2021;6
612;ACTS AGAINST PROPERTY;10;Sant Martí;67;la Vila Olímpica del Poblenou;2021;53
612;ACTS AGAINST PROPERTY;5;Sarrià-Sant Gervasi;25;Sant Gervasi - la Bonanova;2021;33
612;ACTS AGAINST PROPERTY;7;Horta-Guinardó;40;Montbau;2021;8
612;ACTS AGAINST PROPERTY;5;Sarrià-Sant Gervasi;27;el Putxet i el Farró;2021;24
612;ACTS AGAINST PROPERTY;10;Sant Martí;64;el Camp de l'Arpa del Clot;2021;31
612;ACTS AGAINST PROPERTY;6;Gràcia;31;la Vila de Gràcia;2021;46
612;ACTS AGAINST PROPERTY;7;Horta-Guinardó;40;Montbau;2021;7
612;ACTS AGAINST PROPERTY;10;Sant Martí;68;el Poblenou;2021;46
612;ACTS AGAINST PROPERTY;8;Nou Barris;45;Porta;2021;13
612;ACTS AGAINST PROPERTY;8;Nou Barris;53;la Trinitat Nova;2021;1
612;ACTS AGAINST PROPERTY;10;Sant Martí;73;la Verneda i la Pau;2021;20
612;ACTS AGAINST PROPERTY;9;Sant Andreu;59;el Bon Pastor;2021;20
612;ACTS AGAINST PROPERTY;7;Horta-Guinardó;33;el Baix Guinardó;2021;6
612;ACTS AGAINST PROPERTY;7;Horta-Guinardó;43;Horta;2021;32
612;ACTS AGAINST PROPERTY;6;Gràcia;31;la Vila de Gràcia;2021;28
612;ACTS AGAINST PROPERTY;8;Nou Barris;52;la Prosperitat;2021;11
612;ACTS AGAINST PROPERTY;3;Sants-Montjuïc;15;Hostafrancs;2021;10
612;ACTS AGAINST PROPERTY;8;Nou Barris;54;Torre Baró;2021;2
612;ACTS AGAINST PROPERTY;7;Horta-Guinardó;34;Can Baró;2021;2
612;ACTS AGAINST PROPERTY;2;Eixample;7;la Dreta de l'Eixample;2021;55
612;ACTS AGAINST PROPERTY;10;Sant Martí;72;Sant Martí de Provençals;2021;18
612;ACTS AGAINST PROPERTY;10;Sant Martí;72;Sant Martí de Provençals;2021;16
612;ACTS AGAINST PROPERTY;10;Sant Martí;66;el Parc i la Llacuna del Poblenou;2021;6
612;ACTS AGAINST PROPERTY;10;Sant Martí;71;Provençals del Poblenou;2021;13
612;ACTS AGAINST PROPERTY;10;Sant Martí;70;el Besòs i el Maresme;2021;10
612;ACTS AGAINST PROPERTY;1;Ciutat Vella;2;el Barri Gòtic;2021;33
612;ACTS AGAINST PROPERTY;3;Sants-Montjuïc;17;Sants - Badal;2021;14
612;ACTS AGAINST PROPERTY;8;Nou Barris;49;Canyelles;2021;5
612;ACTS AGAINST PROPERTY;10;Sant Martí;64;el Camp de l'Arpa del Clot;2021;21
612;ACTS AGAINST PROPERTY;9;Sant Andreu;57;la Trinitat Vella;2021;3
612;ACTS AGAINST PROPERTY;7;Horta-Guinardó;35;el Guinardó;2021;16
612;ACTS AGAINST PROPERTY;1;Ciutat Vella;2;el Barri Gòtic;2021;52
612;ACTS AGAINST PROPERTY;7;Horta-Guinardó;42;la Clota;2021;5
612;ACTS AGAINST PROPERTY;8;Nou Barris;56;Vallbona;2021;2
612;ACTS AGAINST PROPERTY;8;Nou Barris;56;Vallbona;2021;3
612;ACTS AGAINST PROPERTY;8;Nou Barris;50;les Roquetes;2021;7
612;ACTS AGAINST PROPERTY;10;Sant Martí;72;Sant Martí de Provençals;2021;16
612;ACTS AGAINST PROPERTY;10;Sant Martí;68;el Poblenou;2021;33
612;ACTS AGAINST PROPERTY;8;Nou Barris;46;el Turó de la Peira;2021;7
612;ACTS AGAINST PROPERTY;6;Gràcia;28;Vallcarca i els Penitents;2021;7
612;ACTS AGAINST PROPERTY;8;Nou Barris;48;la Guineueta;2021;6
612;ACTS AGAINST PROPERTY;-1;Desconegut;-1;Desconegut;2021;12
612;ACTS AGAINST PROPERTY;2;Eixample;7;la Dreta de l'Eixample;2021;111
612;ACTS AGAINST PROPERTY;5;Sarrià-Sant Gervasi;26;Sant Gervasi - Galvany;2021;42
612;ACTS AGAINST PROPERTY;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;2021;40
612;ACTS AGAINST PROPERTY;6;Gràcia;30;la Salut;2021;1
612;ACTS AGAINST PROPERTY;6;Gràcia;32;el Camp d'en Grassot i Gràcia Nova;2021;16
612;ACTS AGAINST PROPERTY;9;Sant Andreu;59;el Bon Pastor;2021;24
612;ACTS AGAINST PROPERTY;8;Nou Barris;53;la Trinitat Nova;2021;3
612;ACTS AGAINST PROPERTY;3;Sants-Montjuïc;14;la Font de la Guatlla;2021;14
612;ACTS AGAINST PROPERTY;2;Eixample;8;l'Antiga Esquerra de l'Eixample;2021;50
612;ACTS AGAINST PROPERTY;8;Nou Barris;55;Ciutat Meridiana;2021;12
612;ACTS AGAINST PROPERTY;10;Sant Martí;69;Diagonal Mar i el Front Marítim del Poblenou;2021;38
612;ACTS AGAINST PROPERTY;5;Sarrià-Sant Gervasi;22;Vallvidrera, el Tibidabo i les Planes;2021;13
612;ACTS AGAINST PROPERTY;3;Sants-Montjuïc;16;la Bordeta;2021;12
612;ACTS AGAINST PROPERTY;3;Sants-Montjuïc;17;Sants - Badal;2021;32
612;ACTS AGAINST PROPERTY;9;Sant Andreu;63;Navas;2021;6
612;ACTS AGAINST PROPERTY;4;Les Corts;20;la Maternitat i Sant Ramon;2021;51
612;ACTS AGAINST PROPERTY;2;Eixample;6;la Sagrada Família;2021;38
612;ACTS AGAINST PROPERTY;7;Horta-Guinardó;36;la Font d'en Fargues;2021;15
612;ACTS AGAINST PROPERTY;8;Nou Barris;55;Ciutat Meridiana;2021;4
612;ACTS AGAINST PROPERTY;7;Horta-Guinardó;40;Montbau;2021;4
612;ACTS AGAINST PROPERTY;9;Sant Andreu;63;Navas;2021;6
612;ACTS AGAINST PROPERTY;10;Sant Martí;70;el Besòs i el Maresme;2021;1
612;ACTS AGAINST PROPERTY;7;Horta-Guinardó;36;la Font d'en Fargues;2021;2
612;ACTS AGAINST PROPERTY;8;Nou Barris;51;Verdun;2021;2
612;ACTS AGAINST PROPERTY;8;Nou Barris;49;Canyelles;2021;5
612;ACTS AGAINST PROPERTY;1;Ciutat Vella;1;el Raval;2021;55
612;ACTS AGAINST PROPERTY;9;Sant Andreu;59;el Bon Pastor;2021;27
612;ACTS AGAINST PROPERTY;10;Sant Martí;68;el Poblenou;2021;63
612;ACTS AGAINST PROPERTY;8;Nou Barris;44;Vilapicina i la Torre Llobeta;2021;22
612;ACTS AGAINST PROPERTY;4;Les Corts;19;les Corts;2021;39
612;ACTS AGAINST PROPERTY;9;Sant Andreu;57;la Trinitat Vella;2021;11
612;ACTS AGAINST PROPERTY;6;Gràcia;30;la Salut;2021;23
612;ACTS AGAINST PROPERTY;3;Sants-Montjuïc;12;la Marina del Prat Vermell;2021;12
612;ACTS AGAINST PROPERTY;10;Sant Martí;68;el Poblenou;2021;26
612;ACTS AGAINST PROPERTY;10;Sant Martí;69;Diagonal Mar i el Front Marítim del Poblenou;2021;28
610;ACTS AGAINST PRIVATE PROPERTY;1;Ciutat Vella;1;el Raval;2021;409
610;ACTS AGAINST PRIVATE PROPERTY;1;Ciutat Vella;2;el Barri Gòtic;2021;146
610;ACTS AGAINST PRIVATE PROPERTY;2;Eixample;9;la Nova Esquerra de l'Eixample;2021;30
610;ACTS AGAINST PRIVATE PROPERTY;8;Nou Barris;48;la Guineueta;2021;17
610;ACTS AGAINST PRIVATE PROPERTY;10;Sant Martí;70;el Besòs i el Maresme;2021;38
610;ACTS AGAINST PRIVATE PROPERTY;8;Nou Barris;45;Porta;2021;27
610;ACTS AGAINST PRIVATE PROPERTY;5;Sarrià-Sant Gervasi;26;Sant Gervasi - Galvany;2021;41
610;ACTS AGAINST PRIVATE PROPERTY;2;Eixample;8;l'Antiga Esquerra de l'Eixample;2021;64
610;ACTS AGAINST PRIVATE PROPERTY;8;Nou Barris;50;les Roquetes;2021;19
610;ACTS AGAINST PRIVATE PROPERTY;9;Sant Andreu;58;Baró de Viver;2021;6
610;ACTS AGAINST PRIVATE PROPERTY;10;Sant Martí;69;Diagonal Mar i el Front Marítim del Poblenou;2021;17
610;ACTS AGAINST PRIVATE PROPERTY;7;Horta-Guinardó;41;la Vall d'Hebron;2021;5
610;ACTS AGAINST PRIVATE PROPERTY;10;Sant Martí;69;Diagonal Mar i el Front Marítim del Poblenou;2021;46
610;ACTS AGAINST PRIVATE PROPERTY;3;Sants-Montjuïc;14;la Font de la Guatlla;2021;9
610;ACTS AGAINST PRIVATE PROPERTY;2;Eixample;5;el Fort Pienc;2021;49
610;ACTS AGAINST PRIVATE PROPERTY;6;Gràcia;30;la Salut;2021;5
610;ACTS AGAINST PRIVATE PROPERTY;10;Sant Martí;68;el Poblenou;2021;59
610;ACTS AGAINST PRIVATE PROPERTY;8;Nou Barris;46;el Turó de la Peira;2021;28
610;ACTS AGAINST PRIVATE PROPERTY;6;Gràcia;32;el Camp d'en Grassot i Gràcia Nova;2021;50
610;ACTS AGAINST PRIVATE PROPERTY;5;Sarrià-Sant Gervasi;24;les Tres Torres;2021;10
610;ACTS AGAINST PRIVATE PROPERTY;8;Nou Barris;48;la Guineueta;2021;9
610;ACTS AGAINST PRIVATE PROPERTY;4;Les Corts;20;la Maternitat i Sant Ramon;2021;36
610;ACTS AGAINST PRIVATE PROPERTY;7;Horta-Guinardó;38;la Teixonera;2021;48
610;ACTS AGAINST PRIVATE PROPERTY;7;Horta-Guinardó;42;la Clota;2021;2
610;ACTS AGAINST PRIVATE PROPERTY;5;Sarrià-Sant Gervasi;22;Vallvidrera, el Tibidabo i les Planes;2021;8
610;ACTS AGAINST PRIVATE PROPERTY;2;Eixample;9;la Nova Esquerra de l'Eixample;2021;71
610;ACTS AGAINST PRIVATE PROPERTY;7;Horta-Guinardó;38;la Teixonera;2021;6
610;ACTS AGAINST PRIVATE PROPERTY;5;Sarrià-Sant Gervasi;27;el Putxet i el Farró;2021;22
610;ACTS AGAINST PRIVATE PROPERTY;5;Sarrià-Sant Gervasi;23;Sarrià;2021;40
610;ACTS AGAINST PRIVATE PROPERTY;3;Sants-Montjuïc;13;la Marina de Port;2021;36
610;ACTS AGAINST PRIVATE PROPERTY;10;Sant Martí;65;el Clot;2021;33
610;ACTS AGAINST PRIVATE PROPERTY;9;Sant Andreu;57;la Trinitat Vella;2021;22
610;ACTS AGAINST PRIVATE PROPERTY;8;Nou Barris;47;Can Peguera;2021;1
610;ACTS AGAINST PRIVATE PROPERTY;1;Ciutat Vella;3;la Barceloneta;2021;61
610;ACTS AGAINST PRIVATE PROPERTY;2;Eixample;10;Sant Antoni;2021;83
610;ACTS AGAINST PRIVATE PROPERTY;1;Ciutat Vella;3;la Barceloneta;2021;145
610;ACTS AGAINST PRIVATE PROPERTY;1;Ciutat Vella;3;la Barceloneta;2021;79
610;ACTS AGAINST PRIVATE PROPERTY;8;Nou Barris;49;Canyelles;2021;8
610;ACTS AGAINST PRIVATE PROPERTY;10;Sant Martí;71;Provençals del Poblenou;2021;41
610;ACTS AGAINST PRIVATE PROPERTY;7;Horta-Guinardó;34;Can Baró;2021;7
610;ACTS AGAINST PRIVATE PROPERTY;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;2021;115
610;ACTS AGAINST PRIVATE PROPERTY;4;Les Corts;19;les Corts;2021;48
610;ACTS AGAINST PRIVATE PROPERTY;5;Sarrià-Sant Gervasi;22;Vallvidrera, el Tibidabo i les Planes;2021;2
610;ACTS AGAINST PRIVATE PROPERTY;9;Sant Andreu;62;el Congrés i els Indians;2021;13
610;ACTS AGAINST PRIVATE PROPERTY;5;Sarrià-Sant Gervasi;24;les Tres Torres;2021;11
610;ACTS AGAINST PRIVATE PROPERTY;5;Sarrià-Sant Gervasi;26;Sant Gervasi - Galvany;2021;51
610;ACTS AGAINST PRIVATE PROPERTY;8;Nou Barris;54;Torre Baró;2021;11
610;ACTS AGAINST PRIVATE PROPERTY;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;2021;196
610;ACTS AGAINST PRIVATE PROPERTY;2;Eixample;5;el Fort Pienc;2021;58
610;ACTS AGAINST PRIVATE PROPERTY;3;Sants-Montjuïc;14;la Font de la Guatlla;2021;8
610;ACTS AGAINST PRIVATE PROPERTY;10;Sant Martí;66;el Parc i la Llacuna del Poblenou;2021;64
610;ACTS AGAINST PRIVATE PROPERTY;6;Gràcia;28;Vallcarca i els Penitents;2021;28
610;ACTS AGAINST PRIVATE PROPERTY;8;Nou Barris;50;les Roquetes;2021;16
610;ACTS AGAINST PRIVATE PROPERTY;9;Sant Andreu;61;la Sagrera;2021;47
610;ACTS AGAINST PRIVATE PROPERTY;4;Les Corts;20;la Maternitat i Sant Ramon;2021;27
610;ACTS AGAINST PRIVATE PROPERTY;10;Sant Martí;66;el Parc i la Llacuna del Poblenou;2021;88
610;ACTS AGAINST PRIVATE PROPERTY;10;Sant Martí;72;Sant Martí de Provençals;2021;19
610;ACTS AGAINST PRIVATE PROPERTY;8;Nou Barris;49;Canyelles;2021;4
610;ACTS AGAINST PRIVATE PROPERTY;10;Sant Martí;70;el Besòs i el Maresme;2021;56
610;ACTS AGAINST PRIVATE PROPERTY;7;Horta-Guinardó;35;el Guinardó;2021;55
610;ACTS AGAINST PRIVATE PROPERTY;7;Horta-Guinardó;43;Horta;2021;45
610;ACTS AGAINST PRIVATE PROPERTY;7;Horta-Guinardó;41;la Vall d'Hebron;2021;4
610;ACTS AGAINST PRIVATE PROPERTY;7;Horta-Guinardó;33;el Baix Guinardó;2021;20
610;ACTS AGAINST PRIVATE PROPERTY;8;Nou Barris;53;la Trinitat Nova;2021;15
610;ACTS AGAINST PRIVATE PROPERTY;10;Sant Martí;65;el Clot;2021;48
610;ACTS AGAINST PRIVATE PROPERTY;6;Gràcia;30;la Salut;2021;6
610;ACTS AGAINST PRIVATE PROPERTY;8;Nou Barris;49;Canyelles;2021;3
610;ACTS AGAINST PRIVATE PROPERTY;8;Nou Barris;53;la Trinitat Nova;2021;14
610;ACTS AGAINST PRIVATE PROPERTY;5;Sarrià-Sant Gervasi;25;Sant Gervasi - la Bonanova;2021;25
610;ACTS AGAINST PRIVATE PROPERTY;1;Ciutat Vella;2;el Barri Gòtic;2021;147
610;ACTS AGAINST PRIVATE PROPERTY;10;Sant Martí;65;el Clot;2021;48
610;ACTS AGAINST PRIVATE PROPERTY;7;Horta-Guinardó;43;Horta;2021;34
610;ACTS AGAINST PRIVATE PROPERTY;10;Sant Martí;70;el Besòs i el Maresme;2021;47
610;ACTS AGAINST PRIVATE PROPERTY;8;Nou Barris;51;Verdun;2021;11
610;ACTS AGAINST PRIVATE PROPERTY;8;Nou Barris;44;Vilapicina i la Torre Llobeta;2021;35
610;ACTS AGAINST PRIVATE PROPERTY;9;Sant Andreu;59;el Bon Pastor;2021;81
610;ACTS AGAINST PRIVATE PROPERTY;1;Ciutat Vella;3;la Barceloneta;2021;270
610;ACTS AGAINST PRIVATE PROPERTY;5;Sarrià-Sant Gervasi;24;les Tres Torres;2021;6
610;ACTS AGAINST PRIVATE PROPERTY;8;Nou Barris;44;Vilapicina i la Torre Llobeta;2021;33
610;ACTS AGAINST PRIVATE PROPERTY;10;Sant Martí;71;Provençals del Poblenou;2021;23
610;ACTS AGAINST PRIVATE PROPERTY;8;Nou Barris;50;les Roquetes;2021;22
610;ACTS AGAINST PRIVATE PROPERTY;3;Sants-Montjuïc;18;Sants;2021;73
610;ACTS AGAINST PRIVATE PROPERTY;4;Les Corts;19;les Corts;2021;80
610;ACTS AGAINST PRIVATE PROPERTY;6;Gràcia;28;Vallcarca i els Penitents;2021;25
610;ACTS AGAINST PRIVATE PROPERTY;2;Eixample;9;la Nova Esquerra de l'Eixample;2021;73
610;ACTS AGAINST PRIVATE PROPERTY;9;Sant Andreu;59;el Bon Pastor;2021;153
610;ACTS AGAINST PRIVATE PROPERTY;8;Nou Barris;55;Ciutat Meridiana;2021;16
610;ACTS AGAINST PRIVATE PROPERTY;2;Eixample;6;la Sagrada Família;2021;62
