register_id;name;created;modified;addresses_road_id;addresses_road_name;addresses_start_street_number;neighbourhood_code;neighbourhood_name;district_code;district_name;zip_code;addresses_town;geo_epgs_25831_x;geo_epgs_25831_y;geo_epgs_4326_x;geo_epgs_4326_y
﻿92086020176;Sala Poliesportiva;16.11.89 00:00;17.09.22 04:30;110803;C Entença;100;9;la Nova Esquerra de l'Eixample;2;Eixample;8015;BARCELONA;4,28924E+15;4,58132E+15;4,13803E+15;2,14998E+16
﻿92086020337;Esport Rogent;05.05.87 00:00;17.09.22 04:31;286300;C Rogent;11;64;el Camp de l'Arpa del Clot;10;Sant Martí;8026;BARCELONA;4,31969E+15;4,58445E+15;4,14087E+16;2,18604E+16
﻿92086020337;Esport Rogent;05.05.87 00:00;17.09.22 04:31;286300;C Rogent;11;64;el Camp de l'Arpa del Clot;10;Sant Martí;8026;BARCELONA;4,31969E+15;4,58445E+15;4,14087E+16;2,18604E+16
﻿92086020337;Esport Rogent;05.05.87 00:00;17.09.22 04:31;286300;C Rogent;11;64;el Camp de l'Arpa del Clot;10;Sant Martí;8026;BARCELONA;4,31969E+15;4,58445E+15;4,14087E+16;2,18604E+16
﻿92086020353;Gimnàs Karate Club Hirota;06.04.87 00:00;17.09.22 04:31;18505;C Aragó;177;8;l'Antiga Esquerra de l'Eixample;2;Eixample;8011;BARCELONA;4,29599E+16;4,58208E+15;4,13872E+15;2,15796E+16
﻿92086020353;Gimnàs Karate Club Hirota;06.04.87 00:00;17.09.22 04:31;18505;C Aragó;177;8;l'Antiga Esquerra de l'Eixample;2;Eixample;8011;BARCELONA;4,29599E+16;4,58208E+15;4,13872E+15;2,15796E+16
﻿92086020353;Gimnàs Karate Club Hirota;06.04.87 00:00;17.09.22 04:31;18505;C Aragó;177;8;l'Antiga Esquerra de l'Eixample;2;Eixample;8011;BARCELONA;4,29599E+16;4,58208E+15;4,13872E+15;2,15796E+16
﻿92086020353;Gimnàs Karate Club Hirota;06.04.87 00:00;17.09.22 04:31;18505;C Aragó;177;8;l'Antiga Esquerra de l'Eixample;2;Eixample;8011;BARCELONA;4,29599E+16;4,58208E+15;4,13872E+15;2,15796E+16
﻿92086020385;Sala Especialitzada;23.11.89 00:00;17.09.22 04:31;52208;C Buscarons;18;25;Sant Gervasi - la Bonanova;5;Sarrià-Sant Gervasi;8022;BARCELONA;4,2797E+15;4,58424E+15;4,14065E+16;2,13822E+15
﻿92086020385;Sala Especialitzada;23.11.89 00:00;17.09.22 04:31;52208;C Buscarons;18;25;Sant Gervasi - la Bonanova;5;Sarrià-Sant Gervasi;8022;BARCELONA;4,2797E+15;4,58424E+15;4,14065E+16;2,13822E+15
