play_area_id;address;district_name;district_code;neighbourhood_name;neighbourhood_code;X_ETRS89;Y_ETRS89;longitude;latitude
47077;C\ Alts Forns, 19;Sants-Montjuïc;3;la Marina de Port;13;427641326;4578700667;21349528;413565591
47076;C\ Alts Forns, 19;Sants-Montjuïc;3;la Marina de Port;13;427742008;4578753260;21361501;413570418
206954;C\ Jocs del 92, 2;Sants-Montjuïc;3;la Marina de Port;13;428584360;4579211800;21461654;413612469
206939;C\ Jocs del 92, 2;Sants-Montjuïc;3;la Marina de Port;13;428602059;4579251555;21463723;413616065
871101;Ctra Antiga d'Horta, 7;Eixample;2;el Fort Pienc;5;431484426;4582833598;21804253;413941194
871100;Ctra Antiga d'Horta, 7;Eixample;2;el Fort Pienc;5;431488086;4582809227;21804718;413939002
47002;C\ Polvorí, 6;Sants-Montjuïc;3;la Font de la Guatlla;14;428419173;4580035797;21440934;413686537
827290;C\ Antoni de Capmany, 30;Sants-Montjuïc;3;la Bordeta;16;427348794;4580278418;21312670;413707430
827289;C\ Antoni de Capmany, 30;Sants-Montjuïc;3;la Bordeta;16;427343648;4580271028;21312064;413706760
828556;Pl Les Dones de Nou Barris, 0;Nou Barris;8;les Roquetes;50;431439028;4588773619;21792089;414476153
877911;Pl Anna Lizaran, 0;Eixample;2;el Fort Pienc;5;431615507;4582904624;21819851;413947703
660962;Mdor Poble Sec, 0;Sants-Montjuïc;3;el Poble-sec;11;430833282;4580387752;21729163;413720347
47325;Camí Font-trobada, 2;Sants-Montjuïc;3;el Poble-sec;11;430470701;4580314081;21685895;413713399
49412;Jard Ca n'Altimira, 0;Sarria-Sant Gervasi;5;Sant Gervasi - la Bonanova;25;427465104;4583969245;21322157;414039953
930468;Pl Ferran Casablancas, 1;Sarria-Sant Gervasi;5;Sant Gervasi - la Bonanova;25;427566778;4583699685;21334642;414015766
208076;C\ Tarongers, 16;Sants-Montjuïc;3;el Poble-sec;11;430326709;4579695856;21669389;413657593
207793;C\ Tarongers, 16;Sants-Montjuïc;3;el Poble-sec;11;430329735;4579747570;21669692;413662253
903046;C\ Residència, 14;Sant Andreu;9;Sant Andreu;60;432305131;4587920305;21896722;414400033
903032;C\ Residència, 14;Sant Andreu;9;Sant Andreu;60;432362490;4587874397;21903639;414395946
903031;C\ Residència, 14;Sant Andreu;9;Sant Andreu;60;432235885;4587970874;21888377;414404529
588079;Jard Elvira Farreras Valentí, 0;Sarria-Sant Gervasi;5;el Putxet i el Farró;27;428340969;4584335707;21426498;414073744
908600;C\ Orduña, 4160;Nou Barris;8;el Turó de la Peira;46;430887164;4587131454;21727906;414327776
934297;C\ Priorat, 11;Sants-Montjuïc;3;Sants;18;428060235;4580679800;21397256;413744220
76898;C\ Marquès de Mulhacén, 12;Sarria-Sant Gervasi;5;Sarrià;23;426445585;4582570945;21201898;413913088
51414;Jard Turó del Putxet, 0;Sarria-Sant Gervasi;5;el Putxet i el Farró;27;428430054;4584539302;21436914;414092160
51413;Jard Turó del Putxet, 0;Sarria-Sant Gervasi;5;el Putxet i el Farró;27;428433848;4584522489;21437388;414090649
935640;Jard La Tamarita, 0;Sarria-Sant Gervasi;5;Sant Gervasi - la Bonanova;25;427737259;4584755161;21353775;414110982
935639;Jard La Tamarita, 0;Sarria-Sant Gervasi;5;Sant Gervasi - la Bonanova;25;427708103;4584782833;21350254;414113448
208491;C\ Esteve Terradas, 16;Gracia;6;Vallcarca i els Penitents;28;428305211;4584974936;21421463;414131285
208481;C\ Esteve Terradas, 16;Gracia;6;Vallcarca i els Penitents;28;428250117;4585012415;21414827;414134611
665436;C\ Baró de la Barre, 63;Gracia;6;Vallcarca i els Penitents;28;428250285;4585483328;21414288;414177024
924642;C\ Mossèn Batlle, 10;Gracia;6;la Salut;30;429212764;4584599054;21530483;414098235
924641;C\ Mossèn Batlle, 10;Gracia;6;la Salut;30;429238596;4584540994;21533641;414093028
827876;Via Favència, 5324;Sant Andreu;9;la Trinitat Vella;57;432276228;4589024708;21892025;414499478
958398;C\ Palomar, 7790;Sant Andreu;9;Sant Andreu;60;432233373;4588217096;21887800;414426703
958397;C\ Palomar, 7790;Sant Andreu;9;Sant Andreu;60;432253391;4588220502;21890193;414427027
933968;Pl Abat Escarré, 9999;Sant Andreu;9;Sant Andreu;60;432393754;4586839720;21908538;414302783
73676;Pl Joan Peiró, 1;Sants-Montjuïc;3;Sants;18;428186791;4580926326;21412096;413766537
955587;C\ Roc Boronat, 135;Sant Martí;10;el Parc i la Llacuna del Poblenou;66;432482201;4583847374;21922463;414033346
943251;Jard Doctor Pla i Armengol, 0;Horta-Guinardó;7;el Guinardó;35;430683028;4585088517;21705818;414143600
954863;C\ Comte Borrell, 82;Eixample;2;Sant Antoni;10;429751349;4581322588;21598717;413803608
41762;E.A. Parlament Catalunya, 0;Ciutat Vella;1;Sant Pere, Santa Caterina i la Ribera;4;432301530;4582059743;21902849;413872187
41763;E.A. Parlament Catalunya, 0;Ciutat Vella;1;Sant Pere, Santa Caterina i la Ribera;4;432091685;4582245467;21877545;413888738
;Ptge Xavier Llorens, 0;Sant Martí;10;la Verneda i la Pau;73;433882682;4586111319;22087521;414238417
670931;C\ Doctor Trueta, 81;Sant Martí;10;la Vila Olímpica del Poblenou;67;432832173;4582834258;21965452;413942391
51382;Pg Solé i Pla, 18;Sarria-Sant Gervasi;5;Vallvidrera, el Tibidabo i les Planes;22;423886927;4586572554;20890851;414271110
956031;Av Meridiana, 90;Sant Martí;10;el Clot;65;432040833;4584353067;21869097;414078520
956010;Av Meridiana, 90;Sant Martí;10;el Clot;65;432040155;4584178407;21869212;414062789
960365;C\ Teresa Boronat i Fabra, 0;Sant Andreu;9;Sant Andreu;60;432482036;4588342239;21917425;414438184
976002;C\ Veneçuela, 25;Sant Martí;10;Provençals del Poblenou;71;433583115;4584497448;22053446;414092814
48794;C\ Jiménez i Iglesias, 6;Les Corts;4;Pedralbes;21;426602539;4582384472;21220895;413896436
933485;C\ Cristóbal de Moura, 52;Sant Martí;10;Provençals del Poblenou;71;433463975;4584479002;22039213;414091054
42323;Pl Valentí Almirall, 7;Sant Martí;10;el Clot;65;432493895;4584446032;21923194;414087275
42322;Pl Valentí Almirall, 7;Sant Martí;10;el Clot;65;432484069;4584438004;21922028;414086544
965212;C\ Rosselló, 370;Eixample;2;la Sagrada Família;6;430763718;4583872332;21716863;414034132
44041;G.V. Corts Catalanes, 1024;Sant Martí;10;Provençals del Poblenou;71;433103612;4584845470;21995696;414123761
44042;G.V. Corts Catalanes, 1024;Sant Martí;10;Provençals del Poblenou;71;433211993;4584957642;22008539;414133954
44040;G.V. Corts Catalanes, 954;Sant Martí;10;Provençals del Poblenou;71;432755004;4584514475;21954356;414093659
724515;C\ Jerez, 24;Horta-Guinardó;7;Horta;43;429359936;4587001749;21545283;414314765
974458;C\ Francesc Pedra, 6;Les Corts;4;les Corts;19;427464870;4582239036;21324202;413884120
86122;C\ Agudes, 91;Nou Barris;8;Ciutat Meridiana;55;430978453;4590210057;21735313;414605132
978915;C\ Agudes, 91;Nou Barris;8;Ciutat Meridiana;55;431056556;4590267260;21744599;414610351
970283;C\ Beret, 81;Nou Barris;8;el Turó de la Peira;46;430239635;4587061406;21650492;414320907
85966;C\ Beret, 81;Nou Barris;8;el Turó de la Peira;46;430116840;4587178698;21635661;414331365
85968;C\ Beret, 81;Nou Barris;8;el Turó de la Peira;46;430136560;4587216756;21637977;414334809
85967;C\ Beret, 81;Nou Barris;8;el Turó de la Peira;46;430459270;4587120448;21676710;414326416
28380;Av Mistral, 22;Eixample;2;Sant Antoni;10;429567996;4580954992;21577219;413770339
42730;C\ Doctor Zamenhof, 21;Sant Martí;10;Sant Martí de Provençals;72;432698144;4585383559;21946587;414171887
43977;C\ Pujades, 447;Sant Martí;10;el Besòs i el Maresme;70;434460112;4584937613;22157890;414133178
692313;Polg Guineueta Grup, 108;Nou Barris;8;la Guineueta;48;430498296;4588108602;21680244;414415448
85888;Polg Guineueta Grup, 108;Nou Barris;8;la Guineueta;48;430450135;4588092869;21674497;414413990
85889;Polg Guineueta Grup, 108;Nou Barris;8;la Guineueta;48;430616773;4588166600;21694358;414420774
113371;Parc Ciutadella, 0;Ciutat Vella;1;Sant Pere, Santa Caterina i la Ribera;4;432078267;4582029754;21876182;413869298
113370;Parc Ciutadella, 0;Ciutat Vella;1;Sant Pere, Santa Caterina i la Ribera;4;432002306;4582123219;21866992;413877652
113369;Parc Ciutadella, 0;Ciutat Vella;1;Sant Pere, Santa Caterina i la Ribera;4;431829048;4582235072;21846146;413887580
85566;Via Favència, 37;Nou Barris;8;Canyelles;49;430323807;4588095090;21659374;414414080
85539;Rbla Caçador, 38;Nou Barris;8;la Guineueta;48;430829131;4587868934;21720117;414394148
919938;Pg Taulat, 281;Sant Martí;10;Diagonal Mar i el Front Marítim del Poblenou;69;434512175;4584239188;22164874;414070315
919937;Pg Taulat, 281;Sant Martí;10;Diagonal Mar i el Front Marítim del Poblenou;69;434551507;4584239007;22169580;414070331
171026;Pg Taulat, 281;Sant Martí;10;Diagonal Mar i el Front Marítim del Poblenou;69;434589443;4584215420;22174144;414068237
661495;Pg Taulat, 281;Sant Martí;10;Diagonal Mar i el Front Marítim del Poblenou;69;434556317;4584216872;22170179;414068341
75174;C\ Tortosa, 39;Sants-Montjuïc;3;la Marina del Prat Vermell;12;428213250;4578245897;21418432;413525143
61704;C\ Garriga i Roca, 70;Horta-Guinardó;7;el Guinardó;35;430704509;4585622297;21707776;414191695
61705;C\ Garriga i Roca, 70;Horta-Guinardó;7;el Guinardó;35;430694176;4585662285;21706494;414195287
61703;C\ Garriga i Roca, 70;Horta-Guinardó;7;el Guinardó;35;430740357;4585608673;21712081;414190498
61484;Pl Bacardí, 9999;Horta-Guinardó;7;Horta;43;430136936;4586809633;21638493;414298142
61405;Rbla Carmel, 1;Horta-Guinardó;7;el Carmel;37;429586991;4586640014;21572877;414282385
61406;Rbla Carmel, 1;Horta-Guinardó;7;el Carmel;37;429584929;4586598346;21572679;414278630
61407;Rbla Carmel, 1;Horta-Guinardó;7;el Carmel;37;429606604;4586654951;21575207;414283747
61325;Rbla Carmel, 9999;Horta-Guinardó;7;el Carmel;37;429661431;4586122916;21582387;414235877
61279;C\ Cortada, 49;Horta-Guinardó;7;la Teixonera;38;428981404;4586290083;21500819;414250335
61270;Pl Haya de la Torre, 0;Horta-Guinardó;7;el Carmel;37;429631865;4585974905;21579022;414222520
61200;Pl Boyeros, 0;Horta-Guinardó;7;el Carmel;37;429113095;4586052899;21516855;414229089
61093;Pl Masies d'Horta, 0;Horta-Guinardó;7;Horta;43;429735459;4586904784;21590337;414306362
60112;Parc Xavier Montsalvatge, 0;Horta-Guinardó;7;Horta;43;429283932;4587978083;21535045;414402633
85604;C\ Cartellà, 3800;Nou Barris;8;Vilapicina i la Torre Llobeta;44;430586995;4586638986;21692548;414283163
86467;C\ Pintor Alsamora, 9;Nou Barris;8;Porta;45;431567968;4587294107;21809199;414343009
75187;Jard Celestina Vigneaux, 0;Sants-Montjuïc;3;la Bordeta;16;428196914;4580348359;21413991;413714490
75188;Jard Celestina Vigneaux, 0;Sants-Montjuïc;3;la Bordeta;16;428184419;4580313784;21412538;413711365
661138;C\ Sèquia Madriguera, 17;Sant Andreu;9;el Bon Pastor;59;433472408;4587646084;22036738;414376310
661137;C\ Sèquia Madriguera, 17;Sant Andreu;9;el Bon Pastor;59;433464801;4587670300;22035800;414378485
44808;C\ Santa Coloma, 4;Sant Andreu;9;Sant Andreu;60;432599899;4586958284;21933076;414313635
45708;Pl Cardona, 3;Sarria-Sant Gervasi;5;Sant Gervasi - Galvany;26;428804012;4583297956;21483112;413980689
46479;C\ Enamorats, 70;Eixample;2;la Sagrada Família;6;431585799;4583976823;21815086;414044247
46824;Jard Jaume Perich, 0;Eixample;2;la Dreta de l'Eixample;7;430861392;4582843537;21729722;413941556
47766;Jard Tres Xemeneies, 0;Sants-Montjuïc;3;el Poble-sec;11;430807892;4580663249;21725813;413745138
87304;C\ Costa Rica, 26;Sant Andreu;9;la Sagrera;61;432254545;4585953251;21892872;414222824
86521;C\ Darnius, 15;Nou Barris;8;Can Peguera;47;430336165;4587364404;21661696;414348281
86522;C\ Darnius, 15;Nou Barris;8;Can Peguera;47;430341339;4587380166;21662297;414349705
51276;Jard Marià Manent, 0;Sarria-Sant Gervasi;5;el Putxet i el Farró;27;428192193;4584675695;21408296;414104232
50329;C\ Escull, 2;Sarria-Sant Gervasi;5;Sarrià;23;426415686;4583291717;21197446;413977977
86262;C\ Torrent de Can Piquer, 2;Nou Barris;8;Porta;45;431330076;4587048996;21781007;414320729
49551;C\ Reis Catòlics, 24;Sarria-Sant Gervasi;5;Vallvidrera, el Tibidabo i les Planes;22;425062816;4585252430;21033199;414153319
49592;C\ Mare de Déu de Núria, 37;Sarria-Sant Gervasi;5;Sarrià;23;426697918;4583526694;21230920;413999398
86237;C\ Alonso Cano, 18;Nou Barris;8;Verdun;51;430976037;4588128998;21737403;414417697
49237;C\ Danubi, 4;Les Corts;4;la Maternitat i Sant Ramon;20;426306190;4580936525;21187214;413765755
47745;C\ Sant Eloi, 1;Sants-Montjuïc;3;la Marina de Port;13;428317883;4578673481;21430434;413563748
46780;Jard Rector Oliveras, 0;Eixample;2;la Dreta de l'Eixample;7;430404233;4582952173;21674918;413950946
964202;Pl Joaquim Xirau i Palau, 3;Ciutat Vella;1;el Barri Gòtic;2;431136791;4581098201;21764646;413784595
877792;Jard Cèsar Martinell, 0;Eixample;2;l'Antiga Esquerra de l'Eixample;8;429733065;4581735117;21596053;413840747
826384;C\ Felip II, 246;Nou Barris;8;Vilapicina i la Torre Llobeta;44;431151888;4586736651;21760038;414292445
85856;C\ Felip II, 246;Nou Barris;8;Vilapicina i la Torre Llobeta;44;431140006;4586706505;21758650;414289720
85855;C\ Felip II, 246;Nou Barris;8;Vilapicina i la Torre Llobeta;44;431124220;4586738513;21756724;414292589
150833;C\ Germans Desvalls, 21;Horta-Guinardó;7;Horta;43;428815347;4587827720;21479137;414388676
150832;C\ Germans Desvalls, 21;Horta-Guinardó;7;Horta;43;428796760;4587815854;21476926;414387591
161256;C\ València, 702;Sant Martí;10;el Clot;65;432467274;4585011066;21919379;414138144
49178;C\ Torrent de les Roses, 41;Les Corts;4;Pedralbes;21;425046422;4582252069;21034953;413883076
51292;C\ Castellnou, 12;Sarria-Sant Gervasi;5;les Tres Torres;24;427368124;4582927903;21311805;413946076
61381;C\ Cànoves, 116;Horta-Guinardó;7;Sant Genís dels Agudells;39;427251592;4586720136;21293308;414287520
659889;C\ Sinaí, 4280;Horta-Guinardó;7;Sant Genís dels Agudells;39;428092150;4586268126;21394434;414247566
54492;Jard Caterina Albert, 0;Gracia;6;el Camp d'en Grassot i Gràcia Nova;32;430645143;4583865846;21702686;414033446
42155;C\ Aragó, 661;Sant Martí;10;el Clot;65;432484121;4584923643;21921492;414130284
57407;C\ Samaniego, 4230;Horta-Guinardó;7;la Teixonera;38;428488418;4586073058;21442083;414230351
57100;Pg Sant Joan, 160;Gracia;6;el Camp d'en Grassot i Gràcia Nova;32;430263028;4583760308;21657098;414023610
55108;Pl Nord, 9999;Gracia;6;la Vila de Gràcia;31;429417389;4584277292;21555338;414069435
54504;C\ Vallpar, 9;Gracia;6;Vallcarca i els Penitents;28;427774721;4585656732;21357180;414192216
54505;C\ Vallpar, 9;Gracia;6;Vallcarca i els Penitents;28;427766246;4585669645;21356151;414193371
903621;Jard Ada Byron, 0;Sant Martí;10;el Poblenou;68;432731324;4584025907;21952066;414049635
86659;C\ Manuel Sanchis i Guarner, 14;Nou Barris;8;Porta;45;431707794;4587798710;21825364;414388575
86594;C\ Miguel Hernández, 8;Nou Barris;8;Canyelles;49;430099720;4588156778;21632481;414419441
86444;C\ Pedrosa, 5;Nou Barris;8;la Trinitat Nova;53;432005573;4588754297;21859929;414474894
680399;C\ Bisbe Sivilla, 2;Sarria-Sant Gervasi;5;Sant Gervasi - la Bonanova;25;427739778;4584164574;21354782;414057792
680398;C\ Bisbe Sivilla, 2;Sarria-Sant Gervasi;5;Sant Gervasi - la Bonanova;25;427774042;4584137248;21358913;414055362
49424;Pl Rosa Sabater, 2;Sarria-Sant Gervasi;5;Sant Gervasi - la Bonanova;25;427908336;4584352325;21374722;414074854
975310;Pl Joan Llongueras, 1;Sarria-Sant Gervasi;5;Sant Gervasi - Galvany;26;428101784;4582680576;21399850;413924459
744727;Pl Joan Llongueras, 1;Sarria-Sant Gervasi;5;Sant Gervasi - Galvany;26;428097628;4582694541;21399336;413925713
49347;Pl Manuel Corachan, 3803;Sarria-Sant Gervasi;5;les Tres Torres;24;427212812;4582876725;21293291;413941326
48681;Jard Can Feu, 0;Les Corts;4;les Corts;19;427243073;4582477692;21297389;413905414
48608;C\ Trias i Giró, 17;Les Corts;4;Pedralbes;21;425856907;4582034499;21132148;413864232
48587;C\ Trias i Giró, 17;Les Corts;4;Pedralbes;21;425907964;4582051807;21138233;413865838
832414;Pl Doctor Ignasi Barraquer, 40772;Les Corts;4;les Corts;19;428262061;4582462986;21419277;413905005
48391;Pl Doctor Ignasi Barraquer, 40772;Les Corts;4;les Corts;19;428246688;4582442989;21417462;413903190
804422;C\ Lepant, 840;Horta-Guinardó;7;el Baix Guinardó;33;430610032;4584514972;21697742;414091880
804421;C\ Lepant, 840;Horta-Guinardó;7;el Baix Guinardó;33;430603469;4584503155;21696970;414090810
804420;C\ Lepant, 840;Horta-Guinardó;7;el Baix Guinardó;33;430622755;4584521663;21699256;414092494
654179;C\ Lepant, 840;Horta-Guinardó;7;el Baix Guinardó;33;430552020;4584523934;21690791;414092637
654197;C\ Lepant, 840;Horta-Guinardó;7;el Baix Guinardó;33;430572407;4584545306;21693206;414094580
692840;C\ Robrenyo, 130;Sants-Montjuïc;3;Sants;18;428176008;4581581640;21410030;413825549
692844;C\ Robrenyo, 130;Sants-Montjuïc;3;Sants;18;428193499;4581598851;21412101;413827114
47816;C\ Constitució, 33;Sants-Montjuïc;3;la Bordeta;16;427852015;4580163781;21372973;413697558
47615;C\ Badalona, 431;Sants-Montjuïc;3;Sants;18;427932971;4581138972;21381493;413785462
47496;Pl Sant Cristòfol, 2290;Sants-Montjuïc;3;la Marina de Port;13;427813983;4578979738;21369835;413590881
46892;C\ Segura, 12;Sants-Montjuïc;3;la Marina de Port;13;428120444;4579612833;21405720;413648176
46881;Jard Laura Albéniz, 0;Eixample;2;la Dreta de l'Eixample;7;430025933;4583137287;21629456;413967291
46689;C\ Alí Bei, 115;Eixample;2;el Fort Pienc;5;431732795;4583092707;21833667;413964743
46690;C\ Alí Bei, 115;Eixample;2;el Fort Pienc;5;431745850;4583077881;21835245;413963418
46493;Jard Montserrat Roig, 0;Eixample;2;la Sagrada Família;6;431354771;4584423801;21786942;414084308
958520;Jard Indústria, 0;Eixample;2;la Sagrada Família;6;430684394;4584349978;21706827;414077084
956383;Jard Indústria, 0;Eixample;2;la Sagrada Família;6;430690936;4584356333;21707602;414077662
46375;Pg Sant Joan, 108;Eixample;2;la Dreta de l'Eixample;7;430559503;4583460017;21692907;413996820
46245;C\ Aragó, 215;Eixample;2;l'Antiga Esquerra de l'Eixample;8;429816867;4582313418;21605404;413892905
46246;C\ Aragó, 215;Eixample;2;l'Antiga Esquerra de l'Eixample;8;429859802;4582276646;21610582;413889631
46244;C\ Aragó, 215;Eixample;2;l'Antiga Esquerra de l'Eixample;8;429803411;4582292902;21603819;413891046
44359;C\ Clarà, 1;Sant Andreu;9;Baró de Viver;58;433119104;4588638942;21993352;414465440
46132;C\ Dos de Maig, 210;Eixample;2;la Sagrada Família;6;431698586;4584137426;21828397;414058808
46095;Camí Foixarda, 23;Sants-Montjuïc;3;el Poble-sec;11;428525944;4579832176;21453940;413668292
45493;C\ Samaniego, 1;Horta-Guinardó;7;la Teixonera;38;428320632;4586021296;21422068;414225539
45218;E.A. Residència Pau Casals, 0;Nou Barris;8;Canyelles;49;430566792;4588296758;21688226;414432454
45165;C\ Artesania, 15;Nou Barris;8;la Guineueta;48;430822603;4588145453;21719019;414419047
45164;C\ Artesania, 15;Nou Barris;8;la Guineueta;48;430867480;4588008376;21724547;414406740
45079;Av Alzinar, 42;Nou Barris;8;Vallbona;56;431847377;4590467132;21839059;414629029
44971;C\ Cretes, 1;Sant Andreu;9;el Bon Pastor;59;433723195;4587484222;22066931;414361939
44902;C\ Garcilaso, 236;Sant Andreu;9;el Congrés i els Indians;62;431320184;4586109132;21780891;414236071
44847;Pl Marià Brossa, 9999;Sant Andreu;9;Sant Andreu;60;432166576;4587618578;21880477;414372740
44785;C\ Cinca, 9;Sant Andreu;9;Sant Andreu;60;432517794;4587546132;21922594;414366511
44684;Pl Félix Rodríguez de la Fuent, 0;Sant Andreu;9;el Bon Pastor;59;433498206;4587357448;22040143;414350335
44683;Pl Félix Rodríguez de la Fuent, 0;Sant Andreu;9;el Bon Pastor;59;433499550;4587369721;22040290;414351442
44671;Jard Gatcpac, 0;Sant Andreu;9;Sant Andreu;60;432354863;4587965270;21902624;414404125
44532;Pl Sot dels Paletes, 9999;Sant Andreu;9;Sant Andreu;60;432447136;4587635089;21914038;414374464
44452;C\ Guinardó, 4;Sant Andreu;9;Navas;63;431535715;4585324790;21807569;414165612
44380;C\ Arquímedes, 30;Sant Andreu;9;Sant Andreu;60;432114050;4587997072;21873765;414406786
44379;C\ Arquímedes, 30;Sant Andreu;9;Sant Andreu;60;432126245;4587978042;21875246;414405082
44378;C\ Arquímedes, 30;Sant Andreu;9;Sant Andreu;60;432134380;4587999524;21876196;414407024
44338;Jard Massana, 0;Sant Andreu;9;el Congrés i els Indians;62;431434667;4586487537;21794161;414270250
44339;Jard Massana, 0;Sant Andreu;9;el Congrés i els Indians;62;431454027;4586478653;21796487;414269466
43954;C\ Nació, 47;Sant Martí;10;el Camp de l'Arpa del Clot;64;431874849;4584934544;21848585;414130752
43710;C\ Pere IV, 8;Sant Martí;10;el Parc i la Llacuna del Poblenou;66;432315658;4582725406;21903795;413932154
826379;Av Diagonal, 106;Sant Martí;10;Provençals del Poblenou;71;433544888;4584379150;22049003;414082127
43507;Av Diagonal, 106;Sant Martí;10;Provençals del Poblenou;71;433532932;4584367634;22047585;414081080
43472;Pl Jaume Huguet, 2;Sant Martí;10;el Besòs i el Maresme;70;434114408;4585463073;22115956;414180222
43471;Pl Jaume Huguet, 2;Sant Martí;10;el Besòs i el Maresme;70;434126684;4585451280;22117438;414179170
43396;C\ Joan Miró, 35;Sant Martí;10;la Vila Olímpica del Poblenou;67;432491900;4582561778;21925057;413917564
43397;C\ Joan Miró, 35;Sant Martí;10;la Vila Olímpica del Poblenou;67;432495372;4582546878;21925489;413916225
664526;Av Francesc Cambó, 13;Ciutat Vella;1;Sant Pere, Santa Caterina i la Ribera;4;431222729;4581926858;21773981;413859304
706276;C\ Bilbao, 12;Sant Martí;10;el Poblenou;68;433712508;4583579869;22069931;414010276
43264;Av Diagonal, 54;Sant Martí;10;Diagonal Mar i el Front Marítim del Poblenou;69;433939749;4584500261;22096109;414093361
43262;Av Diagonal, 54;Sant Martí;10;Diagonal Mar i el Front Marítim del Poblenou;69;434193724;4584580674;22126406;414100812
43263;Av Diagonal, 54;Sant Martí;10;Diagonal Mar i el Front Marítim del Poblenou;69;434074497;4584546010;22112180;414097592
43172;Gru Vivendes la Pau, 2597;Sant Martí;10;la Verneda i la Pau;73;433852027;4586014138;22083959;414229639
42795;Pl Puigcerdà, 0;Sant Martí;10;Provençals del Poblenou;71;433741883;4585404128;22071448;414174607
737098;Pl Heroïnes de Girona, 9999;Sant Martí;10;el Camp de l'Arpa del Clot;64;431437891;4584620872;21796662;414102129
42751;Jrdi Xavier Benguerel, 0;Sant Martí;10;el Poblenou;68;433109381;4583891298;21997441;414037827
44046;C\ Cantàbria, 1;Sant Martí;10;Sant Martí de Provençals;72;433363825;4585209888;22026427;414156800
690410;C\ Cantàbria, 1;Sant Martí;10;Sant Martí de Provençals;72;432994792;4584861840;21982658;414125145
44047;C\ Cantàbria, 1;Sant Martí;10;Sant Martí de Provençals;72;433125890;4584978843;21998214;414135792
161157;C\ Cantàbria, 1;Sant Martí;10;la Verneda i la Pau;73;434025052;4585854200;22104838;414215377
44048;C\ Cantàbria, 1;Sant Martí;10;la Verneda i la Pau;73;433565262;4585407474;22050311;414174762
42738;Jard Ana Figuera, 0;Sant Martí;10;Sant Martí de Provençals;72;433344583;4585281317;22024046;414163217
42676;C\ Treball, 271;Sant Martí;10;Sant Martí de Provençals;72;432882194;4585556055;21968417;414187577
42650;Rbla Prim, 160;Sant Martí;10;la Verneda i la Pau;73;433773076;4585708389;22074847;414202036
660300;C\ Cortada, 1;Horta-Guinardó;7;la Teixonera;38;428627972;4586149276;21458692;414237340
42364;C\ Santander, 6;Sant Martí;10;la Verneda i la Pau;73;432921285;4585946343;21972661;414222762
42363;C\ Santander, 6;Sant Martí;10;la Verneda i la Pau;73;432927455;4585939081;21973408;414222113
42361;C\ Santander, 6;Sant Martí;10;la Verneda i la Pau;73;432963206;4585964812;21977657;414224460
42362;C\ Santander, 6;Sant Martí;10;la Verneda i la Pau;73;432957491;4585938846;21977002;414222117
42350;Av Meridiana, 164;Sant Martí;10;el Camp de l'Arpa del Clot;64;432006109;4584759536;21864486;414115100
827277;Pl Doctor Cararach Mauri, 9;Sant Andreu;9;la Sagrera;61;432414836;4586526882;21911411;414274624
696500;Pl Can Robacols, 0;Sant Martí;10;el Camp de l'Arpa del Clot;64;431725772;4584816503;21830883;414119994
42264;Pl Can Robacols, 0;Sant Martí;10;el Camp de l'Arpa del Clot;64;431741349;4584823778;21832738;414120662
42188;Via Trajana, 27;Sant Martí;10;la Verneda i la Pau;73;433658764;4586508731;22060291;414274027
42172;C\ Pallars, 8361;Sant Martí;10;el Poblenou;68;433195051;4583890641;22007690;414037839
41998;C\ Sant Josep Oriol, 5;Ciutat Vella;1;el Raval;1;430667561;4581162888;21708462;413790019
41925;C\ Floristes de la Rambla, 5;Ciutat Vella;1;el Raval;1;430570634;4581467440;21696523;413817365
41951;Pl Vicenç Martorell, 9999;Ciutat Vella;1;el Raval;1;430518892;4581760599;21689999;413843724
828265;Pl Josep M. Folch i Torres, 1;Ciutat Vella;1;el Raval;1;430328184;4580911914;21668168;413767121
828264;Pl Josep M. Folch i Torres, 1;Ciutat Vella;1;el Raval;1;430329148;4580923353;21668270;413768152
654566;Pl Navas, 9999;Sants-Montjuïc;3;el Poble-sec;11;429660979;4580602598;21588746;413738681
694137;Pl Fra Juníper Serra, 5;Sant Andreu;9;el Bon Pastor;59;433454841;4587832684;22034430;414393102
694138;Pl Fra Juníper Serra, 5;Sant Andreu;9;el Bon Pastor;59;433441486;4587829987;22032834;414392848
161275;Pl Maresme, 0;Sant Martí;10;el Besòs i el Maresme;70;434465570;4584835357;22158653;414123973
162691;Pl Fernando de los Ríos, 2;Sant Martí;10;la Verneda i la Pau;73;433817613;4586114443;22079731;414238645
162692;Pl Fernando de los Ríos, 2;Sant Martí;10;la Verneda i la Pau;73;433851207;4586145634;22083717;414241482
828417;Pl Palmera de Sant Martí, 0;Sant Martí;10;la Verneda i la Pau;73;433521160;4585636441;22044783;414195348
162814;Pl Palmera de Sant Martí, 0;Sant Martí;10;la Verneda i la Pau;73;433585944;4585638422;22052532;414195580
162813;Pl Palmera de Sant Martí, 0;Sant Martí;10;la Verneda i la Pau;73;433501322;4585655872;22042387;414197082
696700;Pl Palmera de Sant Martí, 0;Sant Martí;10;la Verneda i la Pau;73;433533011;4585624021;22046214;414194239
171637;Av Meridiana, 409;Nou Barris;8;Porta;45;431579793;4586999976;21810948;414316527
171638;Av Meridiana, 409;Nou Barris;8;Porta;45;431651818;4586969855;21819601;414313876
