play_area_id;address;district_name;district_code;neighbourhood_name;neighbourhood_code;X_ETRS89;Y_ETRS89;longitude;latitude
47509;C\ Gernika, 11;Sants-Montjuïc;3;la Marina de Port;13;427707340;4579100154;21356943;413601631
44257;C\ Cinca, 100;Sant Andreu;9;Sant Andreu;60;432545463;4588075152;21925315;414414182
53590;Parc Poeta Eduard Marquina, 42230;Sarria-Sant Gervasi;5;Sant Gervasi - Galvany;26;428178848;4582858476;21408856;413940551
53589;Parc Poeta Eduard Marquina, 42230;Sarria-Sant Gervasi;5;Sant Gervasi - Galvany;26;428164218;4582874932;21407086;413942020
42288;C\ Còrsega, 674;Sant Martí;10;el Camp de l'Arpa del Clot;64;431490648;4584821256;21802747;414120222
42287;C\ Còrsega, 674;Sant Martí;10;el Camp de l'Arpa del Clot;64;431473444;4584817954;21800693;414119910
42087;C\ Allada-Vermell, 12;Ciutat Vella;1;Sant Pere, Santa Caterina i la Ribera;4;431493719;4582049599;21806251;413870590
42051;Parc Barceloneta, 0;Ciutat Vella;1;la Barceloneta;3;432557916;4581559128;21934069;413827314
42052;Parc Barceloneta, 0;Ciutat Vella;1;la Barceloneta;3;432568749;4581545838;21935379;413826126
655354;C\ Josep Pla, 51;Sant Martí;10;Diagonal Mar i el Front Marítim del Poblenou;69;434108055;4584665075;22116065;414108343
932654;Av Drassanes, 170;Ciutat Vella;1;el Raval;1;430857752;4580961749;21731434;413772066
932653;Av Drassanes, 170;Ciutat Vella;1;el Raval;1;430850176;4580951804;21730540;413771164
41894;Pla Palau, 9999;Ciutat Vella;1;Sant Pere, Santa Caterina i la Ribera;4;431689792;4581582880;21830226;413828720
41893;Pla Palau, 9999;Ciutat Vella;1;Sant Pere, Santa Caterina i la Ribera;4;431706059;4581613133;21832137;413831459
823443;Pl Llagut, 1;Ciutat Vella;1;la Barceloneta;3;432253502;4581417283;21897824;413814282
41849;Pl Llagut, 1;Ciutat Vella;1;la Barceloneta;3;432255629;4581396607;21898101;413812422
41850;Pl Llagut, 1;Ciutat Vella;1;la Barceloneta;3;432239401;4581447889;21896103;413817027
827392;Jard Camp de Sarrià, 0;Sarria-Sant Gervasi;5;les Tres Torres;24;427543115;4582780513;21332912;413932959
161095;C\ Mercaders, 25;Ciutat Vella;1;Sant Pere, Santa Caterina i la Ribera;4;431240768;4581860837;21776214;413853373
161145;Pl Cardenal Cicognani, 41534;Sant Andreu;9;el Congrés i els Indians;62;431739233;4586254564;21830870;414249526
161284;Pl Espronceda, 0;Sant Martí;10;Provençals del Poblenou;71;432936229;4584592954;21975950;414100878
161290;Rbla Prim, 121;Sant Martí;10;el Besòs i el Maresme;70;433931432;4585566554;22093950;414189392
162840;C\ Cantàbria, 28;Sant Martí;10;la Verneda i la Pau;73;433261138;4585716875;22013581;414202377
162861;Gru Vivendes la Pau, 48;Sant Martí;10;la Verneda i la Pau;73;433767426;4585854648;22074010;414215205
162860;Gru Vivendes la Pau, 48;Sant Martí;10;la Verneda i la Pau;73;433742448;4585834395;22071044;414213360
27178;Pg Valldaura, 158;Nou Barris;8;la Guineueta;48;430433312;4587768632;21672857;414384772
660965;Av Estadi, 40;Sants-Montjuïc;3;el Poble-sec;11;428948806;4579776189;21504561;413663624
74373;Jard Elisard Sala, 0;Sants-Montjuïc;3;Sants;18;427969556;4581562404;21385364;413823632
95686;Pl Juliana Morell, 6;Sant Martí;10;el Besòs i el Maresme;70;434255742;4585565497;22132756;414189563
95687;Pl Juliana Morell, 6;Sant Martí;10;el Besòs i el Maresme;70;434280950;4585549782;22135789;414188168
42018;C\ Metges, 5;Ciutat Vella;1;Sant Pere, Santa Caterina i la Ribera;4;431361002;4582159769;21790254;413880399
42017;C\ Metges, 5;Ciutat Vella;1;Sant Pere, Santa Caterina i la Ribera;4;431375399;4582138683;21792000;413878512
204394;C\ Capellans, 18;Ciutat Vella;1;el Barri Gòtic;2;430982103;4581870089;21745269;413853985
206620;Jard Enriqueta Sèculi, 0;Eixample;2;la Sagrada Família;6;430869951;4583990234;21729437;414044843
208085;Pl Can Rosés, 9999;Les Corts;4;les Corts;19;427679226;4582165776;21349925;413877714
208100;Pl Cirici Pellicer, 0;Sarria-Sant Gervasi;5;Sarrià;23;426500923;4582817376;21208217;413935333
208126;C\ Elisa, 2;Sarria-Sant Gervasi;5;el Putxet i el Farró;27;428353387;4584112423;21428248;414053645
208143;Pl Ventura Gassol, 1512;Sarria-Sant Gervasi;5;el Putxet i el Farró;27;428775642;4584275530;21478569;414068710
209071;C\ Farigola, 67;Gracia;6;Vallcarca i els Penitents;28;428788177;4585145706;21479044;414147095
210540;Jard Amistat, 0;Horta-Guinardó;7;Horta;43;429324520;4587198024;21540815;414332412
225674;Pl Joan Cornudella, 9999;Horta-Guinardó;7;la Vall d'Hebron;41;428880581;4587301524;21487564;414341342
44497;C\ Espiga, 3;Sant Andreu;9;el Congrés i els Indians;62;431525782;4586392307;21805172;414261751
965456;C\ Pedraforca, 8;Nou Barris;8;Ciutat Meridiana;55;431153329;4590271199;21756181;414610789
45620;Jard Moragas, 41770;Sarria-Sant Gervasi;5;Sant Gervasi - Galvany;26;428548711;4583373440;21452486;413987261
45946;Jard Josep Munté, 0;Les Corts;4;la Maternitat i Sant Ramon;20;426159297;4581172365;21169362;413786861
46568;E.M. Tetuan, 50210;Eixample;2;el Fort Pienc;5;431473337;4583595589;21802064;414009815
47191;C\ Noguera Pallaresa, 2523;Sants-Montjuïc;3;la Bordeta;16;428167291;4580494853;21410276;413727658
254090;C\ Fenals, 18;Nou Barris;8;la Trinitat Nova;53;431608188;4588780264;21812331;414476896
51366;Rda General Mitre, 265;Sarria-Sant Gervasi;5;el Putxet i el Farró;27;428866839;4584228131;21489534;414064522
337209;Pl Baró de Viver, 7;Sant Andreu;9;Baró de Viver;58;433144312;4588770791;21996224;414477336
337208;Pl Baró de Viver, 7;Sant Andreu;9;Baró de Viver;58;433174745;4588784324;21999852;414478581
337238;C\ Can Ros, 13;Sant Andreu;9;el Congrés i els Indians;62;431630770;4586518771;21817592;414273230
635146;C\ Font del Remei, 2;Gracia;6;el Coll;29;428951037;4585485005;21498131;414177798
691824;Jard Clara Campoamor, 0;Les Corts;4;les Corts;19;427231541;4582147949;21296406;413875705
956389;Pl Sardana, 343;Sants-Montjuïc;3;el Poble-sec;11;430344326;4580017373;21671126;413686566
45947;Pl Sardana, 343;Sants-Montjuïc;3;el Poble-sec;11;430568515;4580083518;21697854;413692718
45953;Pl Sardana, 343;Sants-Montjuïc;3;el Poble-sec;11;430256082;4579973824;21660626;413682568
45950;Pl Sardana, 343;Sants-Montjuïc;3;el Poble-sec;11;430373315;4580087074;21674512;413692869
337224;Pl Primavera, 13;Sant Andreu;9;Sant Andreu;60;432185525;4588547339;21881702;414456407
777217;T Perales, 41180;Sants-Montjuïc;3;Sants;18;427465289;4581233135;21325456;413793523
828891;C\ Filipines, 1664;Sant Andreu;9;la Sagrera;61;432117090;4586082925;21876279;414234388
95951;C\ Selva de Mar, 9;Sant Martí;10;Diagonal Mar i el Front Marítim del Poblenou;69;434115483;4584094465;22117575;414056956
48532;Jard Infantes, 0;Les Corts;4;les Corts;19;427597200;4581863401;21340477;413850407
51434;Parc Monterols, 0;Sarria-Sant Gervasi;5;Sant Gervasi - Galvany;26;428166130;4583728992;21406302;414018943
51433;Parc Monterols, 0;Sarria-Sant Gervasi;5;Sant Gervasi - Galvany;26;428205304;4583726402;21410991;414018745
907837;C\ Olot, 1;Gracia;6;la Salut;30;429326221;4585052890;21543526;414139210
54773;C\ Olot, 1;Gracia;6;la Salut;30;428985540;4584970814;21502863;414131517
665510;C\ Olot, 1;Gracia;6;la Salut;30;429354525;4585096296;21546862;414143144
54774;C\ Olot, 1;Gracia;6;la Salut;30;429328383;4585018515;21543825;414136116
61214;Pla Montbau, 4060;Horta-Guinardó;7;Montbau;40;428468478;4586896237;21438723;414304473
85552;C\ Guineueta, 20;Nou Barris;8;la Guineueta;48;430397303;4587925459;21668366;414398866
85553;C\ Guineueta, 20;Nou Barris;8;la Guineueta;48;430533098;4587938512;21684605;414400159
30655;C\ Calàbria, 12;Eixample;2;Sant Antoni;10;429805798;4580846186;21605780;413760747
30656;C\ Calàbria, 12;Eixample;2;Sant Antoni;10;429817036;4580838217;21607133;413760039
41911;Pl Caramelles, 9999;Ciutat Vella;1;el Raval;1;430418760;4581521753;21678299;413822126
42439;C\ Camp Arriassa, 86;Sant Martí;10;la Verneda i la Pau;73;433355303;4586297208;22024209;414254724
42440;C\ Camp Arriassa, 86;Sant Martí;10;la Verneda i la Pau;73;433404798;4586207649;22030230;414246699
42441;C\ Camp Arriassa, 86;Sant Martí;10;la Verneda i la Pau;73;433411416;4586199452;22031031;414245966
42721;C\ Alcalá de Guadaira, 8;Sant Martí;10;Sant Martí de Provençals;72;432886902;4585382308;21969173;414171932
747821;C\ Ribes, 15;Eixample;2;el Fort Pienc;5;431560879;4582685205;21813565;413927894
747820;C\ Ribes, 15;Eixample;2;el Fort Pienc;5;431593765;4582690451;21817492;413928395
740688;Pl Pedreres de Can Baró, 0;Horta-Guinardó;7;Can Baró;34;430156877;4585375785;21642535;414169018
737874;Gru Vivendes la Pau, 13;Sant Martí;10;la Verneda i la Pau;73;433685546;4585916269;22064145;414220687
737756;Pl Sanllehy, 9999;Gracia;6;la Salut;30;429895270;4585037899;21611626;414138358
700039;C\ Beat Domènec Savio, 2;Sant Andreu;9;Baró de Viver;58;433254447;4588603511;22009593;414462362
700040;C\ Beat Domènec Savio, 2;Sant Andreu;9;Baró de Viver;58;433252980;4588631279;22009386;414464862
732315;C\ Castella, 13;Sant Martí;10;el Poblenou;68;432969878;4584028990;21980600;414050112
61503;C\ Arquitectura, 6;Horta-Guinardó;7;Montbau;40;428370110;4586782975;21427086;414294185
580957;Ctra Prat, 16;Sants-Montjuïc;3;la Marina de Port;13;427685372;4579274978;21354109;413617357
585959;C\ Londres, 1;Eixample;2;la Nova Esquerra de l'Eixample;9;428392372;4582215914;21435154;413882868
586584;Av Roma, 92;Eixample;2;la Nova Esquerra de l'Eixample;9;428988872;4581668669;21507134;413834109
877898;Jard Paula Montal, 0;Eixample;2;la Nova Esquerra de l'Eixample;9;429244653;4581445422;21537983;413814227
587723;Jard Paula Montal, 0;Eixample;2;la Nova Esquerra de l'Eixample;9;429265234;4581445556;21540444;413814257
588449;C\ Bacardí, 24;Sants-Montjuïc;3;Sants - Badal;17;427140775;4580486596;21287549;413725992
588648;C\ Comte d'Urgell, 145;Eixample;2;la Nova Esquerra de l'Eixample;9;429069830;4582002358;21516425;413864234
588647;C\ Comte d'Urgell, 145;Eixample;2;la Nova Esquerra de l'Eixample;9;429057823;4582009628;21514980;413864878
588646;C\ Comte d'Urgell, 145;Eixample;2;la Nova Esquerra de l'Eixample;9;429050602;4582016711;21514109;413865510
928941;C\ Rocafort, 210;Eixample;2;la Nova Esquerra de l'Eixample;9;428570105;4581900415;21456782;413854610
61389;C\ Idumea, 14;Horta-Guinardó;7;Sant Genís dels Agudells;39;427954912;4586626453;21377585;414279716
708740;Jard Simone de Beauvoir, 0;Sant Martí;10;el Poblenou;68;433568423;4583680247;22052585;414019198
693782;Pg Zona Franca, 155;Sants-Montjuïc;3;la Marina de Port;13;427970942;4579004466;21388569;413593249
660630;Pl Vila de Madrid, 19;Ciutat Vella;1;el Barri Gòtic;2;430786683;4581785046;21721996;413846157
931364;C\ Fluvià, 2715;Sant Martí;10;Sant Martí de Provençals;72;432879494;4585001133;21968709;414137595
931363;C\ Fluvià, 2715;Sant Martí;10;Sant Martí de Provençals;72;432909959;4584968736;21972390;414134702
931362;C\ Fluvià, 2715;Sant Martí;10;Sant Martí de Provençals;72;432893683;4584957225;21970456;414133652
57195;Pl Joanic, 9999;Gracia;6;la Vila de Gràcia;31;429982262;4584109735;21623108;414054838
847193;C\ Pierola, 14;Nou Barris;8;Vallbona;56;431739642;4590477919;21826147;414629909
823434;Pl Dones del 36, 6;Gracia;6;la Vila de Gràcia;31;429258877;4583984207;21536718;414042899
823433;Pl Dones del 36, 6;Gracia;6;la Vila de Gràcia;31;429269556;4583996013;21537982;414043971
680709;Pl Dones del 36, 6;Gracia;6;la Vila de Gràcia;31;429249860;4584007782;21535612;414045014
678988;C\ Penyal, 22;Horta-Guinardó;7;la Font d'en Fargues;36;430099558;4585967836;21634993;414222292
678212;Pl Eucaliptus, 1;Nou Barris;8;Torre Baró;54;431596218;4590140274;21809357;414599376
44648;C\ Sant Adrià, 194;Sant Andreu;9;el Bon Pastor;59;433780869;4587469973;22073850;414360703
44434;C\ Fàbrica, 11;Sant Andreu;9;Sant Andreu;60;432389304;4587336583;21907450;414347530
664684;C\ Sants, 112;Sants-Montjuïc;3;Sants;18;427701329;4580812551;21354183;413755855
672591;C\ Garcilaso, 77;Sant Andreu;9;la Sagrera;61;431985413;4586047453;21860562;414231081
661117;Pl Fra Juníper Serra, 1;Sant Andreu;9;el Bon Pastor;59;433484825;4587740363;22038120;414384812
47519;Rbla Badal, 62;Sants-Montjuïc;3;la Bordeta;16;427506700;4580041697;21331833;413686252
203960;C\ Rodes, 7;Sant Martí;10;el Besòs i el Maresme;70;434724479;4585122481;22189320;414150044
204330;C\ Rodes, 7;Sant Martí;10;el Besòs i el Maresme;70;434710918;4585224859;22187587;414159254
45217;C\ Federico García Lorca, 11;Nou Barris;8;Canyelles;49;430218428;4588381608;21646430;414439794
206964;Pl Herenni, 9999;Sants-Montjuïc;3;Hostafrancs;15;428367275;4580890393;21433719;413763461
57364;Av Vallcarca, 119;Gracia;6;Vallcarca i els Penitents;28;428383341;4584861906;21430944;414121174
57365;Av Vallcarca, 119;Gracia;6;Vallcarca i els Penitents;28;428381954;4584836603;21430808;414118894
61506;C\ Àngel Marquès, 12;Horta-Guinardó;7;Montbau;40;428397888;4586904082;21430266;414305117
661340;C\ Josep Sunyol i Garriga, 14;Les Corts;4;la Maternitat i Sant Ramon;20;425686797;4580931565;21113157;413764739
43377;Gru Vivendes la Pau, 80;Sant Martí;10;la Verneda i la Pau;73;433941200;4585838000;22094822;414213849
45586;C\ Sicília, 287;Gracia;6;el Camp d'en Grassot i Gràcia Nova;32;430523047;4583998626;21687928;414045300
45375;Pl Nen de la Rutlla, 0;Horta-Guinardó;7;el Guinardó;35;430764956;4585558393;21715082;414185991
44462;Pg Santa Coloma, 12;Sant Andreu;9;Sant Andreu;60;432129795;4588356609;21875246;414439181
44410;Jard Casa Bloc, 0;Sant Andreu;9;Sant Andreu;60;432313537;4588077093;21897553;414414161
44409;Jard Casa Bloc, 0;Sant Andreu;9;Sant Andreu;60;432313929;4588018648;21897665;414408898
42620;C\ Treball, 285;Sant Martí;10;Sant Martí de Provençals;72;432654120;4585464243;21941229;414179117
42621;C\ Treball, 285;Sant Martí;10;Sant Martí de Provençals;72;432978371;4585622731;21979851;414193663
662578;C\ Treball, 285;Sant Martí;10;Sant Martí de Provençals;72;432880216;4585855198;21967848;414214518
42619;C\ Treball, 285;Sant Martí;10;Sant Martí de Provençals;72;432881511;4585708078;21968166;414201269
54537;C\ Castellterçol, 37;Gracia;6;el Coll;29;428694865;4585545874;21467408;414183053
54538;C\ Castellterçol, 37;Gracia;6;el Coll;29;428675880;4585545981;21465136;414183046
50990;Jard Piscines i Esports, 0;Sarria-Sant Gervasi;5;Sant Gervasi - Galvany;26;427903769;4582772660;21376057;413932576
49035;C\ Torrent de les Roses, 4;Les Corts;4;Pedralbes;21;425223666;4582370146;21056004;413893876
61151;Av Estatut de Catalunya, 31;Horta-Guinardó;7;la Vall d'Hebron;41;429179941;4587092267;21523636;414322759
75388;Pl Fènix, 13;Sants-Montjuïc;3;la Bordeta;16;427622275;4580229700;21345426;413703288
86630;C\ Oristà, 14;Nou Barris;8;Vallbona;56;432027543;4590805220;21860250;414659632
89242;Pl General Moragues, 0;Sant Andreu;9;la Sagrera;61;432400953;4585461090;21910941;414178620
980714;C\ Siracusa, 39;Gracia;6;la Vila de Gràcia;31;429805061;4583699669;21602385;414017750
47088;Jard Hortes de Sant Bertran, 0;Sants-Montjuïc;3;el Poble-sec;11;430880834;4580434858;21734795;413724631
751395;C\ Pare Pérez del Pulgar, 90;Sant Andreu;9;la Trinitat Vella;57;432582268;4589445504;21928191;414537635
210187;C\ Abd el Kader, 8;Horta-Guinardó;7;el Baix Guinardó;33;430205706;4584999628;21648812;414135181
684509;C\ Abd el Kader, 8;Horta-Guinardó;7;el Baix Guinardó;33;430226445;4585008928;21651282;414136037
210198;C\ Abd el Kader, 8;Horta-Guinardó;7;el Baix Guinardó;33;430190065;4584991378;21646950;414134425
210209;C\ Abd el Kader, 8;Horta-Guinardó;7;el Baix Guinardó;33;430250801;4584991783;21654216;414134514
210220;C\ Abd el Kader, 8;Horta-Guinardó;7;el Baix Guinardó;33;430199929;4584921934;21648210;414128179
210510;C\ Tenerife, 6;Horta-Guinardó;7;Can Baró;34;430274610;4585299095;21656710;414162213
225639;Jard Frederica Montseny, 0;Horta-Guinardó;7;el Guinardó;35;431011261;4585559101;21744552;414186267
118454;Pg Vall d'Hebron, 96;Horta-Guinardó;7;la Teixonera;38;428242639;4585930227;21412843;414217268
118453;Pg Vall d'Hebron, 96;Horta-Guinardó;7;la Teixonera;38;428251630;4585965855;21413877;414220485
816221;C\ Casanova, 149;Eixample;2;l'Antiga Esquerra de l'Eixample;8;429219410;4582350869;21533906;413895755
816220;C\ Casanova, 149;Eixample;2;l'Antiga Esquerra de l'Eixample;8;429153587;4582417345;21525956;413901684
764706;C\ Marina, 155;Eixample;2;el Fort Pienc;5;431553338;4583259969;21812013;413979655
764705;C\ Marina, 155;Eixample;2;el Fort Pienc;5;431565587;4583265882;21813472;413980198
764704;C\ Marina, 155;Eixample;2;el Fort Pienc;5;431555622;4583294531;21812247;413982770
61119;Pg Vall d'Hebron, 85;Horta-Guinardó;7;Sant Genís dels Agudells;39;428120097;4585832878;21398296;414208390
254022;C\ Castillejos, 408;Horta-Guinardó;7;el Baix Guinardó;33;430558520;4584958799;21691070;414131810
254021;C\ Castillejos, 408;Horta-Guinardó;7;el Baix Guinardó;33;430569945;4584963690;21692431;414132260
48346;Jard Joaquim Ruyra, 0;Les Corts;4;les Corts;19;428056719;4582395371;21394799;413898732
48345;Jard Joaquim Ruyra, 0;Les Corts;4;les Corts;19;428048602;4582385468;21393839;413897832
48489;Jard Bacardí, 41565;Les Corts;4;la Maternitat i Sant Ramon;20;426822060;4581294326;21248466;413798451
48609;Jard Jaume Vicens i Vives, 0;Les Corts;4;la Maternitat i Sant Ramon;20;426856914;4582036602;21251738;413865337
49228;Av Sarrià, 107;Les Corts;4;les Corts;19;427658782;4582586781;21346977;413915614
48819;Parc Pedralbes, 0;Les Corts;4;Pedralbes;21;426103759;4582146857;21161533;413874579
118418;C\ Cartellà, 179;Horta-Guinardó;7;Horta;43;430164264;4586890397;21641670;414305440
777457;C\ Pallars, 210;Sant Martí;10;el Poblenou;68;433065146;4583678151;21992385;414018592
777456;C\ Pallars, 210;Sant Martí;10;el Poblenou;68;433093759;4583647366;21995842;414015843
777455;C\ Pallars, 210;Sant Martí;10;el Poblenou;68;433066291;4583654196;21992548;414016436
225724;C\ Lledoner, 4;Horta-Guinardó;7;Sant Genís dels Agudells;39;427992129;4586304255;21382423;414250731
225666;C\ Lledoner, 4;Horta-Guinardó;7;Sant Genís dels Agudells;39;428111319;4586321818;21396664;414252419
85907;Pl Salvador Puig i Antich, 1;Nou Barris;8;les Roquetes;50;431314314;4589066637;21776827;414502437
907722;C\ Conveni, 5562;Nou Barris;8;la Prosperitat;52;431691075;4588356038;21822732;414438758
85620;C\ Valldemossa, 41;Nou Barris;8;Porta;45;431048624;4587338841;21746993;414346593
86273;Pl Harry Walker, 0;Nou Barris;8;la Prosperitat;52;431600426;4587924927;21812370;414399852
86087;Pl Gabriel Alomar, 1;Nou Barris;8;Porta;45;431688198;4587651614;21823184;414375310
783643;Pl Herta Frankel, 0;Horta-Guinardó;7;la Teixonera;38;428569265;4586038984;21451798;414227354
790503;C\ Comte Borrell, 159;Eixample;2;la Nova Esquerra de l'Eixample;9;429369897;4581557676;21552829;413824447
790504;C\ Comte Borrell, 159;Eixample;2;la Nova Esquerra de l'Eixample;9;429347552;4581527851;21550192;413821741
254031;C\ Pedrosa, 6858;Nou Barris;8;la Trinitat Nova;53;431913995;4588950406;21848746;414492480
254030;C\ Pedrosa, 6858;Nou Barris;8;la Trinitat Nova;53;431898770;4588978877;21846891;414495031
86456;C\ Horitzontal, 7;Nou Barris;8;Porta;45;431354096;4587688725;21783155;414378368
86387;Pas Antonio Cuadrillero, 1;Nou Barris;8;la Trinitat Nova;53;431863811;4589095668;21842574;414505520
907746;E.M. Trinitat Vella, 57810;Sant Andreu;9;la Trinitat Vella;57;432685510;4588978230;21941071;414495636
907745;E.M. Trinitat Vella, 57810;Sant Andreu;9;la Trinitat Vella;57;432694426;4588986795;21942129;414496415
161137;C\ Torrent de Perera, 12;Sant Andreu;9;la Trinitat Vella;57;432291529;4589460516;21893367;414538743
815286;C\ Teodor Llorente, 14;Horta-Guinardó;7;el Guinardó;35;431364675;4585664037;21786720;414196021
660670;C\ Escudellers, 61;Ciutat Vella;1;el Barri Gòtic;2;431209818;4581328518;21773117;413805402
812904;Pl Calvó, 9999;Sarria-Sant Gervasi;5;Sant Gervasi - la Bonanova;25;427410030;4584734194;21314652;414108798
826666;Pl Doctor Pere Franquesa, 0;Sants-Montjuïc;3;el Poble-sec;11;429615938;4580428859;21583563;413722994
826685;Pg Colom, 31;Ciutat Vella;1;el Barri Gòtic;2;431439758;4581053301;21800925;413780810
44881;C\ Josep Estivill, 24;Sant Andreu;9;Navas;63;432089973;4585474122;21873718;414179532
827431;Pl Dolors Piera, 7;Sant Martí;10;el Parc i la Llacuna del Poblenou;66;432718357;4583756967;21950814;414025401
827414;Pl Dolors Piera, 7;Sant Martí;10;el Parc i la Llacuna del Poblenou;66;432615351;4583656371;21938604;414016255
827936;C\ Bonaventura Gispert, 38;Sant Andreu;9;Sant Andreu;60;432706038;4586545489;21946238;414276545
828061;Pl Joan Pelegrí, 0;Sants-Montjuïc;3;Hostafrancs;15;428281078;4580853060;21423457;413760022
828573;C\ Castellví, 19;Nou Barris;8;Torre Baró;54;430846206;4589492341;21720302;414540377
45146;C\ Agudes, 9;Nou Barris;8;Ciutat Meridiana;55;431292928;4590478058;21772660;414629540
25382;C\ Lorena, 109;Nou Barris;8;la Guineueta;48;430957203;4587725818;21735609;414381368
829201;C\ Almogàvers, 214;Sant Martí;10;el Parc i la Llacuna del Poblenou;66;432877357;4583719726;21969875;414022180
43777;C\ Lope de Vega, 140;Sant Martí;10;el Poblenou;68;433240336;4584064475;22012915;414053533
43778;C\ Lope de Vega, 140;Sant Martí;10;el Poblenou;68;433328228;4584150197;22023335;414061327
956824;C\ Dos de Maig, 184;Sant Martí;10;el Parc i la Llacuna del Poblenou;66;431874140;4583891104;21849675;414036772
931010;C\ Dos de Maig, 184;Sant Martí;10;el Parc i la Llacuna del Poblenou;66;431888994;4583871366;21851474;414035007
42939;Rda Litoral (Besòs), 85;Sant Martí;10;la Vila Olímpica del Poblenou;67;433020967;4582356843;21988562;413899549
42940;Rda Litoral (Besòs), 85;Sant Martí;10;la Vila Olímpica del Poblenou;67;433050872;4582385809;21992106;413902182
42938;Rda Litoral (Besòs), 85;Sant Martí;10;la Vila Olímpica del Poblenou;67;432932305;4582266460;21978058;413891334
46178;C\ Marina, 212;Eixample;2;la Sagrada Família;6;431261710;4583645468;21776693;414014127
43327;Rbla Guipúscoa, 58;Sant Martí;10;Sant Martí de Provençals;72;432862072;4585156381;21966453;414151563
43423;C\ Rosa Sensat, 38;Sant Martí;10;la Vila Olímpica del Poblenou;67;432935753;4582681561;21978010;413928724
43424;C\ Rosa Sensat, 38;Sant Martí;10;la Vila Olímpica del Poblenou;67;432694348;4582680018;21949139;413928384
43362;Pl Artur Martorell, 2;Sant Martí;10;la Verneda i la Pau;73;433853815;4585780773;22084428;414208622
43361;Pl Artur Martorell, 2;Sant Martí;10;la Verneda i la Pau;73;433842837;4585762741;22083134;414206989
43498;C\ Alfons el Magnànim, 3;Sant Martí;10;el Besòs i el Maresme;70;434593148;4584990074;22173750;414138011
929494;C\ Anaïs Nin, 7;Sant Martí;10;el Besòs i el Maresme;70;434778699;4584899439;22196048;414129999
929481;C\ Anaïs Nin, 7;Sant Martí;10;el Besòs i el Maresme;70;434812155;4584906839;22200042;414130693
161201;C\ Maresme, 286;Sant Martí;10;la Verneda i la Pau;73;433442525;4585891614;22035093;414218266
43594;C\ Puigcerdà, 272;Sant Martí;10;la Verneda i la Pau;73;433310279;4585864193;22019299;414215686
696736;C\ Puigcerdà, 272;Sant Martí;10;la Verneda i la Pau;73;433224907;4585858464;22009089;414215100
696738;C\ Puigcerdà, 272;Sant Martí;10;la Verneda i la Pau;73;433189978;4585870954;22004896;414216195
161410;C\ Agricultura, 310;Sant Martí;10;Sant Martí de Provençals;72;432992396;4585833973;21981295;414212700
161411;C\ Agricultura, 310;Sant Martí;10;Sant Martí de Provençals;72;432963460;4585859266;21977804;414214954
43204;C\ Maresme, 283;Sant Martí;10;la Verneda i la Pau;73;433198818;4586090752;22005711;414235999
43205;C\ Maresme, 283;Sant Martí;10;la Verneda i la Pau;73;433253178;4586081476;22012226;414235209
827974;C\ Cristóbal de Moura, 4030;Sant Martí;10;el Besòs i el Maresme;70;434491613;4585422128;22161134;414176843
46903;C\ Mare de Déu de Port, 322;Sants-Montjuïc;3;la Marina de Port;13;428051867;4579379510;21397798;413627100
48202;Jard Mediterrània, 0;Sants-Montjuïc;3;la Marina de Port;13;428145169;4579040208;21409354;413596623
696238;C\ Espronceda, 161;Sant Martí;10;Provençals del Poblenou;71;433108674;4584275742;21996931;414072452
696232;C\ Espronceda, 161;Sant Martí;10;Provençals del Poblenou;71;433167273;4584254643;22003965;414070600
693736;C\ Espronceda, 161;Sant Martí;10;Provençals del Poblenou;71;433392509;4584323530;22030834;414076992
182832;C\ Espronceda, 161;Sant Martí;10;Provençals del Poblenou;71;433312180;4584382076;22021160;414082198
182831;C\ Espronceda, 161;Sant Martí;10;Provençals del Poblenou;71;433234761;4584333900;22011951;414077795
42304;C\ Enamorats, 154;Sant Martí;10;el Camp de l'Arpa del Clot;64;431887695;4584462649;21850654;414088261
42391;C\ Cantàbria, 63;Sant Martí;10;la Verneda i la Pau;73;432978779;4585988247;21979495;414226584
934731;C\ Trinxant, 112;Sant Martí;10;el Camp de l'Arpa del Clot;64;431722928;4585293784;21830004;414162978
48212;Merc Marina, 0;Sants-Montjuïc;3;la Marina de Port;13;428034298;4579143030;21395978;413605785
859039;Jard Carme Biada, 0;Eixample;2;la Dreta de l'Eixample;7;430009432;4583320620;21627271;413983789
46335;Pg Sant Joan, 138;Gracia;6;el Camp d'en Grassot i Gràcia Nova;32;430368961;4583658967;21669886;414014574
46357;Pg Sant Joan, 121;Eixample;2;la Dreta de l'Eixample;7;430468530;4583552811;21681919;414005099
46543;E.M. Monumental, 50480;Eixample;2;el Fort Pienc;5;431344122;4583499046;21786717;414001009
929549;C\ Sardenya, 91;Eixample;2;el Fort Pienc;5;431839283;4582801144;21846733;413938573
826758;C\ Sardenya, 91;Eixample;2;el Fort Pienc;5;431824101;4582789750;21844930;413937534
46872;C\ Roger de Flor, 194;Eixample;2;la Dreta de l'Eixample;7;430881532;4583401621;21731494;413991838
47570;Rier Blanca, 205;Sants-Montjuïc;3;la Bordeta;16;427481670;4579896765;21329013;413673176
48242;Pl Buenaventura Durruti, 1;Sants-Montjuïc;3;la Marina de Port;13;428089579;4579482023;21402185;413636367
47078;C\ Alts Forns, 19;Sants-Montjuïc;3;la Marina de Port;13;427681016;4578828576;21354120;413577147
