user_id,label_accidents,label_avg_occupation,label_above_65,label_academic_level,label_between_18_65,label_bus_stops,label_children_play_areas,label_cinema_theaters,label_cultural_leisure_spaces,label_library_studyroom,label_sport_facilities,label_tourists_points,label_transportation,label_street_markets_and_fairs,label_rent_price,label_hotels,label_spaces_for_excercise,label_parks_gardens,label_exhebitons_museums,label_music_drinks,label_temporary_exhibitions
Micha.Ziegenhorn,3.0,2.0,0.0,1.0,3.0,3.0,0.0,3.0,2.0,2.0,1.0,0.0,3.0,2.0,1.0,0.0,1.0,2.0,2.0,2.0,3.0
