year;district_code;district_name;neighborhood_code;neighborhood_code2;Sex;academic_level;number
2022;8;Nou Barris;48;la Guineueta;Women;No record;92
2022;8;Nou Barris;49;Canyelles;Women;No record;47
2022;8;Nou Barris;50;les Roquetes;Women;No record;123
2022;8;Nou Barris;51;Verdun;Women;No record;85
2022;8;Nou Barris;52;la Prosperitat;Women;No record;137
2022;8;Nou Barris;53;la Trinitat Nova;Women;No record;62
2022;8;Nou Barris;54;Torre Baró;Women;No record;30
2022;8;Nou Barris;55;Ciutat Meridiana;Women;No record;90
2022;8;Nou Barris;56;Vallbona;Women;No record;16
2022;9;Sant Andreu;57;la Trinitat Vella;Women;No record;97
2022;9;Sant Andreu;58;Baró de Viver;Women;No record;23
2022;9;Sant Andreu;59;el Bon Pastor;Women;No record;119
2022;9;Sant Andreu;60;Sant Andreu;Women;No record;346
2022;9;Sant Andreu;61;la Sagrera;Women;No record;111
2022;9;Sant Andreu;62;el Congrés i els Indians;Women;No record;70
2022;9;Sant Andreu;63;Navas;Women;No record;98
2022;10;Sant Martí;64;el Camp de l'Arpa del Clot;Women;No record;169
2022;10;Sant Martí;65;el Clot;Women;No record;146
2022;10;Sant Martí;66;el Parc i la Llacuna del Poblenou;Women;No record;83
2022;10;Sant Martí;67;la Vila Olímpica del Poblenou;Women;No record;85
2022;10;Sant Martí;68;el Poblenou;Women;No record;248
2022;10;Sant Martí;69;Diagonal Mar i el Front Marítim del Poblenou;Women;No record;96
2022;10;Sant Martí;70;el Besòs i el Maresme;Women;No record;164
2022;10;Sant Martí;71;Provençals del Poblenou;Women;No record;120
2022;10;Sant Martí;72;Sant Martí de Provençals;Women;No record;134
2022;10;Sant Martí;73;la Verneda i la Pau;Women;No record;178
2022;1;Ciutat Vella;1;el Raval;Women;No studies;329
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;No studies;113
2022;1;Ciutat Vella;3;la Barceloneta;Women;No studies;189
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;No studies;167
2022;2;Eixample;5;el Fort Pienc;Women;No studies;208
2022;2;Eixample;6;la Sagrada Família;Women;No studies;394
2022;2;Eixample;7;la Dreta de l'Eixample;Women;No studies;184
2022;2;Eixample;8;l'Antiga Esquerra de l'Eixample;Women;No studies;198
2022;2;Eixample;9;la Nova Esquerra de l'Eixample;Women;No studies;324
2022;2;Eixample;10;Sant Antoni;Women;No studies;341
2022;3;Sants-Montjuïc;11;el Poble Sec;Women;No studies;405
2022;3;Sants-Montjuïc;12;la Marina del Prat Vermell;Women;No studies;23
2022;3;Sants-Montjuïc;13;la Marina de Port;Women;No studies;441
2022;3;Sants-Montjuïc;14;la Font de la Guatlla;Women;No studies;119
2022;3;Sants-Montjuïc;15;Hostafrancs;Women;No studies;146
2022;3;Sants-Montjuïc;16;la Bordeta;Women;No studies;230
2022;3;Sants-Montjuïc;17;Sants - Badal;Women;No studies;293
2022;3;Sants-Montjuïc;18;Sants;Women;No studies;423
2022;4;Les Corts;19;les Corts;Women;No studies;272
2022;4;Les Corts;20;la Maternitat i Sant Ramon;Women;No studies;233
2022;4;Les Corts;21;Pedralbes;Women;No studies;20
2022;5;Sarrià-Sant Gervasi;22;Vallvidrera, el Tibidabo i les Planes;Women;No studies;26
2022;5;Sarrià-Sant Gervasi;23;Sarrià;Women;No studies;103
2022;5;Sarrià-Sant Gervasi;24;les Tres Torres;Women;No studies;27
2022;5;Sarrià-Sant Gervasi;25;Sant Gervasi - la Bonanova;Women;No studies;77
2022;5;Sarrià-Sant Gervasi;26;Sant Gervasi - Galvany;Women;No studies;99
2022;5;Sarrià-Sant Gervasi;27;el Putxet i el Farró;Women;No studies;90
2022;6;Gràcia;28;Vallcarca i els Penitents;Women;No studies;136
2022;6;Gràcia;29;el Coll;Women;No studies;76
2022;6;Gràcia;30;la Salut;Women;No studies;86
2022;6;Gràcia;31;la Vila de Gràcia;Women;No studies;381
2022;6;Gràcia;32;el Camp d'en Grassot i Gràcia Nova;Women;No studies;249
2022;7;Horta-Guinardó;33;el Baix Guinardó;Women;No studies;325
2022;7;Horta-Guinardó;34;Can Baró;Women;No studies;132
2022;7;Horta-Guinardó;35;el Guinardó;Women;No studies;345
2022;7;Horta-Guinardó;36;la Font d'en Fargues;Women;No studies;74
2022;7;Horta-Guinardó;37;el Carmel;Women;No studies;637
2022;7;Horta-Guinardó;38;la Teixonera;Women;No studies;195
2022;7;Horta-Guinardó;39;Sant Genís dels Agudells;Women;No studies;132
2022;7;Horta-Guinardó;40;Montbau;Women;No studies;130
2022;7;Horta-Guinardó;41;la Vall d'Hebron;Women;No studies;79
2022;7;Horta-Guinardó;42;la Clota;Women;No studies;8
2022;7;Horta-Guinardó;43;Horta;Women;No studies;449
2022;8;Nou Barris;44;Vilapicina i la Torre Llobeta;Women;No studies;388
2022;8;Nou Barris;45;Porta;Women;No studies;451
2022;8;Nou Barris;46;el Turó de la Peira;Women;No studies;341
2022;8;Nou Barris;47;Can Peguera;Women;No studies;53
2022;8;Nou Barris;48;la Guineueta;Women;No studies;284
2022;8;Nou Barris;49;Canyelles;Women;No studies;127
2022;8;Nou Barris;50;les Roquetes;Women;No studies;290
2022;8;Nou Barris;51;Verdun;Women;No studies;244
2022;8;Nou Barris;52;la Prosperitat;Women;No studies;615
2022;8;Nou Barris;53;la Trinitat Nova;Women;No studies;168
2022;8;Nou Barris;54;Torre Baró;Women;No studies;38
2022;8;Nou Barris;55;Ciutat Meridiana;Women;No studies;147
2022;8;Nou Barris;56;Vallbona;Women;No studies;30
2022;9;Sant Andreu;57;la Trinitat Vella;Women;No studies;128
2022;9;Sant Andreu;58;Baró de Viver;Women;No studies;45
2022;9;Sant Andreu;59;el Bon Pastor;Women;No studies;154
2022;9;Sant Andreu;60;Sant Andreu;Women;No studies;563
2022;9;Sant Andreu;61;la Sagrera;Women;No studies;315
2022;9;Sant Andreu;62;el Congrés i els Indians;Women;No studies;188
2022;9;Sant Andreu;63;Navas;Women;No studies;218
2022;10;Sant Martí;64;el Camp de l'Arpa del Clot;Women;No studies;366
2022;10;Sant Martí;65;el Clot;Women;No studies;247
2022;10;Sant Martí;66;el Parc i la Llacuna del Poblenou;Women;No studies;151
2022;10;Sant Martí;67;la Vila Olímpica del Poblenou;Women;No studies;26
2022;10;Sant Martí;68;el Poblenou;Women;No studies;280
2022;10;Sant Martí;69;Diagonal Mar i el Front Marítim del Poblenou;Women;No studies;102
2022;10;Sant Martí;70;el Besòs i el Maresme;Women;No studies;443
2022;10;Sant Martí;71;Provençals del Poblenou;Women;No studies;248
2022;10;Sant Martí;72;Sant Martí de Provençals;Women;No studies;376
2022;10;Sant Martí;73;la Verneda i la Pau;Women;No studies;535
2022;1;Ciutat Vella;1;el Raval;Men;Elementary / high school / FPI bachelor's degree;5890
2022;1;Ciutat Vella;2;el Barri Gòtic;Men;Elementary / high school / FPI bachelor's degree;3734
2022;1;Ciutat Vella;3;la Barceloneta;Men;Elementary / high school / FPI bachelor's degree;1742
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Men;Elementary / high school / FPI bachelor's degree;1924
2022;2;Eixample;5;el Fort Pienc;Men;Elementary / high school / FPI bachelor's degree;2681
2022;2;Eixample;6;la Sagrada Família;Men;Elementary / high school / FPI bachelor's degree;4054
2022;2;Eixample;7;la Dreta de l'Eixample;Men;Elementary / high school / FPI bachelor's degree;2283
2022;2;Eixample;8;l'Antiga Esquerra de l'Eixample;Men;Elementary / high school / FPI bachelor's degree;2426
2022;2;Eixample;9;la Nova Esquerra de l'Eixample;Men;Elementary / high school / FPI bachelor's degree;3897
2022;2;Eixample;10;Sant Antoni;Men;Elementary / high school / FPI bachelor's degree;3161
2022;3;Sants-Montjuïc;11;el Poble Sec;Men;Elementary / high school / FPI bachelor's degree;4342
2022;3;Sants-Montjuïc;12;la Marina del Prat Vermell;Men;Elementary / high school / FPI bachelor's degree;245
2022;3;Sants-Montjuïc;13;la Marina de Port;Men;Elementary / high school / FPI bachelor's degree;3885
2022;3;Sants-Montjuïc;14;la Font de la Guatlla;Men;Elementary / high school / FPI bachelor's degree;1084
2022;3;Sants-Montjuïc;15;Hostafrancs;Men;Elementary / high school / FPI bachelor's degree;1556
2022;3;Sants-Montjuïc;16;la Bordeta;Men;Elementary / high school / FPI bachelor's degree;2068
2022;3;Sants-Montjuïc;17;Sants - Badal;Men;Elementary / high school / FPI bachelor's degree;2436
2022;3;Sants-Montjuïc;18;Sants;Men;Elementary / high school / FPI bachelor's degree;4279
2022;4;Les Corts;19;les Corts;Men;Elementary / high school / FPI bachelor's degree;2744
2022;4;Les Corts;20;la Maternitat i Sant Ramon;Men;Elementary / high school / FPI bachelor's degree;1694
2022;4;Les Corts;21;Pedralbes;Men;Elementary / high school / FPI bachelor's degree;444
2022;5;Sarrià-Sant Gervasi;22;Vallvidrera, el Tibidabo i les Planes;Men;Elementary / high school / FPI bachelor's degree;342
2022;5;Sarrià-Sant Gervasi;23;Sarrià;Men;Elementary / high school / FPI bachelor's degree;1107
2022;5;Sarrià-Sant Gervasi;24;les Tres Torres;Men;Elementary / high school / FPI bachelor's degree;564
2022;5;Sarrià-Sant Gervasi;25;Sant Gervasi - la Bonanova;Men;Elementary / high school / FPI bachelor's degree;1106
2022;5;Sarrià-Sant Gervasi;26;Sant Gervasi - Galvany;Men;Elementary / high school / FPI bachelor's degree;1794
2022;5;Sarrià-Sant Gervasi;27;el Putxet i el Farró;Men;Elementary / high school / FPI bachelor's degree;1412
2022;6;Gràcia;28;Vallcarca i els Penitents;Men;Elementary / high school / FPI bachelor's degree;1147
2022;6;Gràcia;29;el Coll;Men;Elementary / high school / FPI bachelor's degree;707
2022;6;Gràcia;30;la Salut;Men;Elementary / high school / FPI bachelor's degree;905
2022;6;Gràcia;31;la Vila de Gràcia;Men;Elementary / high school / FPI bachelor's degree;3200
2022;6;Gràcia;32;el Camp d'en Grassot i Gràcia Nova;Men;Elementary / high school / FPI bachelor's degree;2565
2022;7;Horta-Guinardó;33;el Baix Guinardó;Men;Elementary / high school / FPI bachelor's degree;2294
2022;7;Horta-Guinardó;34;Can Baró;Men;Elementary / high school / FPI bachelor's degree;966
2022;7;Horta-Guinardó;35;el Guinardó;Men;Elementary / high school / FPI bachelor's degree;3464
2022;7;Horta-Guinardó;36;la Font d'en Fargues;Men;Elementary / high school / FPI bachelor's degree;876
2022;7;Horta-Guinardó;37;el Carmel;Men;Elementary / high school / FPI bachelor's degree;4585
2022;7;Horta-Guinardó;38;la Teixonera;Men;Elementary / high school / FPI bachelor's degree;1609
2022;7;Horta-Guinardó;39;Sant Genís dels Agudells;Men;Elementary / high school / FPI bachelor's degree;873
2022;7;Horta-Guinardó;40;Montbau;Men;Elementary / high school / FPI bachelor's degree;532
2022;7;Horta-Guinardó;41;la Vall d'Hebron;Men;Elementary / high school / FPI bachelor's degree;558
2022;7;Horta-Guinardó;42;la Clota;Men;Elementary / high school / FPI bachelor's degree;88
2022;7;Horta-Guinardó;43;Horta;Men;Elementary / high school / FPI bachelor's degree;3067
2022;8;Nou Barris;44;Vilapicina i la Torre Llobeta;Men;Elementary / high school / FPI bachelor's degree;2831
2022;8;Nou Barris;45;Porta;Men;Elementary / high school / FPI bachelor's degree;3546
2022;8;Nou Barris;46;el Turó de la Peira;Men;Elementary / high school / FPI bachelor's degree;2026
2022;8;Nou Barris;47;Can Peguera;Men;Elementary / high school / FPI bachelor's degree;339
2022;8;Nou Barris;48;la Guineueta;Men;Elementary / high school / FPI bachelor's degree;1850
2022;8;Nou Barris;49;Canyelles;Men;Elementary / high school / FPI bachelor's degree;1005
2022;8;Nou Barris;50;les Roquetes;Men;Elementary / high school / FPI bachelor's degree;2402
2022;8;Nou Barris;51;Verdun;Men;Elementary / high school / FPI bachelor's degree;1777
2022;8;Nou Barris;52;la Prosperitat;Men;Elementary / high school / FPI bachelor's degree;3731
2022;8;Nou Barris;53;la Trinitat Nova;Men;Elementary / high school / FPI bachelor's degree;1187
2022;8;Nou Barris;54;Torre Baró;Men;Elementary / high school / FPI bachelor's degree;428
2022;8;Nou Barris;55;Ciutat Meridiana;Men;Elementary / high school / FPI bachelor's degree;1633
2022;8;Nou Barris;56;Vallbona;Men;Elementary / high school / FPI bachelor's degree;229
2022;9;Sant Andreu;57;la Trinitat Vella;Men;Elementary / high school / FPI bachelor's degree;1550
2022;9;Sant Andreu;58;Baró de Viver;Men;Elementary / high school / FPI bachelor's degree;419
2022;9;Sant Andreu;59;el Bon Pastor;Men;Elementary / high school / FPI bachelor's degree;2036
2022;9;Sant Andreu;60;Sant Andreu;Men;Elementary / high school / FPI bachelor's degree;6054
2022;9;Sant Andreu;61;la Sagrera;Men;Elementary / high school / FPI bachelor's degree;3123
2022;9;Sant Andreu;62;el Congrés i els Indians;Men;Elementary / high school / FPI bachelor's degree;1545
2022;9;Sant Andreu;63;Navas;Men;Elementary / high school / FPI bachelor's degree;2219
2022;10;Sant Martí;64;el Camp de l'Arpa del Clot;Men;Elementary / high school / FPI bachelor's degree;3598
2022;10;Sant Martí;65;el Clot;Men;Elementary / high school / FPI bachelor's degree;2754
2022;10;Sant Martí;66;el Parc i la Llacuna del Poblenou;Men;Elementary / high school / FPI bachelor's degree;1388
2022;10;Sant Martí;67;la Vila Olímpica del Poblenou;Men;Elementary / high school / FPI bachelor's degree;482
2022;10;Sant Martí;68;el Poblenou;Men;Elementary / high school / FPI bachelor's degree;3018
2022;10;Sant Martí;69;Diagonal Mar i el Front Marítim del Poblenou;Men;Elementary / high school / FPI bachelor's degree;1063
2022;10;Sant Martí;70;el Besòs i el Maresme;Men;Elementary / high school / FPI bachelor's degree;4054
2022;10;Sant Martí;71;Provençals del Poblenou;Men;Elementary / high school / FPI bachelor's degree;2412
2022;10;Sant Martí;72;Sant Martí de Provençals;Men;Elementary / high school / FPI bachelor's degree;3181
2022;10;Sant Martí;73;la Verneda i la Pau;Men;Elementary / high school / FPI bachelor's degree;3909
2022;1;Ciutat Vella;1;el Raval;Men;Upper secondary school ;4266
2022;1;Ciutat Vella;2;el Barri Gòtic;Men;Upper secondary school ;2628
2022;1;Ciutat Vella;3;la Barceloneta;Men;Upper secondary school ;1574
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Men;Upper secondary school ;2438
2022;2;Eixample;5;el Fort Pienc;Men;Upper secondary school ;4027
2022;2;Eixample;6;la Sagrada Família;Men;Upper secondary school ;6077
2022;2;Eixample;7;la Dreta de l'Eixample;Men;Upper secondary school ;4620
2022;2;Eixample;8;l'Antiga Esquerra de l'Eixample;Men;Upper secondary school ;4869
2022;2;Eixample;9;la Nova Esquerra de l'Eixample;Men;Upper secondary school ;6594
2022;2;Eixample;10;Sant Antoni;Men;Upper secondary school ;4483
2022;3;Sants-Montjuïc;11;el Poble Sec;Men;Upper secondary school ;4325
2022;3;Sants-Montjuïc;12;la Marina del Prat Vermell;Men;Upper secondary school ;104
2022;3;Sants-Montjuïc;13;la Marina de Port;Men;Upper secondary school ;3335
2022;3;Sants-Montjuïc;14;la Font de la Guatlla;Men;Upper secondary school ;1246
2022;3;Sants-Montjuïc;15;Hostafrancs;Men;Upper secondary school ;1788
2022;3;Sants-Montjuïc;16;la Bordeta;Men;Upper secondary school ;2327
2022;3;Sants-Montjuïc;17;Sants - Badal;Men;Upper secondary school ;2847
2022;3;Sants-Montjuïc;18;Sants;Men;Upper secondary school ;5001
2022;4;Les Corts;19;les Corts;Men;Upper secondary school ;5278
2022;4;Les Corts;20;la Maternitat i Sant Ramon;Men;Upper secondary school ;2726
2022;4;Les Corts;21;Pedralbes;Men;Upper secondary school ;1142
2022;5;Sarrià-Sant Gervasi;22;Vallvidrera, el Tibidabo i les Planes;Men;Upper secondary school ;514
2022;5;Sarrià-Sant Gervasi;23;Sarrià;Men;Upper secondary school ;2408
2022;5;Sarrià-Sant Gervasi;24;les Tres Torres;Men;Upper secondary school ;1627
2022;5;Sarrià-Sant Gervasi;25;Sant Gervasi - la Bonanova;Men;Upper secondary school ;2659
2022;5;Sarrià-Sant Gervasi;26;Sant Gervasi - Galvany;Men;Upper secondary school ;4741
2022;5;Sarrià-Sant Gervasi;27;el Putxet i el Farró;Men;Upper secondary school ;3242
2022;6;Gràcia;28;Vallcarca i els Penitents;Men;Upper secondary school ;1882
2022;6;Gràcia;29;el Coll;Men;Upper secondary school ;891
2022;6;Gràcia;30;la Salut;Men;Upper secondary school ;1585
2022;6;Gràcia;31;la Vila de Gràcia;Men;Upper secondary school ;5338
2022;6;Gràcia;32;el Camp d'en Grassot i Gràcia Nova;Men;Upper secondary school ;4118
2022;7;Horta-Guinardó;33;el Baix Guinardó;Men;Upper secondary school ;3288
2022;7;Horta-Guinardó;34;Can Baró;Men;Upper secondary school ;1126
2022;7;Horta-Guinardó;35;el Guinardó;Men;Upper secondary school ;4738
2022;7;Horta-Guinardó;36;la Font d'en Fargues;Men;Upper secondary school ;1189
2022;7;Horta-Guinardó;37;el Carmel;Men;Upper secondary school ;3303
2022;7;Horta-Guinardó;38;la Teixonera;Men;Upper secondary school ;1324
2022;7;Horta-Guinardó;39;Sant Genís dels Agudells;Men;Upper secondary school ;796
2022;7;Horta-Guinardó;40;Montbau;Men;Upper secondary school ;598
2022;7;Horta-Guinardó;41;la Vall d'Hebron;Men;Upper secondary school ;748
2022;7;Horta-Guinardó;42;la Clota;Men;Upper secondary school ;67
2022;7;Horta-Guinardó;43;Horta;Men;Upper secondary school ;3393
2022;8;Nou Barris;44;Vilapicina i la Torre Llobeta;Men;Upper secondary school ;3145
2022;8;Nou Barris;45;Porta;Men;Upper secondary school ;3142
2022;8;Nou Barris;46;el Turó de la Peira;Men;Upper secondary school ;1712
2022;8;Nou Barris;47;Can Peguera;Men;Upper secondary school ;165
2022;8;Nou Barris;48;la Guineueta;Men;Upper secondary school ;1782
2022;8;Nou Barris;49;Canyelles;Men;Upper secondary school ;662
2022;8;Nou Barris;50;les Roquetes;Men;Upper secondary school ;1358
2022;8;Nou Barris;51;Verdun;Men;Upper secondary school ;1160
2022;8;Nou Barris;52;la Prosperitat;Men;Upper secondary school ;2707
2022;8;Nou Barris;53;la Trinitat Nova;Men;Upper secondary school ;641
2022;8;Nou Barris;54;Torre Baró;Men;Upper secondary school ;202
2022;8;Nou Barris;55;Ciutat Meridiana;Men;Upper secondary school ;810
2022;8;Nou Barris;56;Vallbona;Men;Upper secondary school ;86
2022;9;Sant Andreu;57;la Trinitat Vella;Men;Upper secondary school ;921
2022;9;Sant Andreu;58;Baró de Viver;Men;Upper secondary school ;188
2022;9;Sant Andreu;59;el Bon Pastor;Men;Upper secondary school ;1328
2022;9;Sant Andreu;60;Sant Andreu;Men;Upper secondary school ;7317
2022;9;Sant Andreu;61;la Sagrera;Men;Upper secondary school ;3741
2022;9;Sant Andreu;62;el Congrés i els Indians;Men;Upper secondary school ;1841
2022;9;Sant Andreu;63;Navas;Men;Upper secondary school ;2822
2022;10;Sant Martí;64;el Camp de l'Arpa del Clot;Men;Upper secondary school ;4852
2022;10;Sant Martí;65;el Clot;Men;Upper secondary school ;3364
2022;10;Sant Martí;66;el Parc i la Llacuna del Poblenou;Men;Upper secondary school ;1795
2022;10;Sant Martí;67;la Vila Olímpica del Poblenou;Men;Upper secondary school ;1006
2022;10;Sant Martí;68;el Poblenou;Men;Upper secondary school ;3798
2022;10;Sant Martí;69;Diagonal Mar i el Front Marítim del Poblenou;Men;Upper secondary school ;1383
2022;10;Sant Martí;70;el Besòs i el Maresme;Men;Upper secondary school ;2396
2022;10;Sant Martí;71;Provençals del Poblenou;Men;Upper secondary school ;2352
2022;10;Sant Martí;72;Sant Martí de Provençals;Men;Upper secondary school ;3039
2022;10;Sant Martí;73;la Verneda i la Pau;Men;Upper secondary school ;3164
2022;1;Ciutat Vella;1;el Raval;Men;Primary studies / school certificate;5443
2022;1;Ciutat Vella;2;el Barri Gòtic;Men;Primary studies / school certificate;3327
2022;1;Ciutat Vella;3;la Barceloneta;Men;Primary studies / school certificate;1211
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Men;Primary studies / school certificate;1345
2022;2;Eixample;5;el Fort Pienc;Men;Primary studies / school certificate;1434
2022;2;Eixample;6;la Sagrada Família;Men;Primary studies / school certificate;1994
2022;2;Eixample;7;la Dreta de l'Eixample;Men;Primary studies / school certificate;949
2022;2;Eixample;8;l'Antiga Esquerra de l'Eixample;Men;Primary studies / school certificate;1003
2022;2;Eixample;9;la Nova Esquerra de l'Eixample;Men;Primary studies / school certificate;1755
2022;2;Eixample;10;Sant Antoni;Men;Primary studies / school certificate;1668
2022;3;Sants-Montjuïc;11;el Poble Sec;Men;Primary studies / school certificate;3076
2022;3;Sants-Montjuïc;12;la Marina del Prat Vermell;Men;Primary studies / school certificate;209
2022;3;Sants-Montjuïc;13;la Marina de Port;Men;Primary studies / school certificate;2894
2022;3;Sants-Montjuïc;14;la Font de la Guatlla;Men;Primary studies / school certificate;736
2022;3;Sants-Montjuïc;15;Hostafrancs;Men;Primary studies / school certificate;987
2022;3;Sants-Montjuïc;16;la Bordeta;Men;Primary studies / school certificate;1249
2022;3;Sants-Montjuïc;17;Sants - Badal;Men;Primary studies / school certificate;1615
2022;3;Sants-Montjuïc;18;Sants;Men;Primary studies / school certificate;2623
2022;4;Les Corts;19;les Corts;Men;Primary studies / school certificate;1348
2022;4;Les Corts;20;la Maternitat i Sant Ramon;Men;Primary studies / school certificate;903
2022;4;Les Corts;21;Pedralbes;Men;Primary studies / school certificate;148
2022;5;Sarrià-Sant Gervasi;22;Vallvidrera, el Tibidabo i les Planes;Men;Primary studies / school certificate;177
2022;5;Sarrià-Sant Gervasi;23;Sarrià;Men;Primary studies / school certificate;503
2022;5;Sarrià-Sant Gervasi;24;les Tres Torres;Men;Primary studies / school certificate;206
2022;5;Sarrià-Sant Gervasi;25;Sant Gervasi - la Bonanova;Men;Primary studies / school certificate;394
2022;5;Sarrià-Sant Gervasi;26;Sant Gervasi - Galvany;Men;Primary studies / school certificate;590
2022;5;Sarrià-Sant Gervasi;27;el Putxet i el Farró;Men;Primary studies / school certificate;462
2022;6;Gràcia;28;Vallcarca i els Penitents;Men;Primary studies / school certificate;497
2022;6;Gràcia;29;el Coll;Men;Primary studies / school certificate;367
2022;6;Gràcia;30;la Salut;Men;Primary studies / school certificate;445
2022;6;Gràcia;31;la Vila de Gràcia;Men;Primary studies / school certificate;1649
2022;6;Gràcia;32;el Camp d'en Grassot i Gràcia Nova;Men;Primary studies / school certificate;1144
2022;7;Horta-Guinardó;33;el Baix Guinardó;Men;Primary studies / school certificate;981
2022;7;Horta-Guinardó;34;Can Baró;Men;Primary studies / school certificate;568
2022;7;Horta-Guinardó;35;el Guinardó;Men;Primary studies / school certificate;1708
2022;7;Horta-Guinardó;36;la Font d'en Fargues;Men;Primary studies / school certificate;369
2022;7;Horta-Guinardó;37;el Carmel;Men;Primary studies / school certificate;2933
2022;7;Horta-Guinardó;38;la Teixonera;Men;Primary studies / school certificate;942
2022;7;Horta-Guinardó;39;Sant Genís dels Agudells;Men;Primary studies / school certificate;520
2022;7;Horta-Guinardó;40;Montbau;Men;Primary studies / school certificate;254
2022;7;Horta-Guinardó;41;la Vall d'Hebron;Men;Primary studies / school certificate;308
2022;7;Horta-Guinardó;42;la Clota;Men;Primary studies / school certificate;47
2022;7;Horta-Guinardó;43;Horta;Men;Primary studies / school certificate;1966
2022;8;Nou Barris;44;Vilapicina i la Torre Llobeta;Men;Primary studies / school certificate;1643
2022;8;Nou Barris;45;Porta;Men;Primary studies / school certificate;2341
2022;8;Nou Barris;46;el Turó de la Peira;Men;Primary studies / school certificate;1281
2022;8;Nou Barris;47;Can Peguera;Men;Primary studies / school certificate;254
2022;8;Nou Barris;48;la Guineueta;Men;Primary studies / school certificate;1034
2022;8;Nou Barris;49;Canyelles;Men;Primary studies / school certificate;720
2022;8;Nou Barris;50;les Roquetes;Men;Primary studies / school certificate;1851
2022;8;Nou Barris;51;Verdun;Men;Primary studies / school certificate;1202
2022;8;Nou Barris;52;la Prosperitat;Men;Primary studies / school certificate;2497
2022;8;Nou Barris;53;la Trinitat Nova;Men;Primary studies / school certificate;857
2022;8;Nou Barris;54;Torre Baró;Men;Primary studies / school certificate;393
2022;8;Nou Barris;55;Ciutat Meridiana;Men;Primary studies / school certificate;1381
2022;8;Nou Barris;56;Vallbona;Men;Primary studies / school certificate;182
2022;9;Sant Andreu;57;la Trinitat Vella;Men;Primary studies / school certificate;1328
2022;9;Sant Andreu;58;Baró de Viver;Men;Primary studies / school certificate;334
2022;9;Sant Andreu;59;el Bon Pastor;Men;Primary studies / school certificate;1345
2022;9;Sant Andreu;60;Sant Andreu;Men;Primary studies / school certificate;3418
2022;9;Sant Andreu;61;la Sagrera;Men;Primary studies / school certificate;1758
2022;9;Sant Andreu;62;el Congrés i els Indians;Men;Primary studies / school certificate;718
2022;9;Sant Andreu;63;Navas;Men;Primary studies / school certificate;1103
2022;10;Sant Martí;64;el Camp de l'Arpa del Clot;Men;Primary studies / school certificate;1886
2022;10;Sant Martí;65;el Clot;Men;Primary studies / school certificate;1414
2022;10;Sant Martí;66;el Parc i la Llacuna del Poblenou;Men;Primary studies / school certificate;751
2022;10;Sant Martí;67;la Vila Olímpica del Poblenou;Men;Primary studies / school certificate;214
2022;10;Sant Martí;68;el Poblenou;Men;Primary studies / school certificate;1557
2022;10;Sant Martí;69;Diagonal Mar i el Front Marítim del Poblenou;Men;Primary studies / school certificate;527
2022;10;Sant Martí;70;el Besòs i el Maresme;Men;Primary studies / school certificate;3607
2022;10;Sant Martí;71;Provençals del Poblenou;Men;Primary studies / school certificate;1308
2022;10;Sant Martí;72;Sant Martí de Provençals;Men;Primary studies / school certificate;1875
2022;10;Sant Martí;73;la Verneda i la Pau;Men;Primary studies / school certificate;2630
2022;1;Ciutat Vella;1;el Raval;Men;University studies;5416
2022;1;Ciutat Vella;2;el Barri Gòtic;Men;University studies;3253
2022;1;Ciutat Vella;3;la Barceloneta;Men;University studies;1909
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Men;University studies;4208
2022;2;Eixample;5;el Fort Pienc;Men;University studies;5668
2022;2;Eixample;6;la Sagrada Família;Men;University studies;8486
2022;2;Eixample;7;la Dreta de l'Eixample;Men;University studies;10019
2022;2;Eixample;8;l'Antiga Esquerra de l'Eixample;Men;University studies;9133
2022;2;Eixample;9;la Nova Esquerra de l'Eixample;Men;University studies;11051
2022;2;Eixample;10;Sant Antoni;Men;University studies;6495
2022;3;Sants-Montjuïc;11;el Poble Sec;Men;University studies;4850
2022;3;Sants-Montjuïc;12;la Marina del Prat Vermell;Men;University studies;64
2022;3;Sants-Montjuïc;13;la Marina de Port;Men;University studies;2004
2022;3;Sants-Montjuïc;14;la Font de la Guatlla;Men;University studies;1336
2022;3;Sants-Montjuïc;15;Hostafrancs;Men;University studies;2209
2022;3;Sants-Montjuïc;16;la Bordeta;Men;University studies;2085
2022;3;Sants-Montjuïc;17;Sants - Badal;Men;University studies;2715
2022;3;Sants-Montjuïc;18;Sants;Men;University studies;5836
2022;4;Les Corts;19;les Corts;Men;University studies;8453
2022;4;Les Corts;20;la Maternitat i Sant Ramon;Men;University studies;3938
2022;4;Les Corts;21;Pedralbes;Men;University studies;2631
2022;5;Sarrià-Sant Gervasi;22;Vallvidrera, el Tibidabo i les Planes;Men;University studies;808
2022;5;Sarrià-Sant Gervasi;23;Sarrià;Men;University studies;4934
2022;5;Sarrià-Sant Gervasi;24;les Tres Torres;Men;University studies;3510
2022;5;Sarrià-Sant Gervasi;25;Sant Gervasi - la Bonanova;Men;University studies;5231
2022;5;Sarrià-Sant Gervasi;26;Sant Gervasi - Galvany;Men;University studies;10320
