"Any","Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Sexe","Nacionalitat","Nombre"
2022,1,"Ciutat Vella",1,"el Raval","Dones","Espanya","11105"
2022,1,"Ciutat Vella",1,"el Raval","Dones","Itàlia","874"
2022,1,"Ciutat Vella",1,"el Raval","Dones","França","460"
2022,1,"Ciutat Vella",1,"el Raval","Dones","Regne Unit","246"
2022,1,"Ciutat Vella",1,"el Raval","Dones","Alemanya","189"
2022,1,"Ciutat Vella",1,"el Raval","Dones","Rússia","140"
2022,1,"Ciutat Vella",1,"el Raval","Dones","Romania","155"
2022,1,"Ciutat Vella",1,"el Raval","Dones","Portugal","93"
2022,1,"Ciutat Vella",1,"el Raval","Dones","Ucraïna","82"
2022,1,"Ciutat Vella",1,"el Raval","Dones","Polònia","101"
2022,1,"Ciutat Vella",1,"el Raval","Dones","Països Baixos","76"
2022,1,"Ciutat Vella",1,"el Raval","Dones","Bulgària","31"
2022,1,"Ciutat Vella",1,"el Raval","Dones","Suècia","76"
2022,1,"Ciutat Vella",1,"el Raval","Dones","Bèlgica","36"
2022,1,"Ciutat Vella",1,"el Raval","Dones","Irlanda","42"
2022,1,"Ciutat Vella",1,"el Raval","Dones","Grècia","27"
2022,1,"Ciutat Vella",1,"el Raval","Dones","Suïssa","24"
2022,1,"Ciutat Vella",1,"el Raval","Dones","Hongria","21"
2022,1,"Ciutat Vella",1,"el Raval","Dones","Resta països","214"
2022,1,"Ciutat Vella",1,"el Raval","Dones","NA","--"
2022,1,"Ciutat Vella",1,"el Raval","Dones","Total","741"
2022,1,"Ciutat Vella",1,"el Raval","Dones","Marroc, el","589"
2022,1,"Ciutat Vella",1,"el Raval","Dones","Algèria","38"
2022,1,"Ciutat Vella",1,"el Raval","Dones","Senegal","13"
2022,1,"Ciutat Vella",1,"el Raval","Dones","Nigèria","30"
2022,1,"Ciutat Vella",1,"el Raval","Dones","Resta països","71"
2022,1,"Ciutat Vella",1,"el Raval","Dones","NA","--"
2022,1,"Ciutat Vella",1,"el Raval","Dones","Total","1745"
2022,1,"Ciutat Vella",1,"el Raval","Dones","Colòmbia","266"
2022,1,"Ciutat Vella",1,"el Raval","Dones","Hondures","85"
2022,1,"Ciutat Vella",1,"el Raval","Dones","Veneçuela","174"
2022,1,"Ciutat Vella",1,"el Raval","Dones","Perú","132"
2022,1,"Ciutat Vella",1,"el Raval","Dones","Argentina","207"
2022,1,"Ciutat Vella",1,"el Raval","Dones","Brasil","119"
2022,1,"Ciutat Vella",1,"el Raval","Dones","Equador","83"
2022,1,"Ciutat Vella",1,"el Raval","Dones","Bolívia","105"
2022,1,"Ciutat Vella",1,"el Raval","Dones","Estats Units, els","118"
2022,1,"Ciutat Vella",1,"el Raval","Dones","República Dominicana","87"
2022,1,"Ciutat Vella",1,"el Raval","Dones","Xile","108"
2022,1,"Ciutat Vella",1,"el Raval","Dones","Mèxic","72"
2022,1,"Ciutat Vella",1,"el Raval","Dones","Paraguai","56"
2022,1,"Ciutat Vella",1,"el Raval","Dones","El Salvador","36"
2022,1,"Ciutat Vella",1,"el Raval","Dones","Cuba","20"
2022,1,"Ciutat Vella",1,"el Raval","Dones","Uruguai","16"
2022,1,"Ciutat Vella",1,"el Raval","Dones","Nicaragua","11"
2022,1,"Ciutat Vella",1,"el Raval","Dones","Resta països","50"
2022,1,"Ciutat Vella",1,"el Raval","Dones","NA","--"
2022,1,"Ciutat Vella",1,"el Raval","Dones","Total","5260"
2022,1,"Ciutat Vella",1,"el Raval","Dones","Pakistan","1177"
2022,1,"Ciutat Vella",1,"el Raval","Dones","Xina","158"
2022,1,"Ciutat Vella",1,"el Raval","Dones","Filipines","2102"
2022,1,"Ciutat Vella",1,"el Raval","Dones","Índia","376"
2022,1,"Ciutat Vella",1,"el Raval","Dones","Bangladesh","1123"
2022,1,"Ciutat Vella",1,"el Raval","Dones","Geòrgia","51"
2022,1,"Ciutat Vella",1,"el Raval","Dones","Armènia","17"
2022,1,"Ciutat Vella",1,"el Raval","Dones","Japó","17"
2022,1,"Ciutat Vella",1,"el Raval","Dones","Nepal","49"
2022,1,"Ciutat Vella",1,"el Raval","Dones","Turquia","29"
2022,1,"Ciutat Vella",1,"el Raval","Dones","Iran","6"
2022,1,"Ciutat Vella",1,"el Raval","Dones","Resta països","155"
2022,1,"Ciutat Vella",1,"el Raval","Dones","NA","--"
2022,1,"Ciutat Vella",1,"el Raval","Dones","Oceania","10"
2022,1,"Ciutat Vella",1,"el Raval","Dones","Apàtrides/No consta","13"
2022,1,"Ciutat Vella",1,"el Raval","Homes","Espanya","11264"
2022,1,"Ciutat Vella",1,"el Raval","Homes","Itàlia","1105"
2022,1,"Ciutat Vella",1,"el Raval","Homes","França","479"
2022,1,"Ciutat Vella",1,"el Raval","Homes","Regne Unit","372"
2022,1,"Ciutat Vella",1,"el Raval","Homes","Alemanya","216"
2022,1,"Ciutat Vella",1,"el Raval","Homes","Rússia","81"
2022,1,"Ciutat Vella",1,"el Raval","Homes","Romania","106"
2022,1,"Ciutat Vella",1,"el Raval","Homes","Portugal","124"
2022,1,"Ciutat Vella",1,"el Raval","Homes","Ucraïna","53"
2022,1,"Ciutat Vella",1,"el Raval","Homes","Polònia","71"
2022,1,"Ciutat Vella",1,"el Raval","Homes","Països Baixos","100"
2022,1,"Ciutat Vella",1,"el Raval","Homes","Bulgària","39"
2022,1,"Ciutat Vella",1,"el Raval","Homes","Suècia","59"
2022,1,"Ciutat Vella",1,"el Raval","Homes","Bèlgica","55"
2022,1,"Ciutat Vella",1,"el Raval","Homes","Irlanda","51"
2022,1,"Ciutat Vella",1,"el Raval","Homes","Grècia","34"
2022,1,"Ciutat Vella",1,"el Raval","Homes","Suïssa","26"
2022,1,"Ciutat Vella",1,"el Raval","Homes","Hongria","11"
2022,1,"Ciutat Vella",1,"el Raval","Homes","Resta països","205"
2022,1,"Ciutat Vella",1,"el Raval","Homes","NA","--"
2022,1,"Ciutat Vella",1,"el Raval","Homes","Total","1273"
2022,1,"Ciutat Vella",1,"el Raval","Homes","Marroc, el","862"
2022,1,"Ciutat Vella",1,"el Raval","Homes","Algèria","164"
2022,1,"Ciutat Vella",1,"el Raval","Homes","Senegal","58"
2022,1,"Ciutat Vella",1,"el Raval","Homes","Nigèria","22"
2022,1,"Ciutat Vella",1,"el Raval","Homes","Resta països","167"
2022,1,"Ciutat Vella",1,"el Raval","Homes","NA","--"
2022,1,"Ciutat Vella",1,"el Raval","Homes","Total","1802"
2022,1,"Ciutat Vella",1,"el Raval","Homes","Colòmbia","257"
2022,1,"Ciutat Vella",1,"el Raval","Homes","Hondures","56"
2022,1,"Ciutat Vella",1,"el Raval","Homes","Veneçuela","196"
2022,1,"Ciutat Vella",1,"el Raval","Homes","Perú","140"
2022,1,"Ciutat Vella",1,"el Raval","Homes","Argentina","210"
2022,1,"Ciutat Vella",1,"el Raval","Homes","Brasil","126"
2022,1,"Ciutat Vella",1,"el Raval","Homes","Equador","93"
2022,1,"Ciutat Vella",1,"el Raval","Homes","Bolívia","91"
2022,1,"Ciutat Vella",1,"el Raval","Homes","Estats Units, els","104"
2022,1,"Ciutat Vella",1,"el Raval","Homes","República Dominicana","113"
2022,1,"Ciutat Vella",1,"el Raval","Homes","Xile","112"
2022,1,"Ciutat Vella",1,"el Raval","Homes","Mèxic","84"
2022,1,"Ciutat Vella",1,"el Raval","Homes","Paraguai","33"
2022,1,"Ciutat Vella",1,"el Raval","Homes","El Salvador","42"
2022,1,"Ciutat Vella",1,"el Raval","Homes","Cuba","39"
2022,1,"Ciutat Vella",1,"el Raval","Homes","Uruguai","44"
2022,1,"Ciutat Vella",1,"el Raval","Homes","Nicaragua","13"
2022,1,"Ciutat Vella",1,"el Raval","Homes","Resta països","49"
2022,1,"Ciutat Vella",1,"el Raval","Homes","NA","--"
2022,1,"Ciutat Vella",1,"el Raval","Homes","Total","7219"
2022,1,"Ciutat Vella",1,"el Raval","Homes","Pakistan","2652"
2022,1,"Ciutat Vella",1,"el Raval","Homes","Xina","142"
2022,1,"Ciutat Vella",1,"el Raval","Homes","Filipines","1736"
2022,1,"Ciutat Vella",1,"el Raval","Homes","Índia","696"
2022,1,"Ciutat Vella",1,"el Raval","Homes","Bangladesh","1568"
2022,1,"Ciutat Vella",1,"el Raval","Homes","Geòrgia","47"
2022,1,"Ciutat Vella",1,"el Raval","Homes","Armènia","15"
2022,1,"Ciutat Vella",1,"el Raval","Homes","Japó","12"
2022,1,"Ciutat Vella",1,"el Raval","Homes","Nepal","77"
2022,1,"Ciutat Vella",1,"el Raval","Homes","Turquia","41"
2022,1,"Ciutat Vella",1,"el Raval","Homes","Iran","14"
2022,1,"Ciutat Vella",1,"el Raval","Homes","Resta països","219"
2022,1,"Ciutat Vella",1,"el Raval","Homes","NA","--"
2022,1,"Ciutat Vella",1,"el Raval","Homes","Oceania","8"
2022,1,"Ciutat Vella",1,"el Raval","Homes","Apàtrides/No consta","6"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Dones","Espanya","4089"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Dones","Itàlia","612"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Dones","França","330"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Dones","Regne Unit","239"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Dones","Alemanya","169"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Dones","Rússia","114"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Dones","Romania","87"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Dones","Portugal","43"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Dones","Ucraïna","62"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Dones","Polònia","68"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Dones","Països Baixos","81"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Dones","Bulgària","21"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Dones","Suècia","55"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Dones","Bèlgica","41"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Dones","Irlanda","37"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Dones","Grècia","17"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Dones","Suïssa","17"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Dones","Hongria","18"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Dones","Resta països","156"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Dones","NA","--"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Dones","Total","370"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Dones","Marroc, el","269"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Dones","Algèria","25"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Dones","Senegal","7"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Dones","Nigèria","14"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Dones","Resta països","55"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Dones","NA","--"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Dones","Total","1290"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Dones","Colòmbia","225"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Dones","Hondures","127"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Dones","Veneçuela","110"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Dones","Perú","108"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Dones","Argentina","161"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Dones","Brasil","77"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Dones","Equador","37"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Dones","Bolívia","32"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Dones","Estats Units, els","123"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Dones","República Dominicana","36"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Dones","Xile","58"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Dones","Mèxic","73"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Dones","Paraguai","23"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Dones","El Salvador","27"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Dones","Cuba","19"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Dones","Uruguai","10"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Dones","Nicaragua","10"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Dones","Resta països","34"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Dones","NA","--"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Dones","Total","889"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Dones","Pakistan","246"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Dones","Xina","63"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Dones","Filipines","186"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Dones","Índia","135"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Dones","Bangladesh","77"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Dones","Geòrgia","35"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Dones","Armènia","5"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Dones","Japó","17"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Dones","Nepal","5"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Dones","Turquia","26"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Dones","Iran","10"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Dones","Resta països","84"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Dones","NA","--"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Dones","Oceania","14"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Dones","Apàtrides/No consta","5"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Homes","Espanya","4154"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Homes","Itàlia","720"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Homes","França","364"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Homes","Regne Unit","311"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Homes","Alemanya","133"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Homes","Rússia","73"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Homes","Romania","96"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Homes","Portugal","73"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Homes","Ucraïna","43"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Homes","Polònia","53"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Homes","Països Baixos","80"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Homes","Bulgària","27"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Homes","Suècia","39"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Homes","Bèlgica","40"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Homes","Irlanda","55"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Homes","Grècia","18"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Homes","Suïssa","23"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Homes","Hongria","11"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Homes","Resta països","130"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Homes","NA","--"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Homes","Total","1206"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Homes","Marroc, el","812"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Homes","Algèria","143"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Homes","Senegal","114"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Homes","Nigèria","21"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Homes","Resta països","116"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Homes","NA","--"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Homes","Total","1147"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Homes","Colòmbia","186"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Homes","Hondures","62"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Homes","Veneçuela","119"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Homes","Perú","96"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Homes","Argentina","141"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Homes","Brasil","69"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Homes","Equador","38"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Homes","Bolívia","23"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Homes","Estats Units, els","115"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Homes","República Dominicana","19"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Homes","Xile","82"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Homes","Mèxic","59"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Homes","Paraguai","14"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Homes","El Salvador","34"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Homes","Cuba","28"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Homes","Uruguai","21"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Homes","Nicaragua","10"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Homes","Resta països","31"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Homes","NA","--"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Homes","Total","5111"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Homes","Pakistan","2746"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Homes","Xina","56"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Homes","Filipines","124"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Homes","Índia","565"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Homes","Bangladesh","1381"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Homes","Geòrgia","31"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Homes","Armènia","2"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Homes","Japó","19"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Homes","Nepal","36"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Homes","Turquia","22"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Homes","Iran","18"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Homes","Resta països","111"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Homes","NA","--"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Homes","Oceania","16"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","Homes","Apàtrides/No consta","1"
2022,1,"Ciutat Vella",3,"la Barceloneta","Dones","Espanya","4461"
2022,1,"Ciutat Vella",3,"la Barceloneta","Dones","Itàlia","537"
2022,1,"Ciutat Vella",3,"la Barceloneta","Dones","França","159"
2022,1,"Ciutat Vella",3,"la Barceloneta","Dones","Regne Unit","105"
2022,1,"Ciutat Vella",3,"la Barceloneta","Dones","Alemanya","109"
2022,1,"Ciutat Vella",3,"la Barceloneta","Dones","Rússia","73"
2022,1,"Ciutat Vella",3,"la Barceloneta","Dones","Romania","50"
2022,1,"Ciutat Vella",3,"la Barceloneta","Dones","Portugal","56"
2022,1,"Ciutat Vella",3,"la Barceloneta","Dones","Ucraïna","58"
2022,1,"Ciutat Vella",3,"la Barceloneta","Dones","Polònia","70"
2022,1,"Ciutat Vella",3,"la Barceloneta","Dones","Països Baixos","55"
2022,1,"Ciutat Vella",3,"la Barceloneta","Dones","Bulgària","24"
2022,1,"Ciutat Vella",3,"la Barceloneta","Dones","Suècia","49"
2022,1,"Ciutat Vella",3,"la Barceloneta","Dones","Bèlgica","22"
2022,1,"Ciutat Vella",3,"la Barceloneta","Dones","Irlanda","15"
2022,1,"Ciutat Vella",3,"la Barceloneta","Dones","Grècia","15"
2022,1,"Ciutat Vella",3,"la Barceloneta","Dones","Suïssa","16"
2022,1,"Ciutat Vella",3,"la Barceloneta","Dones","Hongria","32"
2022,1,"Ciutat Vella",3,"la Barceloneta","Dones","Resta països","146"
2022,1,"Ciutat Vella",3,"la Barceloneta","Dones","NA","--"
2022,1,"Ciutat Vella",3,"la Barceloneta","Dones","Total","158"
2022,1,"Ciutat Vella",3,"la Barceloneta","Dones","Marroc, el","130"
2022,1,"Ciutat Vella",3,"la Barceloneta","Dones","Algèria","7"
2022,1,"Ciutat Vella",3,"la Barceloneta","Dones","Senegal","2"
2022,1,"Ciutat Vella",3,"la Barceloneta","Dones","Nigèria","1"
2022,1,"Ciutat Vella",3,"la Barceloneta","Dones","Resta països","18"
2022,1,"Ciutat Vella",3,"la Barceloneta","Dones","NA","--"
2022,1,"Ciutat Vella",3,"la Barceloneta","Dones","Total","760"
2022,1,"Ciutat Vella",3,"la Barceloneta","Dones","Colòmbia","99"
2022,1,"Ciutat Vella",3,"la Barceloneta","Dones","Hondures","25"
2022,1,"Ciutat Vella",3,"la Barceloneta","Dones","Veneçuela","99"
2022,1,"Ciutat Vella",3,"la Barceloneta","Dones","Perú","43"
2022,1,"Ciutat Vella",3,"la Barceloneta","Dones","Argentina","124"
2022,1,"Ciutat Vella",3,"la Barceloneta","Dones","Brasil","81"
2022,1,"Ciutat Vella",3,"la Barceloneta","Dones","Equador","27"
2022,1,"Ciutat Vella",3,"la Barceloneta","Dones","Bolívia","10"
2022,1,"Ciutat Vella",3,"la Barceloneta","Dones","Estats Units, els","53"
2022,1,"Ciutat Vella",3,"la Barceloneta","Dones","República Dominicana","14"
2022,1,"Ciutat Vella",3,"la Barceloneta","Dones","Xile","40"
2022,1,"Ciutat Vella",3,"la Barceloneta","Dones","Mèxic","38"
2022,1,"Ciutat Vella",3,"la Barceloneta","Dones","Paraguai","24"
2022,1,"Ciutat Vella",3,"la Barceloneta","Dones","El Salvador","18"
2022,1,"Ciutat Vella",3,"la Barceloneta","Dones","Cuba","17"
2022,1,"Ciutat Vella",3,"la Barceloneta","Dones","Uruguai","24"
2022,1,"Ciutat Vella",3,"la Barceloneta","Dones","Nicaragua","6"
2022,1,"Ciutat Vella",3,"la Barceloneta","Dones","Resta països","18"
2022,1,"Ciutat Vella",3,"la Barceloneta","Dones","NA","--"
2022,1,"Ciutat Vella",3,"la Barceloneta","Dones","Total","242"
2022,1,"Ciutat Vella",3,"la Barceloneta","Dones","Pakistan","88"
2022,1,"Ciutat Vella",3,"la Barceloneta","Dones","Xina","28"
2022,1,"Ciutat Vella",3,"la Barceloneta","Dones","Filipines","18"
2022,1,"Ciutat Vella",3,"la Barceloneta","Dones","Índia","24"
2022,1,"Ciutat Vella",3,"la Barceloneta","Dones","Bangladesh","8"
2022,1,"Ciutat Vella",3,"la Barceloneta","Dones","Geòrgia","6"
2022,1,"Ciutat Vella",3,"la Barceloneta","Dones","Armènia","4"
2022,1,"Ciutat Vella",3,"la Barceloneta","Dones","Japó","4"
2022,1,"Ciutat Vella",3,"la Barceloneta","Dones","Nepal","5"
2022,1,"Ciutat Vella",3,"la Barceloneta","Dones","Turquia","21"
2022,1,"Ciutat Vella",3,"la Barceloneta","Dones","Iran","5"
2022,1,"Ciutat Vella",3,"la Barceloneta","Dones","Resta països","31"
2022,1,"Ciutat Vella",3,"la Barceloneta","Dones","NA","--"
2022,1,"Ciutat Vella",3,"la Barceloneta","Dones","Oceania","9"
2022,1,"Ciutat Vella",3,"la Barceloneta","Dones","Apàtrides/No consta","1"
2022,1,"Ciutat Vella",3,"la Barceloneta","Homes","Espanya","4011"
2022,1,"Ciutat Vella",3,"la Barceloneta","Homes","Itàlia","607"
2022,1,"Ciutat Vella",3,"la Barceloneta","Homes","França","162"
2022,1,"Ciutat Vella",3,"la Barceloneta","Homes","Regne Unit","146"
2022,1,"Ciutat Vella",3,"la Barceloneta","Homes","Alemanya","117"
2022,1,"Ciutat Vella",3,"la Barceloneta","Homes","Rússia","32"
2022,1,"Ciutat Vella",3,"la Barceloneta","Homes","Romania","33"
2022,1,"Ciutat Vella",3,"la Barceloneta","Homes","Portugal","84"
2022,1,"Ciutat Vella",3,"la Barceloneta","Homes","Ucraïna","49"
2022,1,"Ciutat Vella",3,"la Barceloneta","Homes","Polònia","23"
2022,1,"Ciutat Vella",3,"la Barceloneta","Homes","Països Baixos","58"
2022,1,"Ciutat Vella",3,"la Barceloneta","Homes","Bulgària","26"
2022,1,"Ciutat Vella",3,"la Barceloneta","Homes","Suècia","32"
2022,1,"Ciutat Vella",3,"la Barceloneta","Homes","Bèlgica","27"
2022,1,"Ciutat Vella",3,"la Barceloneta","Homes","Irlanda","28"
2022,1,"Ciutat Vella",3,"la Barceloneta","Homes","Grècia","15"
2022,1,"Ciutat Vella",3,"la Barceloneta","Homes","Suïssa","13"
2022,1,"Ciutat Vella",3,"la Barceloneta","Homes","Hongria","18"
2022,1,"Ciutat Vella",3,"la Barceloneta","Homes","Resta països","92"
2022,1,"Ciutat Vella",3,"la Barceloneta","Homes","NA","--"
2022,1,"Ciutat Vella",3,"la Barceloneta","Homes","Total","292"
2022,1,"Ciutat Vella",3,"la Barceloneta","Homes","Marroc, el","205"
2022,1,"Ciutat Vella",3,"la Barceloneta","Homes","Algèria","40"
2022,1,"Ciutat Vella",3,"la Barceloneta","Homes","Senegal","14"
2022,1,"Ciutat Vella",3,"la Barceloneta","Homes","Nigèria","6"
2022,1,"Ciutat Vella",3,"la Barceloneta","Homes","Resta països","27"
2022,1,"Ciutat Vella",3,"la Barceloneta","Homes","NA","--"
2022,1,"Ciutat Vella",3,"la Barceloneta","Homes","Total","727"
2022,1,"Ciutat Vella",3,"la Barceloneta","Homes","Colòmbia","91"
2022,1,"Ciutat Vella",3,"la Barceloneta","Homes","Hondures","18"
2022,1,"Ciutat Vella",3,"la Barceloneta","Homes","Veneçuela","87"
2022,1,"Ciutat Vella",3,"la Barceloneta","Homes","Perú","44"
2022,1,"Ciutat Vella",3,"la Barceloneta","Homes","Argentina","126"
2022,1,"Ciutat Vella",3,"la Barceloneta","Homes","Brasil","83"
2022,1,"Ciutat Vella",3,"la Barceloneta","Homes","Equador","22"
2022,1,"Ciutat Vella",3,"la Barceloneta","Homes","Bolívia","18"
2022,1,"Ciutat Vella",3,"la Barceloneta","Homes","Estats Units, els","57"
2022,1,"Ciutat Vella",3,"la Barceloneta","Homes","República Dominicana","13"
2022,1,"Ciutat Vella",3,"la Barceloneta","Homes","Xile","35"
2022,1,"Ciutat Vella",3,"la Barceloneta","Homes","Mèxic","41"
2022,1,"Ciutat Vella",3,"la Barceloneta","Homes","Paraguai","10"
2022,1,"Ciutat Vella",3,"la Barceloneta","Homes","El Salvador","15"
2022,1,"Ciutat Vella",3,"la Barceloneta","Homes","Cuba","26"
2022,1,"Ciutat Vella",3,"la Barceloneta","Homes","Uruguai","17"
2022,1,"Ciutat Vella",3,"la Barceloneta","Homes","Nicaragua","4"
2022,1,"Ciutat Vella",3,"la Barceloneta","Homes","Resta països","20"
2022,1,"Ciutat Vella",3,"la Barceloneta","Homes","NA","--"
2022,1,"Ciutat Vella",3,"la Barceloneta","Homes","Total","517"
2022,1,"Ciutat Vella",3,"la Barceloneta","Homes","Pakistan","317"
2022,1,"Ciutat Vella",3,"la Barceloneta","Homes","Xina","25"
2022,1,"Ciutat Vella",3,"la Barceloneta","Homes","Filipines","10"
