"Any","Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Persones","Nombre"
2022,10,"Sant Martí",68,"el Poblenou","Cap persona de 18 a 64 anys","2369"
2022,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Cap persona de 18 a 64 anys","876"
2022,10,"Sant Martí",70,"el Besòs i el Maresme","Cap persona de 18 a 64 anys","1789"
2022,10,"Sant Martí",71,"Provençals del Poblenou","Cap persona de 18 a 64 anys","1633"
2022,10,"Sant Martí",72,"Sant Martí de Provençals","Cap persona de 18 a 64 anys","2911"
2022,10,"Sant Martí",73,"la Verneda i la Pau","Cap persona de 18 a 64 anys","3238"
2022,1,"Ciutat Vella",1,"el Raval","1 persona","5687"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","1 persona","2482"
2022,1,"Ciutat Vella",3,"la Barceloneta","1 persona","2797"
2022,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","1 persona","4032"
2022,2,"Eixample",5,"el Fort Pienc","1 persona","3651"
2022,2,"Eixample",6,"la Sagrada Família","1 persona","6629"
2022,2,"Eixample",7,"la Dreta de l'Eixample","1 persona","5872"
2022,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","1 persona","5939"
2022,2,"Eixample",9,"la Nova Esquerra de l'Eixample","1 persona","7557"
2022,2,"Eixample",10,"Sant Antoni","1 persona","4926"
2022,3,"Sants-Montjuïc",11,"el Poble Sec","1 persona","5110"
2022,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","1 persona","234"
2022,3,"Sants-Montjuïc",13,"la Marina de Port","1 persona","3321"
2022,3,"Sants-Montjuïc",14,"la Font de la Guatlla","1 persona","1302"
2022,3,"Sants-Montjuïc",15,"Hostafrancs","1 persona","2161"
2022,3,"Sants-Montjuïc",16,"la Bordeta","1 persona","2195"
2022,3,"Sants-Montjuïc",17,"Sants - Badal","1 persona","2960"
2022,3,"Sants-Montjuïc",18,"Sants","1 persona","5379"
2022,4,"Les Corts",19,"les Corts","1 persona","5577"
2022,4,"Les Corts",20,"la Maternitat i Sant Ramon","1 persona","2762"
2022,4,"Les Corts",21,"Pedralbes","1 persona","1146"
2022,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","1 persona","468"
2022,5,"Sarrià-Sant Gervasi",23,"Sarrià","1 persona","2527"
2022,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","1 persona","1431"
2022,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","1 persona","2637"
2022,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","1 persona","5466"
2022,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","1 persona","3857"
2022,6,"Gràcia",28,"Vallcarca i els Penitents","1 persona","2040"
2022,6,"Gràcia",29,"el Coll","1 persona","1021"
2022,6,"Gràcia",30,"la Salut","1 persona","1544"
2022,6,"Gràcia",31,"la Vila de Gràcia","1 persona","8115"
2022,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","1 persona","4528"
2022,7,"Horta-Guinardó",33,"el Baix Guinardó","1 persona","3109"
2022,7,"Horta-Guinardó",34,"Can Baró","1 persona","1219"
2022,7,"Horta-Guinardó",35,"el Guinardó","1 persona","4528"
2022,7,"Horta-Guinardó",36,"la Font d'en Fargues","1 persona","1054"
2022,7,"Horta-Guinardó",37,"el Carmel","1 persona","3547"
2022,7,"Horta-Guinardó",38,"la Teixonera","1 persona","1381"
2022,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","1 persona","790"
2022,7,"Horta-Guinardó",40,"Montbau","1 persona","599"
2022,7,"Horta-Guinardó",41,"la Vall d'Hebron","1 persona","555"
2022,7,"Horta-Guinardó",42,"la Clota","1 persona","94"
2022,7,"Horta-Guinardó",43,"Horta","1 persona","3025"
2022,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","1 persona","2815"
2022,8,"Nou Barris",45,"Porta","1 persona","2898"
2022,8,"Nou Barris",46,"el Turó de la Peira","1 persona","1701"
2022,8,"Nou Barris",47,"Can Peguera","1 persona","342"
2022,8,"Nou Barris",48,"la Guineueta","1 persona","1514"
2022,8,"Nou Barris",49,"Canyelles","1 persona","717"
2022,8,"Nou Barris",50,"les Roquetes","1 persona","1619"
2022,8,"Nou Barris",51,"Verdun","1 persona","1492"
2022,8,"Nou Barris",52,"la Prosperitat","1 persona","2801"
2022,8,"Nou Barris",53,"la Trinitat Nova","1 persona","878"
2022,8,"Nou Barris",54,"Torre Baró","1 persona","293"
2022,8,"Nou Barris",55,"Ciutat Meridiana","1 persona","922"
2022,8,"Nou Barris",56,"Vallbona","1 persona","163"
2022,9,"Sant Andreu",57,"la Trinitat Vella","1 persona","939"
2022,9,"Sant Andreu",58,"Baró de Viver","1 persona","305"
2022,9,"Sant Andreu",59,"el Bon Pastor","1 persona","1183"
2022,9,"Sant Andreu",60,"Sant Andreu","1 persona","6691"
2022,9,"Sant Andreu",61,"la Sagrera","1 persona","3247"
2022,9,"Sant Andreu",62,"el Congrés i els Indians","1 persona","1674"
2022,9,"Sant Andreu",63,"Navas","1 persona","2393"
2022,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","1 persona","4839"
2022,10,"Sant Martí",65,"el Clot","1 persona","3063"
2022,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","1 persona","1993"
2022,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","1 persona","970"
2022,10,"Sant Martí",68,"el Poblenou","1 persona","4156"
2022,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","1 persona","1713"
2022,10,"Sant Martí",70,"el Besòs i el Maresme","1 persona","2257"
2022,10,"Sant Martí",71,"Provençals del Poblenou","1 persona","2293"
2022,10,"Sant Martí",72,"Sant Martí de Provençals","1 persona","2809"
2022,10,"Sant Martí",73,"la Verneda i la Pau","1 persona","2964"
2022,1,"Ciutat Vella",1,"el Raval","2 persones","4914"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","2 persones","1810"
2022,1,"Ciutat Vella",3,"la Barceloneta","2 persones","1901"
2022,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","2 persones","2997"
2022,2,"Eixample",5,"el Fort Pienc","2 persones","3660"
2022,2,"Eixample",6,"la Sagrada Família","2 persones","6156"
2022,2,"Eixample",7,"la Dreta de l'Eixample","2 persones","5400"
2022,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","2 persones","5139"
2022,2,"Eixample",9,"la Nova Esquerra de l'Eixample","2 persones","6729"
2022,2,"Eixample",10,"Sant Antoni","2 persones","4438"
2022,3,"Sants-Montjuïc",11,"el Poble Sec","2 persones","4611"
2022,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","2 persones","182"
2022,3,"Sants-Montjuïc",13,"la Marina de Port","2 persones","3349"
2022,3,"Sants-Montjuïc",14,"la Font de la Guatlla","2 persones","1126"
2022,3,"Sants-Montjuïc",15,"Hostafrancs","2 persones","1971"
2022,3,"Sants-Montjuïc",16,"la Bordeta","2 persones","2401"
2022,3,"Sants-Montjuïc",17,"Sants - Badal","2 persones","2755"
2022,3,"Sants-Montjuïc",18,"Sants","2 persones","4941"
2022,4,"Les Corts",19,"les Corts","2 persones","5197"
2022,4,"Les Corts",20,"la Maternitat i Sant Ramon","2 persones","2535"
2022,4,"Les Corts",21,"Pedralbes","2 persones","1152"
2022,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","2 persones","574"
2022,5,"Sarrià-Sant Gervasi",23,"Sarrià","2 persones","2599"
2022,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","2 persones","1530"
2022,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","2 persones","2648"
2022,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","2 persones","5068"
2022,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","2 persones","3505"
2022,6,"Gràcia",28,"Vallcarca i els Penitents","2 persones","1973"
2022,6,"Gràcia",29,"el Coll","2 persones","938"
2022,6,"Gràcia",30,"la Salut","2 persones","1612"
2022,6,"Gràcia",31,"la Vila de Gràcia","2 persones","6893"
2022,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","2 persones","4256"
2022,7,"Horta-Guinardó",33,"el Baix Guinardó","2 persones","3071"
2022,7,"Horta-Guinardó",34,"Can Baró","2 persones","1206"
2022,7,"Horta-Guinardó",35,"el Guinardó","2 persones","4568"
2022,7,"Horta-Guinardó",36,"la Font d'en Fargues","2 persones","1171"
2022,7,"Horta-Guinardó",37,"el Carmel","2 persones","3758"
2022,7,"Horta-Guinardó",38,"la Teixonera","2 persones","1461"
2022,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","2 persones","798"
2022,7,"Horta-Guinardó",40,"Montbau","2 persones","631"
2022,7,"Horta-Guinardó",41,"la Vall d'Hebron","2 persones","694"
2022,7,"Horta-Guinardó",42,"la Clota","2 persones","113"
2022,7,"Horta-Guinardó",43,"Horta","2 persones","2990"
2022,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","2 persones","2854"
2022,8,"Nou Barris",45,"Porta","2 persones","2745"
2022,8,"Nou Barris",46,"el Turó de la Peira","2 persones","1763"
2022,8,"Nou Barris",47,"Can Peguera","2 persones","265"
2022,8,"Nou Barris",48,"la Guineueta","2 persones","1660"
2022,8,"Nou Barris",49,"Canyelles","2 persones","736"
2022,8,"Nou Barris",50,"les Roquetes","2 persones","1812"
2022,8,"Nou Barris",51,"Verdun","2 persones","1403"
2022,8,"Nou Barris",52,"la Prosperitat","2 persones","2805"
2022,8,"Nou Barris",53,"la Trinitat Nova","2 persones","817"
2022,8,"Nou Barris",54,"Torre Baró","2 persones","297"
2022,8,"Nou Barris",55,"Ciutat Meridiana","2 persones","1035"
2022,8,"Nou Barris",56,"Vallbona","2 persones","156"
2022,9,"Sant Andreu",57,"la Trinitat Vella","2 persones","1061"
2022,9,"Sant Andreu",58,"Baró de Viver","2 persones","300"
2022,9,"Sant Andreu",59,"el Bon Pastor","2 persones","1498"
2022,9,"Sant Andreu",60,"Sant Andreu","2 persones","7480"
2022,9,"Sant Andreu",61,"la Sagrera","2 persones","3369"
2022,9,"Sant Andreu",62,"el Congrés i els Indians","2 persones","1831"
2022,9,"Sant Andreu",63,"Navas","2 persones","2528"
2022,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","2 persones","4651"
2022,10,"Sant Martí",65,"el Clot","2 persones","3114"
2022,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","2 persones","2093"
2022,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","2 persones","1154"
2022,10,"Sant Martí",68,"el Poblenou","2 persones","4847"
2022,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","2 persones","1992"
2022,10,"Sant Martí",70,"el Besòs i el Maresme","2 persones","2422"
2022,10,"Sant Martí",71,"Provençals del Poblenou","2 persones","2848"
2022,10,"Sant Martí",72,"Sant Martí de Provençals","2 persones","2872"
2022,10,"Sant Martí",73,"la Verneda i la Pau","2 persones","3098"
2022,1,"Ciutat Vella",1,"el Raval","3 persones","2063"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","3 persones","711"
2022,1,"Ciutat Vella",3,"la Barceloneta","3 persones","659"
2022,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","3 persones","1004"
2022,2,"Eixample",5,"el Fort Pienc","3 persones","1434"
2022,2,"Eixample",6,"la Sagrada Família","3 persones","2199"
2022,2,"Eixample",7,"la Dreta de l'Eixample","3 persones","1868"
2022,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","3 persones","1732"
2022,2,"Eixample",9,"la Nova Esquerra de l'Eixample","3 persones","2443"
2022,2,"Eixample",10,"Sant Antoni","3 persones","1687"
2022,3,"Sants-Montjuïc",11,"el Poble Sec","3 persones","1822"
2022,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","3 persones","60"
2022,3,"Sants-Montjuïc",13,"la Marina de Port","3 persones","1596"
2022,3,"Sants-Montjuïc",14,"la Font de la Guatlla","3 persones","432"
2022,3,"Sants-Montjuïc",15,"Hostafrancs","3 persones","746"
2022,3,"Sants-Montjuïc",16,"la Bordeta","3 persones","830"
2022,3,"Sants-Montjuïc",17,"Sants - Badal","3 persones","1087"
2022,3,"Sants-Montjuïc",18,"Sants","3 persones","1676"
2022,4,"Les Corts",19,"les Corts","3 persones","1697"
2022,4,"Les Corts",20,"la Maternitat i Sant Ramon","3 persones","965"
2022,4,"Les Corts",21,"Pedralbes","3 persones","371"
2022,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","3 persones","187"
2022,5,"Sarrià-Sant Gervasi",23,"Sarrià","3 persones","903"
2022,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","3 persones","619"
2022,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","3 persones","901"
2022,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","3 persones","1828"
2022,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","3 persones","1183"
2022,6,"Gràcia",28,"Vallcarca i els Penitents","3 persones","644"
2022,6,"Gràcia",29,"el Coll","3 persones","353"
2022,6,"Gràcia",30,"la Salut","3 persones","501"
2022,6,"Gràcia",31,"la Vila de Gràcia","3 persones","1965"
2022,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","3 persones","1316"
2022,7,"Horta-Guinardó",33,"el Baix Guinardó","3 persones","1122"
2022,7,"Horta-Guinardó",34,"Can Baró","3 persones","410"
2022,7,"Horta-Guinardó",35,"el Guinardó","3 persones","1661"
2022,7,"Horta-Guinardó",36,"la Font d'en Fargues","3 persones","408"
2022,7,"Horta-Guinardó",37,"el Carmel","3 persones","1541"
2022,7,"Horta-Guinardó",38,"la Teixonera","3 persones","588"
2022,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","3 persones","321"
2022,7,"Horta-Guinardó",40,"Montbau","3 persones","196"
2022,7,"Horta-Guinardó",41,"la Vall d'Hebron","3 persones","260"
2022,7,"Horta-Guinardó",42,"la Clota","3 persones","25"
2022,7,"Horta-Guinardó",43,"Horta","3 persones","1106"
2022,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","3 persones","1181"
2022,8,"Nou Barris",45,"Porta","3 persones","1087"
2022,8,"Nou Barris",46,"el Turó de la Peira","3 persones","822"
2022,8,"Nou Barris",47,"Can Peguera","3 persones","88"
2022,8,"Nou Barris",48,"la Guineueta","3 persones","650"
2022,8,"Nou Barris",49,"Canyelles","3 persones","304"
2022,8,"Nou Barris",50,"les Roquetes","3 persones","821"
2022,8,"Nou Barris",51,"Verdun","3 persones","576"
2022,8,"Nou Barris",52,"la Prosperitat","3 persones","1297"
2022,8,"Nou Barris",53,"la Trinitat Nova","3 persones","397"
2022,8,"Nou Barris",54,"Torre Baró","3 persones","162"
2022,8,"Nou Barris",55,"Ciutat Meridiana","3 persones","517"
2022,8,"Nou Barris",56,"Vallbona","3 persones","64"
2022,9,"Sant Andreu",57,"la Trinitat Vella","3 persones","489"
2022,9,"Sant Andreu",58,"Baró de Viver","3 persones","120"
2022,9,"Sant Andreu",59,"el Bon Pastor","3 persones","576"
2022,9,"Sant Andreu",60,"Sant Andreu","3 persones","2467"
2022,9,"Sant Andreu",61,"la Sagrera","3 persones","1261"
2022,9,"Sant Andreu",62,"el Congrés i els Indians","3 persones","618"
2022,9,"Sant Andreu",63,"Navas","3 persones","1029"
2022,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","3 persones","1711"
2022,10,"Sant Martí",65,"el Clot","3 persones","1294"
2022,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","3 persones","630"
2022,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","3 persones","429"
2022,10,"Sant Martí",68,"el Poblenou","3 persones","1540"
2022,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","3 persones","544"
2022,10,"Sant Martí",70,"el Besòs i el Maresme","3 persones","1155"
2022,10,"Sant Martí",71,"Provençals del Poblenou","3 persones","974"
2022,10,"Sant Martí",72,"Sant Martí de Provençals","3 persones","1187"
2022,10,"Sant Martí",73,"la Verneda i la Pau","3 persones","1326"
2022,1,"Ciutat Vella",1,"el Raval","4 o més persones","2300"
2022,1,"Ciutat Vella",2,"el Barri Gòtic","4 o més persones","680"
2022,1,"Ciutat Vella",3,"la Barceloneta","4 o més persones","436"
2022,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","4 o més persones","783"
2022,2,"Eixample",5,"el Fort Pienc","4 o més persones","1116"
2022,2,"Eixample",6,"la Sagrada Família","4 o més persones","1792"
2022,2,"Eixample",7,"la Dreta de l'Eixample","4 o més persones","1482"
2022,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","4 o més persones","1425"
2022,2,"Eixample",9,"la Nova Esquerra de l'Eixample","4 o més persones","1818"
2022,2,"Eixample",10,"Sant Antoni","4 o més persones","1347"
2022,3,"Sants-Montjuïc",11,"el Poble Sec","4 o més persones","1549"
2022,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","4 o més persones","43"
2022,3,"Sants-Montjuïc",13,"la Marina de Port","4 o més persones","1032"
2022,3,"Sants-Montjuïc",14,"la Font de la Guatlla","4 o més persones","362"
2022,3,"Sants-Montjuïc",15,"Hostafrancs","4 o més persones","497"
2022,3,"Sants-Montjuïc",16,"la Bordeta","4 o més persones","568"
2022,3,"Sants-Montjuïc",17,"Sants - Badal","4 o més persones","809"
2022,3,"Sants-Montjuïc",18,"Sants","4 o més persones","1227"
2022,4,"Les Corts",19,"les Corts","4 o més persones","1184"
2022,4,"Les Corts",20,"la Maternitat i Sant Ramon","4 o més persones","681"
2022,4,"Les Corts",21,"Pedralbes","4 o més persones","388"
2022,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","4 o més persones","174"
2022,5,"Sarrià-Sant Gervasi",23,"Sarrià","4 o més persones","741"
2022,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","4 o més persones","602"
2022,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","4 o més persones","870"
2022,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","4 o més persones","1691"
2022,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","4 o més persones","918"
2022,6,"Gràcia",28,"Vallcarca i els Penitents","4 o més persones","434"
2022,6,"Gràcia",29,"el Coll","4 o més persones","214"
2022,6,"Gràcia",30,"la Salut","4 o més persones","347"
2022,6,"Gràcia",31,"la Vila de Gràcia","4 o més persones","1334"
2022,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","4 o més persones","958"
2022,7,"Horta-Guinardó",33,"el Baix Guinardó","4 o més persones","746"
2022,7,"Horta-Guinardó",34,"Can Baró","4 o més persones","237"
2022,7,"Horta-Guinardó",35,"el Guinardó","4 o més persones","1083"
2022,7,"Horta-Guinardó",36,"la Font d'en Fargues","4 o més persones","235"
2022,7,"Horta-Guinardó",37,"el Carmel","4 o més persones","1019"
2022,7,"Horta-Guinardó",38,"la Teixonera","4 o més persones","365"
2022,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","4 o més persones","228"
2022,7,"Horta-Guinardó",40,"Montbau","4 o més persones","146"
2022,7,"Horta-Guinardó",41,"la Vall d'Hebron","4 o més persones","154"
2022,7,"Horta-Guinardó",42,"la Clota","4 o més persones","15"
2022,7,"Horta-Guinardó",43,"Horta","4 o més persones","719"
2022,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","4 o més persones","804"
2022,8,"Nou Barris",45,"Porta","4 o més persones","708"
2022,8,"Nou Barris",46,"el Turó de la Peira","4 o més persones","566"
2022,8,"Nou Barris",47,"Can Peguera","4 o més persones","46"
2022,8,"Nou Barris",48,"la Guineueta","4 o més persones","389"
2022,8,"Nou Barris",49,"Canyelles","4 o més persones","173"
2022,8,"Nou Barris",50,"les Roquetes","4 o més persones","578"
2022,8,"Nou Barris",51,"Verdun","4 o més persones","416"
2022,8,"Nou Barris",52,"la Prosperitat","4 o més persones","817"
2022,8,"Nou Barris",53,"la Trinitat Nova","4 o més persones","254"
2022,8,"Nou Barris",54,"Torre Baró","4 o més persones","113"
2022,8,"Nou Barris",55,"Ciutat Meridiana","4 o més persones","467"
2022,8,"Nou Barris",56,"Vallbona","4 o més persones","46"
2022,9,"Sant Andreu",57,"la Trinitat Vella","4 o més persones","457"
2022,9,"Sant Andreu",58,"Baró de Viver","4 o més persones","96"
2022,9,"Sant Andreu",59,"el Bon Pastor","4 o més persones","369"
2022,9,"Sant Andreu",60,"Sant Andreu","4 o més persones","1405"
2022,9,"Sant Andreu",61,"la Sagrera","4 o més persones","919"
2022,9,"Sant Andreu",62,"el Congrés i els Indians","4 o més persones","433"
2022,9,"Sant Andreu",63,"Navas","4 o més persones","697"
2022,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","4 o més persones","1148"
2022,10,"Sant Martí",65,"el Clot","4 o més persones","864"
2022,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","4 o més persones","439"
2022,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","4 o més persones","387"
