year;district_code;district_name;neighborhood_code;neighborhood_name;Sex;age;number
2022;1;Ciutat Vella;1;el Raval;Women;0 anys;179
2022;1;Ciutat Vella;1;el Raval;Women;1 any;204
2022;1;Ciutat Vella;1;el Raval;Women;2 anys;200
2022;1;Ciutat Vella;1;el Raval;Women;3 anys;205
2022;1;Ciutat Vella;1;el Raval;Women;4 anys;201
2022;1;Ciutat Vella;1;el Raval;Women;5 anys;189
2022;1;Ciutat Vella;1;el Raval;Women;6 anys;183
2022;1;Ciutat Vella;1;el Raval;Women;7 anys;172
2022;1;Ciutat Vella;1;el Raval;Women;8 anys;189
2022;1;Ciutat Vella;1;el Raval;Women;9 anys;206
2022;1;Ciutat Vella;1;el Raval;Women;10 anys;211
2022;1;Ciutat Vella;1;el Raval;Women;11 anys;189
2022;1;Ciutat Vella;1;el Raval;Women;12 anys;167
2022;1;Ciutat Vella;1;el Raval;Women;13 anys;186
2022;1;Ciutat Vella;1;el Raval;Women;14 anys;182
2022;1;Ciutat Vella;1;el Raval;Women;15 anys;184
2022;1;Ciutat Vella;1;el Raval;Women;16 anys;182
2022;1;Ciutat Vella;1;el Raval;Women;17 anys;140
2022;1;Ciutat Vella;1;el Raval;Women;18 anys;204
2022;1;Ciutat Vella;1;el Raval;Women;19 anys;194
2022;1;Ciutat Vella;1;el Raval;Women;20 anys;187
2022;1;Ciutat Vella;1;el Raval;Women;21 anys;233
2022;1;Ciutat Vella;1;el Raval;Women;22 anys;291
2022;1;Ciutat Vella;1;el Raval;Women;23 anys;296
2022;1;Ciutat Vella;1;el Raval;Women;24 anys;401
2022;1;Ciutat Vella;1;el Raval;Women;25 anys;397
2022;1;Ciutat Vella;1;el Raval;Women;26 anys;452
2022;1;Ciutat Vella;1;el Raval;Women;27 anys;466
2022;1;Ciutat Vella;1;el Raval;Women;28 anys;552
2022;1;Ciutat Vella;1;el Raval;Women;29 anys;545
2022;1;Ciutat Vella;1;el Raval;Women;30 anys;517
2022;1;Ciutat Vella;1;el Raval;Women;31 anys;524
2022;1;Ciutat Vella;1;el Raval;Women;32 anys;455
2022;1;Ciutat Vella;1;el Raval;Women;33 anys;456
2022;1;Ciutat Vella;1;el Raval;Women;34 anys;452
2022;1;Ciutat Vella;1;el Raval;Women;35 anys;387
2022;1;Ciutat Vella;1;el Raval;Women;36 anys;403
2022;1;Ciutat Vella;1;el Raval;Women;37 anys;408
2022;1;Ciutat Vella;1;el Raval;Women;38 anys;380
2022;1;Ciutat Vella;1;el Raval;Women;39 anys;358
2022;1;Ciutat Vella;1;el Raval;Women;40 anys;337
2022;1;Ciutat Vella;1;el Raval;Women;41 anys;375
2022;1;Ciutat Vella;1;el Raval;Women;42 anys;341
2022;1;Ciutat Vella;1;el Raval;Women;43 anys;319
2022;1;Ciutat Vella;1;el Raval;Women;44 anys;342
2022;1;Ciutat Vella;1;el Raval;Women;45 anys;304
2022;1;Ciutat Vella;1;el Raval;Women;46 anys;309
2022;1;Ciutat Vella;1;el Raval;Women;47 anys;321
2022;1;Ciutat Vella;1;el Raval;Women;48 anys;325
2022;1;Ciutat Vella;1;el Raval;Women;49 anys;303
2022;1;Ciutat Vella;1;el Raval;Women;50 anys;273
2022;1;Ciutat Vella;1;el Raval;Women;51 anys;297
2022;1;Ciutat Vella;1;el Raval;Women;52 anys;263
2022;1;Ciutat Vella;1;el Raval;Women;53 anys;261
2022;1;Ciutat Vella;1;el Raval;Women;54 anys;254
2022;1;Ciutat Vella;1;el Raval;Women;55 anys;246
2022;1;Ciutat Vella;1;el Raval;Women;56 anys;277
2022;1;Ciutat Vella;1;el Raval;Women;57 anys;239
2022;1;Ciutat Vella;1;el Raval;Women;58 anys;206
2022;1;Ciutat Vella;1;el Raval;Women;59 anys;232
2022;1;Ciutat Vella;1;el Raval;Women;60 anys;209
2022;1;Ciutat Vella;1;el Raval;Women;61 anys;218
2022;1;Ciutat Vella;1;el Raval;Women;62 anys;192
2022;1;Ciutat Vella;1;el Raval;Women;63 anys;189
2022;1;Ciutat Vella;1;el Raval;Women;64 anys;180
2022;1;Ciutat Vella;1;el Raval;Women;65 anys;155
2022;1;Ciutat Vella;1;el Raval;Women;66 anys;180
2022;1;Ciutat Vella;1;el Raval;Women;67 anys;153
2022;1;Ciutat Vella;1;el Raval;Women;68 anys;158
2022;1;Ciutat Vella;1;el Raval;Women;69 anys;126
2022;1;Ciutat Vella;1;el Raval;Women;70 anys;123
2022;1;Ciutat Vella;1;el Raval;Women;71 anys;135
2022;1;Ciutat Vella;1;el Raval;Women;72 anys;124
2022;1;Ciutat Vella;1;el Raval;Women;73 anys;128
2022;1;Ciutat Vella;1;el Raval;Women;74 anys;124
2022;1;Ciutat Vella;1;el Raval;Women;75 anys;104
2022;1;Ciutat Vella;1;el Raval;Women;76 anys;120
2022;1;Ciutat Vella;1;el Raval;Women;77 anys;100
2022;1;Ciutat Vella;1;el Raval;Women;78 anys;94
2022;1;Ciutat Vella;1;el Raval;Women;79 anys;87
2022;1;Ciutat Vella;1;el Raval;Women;80 anys;88
2022;1;Ciutat Vella;1;el Raval;Women;81 anys;97
2022;1;Ciutat Vella;1;el Raval;Women;82 anys;55
2022;1;Ciutat Vella;1;el Raval;Women;83 anys;73
2022;1;Ciutat Vella;1;el Raval;Women;84 anys;86
2022;1;Ciutat Vella;1;el Raval;Women;85 anys;90
2022;1;Ciutat Vella;1;el Raval;Women;86 anys;90
2022;1;Ciutat Vella;1;el Raval;Women;87 anys;74
2022;1;Ciutat Vella;1;el Raval;Women;88 anys;81
2022;1;Ciutat Vella;1;el Raval;Women;89 anys;70
2022;1;Ciutat Vella;1;el Raval;Women;90 anys;63
2022;1;Ciutat Vella;1;el Raval;Women;91 anys;43
2022;1;Ciutat Vella;1;el Raval;Women;92 anys;48
2022;1;Ciutat Vella;1;el Raval;Women;93 anys;41
2022;1;Ciutat Vella;1;el Raval;Women;94 anys;25
2022;1;Ciutat Vella;1;el Raval;Women;95 anys;27
2022;1;Ciutat Vella;1;el Raval;Women;96 anys;26
2022;1;Ciutat Vella;1;el Raval;Women;97 anys;11
2022;1;Ciutat Vella;1;el Raval;Women;98 anys;4
2022;1;Ciutat Vella;1;el Raval;Women;99 anys;6
2022;1;Ciutat Vella;1;el Raval;Women;100 anys i més;13
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;0 anys;58
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;1 any;62
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;2 anys;46
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;3 anys;52
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;4 anys;51
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;5 anys;40
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;6 anys;54
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;7 anys;46
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;8 anys;46
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;9 anys;47
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;10 anys;57
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;11 anys;51
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;12 anys;45
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;13 anys;45
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;14 anys;44
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;15 anys;49
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;16 anys;54
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;17 anys;41
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;18 anys;44
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;19 anys;63
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;20 anys;96
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;21 anys;99
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;22 anys;147
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;23 anys;180
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;24 anys;196
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;25 anys;244
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;26 anys;269
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;27 anys;271
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;28 anys;276
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;29 anys;299
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;30 anys;257
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;31 anys;247
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;32 anys;240
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;33 anys;209
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;34 anys;201
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;35 anys;188
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;36 anys;187
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;37 anys;144
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;38 anys;158
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;39 anys;182
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;40 anys;129
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;41 anys;131
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;42 anys;130
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;43 anys;117
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;44 anys;119
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;45 anys;118
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;46 anys;114
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;47 anys;113
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;48 anys;119
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;49 anys;112
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;50 anys;99
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;51 anys;100
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;52 anys;86
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;53 anys;92
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;54 anys;100
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;55 anys;98
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;56 anys;102
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;57 anys;81
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;58 anys;97
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;59 anys;91
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;60 anys;73
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;61 anys;92
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;62 anys;83
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;63 anys;86
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;64 anys;72
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;65 anys;66
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;66 anys;60
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;67 anys;64
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;68 anys;62
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;69 anys;46
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;70 anys;62
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;71 anys;55
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;72 anys;49
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;73 anys;45
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;74 anys;35
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;75 anys;45
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;76 anys;48
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;77 anys;47
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;78 anys;42
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;79 anys;32
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;80 anys;30
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;81 anys;39
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;82 anys;26
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;83 anys;25
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;84 anys;32
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;85 anys;36
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;86 anys;34
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;87 anys;29
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;88 anys;19
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;89 anys;18
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;90 anys;28
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;91 anys;26
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;92 anys;20
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;93 anys;9
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;94 anys;13
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;95 anys;12
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;96 anys;10
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;97 anys;7
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;98 anys;5
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;99 anys;3
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;100 anys i més;6
2022;1;Ciutat Vella;3;la Barceloneta;Women;0 anys;33
2022;1;Ciutat Vella;3;la Barceloneta;Women;1 any;32
2022;1;Ciutat Vella;3;la Barceloneta;Women;2 anys;35
2022;1;Ciutat Vella;3;la Barceloneta;Women;3 anys;32
2022;1;Ciutat Vella;3;la Barceloneta;Women;4 anys;34
2022;1;Ciutat Vella;3;la Barceloneta;Women;5 anys;36
2022;1;Ciutat Vella;3;la Barceloneta;Women;6 anys;35
2022;1;Ciutat Vella;3;la Barceloneta;Women;7 anys;38
2022;1;Ciutat Vella;3;la Barceloneta;Women;8 anys;44
2022;1;Ciutat Vella;3;la Barceloneta;Women;9 anys;26
2022;1;Ciutat Vella;3;la Barceloneta;Women;10 anys;23
2022;1;Ciutat Vella;3;la Barceloneta;Women;11 anys;33
2022;1;Ciutat Vella;3;la Barceloneta;Women;12 anys;37
2022;1;Ciutat Vella;3;la Barceloneta;Women;13 anys;38
2022;1;Ciutat Vella;3;la Barceloneta;Women;14 anys;28
2022;1;Ciutat Vella;3;la Barceloneta;Women;15 anys;34
2022;1;Ciutat Vella;3;la Barceloneta;Women;16 anys;33
2022;1;Ciutat Vella;3;la Barceloneta;Women;17 anys;38
2022;1;Ciutat Vella;3;la Barceloneta;Women;18 anys;35
2022;1;Ciutat Vella;3;la Barceloneta;Women;19 anys;40
2022;1;Ciutat Vella;3;la Barceloneta;Women;20 anys;40
2022;1;Ciutat Vella;3;la Barceloneta;Women;21 anys;57
2022;1;Ciutat Vella;3;la Barceloneta;Women;22 anys;69
2022;1;Ciutat Vella;3;la Barceloneta;Women;23 anys;113
2022;1;Ciutat Vella;3;la Barceloneta;Women;24 anys;109
2022;1;Ciutat Vella;3;la Barceloneta;Women;25 anys;145
2022;1;Ciutat Vella;3;la Barceloneta;Women;26 anys;159
2022;1;Ciutat Vella;3;la Barceloneta;Women;27 anys;181
2022;1;Ciutat Vella;3;la Barceloneta;Women;28 anys;190
2022;1;Ciutat Vella;3;la Barceloneta;Women;29 anys;190
2022;1;Ciutat Vella;3;la Barceloneta;Women;30 anys;180
2022;1;Ciutat Vella;3;la Barceloneta;Women;31 anys;213
2022;1;Ciutat Vella;3;la Barceloneta;Women;32 anys;193
2022;1;Ciutat Vella;3;la Barceloneta;Women;33 anys;171
2022;1;Ciutat Vella;3;la Barceloneta;Women;34 anys;140
2022;1;Ciutat Vella;3;la Barceloneta;Women;35 anys;151
2022;1;Ciutat Vella;3;la Barceloneta;Women;36 anys;150
2022;1;Ciutat Vella;3;la Barceloneta;Women;37 anys;127
2022;1;Ciutat Vella;3;la Barceloneta;Women;38 anys;120
2022;1;Ciutat Vella;3;la Barceloneta;Women;39 anys;136
2022;1;Ciutat Vella;3;la Barceloneta;Women;40 anys;115
2022;1;Ciutat Vella;3;la Barceloneta;Women;41 anys;107
2022;1;Ciutat Vella;3;la Barceloneta;Women;42 anys;109
2022;1;Ciutat Vella;3;la Barceloneta;Women;43 anys;95
2022;1;Ciutat Vella;3;la Barceloneta;Women;44 anys;99
2022;1;Ciutat Vella;3;la Barceloneta;Women;45 anys;99
2022;1;Ciutat Vella;3;la Barceloneta;Women;46 anys;100
2022;1;Ciutat Vella;3;la Barceloneta;Women;47 anys;80
2022;1;Ciutat Vella;3;la Barceloneta;Women;48 anys;74
2022;1;Ciutat Vella;3;la Barceloneta;Women;49 anys;77
2022;1;Ciutat Vella;3;la Barceloneta;Women;50 anys;86
2022;1;Ciutat Vella;3;la Barceloneta;Women;51 anys;77
2022;1;Ciutat Vella;3;la Barceloneta;Women;52 anys;97
2022;1;Ciutat Vella;3;la Barceloneta;Women;53 anys;76
2022;1;Ciutat Vella;3;la Barceloneta;Women;54 anys;84
2022;1;Ciutat Vella;3;la Barceloneta;Women;55 anys;93
2022;1;Ciutat Vella;3;la Barceloneta;Women;56 anys;96
2022;1;Ciutat Vella;3;la Barceloneta;Women;57 anys;74
2022;1;Ciutat Vella;3;la Barceloneta;Women;58 anys;97
2022;1;Ciutat Vella;3;la Barceloneta;Women;59 anys;96
2022;1;Ciutat Vella;3;la Barceloneta;Women;60 anys;75
2022;1;Ciutat Vella;3;la Barceloneta;Women;61 anys;77
2022;1;Ciutat Vella;3;la Barceloneta;Women;62 anys;78
2022;1;Ciutat Vella;3;la Barceloneta;Women;63 anys;66
2022;1;Ciutat Vella;3;la Barceloneta;Women;64 anys;71
2022;1;Ciutat Vella;3;la Barceloneta;Women;65 anys;59
2022;1;Ciutat Vella;3;la Barceloneta;Women;66 anys;57
2022;1;Ciutat Vella;3;la Barceloneta;Women;67 anys;82
2022;1;Ciutat Vella;3;la Barceloneta;Women;68 anys;72
2022;1;Ciutat Vella;3;la Barceloneta;Women;69 anys;51
2022;1;Ciutat Vella;3;la Barceloneta;Women;70 anys;53
2022;1;Ciutat Vella;3;la Barceloneta;Women;71 anys;50
2022;1;Ciutat Vella;3;la Barceloneta;Women;72 anys;46
2022;1;Ciutat Vella;3;la Barceloneta;Women;73 anys;67
2022;1;Ciutat Vella;3;la Barceloneta;Women;74 anys;41
2022;1;Ciutat Vella;3;la Barceloneta;Women;75 anys;62
2022;1;Ciutat Vella;3;la Barceloneta;Women;76 anys;57
2022;1;Ciutat Vella;3;la Barceloneta;Women;77 anys;65
2022;1;Ciutat Vella;3;la Barceloneta;Women;78 anys;60
2022;1;Ciutat Vella;3;la Barceloneta;Women;79 anys;44
2022;1;Ciutat Vella;3;la Barceloneta;Women;80 anys;57
2022;1;Ciutat Vella;3;la Barceloneta;Women;81 anys;62
2022;1;Ciutat Vella;3;la Barceloneta;Women;82 anys;37
2022;1;Ciutat Vella;3;la Barceloneta;Women;83 anys;49
2022;1;Ciutat Vella;3;la Barceloneta;Women;84 anys;61
2022;1;Ciutat Vella;3;la Barceloneta;Women;85 anys;51
2022;1;Ciutat Vella;3;la Barceloneta;Women;86 anys;47
2022;1;Ciutat Vella;3;la Barceloneta;Women;87 anys;40
2022;1;Ciutat Vella;3;la Barceloneta;Women;88 anys;41
2022;1;Ciutat Vella;3;la Barceloneta;Women;89 anys;37
2022;1;Ciutat Vella;3;la Barceloneta;Women;90 anys;37
2022;1;Ciutat Vella;3;la Barceloneta;Women;91 anys;29
2022;1;Ciutat Vella;3;la Barceloneta;Women;92 anys;18
2022;1;Ciutat Vella;3;la Barceloneta;Women;93 anys;19
2022;1;Ciutat Vella;3;la Barceloneta;Women;94 anys;17
2022;1;Ciutat Vella;3;la Barceloneta;Women;95 anys;9
2022;1;Ciutat Vella;3;la Barceloneta;Women;96 anys;5
2022;1;Ciutat Vella;3;la Barceloneta;Women;97 anys;12
2022;1;Ciutat Vella;3;la Barceloneta;Women;98 anys;5
2022;1;Ciutat Vella;3;la Barceloneta;Women;99 anys;0
2022;1;Ciutat Vella;3;la Barceloneta;Women;100 anys i més;7
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;0 anys;66
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;1 any;55
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;2 anys;43
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;3 anys;54
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;4 anys;71
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;5 anys;54
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;6 anys;66
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;7 anys;57
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;8 anys;59
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;9 anys;63
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;10 anys;75
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;11 anys;65
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;12 anys;62
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;13 anys;79
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;14 anys;67
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;15 anys;66
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;16 anys;63
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;17 anys;74
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;18 anys;96
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;19 anys;76
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;20 anys;92
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;21 anys;89
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;22 anys;130
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;23 anys;128
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;24 anys;188
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;25 anys;239
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;26 anys;275
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;27 anys;283
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;28 anys;318
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;29 anys;321
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;30 anys;350
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;31 anys;306
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;32 anys;310
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;33 anys;263
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;34 anys;255
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;35 anys;275
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;36 anys;237
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;37 anys;196
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;38 anys;196
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;39 anys;200
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;40 anys;216
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;41 anys;190
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;42 anys;176
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;43 anys;170
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;44 anys;174
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;45 anys;179
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;46 anys;169
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;47 anys;146
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;48 anys;161
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;49 anys;160
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;50 anys;132
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;51 anys;128
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;52 anys;119
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;53 anys;127
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;54 anys;125
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;55 anys;113
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;56 anys;157
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;57 anys;131
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;58 anys;110
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;59 anys;133
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;60 anys;95
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;61 anys;98
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;62 anys;87
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;63 anys;92
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;64 anys;110
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;65 anys;78
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;66 anys;81
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;67 anys;55
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;68 anys;75
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;69 anys;63
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;70 anys;67
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;71 anys;84
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;72 anys;78
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;73 anys;82
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;74 anys;73
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;75 anys;75
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;76 anys;80
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;77 anys;55
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;78 anys;70
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;79 anys;66
