year;district_code;district_name;neighbourhood_code;neighbourhood_name;Sex;age;number;;
2022;1;Ciutat Vella;1;el Raval;Women;0;179;;
2022;1;Ciutat Vella;1;el Raval;Women;1;204;;
2022;1;Ciutat Vella;1;el Raval;Women;2;200;;
2022;1;Ciutat Vella;1;el Raval;Women;3;205;;
2022;1;Ciutat Vella;1;el Raval;Women;4;201;;
2022;1;Ciutat Vella;1;el Raval;Women;5;189;;
2022;1;Ciutat Vella;1;el Raval;Women;6;183;;
2022;1;Ciutat Vella;1;el Raval;Women;7;172;;
2022;1;Ciutat Vella;1;el Raval;Women;8;189;;
2022;1;Ciutat Vella;1;el Raval;Women;9;206;;
2022;1;Ciutat Vella;1;el Raval;Women;10;211;;
2022;1;Ciutat Vella;1;el Raval;Women;11;189;;
2022;1;Ciutat Vella;1;el Raval;Women;12;167;;
2022;1;Ciutat Vella;1;el Raval;Women;13;186;;
2022;1;Ciutat Vella;1;el Raval;Women;14;182;;
2022;1;Ciutat Vella;1;el Raval;Women;15;184;;
2022;1;Ciutat Vella;1;el Raval;Women;16;182;;
2022;1;Ciutat Vella;1;el Raval;Women;17;140;;
2022;1;Ciutat Vella;1;el Raval;Women;18;204;;
2022;1;Ciutat Vella;1;el Raval;Women;19;194;;
2022;1;Ciutat Vella;1;el Raval;Women;20;187;;
2022;1;Ciutat Vella;1;el Raval;Women;21;233;;
2022;1;Ciutat Vella;1;el Raval;Women;22;291;;
2022;1;Ciutat Vella;1;el Raval;Women;23;296;;
2022;1;Ciutat Vella;1;el Raval;Women;24;401;;
2022;1;Ciutat Vella;1;el Raval;Women;25;397;;
2022;1;Ciutat Vella;1;el Raval;Women;26;452;;
2022;1;Ciutat Vella;1;el Raval;Women;27;466;;
2022;1;Ciutat Vella;1;el Raval;Women;28;552;;
2022;1;Ciutat Vella;1;el Raval;Women;29;545;;
2022;1;Ciutat Vella;1;el Raval;Women;30;517;;
2022;1;Ciutat Vella;1;el Raval;Women;31;524;;
2022;1;Ciutat Vella;1;el Raval;Women;32;455;;
2022;1;Ciutat Vella;1;el Raval;Women;33;456;;
2022;1;Ciutat Vella;1;el Raval;Women;34;452;;
2022;1;Ciutat Vella;1;el Raval;Women;35;387;;
2022;1;Ciutat Vella;1;el Raval;Women;36;403;;
2022;1;Ciutat Vella;1;el Raval;Women;37;408;;
2022;1;Ciutat Vella;1;el Raval;Women;38;380;;
2022;1;Ciutat Vella;1;el Raval;Women;39;358;;
2022;1;Ciutat Vella;1;el Raval;Women;40;337;;
2022;1;Ciutat Vella;1;el Raval;Women;41;375;;
2022;1;Ciutat Vella;1;el Raval;Women;42;341;;
2022;1;Ciutat Vella;1;el Raval;Women;43;319;;
2022;1;Ciutat Vella;1;el Raval;Women;44;342;;
2022;1;Ciutat Vella;1;el Raval;Women;45;304;;
2022;1;Ciutat Vella;1;el Raval;Women;46;309;;
2022;1;Ciutat Vella;1;el Raval;Women;47;321;;
2022;1;Ciutat Vella;1;el Raval;Women;48;325;;
2022;1;Ciutat Vella;1;el Raval;Women;49;303;;
2022;1;Ciutat Vella;1;el Raval;Women;50;273;;
2022;1;Ciutat Vella;1;el Raval;Women;51;297;;
2022;1;Ciutat Vella;1;el Raval;Women;52;263;;
2022;1;Ciutat Vella;1;el Raval;Women;53;261;;
2022;1;Ciutat Vella;1;el Raval;Women;54;254;;
2022;1;Ciutat Vella;1;el Raval;Women;55;246;;
2022;1;Ciutat Vella;1;el Raval;Women;56;277;;
2022;1;Ciutat Vella;1;el Raval;Women;57;239;;
2022;1;Ciutat Vella;1;el Raval;Women;58;206;;
2022;1;Ciutat Vella;1;el Raval;Women;59;232;;
2022;1;Ciutat Vella;1;el Raval;Women;60;209;;
2022;1;Ciutat Vella;1;el Raval;Women;61;218;;
2022;1;Ciutat Vella;1;el Raval;Women;62;192;;
2022;1;Ciutat Vella;1;el Raval;Women;63;189;;
2022;1;Ciutat Vella;1;el Raval;Women;64;180;;
2022;1;Ciutat Vella;1;el Raval;Women;65;155;;
2022;1;Ciutat Vella;1;el Raval;Women;66;180;;
2022;1;Ciutat Vella;1;el Raval;Women;67;153;;
2022;1;Ciutat Vella;1;el Raval;Women;68;158;;
2022;1;Ciutat Vella;1;el Raval;Women;69;126;;
2022;1;Ciutat Vella;1;el Raval;Women;70;123;;
2022;1;Ciutat Vella;1;el Raval;Women;71;135;;
2022;1;Ciutat Vella;1;el Raval;Women;72;124;;
2022;1;Ciutat Vella;1;el Raval;Women;73;128;;
2022;1;Ciutat Vella;1;el Raval;Women;74;124;;
2022;1;Ciutat Vella;1;el Raval;Women;75;104;;
2022;1;Ciutat Vella;1;el Raval;Women;76;120;;
2022;1;Ciutat Vella;1;el Raval;Women;77;100;;
2022;1;Ciutat Vella;1;el Raval;Women;78;94;;
2022;1;Ciutat Vella;1;el Raval;Women;79;87;;
2022;1;Ciutat Vella;1;el Raval;Women;80;88;;
2022;1;Ciutat Vella;1;el Raval;Women;81;97;;
2022;1;Ciutat Vella;1;el Raval;Women;82;55;;
2022;1;Ciutat Vella;1;el Raval;Women;83;73;;
2022;1;Ciutat Vella;1;el Raval;Women;84;86;;
2022;1;Ciutat Vella;1;el Raval;Women;85;90;;
2022;1;Ciutat Vella;1;el Raval;Women;86;90;;
2022;1;Ciutat Vella;1;el Raval;Women;87;74;;
2022;1;Ciutat Vella;1;el Raval;Women;88;81;;
2022;1;Ciutat Vella;1;el Raval;Women;89;70;;
2022;1;Ciutat Vella;1;el Raval;Women;90;63;;
2022;1;Ciutat Vella;1;el Raval;Women;91;43;;
2022;1;Ciutat Vella;1;el Raval;Women;92;48;;
2022;1;Ciutat Vella;1;el Raval;Women;93;41;;
2022;1;Ciutat Vella;1;el Raval;Women;94;25;;
2022;1;Ciutat Vella;1;el Raval;Women;95;27;;
2022;1;Ciutat Vella;1;el Raval;Women;96;26;;
2022;1;Ciutat Vella;1;el Raval;Women;97;11;;
2022;1;Ciutat Vella;1;el Raval;Women;98;4;;
2022;1;Ciutat Vella;1;el Raval;Women;99;6;;
2022;1;Ciutat Vella;1;el Raval;Women;100;13;;més
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;0;58;;
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;1;62;;
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;2;46;;
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;3;52;;
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;4;51;;
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;5;40;;
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;6;54;;
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;7;46;;
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;8;46;;
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;9;47;;
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;10;57;;
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;11;51;;
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;12;45;;
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;13;45;;
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;14;44;;
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;15;49;;
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;16;54;;
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;17;41;;
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;18;44;;
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;19;63;;
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;20;96;;
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;21;99;;
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;22;147;;
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;23;180;;
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;24;196;;
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;25;244;;
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;26;269;;
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;27;271;;
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;28;276;;
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;29;299;;
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;30;257;;
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;31;247;;
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;32;240;;
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;33;209;;
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;34;201;;
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;35;188;;
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;36;187;;
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;37;144;;
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;38;158;;
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;39;182;;
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;40;129;;
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;41;131;;
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;42;130;;
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;43;117;;
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;44;119;;
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;45;118;;
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;46;114;;
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;47;113;;
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;48;119;;
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;49;112;;
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;50;99;;
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;51;100;;
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;52;86;;
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;53;92;;
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;54;100;;
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;55;98;;
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;56;102;;
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;57;81;;
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;58;97;;
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;59;91;;
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;60;73;;
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;61;92;;
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;62;83;;
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;63;86;;
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;64;72;;
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;65;66;;
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;66;60;;
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;67;64;;
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;68;62;;
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;69;46;;
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;70;62;;
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;71;55;;
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;72;49;;
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;73;45;;
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;74;35;;
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;75;45;;
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;76;48;;
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;77;47;;
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;78;42;;
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;79;32;;
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;80;30;;
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;81;39;;
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;82;26;;
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;83;25;;
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;84;32;;
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;85;36;;
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;86;34;;
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;87;29;;
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;88;19;;
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;89;18;;
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;90;28;;
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;91;26;;
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;92;20;;
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;93;9;;
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;94;13;;
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;95;12;;
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;96;10;;
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;97;7;;
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;98;5;;
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;99;3;;
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;100;6;;més
2022;1;Ciutat Vella;3;la Barceloneta;Women;0;33;;
2022;1;Ciutat Vella;3;la Barceloneta;Women;1;32;;
2022;1;Ciutat Vella;3;la Barceloneta;Women;2;35;;
2022;1;Ciutat Vella;3;la Barceloneta;Women;3;32;;
2022;1;Ciutat Vella;3;la Barceloneta;Women;4;34;;
2022;1;Ciutat Vella;3;la Barceloneta;Women;5;36;;
2022;1;Ciutat Vella;3;la Barceloneta;Women;6;35;;
2022;1;Ciutat Vella;3;la Barceloneta;Women;7;38;;
2022;1;Ciutat Vella;3;la Barceloneta;Women;8;44;;
2022;1;Ciutat Vella;3;la Barceloneta;Women;9;26;;
2022;1;Ciutat Vella;3;la Barceloneta;Women;10;23;;
2022;1;Ciutat Vella;3;la Barceloneta;Women;11;33;;
2022;1;Ciutat Vella;3;la Barceloneta;Women;12;37;;
2022;1;Ciutat Vella;3;la Barceloneta;Women;13;38;;
2022;1;Ciutat Vella;3;la Barceloneta;Women;14;28;;
2022;1;Ciutat Vella;3;la Barceloneta;Women;15;34;;
2022;1;Ciutat Vella;3;la Barceloneta;Women;16;33;;
2022;1;Ciutat Vella;3;la Barceloneta;Women;17;38;;
2022;1;Ciutat Vella;3;la Barceloneta;Women;18;35;;
2022;1;Ciutat Vella;3;la Barceloneta;Women;19;40;;
2022;1;Ciutat Vella;3;la Barceloneta;Women;20;40;;
2022;1;Ciutat Vella;3;la Barceloneta;Women;21;57;;
2022;1;Ciutat Vella;3;la Barceloneta;Women;22;69;;
2022;1;Ciutat Vella;3;la Barceloneta;Women;23;113;;
2022;1;Ciutat Vella;3;la Barceloneta;Women;24;109;;
2022;1;Ciutat Vella;3;la Barceloneta;Women;25;145;;
2022;1;Ciutat Vella;3;la Barceloneta;Women;26;159;;
2022;1;Ciutat Vella;3;la Barceloneta;Women;27;181;;
2022;1;Ciutat Vella;3;la Barceloneta;Women;28;190;;
2022;1;Ciutat Vella;3;la Barceloneta;Women;29;190;;
2022;1;Ciutat Vella;3;la Barceloneta;Women;30;180;;
2022;1;Ciutat Vella;3;la Barceloneta;Women;31;213;;
2022;1;Ciutat Vella;3;la Barceloneta;Women;32;193;;
2022;1;Ciutat Vella;3;la Barceloneta;Women;33;171;;
2022;1;Ciutat Vella;3;la Barceloneta;Women;34;140;;
2022;1;Ciutat Vella;3;la Barceloneta;Women;35;151;;
2022;1;Ciutat Vella;3;la Barceloneta;Women;36;150;;
2022;1;Ciutat Vella;3;la Barceloneta;Women;37;127;;
2022;1;Ciutat Vella;3;la Barceloneta;Women;38;120;;
2022;1;Ciutat Vella;3;la Barceloneta;Women;39;136;;
2022;1;Ciutat Vella;3;la Barceloneta;Women;40;115;;
2022;1;Ciutat Vella;3;la Barceloneta;Women;41;107;;
2022;1;Ciutat Vella;3;la Barceloneta;Women;42;109;;
2022;1;Ciutat Vella;3;la Barceloneta;Women;43;95;;
2022;1;Ciutat Vella;3;la Barceloneta;Women;44;99;;
2022;1;Ciutat Vella;3;la Barceloneta;Women;45;99;;
2022;1;Ciutat Vella;3;la Barceloneta;Women;46;100;;
2022;1;Ciutat Vella;3;la Barceloneta;Women;47;80;;
2022;1;Ciutat Vella;3;la Barceloneta;Women;48;74;;
2022;1;Ciutat Vella;3;la Barceloneta;Women;49;77;;
2022;1;Ciutat Vella;3;la Barceloneta;Women;50;86;;
2022;1;Ciutat Vella;3;la Barceloneta;Women;51;77;;
2022;1;Ciutat Vella;3;la Barceloneta;Women;52;97;;
2022;1;Ciutat Vella;3;la Barceloneta;Women;53;76;;
2022;1;Ciutat Vella;3;la Barceloneta;Women;54;84;;
2022;1;Ciutat Vella;3;la Barceloneta;Women;55;93;;
2022;1;Ciutat Vella;3;la Barceloneta;Women;56;96;;
2022;1;Ciutat Vella;3;la Barceloneta;Women;57;74;;
2022;1;Ciutat Vella;3;la Barceloneta;Women;58;97;;
2022;1;Ciutat Vella;3;la Barceloneta;Women;59;96;;
2022;1;Ciutat Vella;3;la Barceloneta;Women;60;75;;
2022;1;Ciutat Vella;3;la Barceloneta;Women;61;77;;
2022;1;Ciutat Vella;3;la Barceloneta;Women;62;78;;
2022;1;Ciutat Vella;3;la Barceloneta;Women;63;66;;
2022;1;Ciutat Vella;3;la Barceloneta;Women;64;71;;
2022;1;Ciutat Vella;3;la Barceloneta;Women;65;59;;
2022;1;Ciutat Vella;3;la Barceloneta;Women;66;57;;
2022;1;Ciutat Vella;3;la Barceloneta;Women;67;82;;
2022;1;Ciutat Vella;3;la Barceloneta;Women;68;72;;
2022;1;Ciutat Vella;3;la Barceloneta;Women;69;51;;
2022;1;Ciutat Vella;3;la Barceloneta;Women;70;53;;
2022;1;Ciutat Vella;3;la Barceloneta;Women;71;50;;
2022;1;Ciutat Vella;3;la Barceloneta;Women;72;46;;
2022;1;Ciutat Vella;3;la Barceloneta;Women;73;67;;
2022;1;Ciutat Vella;3;la Barceloneta;Women;74;41;;
2022;1;Ciutat Vella;3;la Barceloneta;Women;75;62;;
2022;1;Ciutat Vella;3;la Barceloneta;Women;76;57;;
2022;1;Ciutat Vella;3;la Barceloneta;Women;77;65;;
2022;1;Ciutat Vella;3;la Barceloneta;Women;78;60;;
2022;1;Ciutat Vella;3;la Barceloneta;Women;79;44;;
2022;1;Ciutat Vella;3;la Barceloneta;Women;80;57;;
2022;1;Ciutat Vella;3;la Barceloneta;Women;81;62;;
2022;1;Ciutat Vella;3;la Barceloneta;Women;82;37;;
2022;1;Ciutat Vella;3;la Barceloneta;Women;83;49;;
2022;1;Ciutat Vella;3;la Barceloneta;Women;84;61;;
2022;1;Ciutat Vella;3;la Barceloneta;Women;85;51;;
2022;1;Ciutat Vella;3;la Barceloneta;Women;86;47;;
2022;1;Ciutat Vella;3;la Barceloneta;Women;87;40;;
2022;1;Ciutat Vella;3;la Barceloneta;Women;88;41;;
2022;1;Ciutat Vella;3;la Barceloneta;Women;89;37;;
2022;1;Ciutat Vella;3;la Barceloneta;Women;90;37;;
2022;1;Ciutat Vella;3;la Barceloneta;Women;91;29;;
2022;1;Ciutat Vella;3;la Barceloneta;Women;92;18;;
2022;1;Ciutat Vella;3;la Barceloneta;Women;93;19;;
2022;1;Ciutat Vella;3;la Barceloneta;Women;94;17;;
2022;1;Ciutat Vella;3;la Barceloneta;Women;95;9;;
2022;1;Ciutat Vella;3;la Barceloneta;Women;96;5;;
2022;1;Ciutat Vella;3;la Barceloneta;Women;97;12;;
2022;1;Ciutat Vella;3;la Barceloneta;Women;98;5;;
2022;1;Ciutat Vella;3;la Barceloneta;Women;99;0;;
2022;1;Ciutat Vella;3;la Barceloneta;Women;100;7;;més
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;0;66;;
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;1;55;;
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;2;43;;
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;3;54;;
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;4;71;;
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;5;54;;
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;6;66;;
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;7;57;;
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;8;59;;
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;9;63;;
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;10;75;;
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;11;65;;
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;12;62;;
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;13;79;;
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;14;67;;
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;15;66;;
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;16;63;;
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;17;74;;
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;18;96;;
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;19;76;;
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;20;92;;
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;21;89;;
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;22;130;;
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;23;128;;
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;24;188;;
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;25;239;;
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;26;275;;
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;27;283;;
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;28;318;;
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;29;321;;
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;30;350;;
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;31;306;;
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;32;310;;
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;33;263;;
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;34;255;;
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;35;275;;
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;36;237;;
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;37;196;;
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;38;196;;
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;39;200;;
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;40;216;;
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;41;190;;
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;42;176;;
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;43;170;;
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;44;174;;
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;45;179;;
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;46;169;;
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;47;146;;
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;48;161;;
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;49;160;;
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;50;132;;
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;51;128;;
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;52;119;;
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;53;127;;
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;54;125;;
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;55;113;;
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;56;157;;
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;57;131;;
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;58;110;;
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;59;133;;
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;60;95;;
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;61;98;;
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;62;87;;
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;63;92;;
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;64;110;;
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;65;78;;
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;66;81;;
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;67;55;;
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;68;75;;
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;69;63;;
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;70;67;;
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;71;84;;
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;72;78;;
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;73;82;;
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;74;73;;
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;75;75;;
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;76;80;;
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;77;55;;
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;78;70;;
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;79;66;;
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;80;52;;
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;81;68;;
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;82;36;;
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;83;44;;
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;84;54;;
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;85;47;;
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;86;46;;
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;87;36;;
