layer_code;generic_layer;layer_name;ED50_X_coordinate;ED50_Y_coordinate;ETRS89_X_coordinate;ETRS89_Y_coordinate;longitude;latitude;equipment;district_code;neighbourhood_code;district_name;neighbourhood_name
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;432.146.531;4.583.905.063;432.054.584;4.583.704.113;2.187.147;41.402.008;Glòries (Avda. Meridiana)-;10;66;Sant Martí;el Parc i la Llacuna del Poblenou
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;434.726.513;4.589.378.985;434.634.544;4.589.177.983;2.217.417;41.451.524;Fondo (Sicília)-;;;;
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;429.467.956;4.581.413.878;429.376.033;4.581.212.952;2.155.396;4.137.934;Rocafort (Calàbria / Sepúlveda)-;2;10;Eixample;Sant Antoni
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;429.820.191;4.581.819.373;429.728.265;4.581.618.443;2.159.561;41.383.023;Urgell (Villarroel / Diputació)-;2;8;Eixample;l'Antiga Esquerra de l'Eixample
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;430.301.501;4.582.147.476;430.209.571;4.581.946.543;2.165.279;4.138.602;Universitat (Ronda Universitat)-;2;7;Eixample;la Dreta de l'Eixample
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;430.251.394;4.582.119.424;430.159.464;4.581.918.491;2.164.683;41.385.763;Universitat (Pelai)-;1;1;Ciutat Vella;el Raval
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;431.652.503;4.582.854.611;431560.56;4.582.653.671;2.181.356;41.392.505;Arc de Triomf (Roger de Flor)-;2;5;Eixample;el Fort Pienc
K002;Transports i serveis relacionats;Ferrocarrils Generalitat (FGC);424186.27;4586811.61;424.094.397;4.586.610.635;2.091.563;41.427.474;FGC - LES PLANES-;5;22;Sarrià-Sant Gervasi;Vallvidrera, el Tibidabo i les Planes
K002;Transports i serveis relacionats;Ferrocarrils Generalitat (FGC);427.464.027;4583462.95;427.372.123;4.583.262.005;2.131.188;41.397.617;FGC - LES TRES TORRES-;5;24;Sarrià-Sant Gervasi;les Tres Torres
K002;Transports i serveis relacionats;Ferrocarrils Generalitat (FGC);424659.96;4.585.939.975;424.568.083;4.585.739.008;209.734;41.419.668;FGC - BAIXADOR DE VALLVIDRERA-;5;22;Sarrià-Sant Gervasi;Vallvidrera, el Tibidabo i les Planes
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;428.025.642;4.579.351.162;427.933.732;4.579.150.255;2.138.395;41.360.635;Foneria (Jardins dels Drets Humans)-;3;13;Sants-Montjuïc;la Marina de Port
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;427.874.076;4.575.960.854;427.782.166;4.575.759.979;2.136.986;41.330.086;Ecoparc (Carrer A / Carrer 4)-;3;12;Sants-Montjuïc;la Marina del Prat Vermell
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;427.541.372;4.575.244.817;427.449.465;4.575.043.948;2.133.096;41.323.607;ZAL | Riu Vell (ZAL)-;3;12;Sants-Montjuïc;la Marina del Prat Vermell
K002;Transports i serveis relacionats;Ferrocarrils Generalitat (FGC);430.594.303;4.582.119.587;430502.37;4.581.918.654;2.168.784;41.385.795;FGC - CATALUNYA-;2;7;Eixample;la Dreta de l'Eixample
K010;Transports i serveis relacionats;Telefèric;430.099.448;4.580.246.744;430.007.519;4.580.045.828;2.163.082;41.368.884;Telefèric de Montjuïc-;3;11;Sants-Montjuïc;el Poble-sec
K008;Transports i serveis relacionats;Estació marítima;430.914.992;4.578.171.415;430.823.055;4.577.970.518;217.307;41.350.262;Terminal Marítima A *Creuers-;3;12;Sants-Montjuïc;la Marina del Prat Vermell
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;429.796.187;4.583.087.001;429.704.261;4.582.886.059;2.159.127;41.394.438;Diagonal (Rambla Catalunya)-;2;7;Eixample;la Dreta de l'Eixample
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;431.161.109;4.583.063.672;431.069.171;4582862.73;2.175.455;41.394.346;Tetuan (Casp / Passeig de Sant Joan)-;2;7;Eixample;la Dreta de l'Eixample
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;431.058.293;4.582.319.317;430.966.356;4.582.118.382;217.431;41.387.633;Urquinaona (Jonqueres)-;1;4;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;430.149.156;4.584.341.099;430.057.228;4.584.140.145;2.163.204;41.405.764;Joanic (Pi i Margall)-;6;32;Gràcia;el Camp d'en Grassot i Gràcia Nova
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;431.357.269;4.586.194.374;431265.33;4.585.993.403;2.177.446;4.142.256;Maragall (Ronda Guinardó - costat Mar)-;7;35;Horta-Guinardó;el Guinardó
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;431.072.623;4.587.816.222;430.980.687;4.587.615.236;2.173.855;41.437.143;Llucmajor (Plaça Jardins d'Alfàbia)-;8;45;Nou Barris;Porta
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;428.480.558;4.586.481.629;428.388.646;4.586.280.656;214.299;41.424.896;Vall d'Hebron (Mercat de Vall d'Hebron)-;7;41;Horta-Guinardó;la Vall d'Hebron
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;434.629.789;4.585.275.704;434537.82;4585074.74;2.216.704;41.414.559;Besòs Mar (Jaume Fabre)-;10;70;Sant Martí;el Besòs i el Maresme
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;431644.51;4585328.18;431.552.568;4.585.127.217;2.180.981;41.414.783;Camp de l'Arpa (Passeig Maragall)-;10;64;Sant Martí;el Camp de l'Arpa del Clot
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;431750.45;4.586.289.577;431.658.507;4.586.088.605;218.214;41.423.451;Congrés (Matanzas)-;9;62;Sant Andreu;el Congrés i els Indians
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;432.628.193;4.582.365.598;432.536.241;4.582.164.662;219.308;41.388.183;Ciutadella | Vila Olímpica (Zoo)-;10;67;Sant Martí;la Vila Olímpica del Poblenou
K011;Transports i serveis relacionats;Tramvia;422.837.374;4.580.555.809;422.745.512;4.580.354.892;207.622;41.371.003;TRAMVIA (T2) - SANT MARTÍ DE L'ERM (Baixador)-;;;;
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;432.522.264;4.587.745.358;432.430.315;4.587.544.372;2.191.213;41.436.628;METRO (L1) - Sant Andreu-;9;60;Sant Andreu;Sant Andreu
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;431.886.214;4.586.977.787;431794.27;4.586.776.808;2.183.687;41.429.661;METRO (L1) - Fabra i Puig-;9;60;Sant Andreu;Sant Andreu
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;430.988.522;4.582.359.508;430.896.585;4.582.158.572;2.173.471;41.387.989;METRO (L4) - Urquinaona-;1;4;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;430.555.141;4582525.2;430.463.208;4.582.324.263;2.168.269;41.389.444;METRO (L2) - Passeig de Gràcia-;2;7;Eixample;la Dreta de l'Eixample
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;426.395.612;4.582.184.809;426.303.718;4.581.983.876;2.118.564;41.386.008;METRO (L3) - Palau Reial-;4;20;Les Corts;la Maternitat i Sant Ramon
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;429.657.401;4587927.68;429.565.478;4.587.726.693;2.156.904;41.438.024;METRO (L3) - Valldaura-;7;43;Horta-Guinardó;Horta
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;432.145.184;4.584.813.621;432.053.237;4.584.612.662;2.187.029;41.410.191;METRO (L1) - Clot-;10;65;Sant Martí;el Clot
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;431.144.313;4.584.137.146;431.052.375;4.583.936.194;2.175.132;41.404.013;METRO (L2) - Sagrada Família-;2;6;Eixample;la Sagrada Família
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;431.868.902;4.589.228.179;431.776.959;4589027.18;2.183.225;41.449.928;METRO (L11) - Trinitat Nova-;8;53;Nou Barris;la Trinitat Nova
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;430.706.443;4.582.180.227;430.614.509;4.581.979.293;2.170.118;4.138.635;METRO (L3) - Catalunya-;2;7;Eixample;la Dreta de l'Eixample
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;425.403.973;4577609.09;425.312.086;4577408.2;2.107.269;41.344.706;METRO (L1) - Hospital de Bellvitge-;;;;
K004;Transports i serveis relacionats;Tren a l'aeroport;432.696.951;4.587.669.481;432605;4.587.468.496;2.193.312;41.435.959;Tren AEROPORT - SANT ANDREU COMTAL-;9;60;Sant Andreu;Sant Andreu
K008;Transports i serveis relacionats;Estació marítima;431.109.829;4.580.147.374;431017.89;4.579.946.459;2.175.174;41.368.076;Terminal Marítima Sant Bertran *Ferris-;3;12;Sants-Montjuïc;la Marina del Prat Vermell
K002;Transports i serveis relacionats;Ferrocarrils Generalitat (FGC);419.347.693;4.579.117.936;419.255.863;4.578.917.034;2.034.689;41.357.711;FGC - MOLÍ NOU-CIUTAT COOPERATIVA-;;;;
K002;Transports i serveis relacionats;Ferrocarrils Generalitat (FGC);422.162.837;4.578.435.921;422.070.981;4.578.235.024;2.068.427;41.351.845;FGC - CORNELLÀ-RIERA-;;;;
K002;Transports i serveis relacionats;Ferrocarrils Generalitat (FGC);417.521.223;4.582.513.247;417.429.411;4.582.312.314;2.012.394;41.388.104;FGC - SANT VICENÇ DELS HORTS-;;;;
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;427.830.004;4.581.008.331;427.738.096;4.580.807.409;2.135.859;41.375.542;Plaça de Sants (Galileu)-;3;18;Sants-Montjuïc;Sants
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;428.368.446;4.580.967.788;428.276.533;4.580.766.866;2.142.302;41.375.225;Hostafrancs (Moianès)-;3;15;Sants-Montjuïc;Hostafrancs
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;428.948.945;4.581.019.471;428.857.027;4.580.818.548;2.149.237;41.375.742;Espanya (Tarragona)-;2;9;Eixample;la Nova Esquerra de l'Eixample
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;429.963.833;4.580.943.299;429.871.905;4.580.742.377;2.161.381;41.375.145;Poble Sec (Parlament)-;2;10;Eixample;Sant Antoni
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;437.047.006;4.589.161.973;436.955.015;4.588.960.973;2.245.219;41.449.755;Badalona Pompeu Fabra (Avinguda Martí Pujol)-;;;;
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;434.101.207;4.585.925.464;434.009.243;4.585.724.494;2.210.309;41.420.368;Besòs (Gran Via de les Corts Catalanes)-;10;70;Sant Martí;el Besòs i el Maresme
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;427.582.022;4.579.667.797;427.490.116;4.579.466.887;2.133.054;41.363.447;Ciutat de la Justícia (Ciutat de la Justícia)-;;;;
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;430.719.408;4.580.930.145;430.627.473;4.580.729.223;2.170.416;41.375.093;Paral·lel (Nou de la Rambla)-;1;1;Ciutat Vella;el Raval
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;430.668.217;4.582.117.751;430.576.283;4.581.916.818;2.169.668;41.385.784;Catalunya (Bergara)-;2;7;Eixample;la Dreta de l'Eixample
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;426.542.726;4.581.057.471;426450.83;4.580.856.549;2.120.461;41.375.868;Collblanc (Travessera de les Corts)-;;;;
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;430.393.234;4.583.531.011;430.301.303;4.583.330.065;2.166.217;41.398.489;Verdaguer (Avinguda Diagonal)-;2;7;Eixample;la Dreta de l'Eixample
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;431.001.793;4.584.076.772;430.909.857;4583875.82;2.173.434;41.403.457;Sagrada Família (Plaça de la Sagrada Família)-;2;6;Eixample;la Sagrada Família
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;431.200.856;4.584.808.998;431.108.918;4584608.04;2.175.732;41.410.069;Sant Pau | Dos de Maig (Cartagena)-;2;6;Eixample;la Sagrada Família
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;431.247.215;4586547.16;431.155.277;4.586.346.185;2.176.089;41.425.728;Maragall (Avinguda dels Quinze)-;8;44;Nou Barris;Vilapicina i la Torre Llobeta
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;431.124.072;4.587.077.275;431.032.135;4.586.876.296;2.174.555;41.430.492;Virrei Amat (Pi i Molist)-;8;46;Nou Barris;el Turó de la Peira
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;431.086.147;4.587.052.211;430.994.211;4.586.851.232;2.174.104;41.430.263;Virrei Amat (Fabra i Puig)-;8;44;Nou Barris;Vilapicina i la Torre Llobeta
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;430.913.333;4581700.05;430.821.397;4581499.12;2.172.647;41.382.043;Liceu (La Rambla / Mercat de la Boqueria)-;1;2;Ciutat Vella;el Barri Gòtic
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;428.182.756;4.581.732.953;428.090.845;4.581.532.024;213.999;413.821;Sants Estació (Enric Bargés)-;3;18;Sants-Montjuïc;Sants
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;425.712.069;4.578.280.319;425620.18;4.578.079.423;2.110.869;4.135.078;Bellvitge (Rambla de la Marina / Merca 2)-;;;;
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;425682.59;4.578.334.582;425.590.701;4.578.133.685;211.051;41.351.266;Bellvitge (Rambla de la Marina / Mercat Municipal)-;;;;
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;427.963.211;4.580.998.011;427.871.302;4.580.797.089;2.137.453;41.375.461;Plaça de Sants (Alcolea)-;3;18;Sants-Montjuïc;Sants
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;427.146.838;4.580.229.084;427.054.936;4.580.028.169;2.127.784;41.368.463;Santa Eulàlia (Pont de la Torrassa)-;;;;
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;427.609.605;4.580.679.108;427.517.699;4.580.478.189;2.133.263;41.372.557;Mercat Nou (Riera de Tena)-;3;18;Sants-Montjuïc;Sants
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;431.208.049;4.586.936.579;431.116.112;4.586.735.601;2.175.576;41.429.232;Virrei Amat (Felip II / Virrei Amat)-;8;44;Nou Barris;Vilapicina i la Torre Llobeta
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;433.337.447;4.585.827.767;433245.49;4.585.626.799;2.201.181;41.419.425;Sant Martí (Cantàbria)-;10;72;Sant Martí;Sant Martí de Provençals
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;433029.21;4583613.16;432.937.255;4.583.412.212;2.197.738;41.399.453;METRO (L4) - Llacuna-;10;68;Sant Martí;el Poblenou
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;431.638.562;4.582.839.198;431.546.619;4.582.638.258;2.181.191;41.392.365;METRO (L1) - Arc de Triomf-;2;5;Eixample;el Fort Pienc
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;422.317.614;4.571.381.406;422.225.754;4.571.180.575;207.118;41.288.324;METRO (L9S) - Aeroport T1-;;;;
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;423755.47;4.574.511.964;423.663.598;4.574.311.103;2.087.956;41.316.657;METRO (L9S) - Parc Nou-;;;;
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;427.353.937;4.578.401.018;427.262.033;4578200.12;2.130.479;41.352.017;METRO (L9S) - Fira-;;;;
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;433.735.347;4590267.14;433.643.387;4590066.13;2.205.454;41.459.442;METRO (L9N) - Singuerlín-;;;;
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;431.019.776;4.584.121.678;430.927.839;4.583.920.726;2.173.644;41.403.863;METRO (L5) - Sagrada Família-;2;6;Eixample;la Sagrada Família
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;431.155.352;4.586.992.484;431.063.415;4.586.791.505;2.174.939;41.429.731;METRO (L5) - Virrei Amat-;8;44;Nou Barris;Vilapicina i la Torre Llobeta
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;425.814.732;4.581.942.253;425.722.843;4.581.741.323;2.111.648;4.138.377;METRO (L9S) - Zona Universitària-;4;20;Les Corts;la Maternitat i Sant Ramon
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;434.589.623;4.588.864.385;434.497.655;4.588.663.388;2.215.834;41.446.878;METRO (L9N) - Santa Rosa-;;;;
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;434.818.188;4.589.420.348;434.726.218;4.589.219.346;221.851;41.451.904;METRO (L9N) - Fondo-;;;;
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;428.190.043;4.576.615.673;428098.13;4.576.414.791;2.140.684;41.336.012;METRO (L10S) - Port Comercial | La Factoria-;3;12;Sants-Montjuïc;la Marina del Prat Vermell
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;426.833.058;4.579.446.158;426.741.159;4.579.245.251;2.124.127;41.361.383;METRO (L10S) - Provençana-;;;;
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;429.144.288;4580940.28;429.052.368;4.580.739.358;2.151.582;41.375.046;METRO (L3) - Espanya-;3;11;Sants-Montjuïc;el Poble-sec
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;430.455.918;4.588.337.199;430.363.988;4.588.136.208;2.166.414;41.441.782;METRO (L3) - Canyelles-;8;49;Nou Barris;Canyelles
K003;Transports i serveis relacionats;RENFE;426.100.715;4.578.674.691;426.008.822;4.578.473.791;2.115.466;41.354.367;RENFE - BELLVITGE-;;;;
K011;Transports i serveis relacionats;Tramvia;435.148.833;4585347.11;435.056.859;4.585.146.145;2.222.906;41.415.244;TRAMVIA (T4) - CAN LLIMA-;;;;
K011;Transports i serveis relacionats;Tramvia;432.503.685;4.584.170.552;432.411.735;4.583.969.599;219.139;4.140.443;TRAMVIA (T4) - CA L'ARANYÓ-;10;66;Sant Martí;el Parc i la Llacuna del Poblenou
K003;Transports i serveis relacionats;RENFE;422.299.939;4.579.108.263;422.208.082;4578907.36;206.998;41.357.914;RENFE - CORNELLÀ-;;;;
K003;Transports i serveis relacionats;RENFE;435.794.449;4.586.358.754;435.702.469;4586157.78;2.230.523;41.424.408;RENFE - SANT ADRIÀ DEL BESÒS-;;;;
K011;Transports i serveis relacionats;Tramvia;424236.71;4.581.198.968;424.144.835;4.580.998.045;209.287;41.376.929;TRAMVIA (T1,T2,T3) - CAN CLOTA-;;;;
K011;Transports i serveis relacionats;Tramvia;423.218.517;4.580.378.811;423.126.651;4.580.177.896;2.080.799;41.369.445;TRAMVIA (T1,T2,T3) - MONTESA-;;;;
K011;Transports i serveis relacionats;Tramvia;428.445.223;4.582.849.882;428353.31;4.582.648.943;2.142.997;41.392.183;TRAMVIA (T1,T2,T3) - FRANCESC MACIÀ-;4;19;Les Corts;les Corts
K011;Transports i serveis relacionats;Tramvia;427.073.148;4.582.399.345;426.981.247;4582198.41;2.126.641;41.388.002;TRAMVIA (T1,T2,T3) - Mª CRISTINA-;4;20;Les Corts;la Maternitat i Sant Ramon
K011;Transports i serveis relacionats;Tramvia;426053.88;4.582.016.276;425.961.989;4.581.815.345;2.114.498;41.384.459;TRAMVIA (T1,T2,T3) - ZONA UNIVERSITÀRIA-;4;20;Les Corts;la Maternitat i Sant Ramon
K011;Transports i serveis relacionats;Tramvia;422.081.516;4.581.533.172;421.989.661;4.581.332.247;2.067.057;41.379.733;TRAMVIA (T3) - WALDEN-;;;;
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;426.376.681;4.581.062.378;426.284.786;4.580.861.456;2.118.475;41.375.897;Collblanc (Av. Sant Ramon)-;;;;
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;430.102.624;4.580.245.587;430.010.695;4.580.044.671;2.163.121;41.368.874;Parc de Montjuïc (Avinguda Miramar)-;3;11;Sants-Montjuïc;el Poble-sec
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;424196.81;4.575.163.969;424.104.934;4.574.963.102;2.093.147;41.322.571;Cèntric (Plaça Catalunya)-;;;;
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;435.605.244;4.587.555.231;435.513.266;4.587.354.246;2.228.132;41.435.169;Sant Roc (Alfons XII)-;;;;
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;431.042.473;4.590.671.749;430.950.538;4.590.470.736;2.173.167;41.462.859;Can Cuiàs (Les Fustes)-;;;;
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;425108.25;4.580.158.276;425.016.367;4.579.957.362;210.342;41.367.637;Can Serra (Avinguda Can Serra)-;;;;
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;430.568.548;4.582.275.257;430.476.615;4.582.074.322;2.168.458;41.387.194;Catalunya (Ronda Universitat)-;2;7;Eixample;la Dreta de l'Eixample
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;432.495.375;4.587.666.445;432.403.426;4587465.46;21.909;41.435.915;Sant Andreu (Plaça d'Orfila)-;9;60;Sant Andreu;Sant Andreu
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;428.848.515;4.587.662.577;428756.6;4.587.461.593;2.147.254;41.435.565;Mundet (Passeig Vall d'Hebron)-;7;40;Horta-Guinardó;Montbau
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;427.330.064;4.578.448.222;427238.16;4.578.247.324;2.130.188;4.135.244;Fira (Accés SUD)-;;;;
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;425.843.073;4.581.974.273;425.751.184;4.581.773.342;2.111.982;41.384.061;Zona Universitària (Dr. Marañón)-;4;20;Les Corts;la Maternitat i Sant Ramon
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;430.559.487;4.582.324.418;430.467.554;4.582.123.483;2.168.344;41.387.636;Catalunya (Rambla Catalunya)-;2;7;Eixample;la Dreta de l'Eixample
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;432253.34;4.584.018.088;432.161.392;4.583.817.137;2.188.412;41.403.035;Glòries (Badajoz)-;10;66;Sant Martí;el Parc i la Llacuna del Poblenou
K002;Transports i serveis relacionats;Ferrocarrils Generalitat (FGC);427.371.597;4.583.523.496;427.279.694;4.583.322.551;2.130.075;41.398.154;FGC - LES TRES TORRES-;5;24;Sarrià-Sant Gervasi;les Tres Torres
K002;Transports i serveis relacionats;Ferrocarrils Generalitat (FGC);426446.51;4583623.13;426.354.616;4.583.422.184;2.118.998;41.398.967;FGC - REINA ELISENDA-;5;23;Sarrià-Sant Gervasi;Sarrià
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;428.559.395;4.577.403.545;428.467.479;4.577.202.656;2.145.005;41.343.141;Zona Franca (Carrer A / Carrer 1)-;3;12;Sants-Montjuïc;la Marina del Prat Vermell
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;428.192.527;4576629.86;428.100.614;4.576.428.978;2.140.712;4.133.614;Port Comercial | La Factoria (Carrer A / Carrer 25)-;3;12;Sants-Montjuïc;la Marina del Prat Vermell
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;428.180.731;4.576.604.884;428.088.819;4.576.404.003;2.140.574;41.335.914;Port Comercial | La Factoria (Carrer A / Carrer 27)-;3;12;Sants-Montjuïc;la Marina del Prat Vermell
K008;Transports i serveis relacionats;Estació marítima;431.059.703;4.578.250.739;430.967.764;4.578.049.841;217.479;41.350.989;Terminal Marítima D *Creuers-;3;12;Sants-Montjuïc;la Marina del Prat Vermell
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;431.471.104;4.581.894.932;431.379.163;4.581.694.001;2.179.295;41.383.846;Jaume I (Argenteria)-;1;4;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;423052.88;4.579.087.055;422.961.016;4.578.886.152;2.078.983;41.357.796;Gavarra (Lindavista)-;;;;
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;431.143.383;4.587.051.888;431.051.446;4.586.850.909;2.174.789;41.430.265;Virrei Amat (Virrei Amat (muntanya))-;8;44;Nou Barris;Vilapicina i la Torre Llobeta
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;431.762.577;4.584.446.941;431.670.634;4.584.245.986;2.182.493;41.406.856;Encants (València / Aragó)-;10;64;Sant Martí;el Camp de l'Arpa del Clot
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;430.827.747;4.583.105.489;430.735.812;4.582.904.546;2.171.463;41.394.694;Girona (Girona)-;2;7;Eixample;la Dreta de l'Eixample
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;430.315.489;4.585.042.531;430.223.559;4.584.841.571;2.165.113;41.412.096;Alfons X (Plaça Alfons el Savi)-;7;33;Horta-Guinardó;el Baix Guinardó
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;428.639.546;4.584.985.818;428.547.632;4.584.784.859;2.145.069;41.411.438;Vallcarca (Avinguda República Argentina)-;6;28;Gràcia;Vallcarca i els Penitents
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;430.434.937;4.585.077.799;430.343.006;4.584.876.838;2.166.538;41.412.424;Alfons X (Ronda Guinardó)-;7;33;Horta-Guinardó;el Baix Guinardó
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;431875.53;4.589.151.395;431.783.587;4.588.950.396;2.183.313;41.449.237;Trinitat Nova (Pedrosa)-;8;53;Nou Barris;la Trinitat Nova
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;427.010.664;4.581.034.086;426.918.764;4.580.833.164;2.126.059;413.757;Badal (Carrer de Sants / Arizala)-;3;17;Sants-Montjuïc;Sants - Badal
K001;Transports i serveis relacionats;Metro i línies urbanes FGC;428.147.241;4.581.448.849;428055.33;4.581.247.923;2.139.599;41.379.538;Sants Estació (Estació RENFE / Pl. Joan Peiró)-;3;18;Sants-Montjuïc;Sants
