district_code,district_name_x,neighbourhood_code,neighbourhood_name_x,accidents,label_accidents,average_occupation_per_household,label_avg_occ,above_65t,label_above_65,elementary_highschool_bachelorsdegree,no_studies,primarystudies_schoolcertificate,university_studies,secondary_school,label_academic_level,between_18_64,label_between_18_65,bus_stops,label_bus_stops,children_play_areas,label_children_play_areas,cinema_theater_concerts,label_cinema_theatre_concerts,culture_leisure_spaces,label_cultural_leisure_spaces,library_studyroom_museum_spaces,label_library_studyroom,sport_facilities,label_sport_facilities,tourists_points,label_tourists_points,transportation,label_transportation,street_markets_and_fairs,label_street_markets_and_fairs,temporaray_exhibitions,rent_price,label_rent_price,hotels,label_hotels,spaces_for_exercising,label_spaces_for_excercise,parks_gardens,label_parks_gardens,number_of_museums_and_exhibitions,label_exhebitons_museums,music_drinks,label_music_drinks
10,Sant Martí,66,el Parc i la Llacuna del Poblenou,1181.0,4.0,24.0,2.0,6576.0,2.0,2743.0,194.0,1785.0,5444.0,3538.0,0.0,6576.0,0.0,41.0,1.0,9.0,1.0,3.0,0.0,34.0,0.0,8.0,1.0,16.0,0.0,34.0,0.0,12.0,1.0,0.0,0.0,10.0,1173.2,3.0,11.0,0.0,0.0,0.0,4.0,0.0,10.0,0.0,11.0,0.0
7,Horta-Guinardó,37,el Carmel,1127.0,4.0,25.0,3.0,12948.0,3.0,8916.0,916.0,6529.0,4370.0,6702.0,0.0,12948.0,1.0,75.0,2.0,20.0,4.0,0.0,0.0,29.0,0.0,4.0,0.0,31.0,0.0,14.0,0.0,5.0,0.0,0.0,0.0,0.0,725.8,1.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
3,Sants-Montjuïc,13,la Marina de Port,1136.0,4.0,25.0,3.0,11966.0,3.0,7605.0,617.0,6489.0,4629.0,6551.0,0.0,11966.0,1.0,56.0,1.0,27.0,5.0,2.0,0.0,46.0,1.0,4.0,0.0,77.0,1.0,27.0,0.0,4.0,0.0,0.0,0.0,0.0,638.8,0.0,0.0,0.0,2.0,1.0,11.0,1.0,0.0,0.0,0.0,0.0
7,Horta-Guinardó,43,Horta,1218.0,4.0,26.0,4.0,10693.0,3.0,6055.0,630.0,4470.0,6086.0,6688.0,0.0,10693.0,1.0,73.0,2.0,15.0,3.0,3.0,0.0,35.0,0.0,8.0,1.0,62.0,1.0,27.0,0.0,6.0,0.0,1.0,0.0,0.0,794.2,1.0,4.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,4.0,0.0
5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,1149.0,4.0,27.0,4.0,9443.0,3.0,2601.0,91.0,1070.0,11336.0,5995.0,1.0,9443.0,1.0,85.0,2.0,12.0,2.0,3.0,0.0,40.0,1.0,7.0,1.0,86.0,1.0,105.0,1.0,2.0,0.0,2.0,1.0,2.0,1369.1,4.0,8.0,0.0,1.0,0.0,7.0,0.0,4.0,0.0,8.0,0.0
9,Sant Andreu,61,la Sagrera,1138.0,4.0,25.0,3.0,11978.0,3.0,6548.0,434.0,4256.0,6984.0,7242.0,0.0,11978.0,1.0,36.0,1.0,15.0,3.0,1.0,0.0,28.0,0.0,6.0,0.0,62.0,1.0,33.0,0.0,7.0,0.0,0.0,0.0,0.0,803.5,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
9,Sant Andreu,63,Navas,953.0,2.0,24.0,2.0,9069.0,3.0,4683.0,289.0,2865.0,5712.0,5537.0,0.0,9069.0,1.0,17.0,0.0,6.0,1.0,0.0,0.0,15.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,878.4,2.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
9,Sant Andreu,62,el Congrés i els Indians,928.0,2.0,24.0,2.0,5951.0,2.0,3067.0,240.0,1787.0,3643.0,3572.0,0.0,5951.0,0.0,14.0,0.0,12.0,2.0,1.0,0.0,22.0,0.0,1.0,0.0,16.0,0.0,48.0,0.0,5.0,0.0,0.0,0.0,0.0,784.3,1.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0
5,Sarrià-Sant Gervasi,24,les Tres Torres,945.0,2.0,29.0,5.0,5545.0,2.0,1372.0,30.0,556.0,7398.0,3619.0,0.0,5545.0,0.0,32.0,0.0,5.0,0.0,2.0,0.0,15.0,0.0,4.0,0.0,20.0,0.0,27.0,0.0,5.0,0.0,0.0,0.0,0.0,1767.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
9,Sant Andreu,57,la Trinitat Vella,968.0,2.0,29.0,5.0,3561.0,1.0,2847.0,197.0,2600.0,907.0,1776.0,0.0,3561.0,0.0,25.0,0.0,11.0,2.0,0.0,0.0,20.0,0.0,8.0,1.0,25.0,0.0,12.0,0.0,5.0,0.0,0.0,0.0,0.0,620.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Nou Barris,55,Ciutat Meridiana,862.0,2.0,29.0,5.0,3699.0,1.0,3123.0,219.0,2942.0,674.0,1667.0,0.0,3699.0,0.0,47.0,1.0,16.0,3.0,1.0,0.0,15.0,0.0,0.0,0.0,27.0,0.0,7.0,0.0,3.0,0.0,2.0,1.0,0.0,577.3,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8,Nou Barris,51,Verdun,908.0,2.0,24.0,2.0,5140.0,2.0,3565.0,350.0,2759.0,1451.0,2513.0,0.0,5140.0,0.0,13.0,0.0,5.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,7.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,609.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Nou Barris,46,el Turó de la Peira,912.0,2.0,25.0,3.0,6316.0,2.0,4107.0,451.0,3034.0,2329.0,3508.0,0.0,6316.0,0.0,18.0,0.0,8.0,1.0,0.0,0.0,15.0,0.0,0.0,0.0,35.0,0.0,15.0,0.0,4.0,0.0,0.0,0.0,0.0,709.8,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
7,Horta-Guinardó,41,la Vall d'Hebron,856.0,2.0,25.0,3.0,2363.0,1.0,1146.0,108.0,775.0,1644.0,1437.0,0.0,2363.0,0.0,24.0,0.0,16.0,3.0,0.0,0.0,29.0,0.0,5.0,0.0,99.0,2.0,18.0,0.0,5.0,0.0,0.0,0.0,0.0,865.3,2.0,0.0,0.0,1.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0
5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",904.0,2.0,29.0,5.0,1658.0,0.0,643.0,33.0,360.0,1744.0,1055.0,0.0,1658.0,0.0,109.0,3.0,4.0,0.0,1.0,0.0,23.0,0.0,5.0,0.0,17.0,0.0,60.0,1.0,3.0,0.0,0.0,0.0,1.0,894.9,2.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0
6,Gràcia,30,la Salut,946.0,2.0,24.0,2.0,5462.0,2.0,2003.0,113.0,1109.0,5084.0,3099.0,0.0,5462.0,0.0,37.0,1.0,8.0,1.0,0.0,0.0,12.0,0.0,2.0,0.0,59.0,1.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,1010.3,3.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0
8,Nou Barris,50,les Roquetes,910.0,2.0,27.0,4.0,6056.0,2.0,4675.0,408.0,3938.0,1442.0,2817.0,0.0,6056.0,0.0,34.0,1.0,9.0,1.0,0.0,0.0,20.0,0.0,4.0,0.0,16.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,632.9,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
3,Sants-Montjuïc,11,el Poble-sec,1440.0,6.0,25.0,3.0,15953.0,4.0,8214.0,525.0,6517.0,10731.0,8223.0,1.0,15953.0,2.0,131.0,3.0,17.0,3.0,21.0,1.0,120.0,2.0,27.0,2.0,187.0,3.0,153.0,2.0,14.0,1.0,0.0,0.0,28.0,879.3,2.0,22.0,0.0,1.0,0.0,31.0,2.0,27.0,1.0,22.0,1.0
1,Ciutat Vella,1,el Raval,1438.0,6.0,27.0,4.0,17192.0,4.0,10420.0,471.0,9668.0,11020.0,8054.0,1.0,17192.0,2.0,43.0,1.0,11.0,2.0,26.0,1.0,156.0,2.0,33.0,2.0,71.0,1.0,110.0,1.0,15.0,1.0,2.0,1.0,58.0,872.0,2.0,63.0,1.0,1.0,0.0,9.0,1.0,23.0,1.0,63.0,2.0
2,Eixample,7,la Dreta de l'Eixample,1475.0,6.0,24.0,2.0,18660.0,4.0,4826.0,211.0,2527.0,21570.0,9554.0,1.0,18660.0,2.0,140.0,3.0,12.0,2.0,13.0,1.0,169.0,2.0,35.0,2.0,97.0,2.0,166.0,2.0,55.0,2.0,0.0,0.0,21.0,1328.6,4.0,78.0,2.0,0.0,0.0,28.0,2.0,16.0,1.0,78.0,3.0
