layer_code ;generic_layer;layer_name;ED50_X_coordinate;ED50_Y_coordinate;ETRS89_X_coordinate;ETRS89_Y_coordinate;longitude;latitude;equipment;district;neighborhood;district_name;neighborhood_name
K014;Transports i serveis relacionats;Autobusos diürns;428262147;4584195292;428170236;458399434;2140648;41404285;BUS -H6--;5;26;Sarrià-Sant Gervasi;Sant Gervasi - Galvany
K014;Transports i serveis relacionats;Autobusos diürns;427154018;4581370551;427062116;4581169626;2127732;41378744;BUS -54--;4;20;Les Corts;la Maternitat i Sant Ramon
K014;Transports i serveis relacionats;Autobusos diürns;434224998;4585907756;434133032;4585706787;2211792;41420219;BUS -B25-V33--;10;70;Sant Martí;el Besòs i el Maresme
K014;Transports i serveis relacionats;Autobusos diürns;431875672;4581698545;431783727;4581497615;2184156;41382112;BUS -59-120-D20-V13-V19--;1;4;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera
K014;Transports i serveis relacionats;Autobusos diürns;431900218;4581596502;431808273;4581395573;2184461;41381195;BUS -47-V15--;1;3;Ciutat Vella;la Barceloneta
K014;Transports i serveis relacionats;Autobusos diürns;426409764;4583562589;42631787;4583361644;2118566;41398419;BUS -68-H4--;5;23;Sarrià-Sant Gervasi;Sarrià
K014;Transports i serveis relacionats;Autobusos diürns;427668012;4583490061;427576106;4583289116;2133625;4139788;BUS -68-V9--;5;26;Sarrià-Sant Gervasi;Sant Gervasi - Galvany
K014;Transports i serveis relacionats;Autobusos diürns;433956764;4584529235;433864801;4584328278;2208733;41407781;BUS -B25-B20-V31-136--;10;69;Sant Martí;Diagonal Mar i el Front Marítim del Poblenou
K014;Transports i serveis relacionats;Autobusos diürns;424797323;458695706;424705445;4586756084;2098857;41428841;BUS -128--;5;22;Sarrià-Sant Gervasi;Vallvidrera, el Tibidabo i les Planes
K014;Transports i serveis relacionats;Autobusos diürns;428332455;4577804986;428240541;4577604093;2142245;41346736;BUS -21--;3;12;Sants-Montjuïc;la Marina del Prat Vermell
K014;Transports i serveis relacionats;Autobusos diürns;430776793;4582302634;430684858;4582101699;2170946;41387459;BUS -101--;2;7;Eixample;la Dreta de l'Eixample
K014;Transports i serveis relacionats;Autobusos diürns;429986196;4583166268;429894269;4582965325;2161391;41395169;BUS -100--;2;7;Eixample;la Dreta de l'Eixample
K014;Transports i serveis relacionats;Autobusos diürns;429271787;4579947158;429179865;4579746245;2153222;41366113;BUS -100--;3;11;Sants-Montjuïc;el Poble-sec
K015;Transports i serveis relacionats;Autobusos nocturns;431378097;4581034188;431286156;4580833265;2178281;41376086;NITBUS -N0--;1;2;Ciutat Vella;el Barri Gòtic
K014;Transports i serveis relacionats;Autobusos diürns;428958349;4580874317;428866431;4580673396;2149366;41374436;BUS -100--;3;11;Sants-Montjuïc;el Poble-sec
K015;Transports i serveis relacionats;Autobusos nocturns;431095168;4590411936;431003233;4590210926;2173828;41460523;NITBUS -N3--;8;55;Nou Barris;Ciutat Meridiana
K014;Transports i serveis relacionats;Autobusos diürns;431386603;4590652094;431294665;4590451081;217729;41462711;BUS -62-76-183--;8;55;Nou Barris;Ciutat Meridiana
K015;Transports i serveis relacionats;Autobusos nocturns;431269751;4590519525;431177814;4590318514;2175906;41461507;NITBUS -N3--;8;55;Nou Barris;Ciutat Meridiana
K014;Transports i serveis relacionats;Autobusos diürns;431263072;4588676165;431171135;4588475171;2176036;41444904;BUS -60-127--;8;51;Nou Barris;Verdun
K014;Transports i serveis relacionats;Autobusos diürns;429407782;4582246014;42931586;458204508;215458;4138683;BUS -59-141-V11--;2;8;Eixample;l'Antiga Esquerra de l'Eixample
K014;Transports i serveis relacionats;Autobusos diürns;432150253;4584914674;432058306;4584713714;2187078;41411102;BUS -62-192-V25--;10;65;Sant Martí;el Clot
K015;Transports i serveis relacionats;Autobusos nocturns;432150253;4584914674;432058306;4584713714;2187078;41411102;NITBUS -N3--;10;65;Sant Martí;el Clot
K014;Transports i serveis relacionats;Autobusos diürns;430747633;4583545989;430655699;4583345042;2170455;41398655;BUS -6-19-V19-D50--;2;7;Eixample;la Dreta de l'Eixample
K014;Transports i serveis relacionats;Autobusos diürns;4301437;4582966004;430051771;4582765063;2163298;41393379;BUS -22-24--;2;7;Eixample;la Dreta de l'Eixample
K014;Transports i serveis relacionats;Autobusos diürns;430587882;4580397864;430495948;4580196947;2168905;41370287;BUS -150--;3;11;Sants-Montjuïc;el Poble-sec
K014;Transports i serveis relacionats;Autobusos diürns;430584733;4580138976;430492799;4579938061;2168897;41367955;BUS -150--;3;11;Sants-Montjuïc;el Poble-sec
K014;Transports i serveis relacionats;Autobusos diürns;432492417;4588276641;432400468;458807565;2190796;4144141;BUS -126-H4--;9;60;Sant Andreu;Sant Andreu
K014;Transports i serveis relacionats;Autobusos diürns;42835381;4583279168;428261898;4583078225;2141853;41396042;BUS -68-V11--;5;26;Sarrià-Sant Gervasi;Sant Gervasi - Galvany
K015;Transports i serveis relacionats;Autobusos nocturns;429347489;4587928533;429255569;4587727546;2153194;41438004;NITBUS -N4--;7;43;Horta-Guinardó;Horta
K014;Transports i serveis relacionats;Autobusos diürns;429508883;4587128986;429416961;4586928007;2155219;41430817;BUS -102-V21-V25-V23--;7;43;Horta-Guinardó;Horta
K015;Transports i serveis relacionats;Autobusos nocturns;429732907;4588048463;429640983;4587847475;2157793;41439118;NITBUS -N4--;7;43;Horta-Guinardó;Horta
K015;Transports i serveis relacionats;Autobusos nocturns;429780788;4588118058;429688864;4587917069;2158358;41439749;NITBUS -N4--;7;43;Horta-Guinardó;Horta
K014;Transports i serveis relacionats;Autobusos diürns;425218919;4582995881;425127036;4582794941;2104392;41393205;BUS -113--;4;21;Les Corts;Pedralbes
K014;Transports i serveis relacionats;Autobusos diürns;430758108;4585199662;430666174;45849987;217039;4141355;BUS -H6-191--;7;33;Horta-Guinardó;el Baix Guinardó
K015;Transports i serveis relacionats;Autobusos nocturns;431611434;4583620269;431519492;4583419321;2180778;41399398;NITBUS -N0--;2;5;Eixample;el Fort Pienc
K014;Transports i serveis relacionats;Autobusos diürns;42901549;4581047073;428923571;458084615;2150029;41375997;BUS -H12-52--;2;9;Eixample;la Nova Esquerra de l'Eixample
K014;Transports i serveis relacionats;Autobusos diürns;430799187;4580743139;430707252;4580542218;2171392;41373415;BUS -121--;3;11;Sants-Montjuïc;el Poble-sec
K015;Transports i serveis relacionats;Autobusos nocturns;431430654;4582848556;431338713;4582647616;2178704;41392432;NITBUS -N11-N4--;2;7;Eixample;la Dreta de l'Eixample
K014;Transports i serveis relacionats;Autobusos diürns;428093941;4585430392;428002032;4585229429;2138489;41415393;BUS -131--;6;28;Gràcia;Vallcarca i els Penitents
K014;Transports i serveis relacionats;Autobusos diürns;429614218;4579903521;429522293;4579702609;2157321;4136575;BUS -13--;3;11;Sants-Montjuïc;el Poble-sec
K014;Transports i serveis relacionats;Autobusos diürns;427165108;4576104997;427073205;457590412;2128498;4133132;BUS -21--;3;12;Sants-Montjuïc;la Marina del Prat Vermell
K014;Transports i serveis relacionats;Autobusos diürns;42574426;4576401414;42565237;4576200535;2111484;4133386;BUS -21--;3;12;Sants-Montjuïc;la Marina del Prat Vermell
K014;Transports i serveis relacionats;Autobusos diürns;430635287;4582456764;430543354;4582255828;2169236;41388835;BUS -19--;2;7;Eixample;la Dreta de l'Eixample
K014;Transports i serveis relacionats;Autobusos diürns;425880829;4583842231;42578894;4583641283;2112205;41400888;BUS -130-V3--;5;23;Sarrià-Sant Gervasi;Sarrià
K014;Transports i serveis relacionats;Autobusos diürns;425724676;4583989948;425632788;4583788999;2110319;41402204;BUS -130--;5;23;Sarrià-Sant Gervasi;Sarrià
K014;Transports i serveis relacionats;Autobusos diürns;425867446;4583947624;425775557;4583746675;2112032;41401836;BUS -130--;5;23;Sarrià-Sant Gervasi;Sarrià
K014;Transports i serveis relacionats;Autobusos diürns;426377421;458372802;426285527;4583527073;2118159;41399906;BUS -130--;5;23;Sarrià-Sant Gervasi;Sarrià
K014;Transports i serveis relacionats;Autobusos diürns;428128897;4585028561;428036987;4584827601;2138955;41411778;BUS -123-124-131-V17-H4-V19--;5;27;Sarrià-Sant Gervasi;el Putxet i el Farró
K014;Transports i serveis relacionats;Autobusos diürns;428909269;4580892563;428817351;4580691642;2148777;41374596;BUS -23--;3;11;Sants-Montjuïc;el Poble-sec
K015;Transports i serveis relacionats;Autobusos nocturns;42982604;4585083626;429734115;4584882665;2159253;41412424;NITBUS -N0--;6;30;Gràcia;la Salut
K014;Transports i serveis relacionats;Autobusos diürns;432138129;4588787139;432046184;4588586144;2186498;41445978;BUS -132--;8;52;Nou Barris;la Prosperitat
K015;Transports i serveis relacionats;Autobusos nocturns;428599658;4584987037;428507744;4584786078;2144592;41411446;NITBUS -N4--;6;28;Gràcia;Vallcarca i els Penitents
K014;Transports i serveis relacionats;Autobusos diürns;427807904;4585637425;427715998;458543646;2135042;41417232;BUS -124--;6;28;Gràcia;Vallcarca i els Penitents
K014;Transports i serveis relacionats;Autobusos diürns;427467789;4586908905;427375886;4586707928;213082;41428653;BUS -112--;7;39;Horta-Guinardó;Sant Genís dels Agudells
K014;Transports i serveis relacionats;Autobusos diürns;426923075;458433149;426831176;4584130537;2124613;4140539;BUS -123-V9--;5;25;Sarrià-Sant Gervasi;Sant Gervasi - la Bonanova
K014;Transports i serveis relacionats;Autobusos diürns;430050797;4584141143;429958869;4583940191;2162051;41403955;BUS -114--;6;32;Gràcia;el Camp d'en Grassot i Gràcia Nova
K014;Transports i serveis relacionats;Autobusos diürns;429859512;4584397695;429767586;4584196741;2159733;41406249;BUS -114--;6;31;Gràcia;la Vila de Gràcia
K014;Transports i serveis relacionats;Autobusos diürns;43208802;4586227283;431996074;4586026311;2186186;41422919;BUS -126--;9;61;Sant Andreu;la Sagrera
K014;Transports i serveis relacionats;Autobusos diürns;429619218;4586445745;429527295;4586244772;2156619;41424673;BUS -19-86-87-H2--;7;37;Horta-Guinardó;el Carmel
K014;Transports i serveis relacionats;Autobusos diürns;426867587;4583092289;426775688;4582891348;2124099;41394225;BUS -34-V3--;5;23;Sarrià-Sant Gervasi;Sarrià
K015;Transports i serveis relacionats;Autobusos nocturns;427700439;4579693976;427608532;4579493066;2134466;41363693;NITBUS -N15-N16-N17-N18--;3;13;Sants-Montjuïc;la Marina de Port
K014;Transports i serveis relacionats;Autobusos diürns;426257891;4583697149;426165998;4583496202;2116733;41399617;BUS -V3--;5;23;Sarrià-Sant Gervasi;Sarrià
K014;Transports i serveis relacionats;Autobusos diürns;430666795;4586869194;430574863;4586668217;2169106;41428578;BUS -122--;8;44;Nou Barris;Vilapicina i la Torre Llobeta
K014;Transports i serveis relacionats;Autobusos diürns;427631455;4584975784;42753955;4584774825;213301;41411257;BUS -123--;5;25;Sarrià-Sant Gervasi;Sant Gervasi - la Bonanova
K014;Transports i serveis relacionats;Autobusos diürns;430039114;4587884167;429947188;458768318;2161477;41437665;BUS -185--;7;43;Horta-Guinardó;Horta
K015;Transports i serveis relacionats;Autobusos nocturns;426402936;4583573539;426311042;4583372593;2118483;41398517;NITBUS -N7--;5;23;Sarrià-Sant Gervasi;Sarrià
K014;Transports i serveis relacionats;Autobusos diürns;429427212;4579094551;429335289;4578893646;215518;41358448;BUS -107--;3;11;Sants-Montjuïc;el Poble-sec
K014;Transports i serveis relacionats;Autobusos diürns;427687579;4578539069;427595672;457833817;213445;4135329;BUS -125--;3;12;Sants-Montjuïc;la Marina del Prat Vermell
K014;Transports i serveis relacionats;Autobusos diürns;430190417;4588203357;430098489;4588002367;2163251;41440553;BUS -27--;8;49;Nou Barris;Canyelles
K014;Transports i serveis relacionats;Autobusos diürns;43219491;4585318399;432102963;4585117436;2187567;41414742;BUS -192--;10;65;Sant Martí;el Clot
K014;Transports i serveis relacionats;Autobusos diürns;432341129;4585170362;432249181;45849694;2189333;41413421;BUS -192--;10;65;Sant Martí;el Clot
K014;Transports i serveis relacionats;Autobusos diürns;433138973;4583728795;433047017;4583527846;2199038;41400504;BUS -6-B25-B20-136--;10;68;Sant Martí;el Poblenou
K014;Transports i serveis relacionats;Autobusos diürns;433067781;458799505;432975827;4587794062;2197714;41438923;BUS -11-H8-H4--;9;59;Sant Andreu;el Bon Pastor
K014;Transports i serveis relacionats;Autobusos diürns;430578196;4589180791;430486265;4588979792;216778;4144939;BUS -182--;8;54;Nou Barris;Torre Baró
K014;Transports i serveis relacionats;Autobusos diürns;430884434;458966905;4307925;4589468047;217139;41453814;BUS -182--;8;54;Nou Barris;Torre Baró
K014;Transports i serveis relacionats;Autobusos diürns;426824511;4583049201;426732613;458284826;2123589;41393833;BUS -130--;5;23;Sarrià-Sant Gervasi;Sarrià
K014;Transports i serveis relacionats;Autobusos diürns;428095733;4581326833;428003823;4581125908;2138998;41378435;BUS -115-H10-V5--;3;18;Sants-Montjuïc;Sants
K014;Transports i serveis relacionats;Autobusos diürns;425822292;4581979965;425730403;4581779034;2111733;41384111;BUS -113-V1--;4;20;Les Corts;la Maternitat i Sant Ramon
K014;Transports i serveis relacionats;Autobusos diürns;430640716;4580395248;430548782;4580194331;2169537;41370268;BUS -100--;3;11;Sants-Montjuïc;el Poble-sec
K015;Transports i serveis relacionats;Autobusos nocturns;427777789;4583557692;427685882;4583356746;213493;41398499;NITBUS -N7--;5;26;Sarrià-Sant Gervasi;Sant Gervasi - Galvany
K014;Transports i serveis relacionats;Autobusos diürns;424967945;4587028013;424876065;4586827036;210089;41429496;BUS -128--;5;22;Sarrià-Sant Gervasi;Vallvidrera, el Tibidabo i les Planes
K014;Transports i serveis relacionats;Autobusos diürns;42782817;4586478831;427736264;4586277858;2135184;41424812;BUS -119--;6;28;Gràcia;Vallcarca i els Penitents
K014;Transports i serveis relacionats;Autobusos diürns;426876764;4583297158;426784865;4583096215;2124184;41396071;BUS -130--;5;23;Sarrià-Sant Gervasi;Sarrià
K014;Transports i serveis relacionats;Autobusos diürns;42738831;45853263;427296407;4585125338;2130059;41414392;BUS -196--;5;25;Sarrià-Sant Gervasi;Sant Gervasi - la Bonanova
K014;Transports i serveis relacionats;Autobusos diürns;428223944;4584852523;428132033;4584651565;2140113;41410201;BUS -131--;5;27;Sarrià-Sant Gervasi;el Putxet i el Farró
K014;Transports i serveis relacionats;Autobusos diürns;433745749;4585483562;433653788;4585282597;2206104;41416359;BUS -V29--;10;71;Sant Martí;Provençals del Poblenou
K014;Transports i serveis relacionats;Autobusos diürns;434048585;4584570254;433956621;4584369297;2209827;41408158;BUS -V29--;10;69;Sant Martí;Diagonal Mar i el Front Marítim del Poblenou
K014;Transports i serveis relacionats;Autobusos diürns;434020948;4583959521;433928984;458375857;2209563;41402655;BUS -H16--;10;68;Sant Martí;el Poblenou
K014;Transports i serveis relacionats;Autobusos diürns;429427087;4580949121;429335164;4580748199;2154962;41375151;BUS -D20-H16--;2;10;Eixample;Sant Antoni
K015;Transports i serveis relacionats;Autobusos nocturns;430920919;4583368686;430828983;4583167741;2172548;41397073;NITBUS -N1-N4--;2;7;Eixample;la Dreta de l'Eixample
K014;Transports i serveis relacionats;Autobusos diürns;428637626;4584607719;428545712;4584406763;2145091;41408033;BUS -131--;5;27;Sarrià-Sant Gervasi;el Putxet i el Farró
K014;Transports i serveis relacionats;Autobusos diürns;432928721;4584955046;432836767;4584754086;2196387;41411531;BUS -V27--;10;65;Sant Martí;el Clot
K014;Transports i serveis relacionats;Autobusos diürns;433549493;4585427405;433457534;458522644;2203762;41415837;BUS -H12--;10;71;Sant Martí;Provençals del Poblenou
K014;Transports i serveis relacionats;Autobusos diürns;427888038;4580381153;427796129;4580180237;2136627;41369899;BUS -115--;3;16;Sants-Montjuïc;la Bordeta
K014;Transports i serveis relacionats;Autobusos diürns;429303132;4585194305;429211212;4584993344;2152984;41413375;BUS -116--;6;30;Gràcia;la Salut
K014;Transports i serveis relacionats;Autobusos diürns;429561163;4579573949;429469239;457937304;2156725;41362777;BUS -13--;3;11;Sants-Montjuïc;el Poble-sec
K014;Transports i serveis relacionats;Autobusos diürns;425500703;4585750311;425408818;4585549346;2107423;41418038;BUS -118-128--;5;22;Sarrià-Sant Gervasi;Vallvidrera, el Tibidabo i les Planes
K014;Transports i serveis relacionats;Autobusos diürns;432810989;4587648691;432719037;4587447706;2194679;41435782;BUS -11-H8-H4-M28--;9;59;Sant Andreu;el Bon Pastor
K015;Transports i serveis relacionats;Autobusos nocturns;43011598;4588462999;430024053;4588262007;216233;41442885;NITBUS -N6--;8;49;Nou Barris;Canyelles
K014;Transports i serveis relacionats;Autobusos diürns;426498028;4582564087;426406133;4582363151;2119743;41389434;BUS -101--;4;21;Les Corts;Pedralbes
K014;Transports i serveis relacionats;Autobusos diürns;427395734;4582491409;42730383;4582290473;2130488;41388861;BUS -101--;4;19;Les Corts;les Corts
K014;Transports i serveis relacionats;Autobusos diürns;431745257;4581595851;431653313;4581394922;2182608;41381176;BUS -V17--;1;3;Ciutat Vella;la Barceloneta
K014;Transports i serveis relacionats;Autobusos diürns;425329275;4582305798;42523739;4582104864;2105797;41387;BUS -63-JM-V1-E44--;4;21;Les Corts;Pedralbes
K014;Transports i serveis relacionats;Autobusos diürns;43123107;4589834175;431139133;458963317;2175521;41455331;BUS -199-183--;8;54;Nou Barris;Torre Baró
K014;Transports i serveis relacionats;Autobusos diürns;431175467;458994218;431083531;4589741174;2174843;41456299;BUS -199-183--;8;54;Nou Barris;Torre Baró
K014;Transports i serveis relacionats;Autobusos diürns;431390175;4590104906;431298237;4589903899;2177395;41457783;BUS -199-183--;8;54;Nou Barris;Torre Baró
K014;Transports i serveis relacionats;Autobusos diürns;43171586;4590407373;431623919;4590206363;218126;41460535;BUS -180--;8;54;Nou Barris;Torre Baró
K014;Transports i serveis relacionats;Autobusos diürns;43210493;4591023028;432012986;4590822012;2185849;41466113;BUS -180--;8;56;Nou Barris;Vallbona
K014;Transports i serveis relacionats;Autobusos diürns;429129236;4586392462;429037318;458619149;2150763;4142415;BUS -119--;7;38;Horta-Guinardó;la Teixonera
K014;Transports i serveis relacionats;Autobusos diürns;432101079;4589902665;432009134;4589701659;2185929;41456022;BUS -180--;8;54;Nou Barris;Torre Baró
K014;Transports i serveis relacionats;Autobusos diürns;431648468;4590223035;431556528;4590022026;2180474;41458869;BUS -76-199-180--;8;54;Nou Barris;Torre Baró
K015;Transports i serveis relacionats;Autobusos nocturns;429375137;4587611383;429283217;4587410399;2153562;4143515;NITBUS -N4--;7;43;Horta-Guinardó;Horta
K015;Transports i serveis relacionats;Autobusos nocturns;430566143;4584435736;430474211;4584234781;2168181;41406653;NITBUS -N4--;6;32;Gràcia;el Camp d'en Grassot i Gràcia Nova
K015;Transports i serveis relacionats;Autobusos nocturns;43139492;4583886011;43130298;4583685061;2178158;41401773;NITBUS -N0--;2;6;Eixample;la Sagrada Família
K015;Transports i serveis relacionats;Autobusos nocturns;430083891;4581863401;429991962;458166247;216271;41383443;NITBUS -N6--;2;10;Eixample;Sant Antoni
K014;Transports i serveis relacionats;Autobusos diürns;429591986;4581380996;429500062;458118007;2156883;41379055;BUS -L95-E95--;2;10;Eixample;Sant Antoni
K014;Transports i serveis relacionats;Autobusos diürns;433029829;4583913333;432937874;4583712382;2197712;41402157;BUS -V25--;10;68;Sant Martí;el Poblenou
K014;Transports i serveis relacionats;Autobusos diürns;427762515;4582538038;427670608;4582337102;2134869;41389314;BUS -V7--;4;19;Les Corts;les Corts
K014;Transports i serveis relacionats;Autobusos diürns;425850981;4581106531;425759091;4580905608;2112183;41376247;BUS -D20--;4;20;Les Corts;la Maternitat i Sant Ramon
K014;Transports i serveis relacionats;Autobusos diürns;432717483;4587468029;432625532;4587267046;219358;41434147;BUS -H8-V31--;9;60;Sant Andreu;Sant Andreu
K014;Transports i serveis relacionats;Autobusos diürns;430072215;4583580573;429980287;4583379626;2162372;41398908;BUS -H8--;6;31;Gràcia;la Vila de Gràcia
K015;Transports i serveis relacionats;Autobusos nocturns;433856843;4583739185;43376488;4583538236;2207624;41400657;NITBUS -N28--;10;69;Sant Martí;Diagonal Mar i el Front Marítim del Poblenou
K015;Transports i serveis relacionats;Autobusos nocturns;43412551;4584003646;434033545;4583802694;2210809;41403061;NITBUS -N28--;10;69;Sant Martí;Diagonal Mar i el Front Marítim del Poblenou
K014;Transports i serveis relacionats;Autobusos diürns;433948272;4583635428;433856308;458343448;2208729;4139973;BUS -H16-V27--;10;69;Sant Martí;Diagonal Mar i el Front Marítim del Poblenou
K014;Transports i serveis relacionats;Autobusos diürns;426071156;4581210425;425979264;4581009501;2114803;41377203;BUS -54-D20-H8--;4;20;Les Corts;la Maternitat i Sant Ramon
K015;Transports i serveis relacionats;Autobusos nocturns;427650167;4579710798;42755826;4579509888;2133863;4136384;NITBUS -N15-N16-N17-N18--;3;16;Sants-Montjuïc;la Bordeta
K014;Transports i serveis relacionats;Autobusos diürns;42585763;4583005522;425765741;4582804582;211203;41393351;BUS -63-68-78-H4-V5--;4;21;Les Corts;Pedralbes
K014;Transports i serveis relacionats;Autobusos diürns;426051043;4583302548;425959152;4583101605;2114307;41396044;BUS -68-H4--;4;21;Les Corts;Pedralbes
K015;Transports i serveis relacionats;Autobusos nocturns;426737885;4582321276;426645987;4582120342;2122641;41387269;NITBUS -N12--;4;21;Les Corts;Pedralbes
K014;Transports i serveis relacionats;Autobusos diürns;430514569;4588306156;430422638;4588105165;2167119;41441507;BUS -60-122--;8;48;Nou Barris;la Guineueta
K014;Transports i serveis relacionats;Autobusos diürns;431132033;4587119338;431040096;4586918358;2174645;41430871;BUS -47-D40-V29-D50--;8;45;Nou Barris;Porta
K015;Transports i serveis relacionats;Autobusos nocturns;431004007;4587407014;430912072;4587206032;217308;41433451;NITBUS -N1-N6--;8;46;Nou Barris;el Turó de la Peira
K014;Transports i serveis relacionats;Autobusos diürns;429934544;4585999564;429842618;4585798595;2160444;41420683;BUS -24--;7;37;Horta-Guinardó;el Carmel
K014;Transports i serveis relacionats;Autobusos diürns;429716685;458582059;429624761;4585619623;2157858;41419052;BUS -24--;7;37;Horta-Guinardó;el Carmel
K015;Transports i serveis relacionats;Autobusos nocturns;428944673;4583102692;428852755;458290175;2148941;41394505;NITBUS -N8--;5;26;Sarrià-Sant Gervasi;Sant Gervasi - Galvany
K015;Transports i serveis relacionats;Autobusos nocturns;430537344;4583473059;430445412;4583272113;2167948;4139798;NITBUS -N9--;2;7;Eixample;la Dreta de l'Eixample
K015;Transports i serveis relacionats;Autobusos nocturns;432164102;4586061581;432072156;4585860611;2187115;41421433;NITBUS -N3--;9;61;Sant Andreu;la Sagrera
K015;Transports i serveis relacionats;Autobusos nocturns;427115755;4583409775;427023854;4583208831;2127029;41397107;NITBUS -N7--;5;23;Sarrià-Sant Gervasi;Sarrià
K015;Transports i serveis relacionats;Autobusos nocturns;430174721;4581821665;430082792;4581620735;2163801;41383075;NITBUS -N6--;1;1;Ciutat Vella;el Raval
K014;Transports i serveis relacionats;Autobusos diürns;427252989;4581815784;427161087;4581614854;2128862;41382763;BUS -59-H8-V5--;4;19;Les Corts;les Corts
K014;Transports i serveis relacionats;Autobusos diürns;430739553;4580900258;430647618;4580699336;2170661;41374825;BUS -21-D20-H14-88-V11-88B--;3;11;Sants-Montjuïc;el Poble-sec
K014;Transports i serveis relacionats;Autobusos diürns;428146768;4584328118;428054858;4584127165;2139252;41405471;BUS -V15--;5;25;Sarrià-Sant Gervasi;Sant Gervasi - la Bonanova
K014;Transports i serveis relacionats;Autobusos diürns;427230125;4583476129;427138223;4583275184;2128389;41397715;BUS -68--;5;24;Sarrià-Sant Gervasi;les Tres Torres
K014;Transports i serveis relacionats;Autobusos diürns;427668515;4583749532;427576609;4583548584;21336;41400217;BUS -70-V11--;5;25;Sarrià-Sant Gervasi;Sant Gervasi - la Bonanova
K014;Transports i serveis relacionats;Autobusos diürns;426822867;4583845858;426730969;458364491;2123473;41401008;BUS -H4--;5;24;Sarrià-Sant Gervasi;les Tres Torres
K014;Transports i serveis relacionats;Autobusos diürns;429708049;458694407;429616125;4586743092;2157624;41429169;BUS -102-185-V25-V23-135--;7;37;Horta-Guinardó;el Carmel
K014;Transports i serveis relacionats;Autobusos diürns;432530207;4587787317;432438258;4587586331;2191303;41437007;BUS -H4-V31-133--;9;60;Sant Andreu;Sant Andreu
K014;Transports i serveis relacionats;Autobusos diürns;427983563;4586726101;427891655;4586525126;2137014;41427053;BUS -19-76-112-135--;7;39;Horta-Guinardó;Sant Genís dels Agudells
K014;Transports i serveis relacionats;Autobusos diürns;429288091;4578686049;429196169;4578485148;2153564;41354756;BUS -107--;3;11;Sants-Montjuïc;el Poble-sec
K015;Transports i serveis relacionats;Autobusos nocturns;432501908;458805838;432409959;4587857391;2190934;41439445;NITBUS -N9--;9;60;Sant Andreu;Sant Andreu
K015;Transports i serveis relacionats;Autobusos nocturns;428129352;4579235713;428037441;4579034807;2139648;41359604;NITBUS -N1--;3;13;Sants-Montjuïc;la Marina de Port
K014;Transports i serveis relacionats;Autobusos diürns;432755513;458954336;432663562;4589342357;2193804;41452841;BUS -11-V31--;9;57;Sant Andreu;la Trinitat Vella
K015;Transports i serveis relacionats;Autobusos nocturns;430540242;4585446792;43044831;4585245828;2167755;41415757;NITBUS -N0-N6--;7;35;Horta-Guinardó;el Guinardó
K015;Transports i serveis relacionats;Autobusos nocturns;433286887;4585218758;43319493;4585017795;2200643;41413936;NITBUS -N2--;10;72;Sant Martí;Sant Martí de Provençals
K014;Transports i serveis relacionats;Autobusos diürns;43014606;4586889751;430054132;4586688774;2162872;41428718;BUS -19-H2-V25-V23--;7;43;Horta-Guinardó;Horta
K015;Transports i serveis relacionats;Autobusos nocturns;43014606;4586889751;430054132;4586688774;2162872;41428718;NITBUS -N4--;7;43;Horta-Guinardó;Horta
K015;Transports i serveis relacionats;Autobusos nocturns;431591684;4584502467;431499742;4584301511;2180442;41407342;NITBUS -N9--;2;6;Eixample;la Sagrada Família
K014;Transports i serveis relacionats;Autobusos diürns;427203858;4582859401;427111956;4582658462;2128149;41392158;BUS -6-34-70-H6-V3--;4;21;Les Corts;Pedralbes
K014;Transports i serveis relacionats;Autobusos diürns;431944874;4583909242;431852929;4583708292;2184734;41402029;BUS -7-H12--;2;5;Eixample;el Fort Pienc
K014;Transports i serveis relacionats;Autobusos diürns;43165197;458152001;431560027;4581319082;2181501;41380485;BUS -59-D20-H14-V13--;1;2;Ciutat Vella;el Barri Gòtic
K014;Transports i serveis relacionats;Autobusos diürns;432361354;4588644928;432269406;4588443934;2189186;41444716;BUS -60-V31--;9;60;Sant Andreu;Sant Andreu
K015;Transports i serveis relacionats;Autobusos nocturns;428021216;4584874855;427929307;4584673897;2137685;41410384;NITBUS -N5--;5;27;Sarrià-Sant Gervasi;el Putxet i el Farró
K014;Transports i serveis relacionats;Autobusos diürns;42952232;4581109962;429430396;4580909038;2156082;41376608;BUS -13-55-91-H16--;2;10;Eixample;Sant Antoni
K014;Transports i serveis relacionats;Autobusos diürns;430161614;4580939338;430069684;4580738416;2163746;41375127;BUS -D20--;2;10;Eixample;Sant Antoni
K014;Transports i serveis relacionats;Autobusos diürns;431072662;4582262506;430980724;4582061571;2174489;41387123;BUS -47-V17-V15--;1;2;Ciutat Vella;el Barri Gòtic
K014;Transports i serveis relacionats;Autobusos diürns;430477603;458386834;430385671;4583667391;2167188;41401535;BUS -39-47-H8-V19--;6;32;Gràcia;el Camp d'en Grassot i Gràcia Nova
K014;Transports i serveis relacionats;Autobusos diürns;429245934;4582651739;429154013;4582450801;2152597;4139047;BUS -59-63--;2;8;Eixample;l'Antiga Esquerra de l'Eixample
K014;Transports i serveis relacionats;Autobusos diürns;428412471;458182155;428320558;458162062;2142727;41382919;BUS -27-D40--;2;9;Eixample;la Nova Esquerra de l'Eixample
