layer_code ;generic_layer;layer_name;ED50_X_coordinate;ED50_Y_coordinate;ETRS89_X_coordinate;ETRS89_Y_coordinate;longitude;latitude;equipment;district;neighborhood;district_name;neighborhood_name
K015;Transports i serveis relacionats;Autobusos nocturns;434559817;4585651908;434467848;4585450941;2215826;41417942;NITBUS -N6--;10;70;Sant Martí;el Besòs i el Maresme
K014;Transports i serveis relacionats;Autobusos diürns;428930237;4583233294;428838319;4583032351;2148753;4139568;BUS -27-D40--;5;26;Sarrià-Sant Gervasi;Sant Gervasi - Galvany
K015;Transports i serveis relacionats;Autobusos nocturns;433560712;4584928897;433468752;4584727937;2203951;41411348;NITBUS -N11--;10;71;Sant Martí;Provençals del Poblenou
K014;Transports i serveis relacionats;Autobusos diürns;432156785;4584809025;432064838;4584608066;2187168;41410151;BUS -62--;10;65;Sant Martí;el Clot
K014;Transports i serveis relacionats;Autobusos diürns;430976432;4588990335;430884497;4588789338;2172569;41447709;BUS -127--;8;50;Nou Barris;les Roquetes
K015;Transports i serveis relacionats;Autobusos nocturns;425827685;458115107;425735796;4580950147;2111899;41376646;NITBUS -N3--;4;20;Les Corts;la Maternitat i Sant Ramon
K014;Transports i serveis relacionats;Autobusos diürns;429774747;458235514;429682821;4582154205;2158956;41387845;BUS -X1--;2;8;Eixample;l'Antiga Esquerra de l'Eixample
K014;Transports i serveis relacionats;Autobusos diürns;432167469;4583460819;432075522;4583259873;2187447;41398009;BUS -100--;10;66;Sant Martí;el Parc i la Llacuna del Poblenou
K014;Transports i serveis relacionats;Autobusos diürns;431651985;4589915117;431560044;4589714111;2180551;41456096;BUS -180--;8;54;Nou Barris;Torre Baró
K014;Transports i serveis relacionats;Autobusos diürns;42778158;4583099657;427689673;4582898715;213503;41394374;BUS -V9--;5;26;Sarrià-Sant Gervasi;Sant Gervasi - Galvany
K014;Transports i serveis relacionats;Autobusos diürns;427393529;4583680449;427301626;4583479502;2130319;4139957;BUS -V9--;5;24;Sarrià-Sant Gervasi;les Tres Torres
K014;Transports i serveis relacionats;Autobusos diürns;42692751;4583884882;426835611;4583683933;212472;41401369;BUS -V9--;5;24;Sarrià-Sant Gervasi;les Tres Torres
K014;Transports i serveis relacionats;Autobusos diürns;427187059;4583525083;427095158;4583324138;2127868;41398152;BUS -V9--;5;24;Sarrià-Sant Gervasi;les Tres Torres
K014;Transports i serveis relacionats;Autobusos diürns;434787896;4585015215;434695925;4584814254;2218624;41412226;BUS -B20--;10;70;Sant Martí;el Besòs i el Maresme
K014;Transports i serveis relacionats;Autobusos diürns;428202015;4581538818;428110104;4581337891;2140244;41380354;BUS -L94--;3;18;Sants-Montjuïc;Sants
K014;Transports i serveis relacionats;Autobusos diürns;427699883;4582018267;427607977;4581817335;2134182;41384627;BUS -V5--;4;19;Les Corts;les Corts
K014;Transports i serveis relacionats;Autobusos diürns;425852838;4583083142;425760949;4582882201;2111963;41394049;BUS -V5--;4;21;Les Corts;Pedralbes
K014;Transports i serveis relacionats;Autobusos diürns;425720037;4583057229;425628149;4582856288;2110378;41393804;BUS -V5--;4;21;Les Corts;Pedralbes
K015;Transports i serveis relacionats;Autobusos nocturns;43453976;4585661304;434447792;4585460337;2215585;41418025;NITBUS -N6--;10;70;Sant Martí;el Besòs i el Maresme
K014;Transports i serveis relacionats;Autobusos diürns;432549644;4581364374;432457693;4581163447;2192252;41379159;BUS -BCTE--;1;3;Ciutat Vella;la Barceloneta
K014;Transports i serveis relacionats;Autobusos diürns;432174374;458370616;432082427;4583505212;2187502;41400219;BUS -BCTE--;10;66;Sant Martí;el Parc i la Llacuna del Poblenou
K014;Transports i serveis relacionats;Autobusos diürns;431369289;4581060148;431277348;4580859224;2178172;41376319;BUS -BCTO--;1;2;Ciutat Vella;el Barri Gòtic
K014;Transports i serveis relacionats;Autobusos diürns;432936515;4588158307;432844562;4587957317;2196125;41440382;BUS -M28--;9;59;Sant Andreu;el Bon Pastor
K014;Transports i serveis relacionats;Autobusos diürns;434269674;4585949786;434177708;4585748816;2212322;41420601;BUS -B21--;10;70;Sant Martí;el Besòs i el Maresme
K015;Transports i serveis relacionats;Autobusos nocturns;433243058;4583693082;433151101;4583492133;2200287;41400191;NITBUS -N8--;10;68;Sant Martí;el Poblenou
K014;Transports i serveis relacionats;Autobusos diürns;432109187;4584573425;432017241;4584372469;2186625;41408025;BUS -62-V25--;10;65;Sant Martí;el Clot
K014;Transports i serveis relacionats;Autobusos diürns;432267312;4583534717;432175364;458333377;2188633;41398683;BUS -V23--;10;66;Sant Martí;el Parc i la Llacuna del Poblenou
K014;Transports i serveis relacionats;Autobusos diürns;432852409;4582946036;432760455;4582745094;2195697;4139343;BUS -V23--;10;67;Sant Martí;la Vila Olímpica del Poblenou
K014;Transports i serveis relacionats;Autobusos diürns;429417667;4580500545;429325744;4580299627;2154902;4137111;BUS -E80--;3;11;Sants-Montjuïc;el Poble-sec
K014;Transports i serveis relacionats;Autobusos diürns;429422912;4577858106;429330988;4577657213;2155272;41347311;BUS -88-88B--;3;12;Sants-Montjuïc;la Marina del Prat Vermell
K014;Transports i serveis relacionats;Autobusos diürns;431111934;4580274925;431019996;4580074009;2175184;41369225;BUS -88-88B--;3;12;Sants-Montjuïc;la Marina del Prat Vermell
K014;Transports i serveis relacionats;Autobusos diürns;430917196;4579748864;430825259;4579547953;2172916;4136447;BUS -88-88B--;3;12;Sants-Montjuïc;la Marina del Prat Vermell
K015;Transports i serveis relacionats;Autobusos nocturns;431376348;4581004947;431284407;4580804024;2178263;41375823;NITBUS -N0--;1;2;Ciutat Vella;el Barri Gòtic
K014;Transports i serveis relacionats;Autobusos diürns;429522266;4586105932;429430344;4585904962;2155499;41421604;BUS -86--;7;37;Horta-Guinardó;el Carmel
K016;Transports i serveis relacionats;Autobus a l'aeroport;43076626;4582292013;430674325;4582091078;2170821;41387362;AEROBUS -A2--;2;7;Eixample;la Dreta de l'Eixample
K014;Transports i serveis relacionats;Autobusos diürns;425700293;458201574;425608405;4581814809;211027;41384422;BUS -M14--;4;21;Les Corts;Pedralbes
K014;Transports i serveis relacionats;Autobusos diürns;427901255;4584831638;427809347;458463068;2136255;41409984;BUS -V13--;5;25;Sarrià-Sant Gervasi;Sant Gervasi - la Bonanova
K014;Transports i serveis relacionats;Autobusos diürns;42793238;4584943801;427840472;4584742842;2136614;41410996;BUS -196--;5;25;Sarrià-Sant Gervasi;Sant Gervasi - la Bonanova
K015;Transports i serveis relacionats;Autobusos nocturns;432490443;4583839292;432398493;4583638342;2191268;41401445;NITBUS -N11--;10;66;Sant Martí;el Parc i la Llacuna del Poblenou
K014;Transports i serveis relacionats;Autobusos diürns;433776567;4586658512;433684606;4586457536;2206344;41426944;BUS -60-B21--;10;73;Sant Martí;la Verneda i la Pau
K014;Transports i serveis relacionats;Autobusos diürns;430280998;4584069751;430189068;45838688;2164813;41403332;BUS -114--;6;32;Gràcia;el Camp d'en Grassot i Gràcia Nova
K014;Transports i serveis relacionats;Autobusos diürns;427475822;4580167983;427383917;4579967069;2131724;41367942;BUS -V1--;3;16;Sants-Montjuïc;la Bordeta
K014;Transports i serveis relacionats;Autobusos diürns;426783018;4584526209;426691121;4584325254;2122914;41407131;BUS -V9--;5;25;Sarrià-Sant Gervasi;Sant Gervasi - la Bonanova
K015;Transports i serveis relacionats;Autobusos nocturns;432153965;4584597431;432062018;4584396474;2187158;41408245;NITBUS -N3--;10;65;Sant Martí;el Clot
K014;Transports i serveis relacionats;Autobusos diürns;428399814;4587402248;428307903;4587201266;2141915;4143318;BUS -135--;7;40;Horta-Guinardó;Montbau
K014;Transports i serveis relacionats;Autobusos diürns;428363863;4587282026;428271952;4587081046;2141499;41432094;BUS -135--;7;40;Horta-Guinardó;Montbau
K014;Transports i serveis relacionats;Autobusos diürns;429880804;458576648;429788878;4585565513;2159828;41418579;BUS -119--;7;37;Horta-Guinardó;el Carmel
K014;Transports i serveis relacionats;Autobusos diürns;428146715;4576572298;428054803;4576371417;2140171;41335617;BUS -21-109--;3;12;Sants-Montjuïc;la Marina del Prat Vermell
K015;Transports i serveis relacionats;Autobusos nocturns;433341907;4582689146;433249949;4582488207;220158;41391157;NITBUS -N6-N28--;10;67;Sant Martí;la Vila Olímpica del Poblenou
K014;Transports i serveis relacionats;Autobusos diürns;433588339;4587991136;43349638;4587790147;2203945;41438931;BUS -H8--;9;59;Sant Andreu;el Bon Pastor
K014;Transports i serveis relacionats;Autobusos diürns;431158344;4589924579;431066408;4589723573;217464;41456139;BUS -199--;8;54;Nou Barris;Torre Baró
K014;Transports i serveis relacionats;Autobusos diürns;433534497;4586814729;433442538;4586613751;220343;41428331;BUS -60-B21--;10;73;Sant Martí;la Verneda i la Pau
K014;Transports i serveis relacionats;Autobusos diürns;429840647;4586983627;429748722;4586782649;2159207;41429537;BUS -87--;7;43;Horta-Guinardó;Horta
K014;Transports i serveis relacionats;Autobusos diürns;429282597;4586200127;429190677;4585999156;215262;41422432;BUS -87--;7;37;Horta-Guinardó;el Carmel
K014;Transports i serveis relacionats;Autobusos diürns;429512464;4586366873;429420542;4586165901;2155351;41423954;BUS -86-87--;7;37;Horta-Guinardó;el Carmel
K014;Transports i serveis relacionats;Autobusos diürns;428791068;4585039461;428699152;4584838501;2146875;41411935;BUS -87--;6;28;Gràcia;Vallcarca i els Penitents
K014;Transports i serveis relacionats;Autobusos diürns;433666821;4585063582;43357486;458486262;2205206;4141257;BUS -B25--;10;71;Sant Martí;Provençals del Poblenou
K014;Transports i serveis relacionats;Autobusos diürns;431778597;4587754401;431686655;4587553415;2182311;41436646;BUS -11-132--;8;45;Nou Barris;Porta
K015;Transports i serveis relacionats;Autobusos nocturns;427693083;4583606281;427601177;4583405335;2133911;41398929;NITBUS -N0--;5;26;Sarrià-Sant Gervasi;Sant Gervasi - Galvany
K014;Transports i serveis relacionats;Autobusos diürns;427675863;4580014207;427583956;4579813294;2134134;41366575;BUS -V3--;3;16;Sants-Montjuïc;la Bordeta
K014;Transports i serveis relacionats;Autobusos diürns;429032818;4585074264;4289409;4584873304;2149764;4141227;BUS -116--;6;30;Gràcia;la Salut
K014;Transports i serveis relacionats;Autobusos diürns;429209437;4584955286;429117517;4584754327;2151891;41411214;BUS -116--;6;30;Gràcia;la Salut
K015;Transports i serveis relacionats;Autobusos nocturns;42984152;4580918448;429749593;4580717526;2159921;41374911;NITBUS -N0--;3;11;Sants-Montjuïc;el Poble-sec
K014;Transports i serveis relacionats;Autobusos diürns;429930575;4586650791;429838649;4586449816;2160321;41426547;BUS -19-102-87-H2-V23--;7;43;Horta-Guinardó;Horta
K014;Transports i serveis relacionats;Autobusos diürns;429580022;4587869527;4294881;4587668541;2155984;41437493;BUS -185--;7;43;Horta-Guinardó;Horta
K014;Transports i serveis relacionats;Autobusos diürns;43150047;4580629665;431408528;4580428745;217979;41372453;BUS -V11--;1;1;Ciutat Vella;el Raval
K015;Transports i serveis relacionats;Autobusos nocturns;434674873;4584854007;434582903;4584653047;2217289;41410765;NITBUS -N6--;10;69;Sant Martí;Diagonal Mar i el Front Marítim del Poblenou
K015;Transports i serveis relacionats;Autobusos nocturns;430490179;4588358797;430398249;4588157806;2166821;41441979;NITBUS -N4-N6--;8;49;Nou Barris;Canyelles
K015;Transports i serveis relacionats;Autobusos nocturns;432842275;4584259591;432750322;4584058637;219543;4140526;NITBUS -N7--;10;68;Sant Martí;el Poblenou
K015;Transports i serveis relacionats;Autobusos nocturns;433194925;4584374349;433102969;4584173394;2199636;41406323;NITBUS -N7--;10;68;Sant Martí;el Poblenou
K014;Transports i serveis relacionats;Autobusos diürns;433633141;4584514653;433541181;4584313697;2204863;41407623;BUS -7--;10;69;Sant Martí;Diagonal Mar i el Front Marítim del Poblenou
K015;Transports i serveis relacionats;Autobusos nocturns;430441878;458214241;430349946;4581941477;2166959;41385987;NITBUS -N11-N5-N7-N9--;2;7;Eixample;la Dreta de l'Eixample
K015;Transports i serveis relacionats;Autobusos nocturns;43099151;4590349971;430899576;4590148961;2172594;41459956;NITBUS -N3--;8;55;Nou Barris;Ciutat Meridiana
K014;Transports i serveis relacionats;Autobusos diürns;430077693;4581481189;429985764;4581280262;216268;4138;BUS -55-120-141-H16-V11-D50--;2;10;Eixample;Sant Antoni
K015;Transports i serveis relacionats;Autobusos nocturns;427908417;4576070039;427816507;4575869163;2137384;41331072;NITBUS -N1--;3;12;Sants-Montjuïc;la Marina del Prat Vermell
K014;Transports i serveis relacionats;Autobusos diürns;427187728;4575973868;427095825;4575772993;2128784;41330141;BUS -109--;3;12;Sants-Montjuïc;la Marina del Prat Vermell
K014;Transports i serveis relacionats;Autobusos diürns;431608758;4585786796;431516817;4585585828;2180501;41418911;BUS -19-47-117-D50--;7;35;Horta-Guinardó;el Guinardó
K014;Transports i serveis relacionats;Autobusos diürns;42517214;4582805725;425080257;4582604787;2103856;41391488;BUS -113--;4;21;Les Corts;Pedralbes
K014;Transports i serveis relacionats;Autobusos diürns;429989959;4585395583;429898032;458519462;2161177;41415248;BUS -114--;7;34;Horta-Guinardó;Can Baró
K015;Transports i serveis relacionats;Autobusos nocturns;432494904;4584147353;432402954;45839464;2191287;4140422;NITBUS -N7--;10;66;Sant Martí;el Parc i la Llacuna del Poblenou
K015;Transports i serveis relacionats;Autobusos nocturns;425238711;4582118868;425146827;4581917936;2104737;41385308;NITBUS -N12--;4;21;Les Corts;Pedralbes
K014;Transports i serveis relacionats;Autobusos diürns;426993323;4582601934;426901423;4582400997;2125662;4138982;BUS -6-34--;4;21;Les Corts;Pedralbes
K014;Transports i serveis relacionats;Autobusos diürns;43005037;4586016097;429958443;4585815128;2161828;41420842;BUS -22--;7;37;Horta-Guinardó;el Carmel
K014;Transports i serveis relacionats;Autobusos diürns;428186258;4586032479;428094348;458583151;2139522;41420824;BUS -119--;7;39;Horta-Guinardó;Sant Genís dels Agudells
K014;Transports i serveis relacionats;Autobusos diürns;430487002;458544686;430395071;4585245896;2167118;41415753;BUS -114--;7;35;Horta-Guinardó;el Guinardó
K015;Transports i serveis relacionats;Autobusos nocturns;428726183;4584365134;428634268;458416418;2146179;41405856;NITBUS -N0--;5;27;Sarrià-Sant Gervasi;el Putxet i el Farró
K014;Transports i serveis relacionats;Autobusos diürns;431121181;4587111669;431029244;4586910689;2174516;41430801;BUS -47-132-D40-V29-D50--;8;46;Nou Barris;el Turó de la Peira
K014;Transports i serveis relacionats;Autobusos diürns;431739951;4587050619;431648009;458684964;2181928;41430305;BUS -11-34-122-H6-V29--;8;45;Nou Barris;Porta
K014;Transports i serveis relacionats;Autobusos diürns;42457357;458558993;424481693;4585388966;209635;41416507;BUS -118--;5;22;Sarrià-Sant Gervasi;Vallvidrera, el Tibidabo i les Planes
K014;Transports i serveis relacionats;Autobusos diürns;424575257;4585583362;42448338;4585382398;2096371;41416448;BUS -118--;5;22;Sarrià-Sant Gervasi;Vallvidrera, el Tibidabo i les Planes
K014;Transports i serveis relacionats;Autobusos diürns;427508915;4586843428;427417012;4586642452;213132;41428067;BUS -112--;7;39;Horta-Guinardó;Sant Genís dels Agudells
K014;Transports i serveis relacionats;Autobusos diürns;42856011;4582860103;428468196;4582659163;214437;41392286;BUS -101--;2;8;Eixample;l'Antiga Esquerra de l'Eixample
K014;Transports i serveis relacionats;Autobusos diürns;428633401;4582839617;428541486;4582638678;2145249;41392108;BUS -100--;2;8;Eixample;l'Antiga Esquerra de l'Eixample
K014;Transports i serveis relacionats;Autobusos diürns;425322301;4585365318;425230417;4585164356;2105336;41414554;BUS -111--;5;22;Sarrià-Sant Gervasi;Vallvidrera, el Tibidabo i les Planes
K014;Transports i serveis relacionats;Autobusos diürns;425365502;4585331785;425273618;4585130823;2105857;41414256;BUS -111--;5;22;Sarrià-Sant Gervasi;Vallvidrera, el Tibidabo i les Planes
K014;Transports i serveis relacionats;Autobusos diürns;426265938;4585774446;426174046;458557348;2116576;41418326;BUS -111--;5;22;Sarrià-Sant Gervasi;Vallvidrera, el Tibidabo i les Planes
K014;Transports i serveis relacionats;Autobusos diürns;425130244;4585011449;425038362;458481049;2103082;41411349;BUS -111--;5;22;Sarrià-Sant Gervasi;Vallvidrera, el Tibidabo i les Planes
K014;Transports i serveis relacionats;Autobusos diürns;432555624;4581368424;432463673;4581167497;2192323;41379196;BUS -47-59-D20--;1;3;Ciutat Vella;la Barceloneta
K014;Transports i serveis relacionats;Autobusos diürns;426903884;4576201555;426811983;4576000678;2125365;41332166;BUS -21-109--;3;12;Sants-Montjuïc;la Marina del Prat Vermell
K015;Transports i serveis relacionats;Autobusos nocturns;426302624;4584182117;426210731;4583981166;2117209;41403988;NITBUS -N8--;5;23;Sarrià-Sant Gervasi;Sarrià
K015;Transports i serveis relacionats;Autobusos nocturns;431640693;4588951155;431548752;4588750158;2180525;41447413;NITBUS -N1-N6--;8;53;Nou Barris;la Trinitat Nova
K015;Transports i serveis relacionats;Autobusos nocturns;429514098;4581494091;429422175;4581293164;2155939;41380067;NITBUS -N1-N13-N14-N15-N16-N17-N2-N18-N28--;2;10;Eixample;Sant Antoni
K014;Transports i serveis relacionats;Autobusos diürns;424590066;4585657043;424498189;4585456079;2096539;41417113;BUS -118--;5;22;Sarrià-Sant Gervasi;Vallvidrera, el Tibidabo i les Planes
K014;Transports i serveis relacionats;Autobusos diürns;424423059;4585783584;424331184;4585582619;2094525;41418237;BUS -118--;5;22;Sarrià-Sant Gervasi;Vallvidrera, el Tibidabo i les Planes
K014;Transports i serveis relacionats;Autobusos diürns;424706468;4585807277;42461459;4585606311;2097913;41418477;BUS -118-128--;5;22;Sarrià-Sant Gervasi;Vallvidrera, el Tibidabo i les Planes
K014;Transports i serveis relacionats;Autobusos diürns;424467828;4586485058;424375953;4586284086;2094973;41424559;BUS -128--;5;22;Sarrià-Sant Gervasi;Vallvidrera, el Tibidabo i les Planes
K014;Transports i serveis relacionats;Autobusos diürns;424874934;458660928;424783055;4586408307;2099829;41425716;BUS -128--;5;22;Sarrià-Sant Gervasi;Vallvidrera, el Tibidabo i les Planes
K014;Transports i serveis relacionats;Autobusos diürns;424570875;4586661743;424478999;4586460769;2096184;4142616;BUS -128--;5;22;Sarrià-Sant Gervasi;Vallvidrera, el Tibidabo i les Planes
K014;Transports i serveis relacionats;Autobusos diürns;430725045;4586049907;430633112;4585848937;2169897;41421205;BUS -117--;7;35;Horta-Guinardó;el Guinardó
K014;Transports i serveis relacionats;Autobusos diürns;42889909;4586698832;428807174;4586497857;2147973;41426889;BUS -112-185-V17--;7;41;Horta-Guinardó;la Vall d'Hebron
K015;Transports i serveis relacionats;Autobusos nocturns;428496554;4583561437;428404641;4583360491;2143527;41398597;NITBUS -N8--;5;26;Sarrià-Sant Gervasi;Sant Gervasi - Galvany
K014;Transports i serveis relacionats;Autobusos diürns;430162296;458733349;430070368;4587132509;2163015;41432716;BUS -185--;7;43;Horta-Guinardó;Horta
K014;Transports i serveis relacionats;Autobusos diürns;428753045;4586082499;42866113;458588153;2146298;41421325;BUS -119--;7;38;Horta-Guinardó;la Teixonera
K014;Transports i serveis relacionats;Autobusos diürns;431251191;4581030173;431159251;458082925;2176764;41376039;BUS -120--;1;1;Ciutat Vella;el Raval
K014;Transports i serveis relacionats;Autobusos diürns;430927569;4580690952;430835632;4580490032;2172933;41372956;BUS -121--;3;11;Sants-Montjuïc;el Poble-sec
K014;Transports i serveis relacionats;Autobusos diürns;431116686;4590601259;431024751;4590400247;2174064;4146223;BUS -62-76-155--;8;55;Nou Barris;Ciutat Meridiana
K015;Transports i serveis relacionats;Autobusos nocturns;431116686;4590601259;431024751;4590400247;2174064;4146223;NITBUS -N3--;8;55;Nou Barris;Ciutat Meridiana
K014;Transports i serveis relacionats;Autobusos diürns;428338127;4586202736;428246216;4586001766;2141319;41422371;BUS -19-27-119-H4--;7;38;Horta-Guinardó;la Teixonera
K014;Transports i serveis relacionats;Autobusos diürns;427100131;4582339604;42700823;458213867;2126971;41387467;BUS -70-V3-V5-M12-175--;4;20;Les Corts;la Maternitat i Sant Ramon
K014;Transports i serveis relacionats;Autobusos diürns;428344954;458501054;428253042;4584809581;2141542;41411635;BUS -V17-V19--;5;27;Sarrià-Sant Gervasi;el Putxet i el Farró
K015;Transports i serveis relacionats;Autobusos nocturns;430936734;4587607065;430844799;4587406081;2172252;41435247;NITBUS -N1-N6--;8;45;Nou Barris;Porta
K014;Transports i serveis relacionats;Autobusos diürns;429236711;4583470225;429144791;458326928;2152391;41397841;BUS -27-87-D40--;5;26;Sarrià-Sant Gervasi;Sant Gervasi - Galvany
K014;Transports i serveis relacionats;Autobusos diürns;42865509;4583979563;428563175;4583778613;2145374;41402377;BUS -V15--;5;26;Sarrià-Sant Gervasi;Sant Gervasi - Galvany
K015;Transports i serveis relacionats;Autobusos nocturns;428200824;4583861812;428108913;4583660863;2139954;41401276;NITBUS -N8--;5;26;Sarrià-Sant Gervasi;Sant Gervasi - Galvany
K014;Transports i serveis relacionats;Autobusos diürns;427890388;4575940203;427798478;4575739328;2137184;41329901;BUS -21-109--;3;12;Sants-Montjuïc;la Marina del Prat Vermell
K015;Transports i serveis relacionats;Autobusos nocturns;428262147;4584195292;428170236;458399434;2140648;41404285;NITBUS -N0--;5;26;Sarrià-Sant Gervasi;Sant Gervasi - Galvany
K014;Transports i serveis relacionats;Autobusos diürns;426812716;4581087646;426720817;4580886723;2123685;41376165;BUS -54--;3;17;Sants-Montjuïc;Sants - Badal
K014;Transports i serveis relacionats;Autobusos diürns;434478084;4585255724;434386116;458505476;2214891;41414367;BUS -V31-136--;10;70;Sant Martí;el Besòs i el Maresme
K015;Transports i serveis relacionats;Autobusos nocturns;431091267;4582560124;430999329;4582359186;2174677;41389805;NITBUS -N12--;2;7;Eixample;la Dreta de l'Eixample
K014;Transports i serveis relacionats;Autobusos diürns;431805691;4581149061;431713746;4580948136;2183381;41377157;BUS -V17--;1;2;Ciutat Vella;el Barri Gòtic
K015;Transports i serveis relacionats;Autobusos nocturns;431797645;4581777666;431705701;4581576735;2183214;41382818;NITBUS -N0-N6--;1;4;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera
K014;Transports i serveis relacionats;Autobusos diürns;434236301;458593763;434144335;458573666;2211924;41420489;BUS -B21-B25-V33--;10;70;Sant Martí;el Besòs i el Maresme
K015;Transports i serveis relacionats;Autobusos nocturns;431271579;459052728;431179642;4590326269;2175927;41461577;NITBUS -N3--;8;55;Nou Barris;Ciutat Meridiana
K014;Transports i serveis relacionats;Autobusos diürns;432121918;4584896953;432029972;4584695994;2186741;4141094;BUS -62-V25--;10;64;Sant Martí;el Camp de l'Arpa del Clot
K015;Transports i serveis relacionats;Autobusos nocturns;4301437;4582966004;430051771;4582765063;2163298;41393379;NITBUS -N4-N6--;2;7;Eixample;la Dreta de l'Eixample
K014;Transports i serveis relacionats;Autobusos diürns;424808773;4586957274;424716895;4586756298;2098994;41428844;BUS -128--;5;22;Sarrià-Sant Gervasi;Vallvidrera, el Tibidabo i les Planes
K014;Transports i serveis relacionats;Autobusos diürns;430328042;4580261129;430236111;4580060213;2165814;41369033;BUS -150--;3;11;Sants-Montjuïc;el Poble-sec
K014;Transports i serveis relacionats;Autobusos diürns;430426467;457982362;430334535;4579622708;2167041;41365101;BUS -150--;3;11;Sants-Montjuïc;el Poble-sec
K014;Transports i serveis relacionats;Autobusos diürns;429629129;4578794537;429537204;4578593635;2157628;41355763;BUS -107--;3;11;Sants-Montjuïc;el Poble-sec
K014;Transports i serveis relacionats;Autobusos diürns;429217159;4578481561;429125237;4578280662;215274;41352908;BUS -107--;3;11;Sants-Montjuïc;el Poble-sec
K014;Transports i serveis relacionats;Autobusos diürns;429940679;4579566051;429848751;4579365142;2161263;41362739;BUS -150--;3;11;Sants-Montjuïc;el Poble-sec
K014;Transports i serveis relacionats;Autobusos diürns;427505228;4586850682;427413325;4586649706;2131275;41428132;BUS -112--;7;39;Horta-Guinardó;Sant Genís dels Agudells
K014;Transports i serveis relacionats;Autobusos diürns;429347489;4587928533;429255569;4587727546;2153194;41438004;BUS -27-60-76-H4-M19--;7;43;Horta-Guinardó;Horta
K014;Transports i serveis relacionats;Autobusos diürns;429373797;4587867654;429281877;4587666668;2153516;41437458;BUS -102-185-V25--;7;43;Horta-Guinardó;Horta
K014;Transports i serveis relacionats;Autobusos diürns;433340068;4587723289;433248111;4587522303;2201003;41436498;BUS -11-60-H8-H4--;9;59;Sant Andreu;el Bon Pastor
K014;Transports i serveis relacionats;Autobusos diürns;433932727;4588027395;433840765;4587826406;2208063;41439286;BUS -11-H4--;9;59;Sant Andreu;el Bon Pastor
K015;Transports i serveis relacionats;Autobusos nocturns;433414996;4585879195;433323038;4585678226;2202103;41419895;NITBUS -N8--;10;73;Sant Martí;la Verneda i la Pau
K014;Transports i serveis relacionats;Autobusos diürns;428275213;4579427236;4281833;4579226328;2141369;41361342;BUS -13-125-V5--;3;13;Sants-Montjuïc;la Marina de Port
K014;Transports i serveis relacionats;Autobusos diürns;432486478;4589608046;43239453;4589407043;2190576;41453401;BUS -127--;9;57;Sant Andreu;la Trinitat Vella
K014;Transports i serveis relacionats;Autobusos diürns;425586705;4583181619;425494818;4582980677;2108768;41394912;BUS -113--;4;21;Les Corts;Pedralbes
K014;Transports i serveis relacionats;Autobusos diürns;427074248;4582509408;426982347;4582308472;2126641;41388994;BUS -H6-V3--;4;21;Les Corts;Pedralbes
K014;Transports i serveis relacionats;Autobusos diürns;428157255;4585417993;428065345;458521703;2139248;41415287;BUS -131--;6;28;Gràcia;Vallcarca i els Penitents
K014;Transports i serveis relacionats;Autobusos diürns;428225743;4585404657;428133833;4585203694;2140069;41415173;BUS -131--;6;28;Gràcia;Vallcarca i els Penitents
K014;Transports i serveis relacionats;Autobusos diürns;429434553;4578511863;429342629;4578310963;2155335;413532;BUS -21-107--;3;11;Sants-Montjuïc;el Poble-sec
K014;Transports i serveis relacionats;Autobusos diürns;426331759;45765029;426239864;457630202;2118492;41334828;BUS -21--;3;12;Sants-Montjuïc;la Marina del Prat Vermell
K014;Transports i serveis relacionats;Autobusos diürns;42572478;4576174447;42563289;457597357;2111279;41331814;BUS -21--;3;12;Sants-Montjuïc;la Marina del Prat Vermell
K014;Transports i serveis relacionats;Autobusos diürns;428314644;4580352048;428222731;4580151132;2141731;41369675;BUS -91-115--;3;16;Sants-Montjuïc;la Bordeta
K014;Transports i serveis relacionats;Autobusos diürns;428254379;4585671067;428162468;4585470101;214038;41417575;BUS -123--;6;28;Gràcia;Vallcarca i els Penitents
K014;Transports i serveis relacionats;Autobusos diürns;428299429;4585198965;428207518;4584998004;2140975;41413327;BUS -129--;6;28;Gràcia;Vallcarca i els Penitents
K014;Transports i serveis relacionats;Autobusos diürns;429143648;4585824848;429051729;4585623881;2151002;41419039;BUS -129-87--;6;29;Gràcia;el Coll
K014;Transports i serveis relacionats;Autobusos diürns;42900412;4585718628;428912203;4585517662;2149345;4141807;BUS -129-87--;6;29;Gràcia;el Coll
K014;Transports i serveis relacionats;Autobusos diürns;425625255;4583971538;425533368;4583770589;2109132;41402029;BUS -130--;5;23;Sarrià-Sant Gervasi;Sarrià
K014;Transports i serveis relacionats;Autobusos diürns;42557425;4584100636;425482364;4583899686;2108506;41403187;BUS -130--;5;23;Sarrià-Sant Gervasi;Sarrià
K014;Transports i serveis relacionats;Autobusos diürns;425582811;4584177048;425490925;4583976097;2108599;41403876;BUS -130--;5;23;Sarrià-Sant Gervasi;Sarrià
K014;Transports i serveis relacionats;Autobusos diürns;42982604;4585083626;429734115;4584882665;2159253;41412424;BUS -24-D40--;6;30;Gràcia;la Salut
K015;Transports i serveis relacionats;Autobusos nocturns;429583628;458488424;429491705;4584683281;2156376;41410607;NITBUS -N0--;6;30;Gràcia;la Salut
