Any,Indicador,Equipament,Valor,Notes_Dades,Notes_Equipament,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Titularitat,TipusGeneral,TipusEquipament,Ambit,Latitud,Longitud
2021,Visitants,"Museu Olímpic i de l'Esport Joan Antoni Samaranch",21463,,,03,Sants-Montjuïc,11,"el Poble Sec",Municipal,"Centres patrimonials","Museus i col·leccions","Història i memòria",41.366249336,2.157076095
2021,Visites_Exposicions_Temporals,"Museu Olímpic i de l'Esport Joan Antoni Samaranch",21463,,,03,Sants-Montjuïc,11,"el Poble Sec",Municipal,"Centres patrimonials","Museus i col·leccions","Història i memòria",41.366249336,2.157076095
2021,Fons_Colleccio,"Museu Picasso",5101,,,01,"Ciutat Vella",04,"Sant Pere, Santa Caterina i la Ribera","Consorci o fundació amb presència municipal","Centres patrimonials","Museus i col·leccions","Arts visuals",41.385152312,2.180834795
2021,Num_Exposicions_Temporals,"Museu Picasso",4,,,01,"Ciutat Vella",04,"Sant Pere, Santa Caterina i la Ribera","Consorci o fundació amb presència municipal","Centres patrimonials","Museus i col·leccions","Arts visuals",41.385152312,2.180834795
2021,Visitants,"Museu Picasso",297242,,,01,"Ciutat Vella",04,"Sant Pere, Santa Caterina i la Ribera","Consorci o fundació amb presència municipal","Centres patrimonials","Museus i col·leccions","Arts visuals",41.385152312,2.180834795
2021,Visites_Exposicions_Temporals,"Museu Picasso",512474,,,01,"Ciutat Vella",04,"Sant Pere, Santa Caterina i la Ribera","Consorci o fundació amb presència municipal","Centres patrimonials","Museus i col·leccions","Arts visuals",41.385152312,2.180834795
2021,Num_Exposicions_Temporals,"Palau Güell",3,,,01,"Ciutat Vella",01,"el Raval","Pública no municipal","Centres patrimonials","Espais d'interès patrimonial","Història i memòria",41.3791747,2.1744127
2021,Visitants,"Palau Güell",83378,,,01,"Ciutat Vella",01,"el Raval","Pública no municipal","Centres patrimonials","Espais d'interès patrimonial","Història i memòria",41.3791747,2.1744127
2021,Visites_Exposicions_Temporals,"Palau Güell",55215,,,01,"Ciutat Vella",01,"el Raval","Pública no municipal","Centres patrimonials","Espais d'interès patrimonial","Història i memòria",41.3791747,2.1744127
2021,Num_Exposicions_Temporals,"Palau Robert",10,,,02,Eixample,07,"la Dreta de l'Eixample","Pública no municipal","Centres d'exposicions","Centres d'exposicions","Arts visuals",41.396100952,2.159514266
2021,Visitants,"Palau Robert",280352,,,02,Eixample,07,"la Dreta de l'Eixample","Pública no municipal","Centres d'exposicions","Centres d'exposicions","Arts visuals",41.396100952,2.159514266
2021,Visites_Exposicions_Temporals,"Palau Robert",280352,,,02,Eixample,07,"la Dreta de l'Eixample","Pública no municipal","Centres d'exposicions","Centres d'exposicions","Arts visuals",41.396100952,2.159514266
2021,Visitants,"Park Güell",1506642,,,06,Gràcia,30,"la Salut",Municipal,"Centres patrimonials","Espais d'interès patrimonial","Història i memòria",41.4134251,2.1531849
2021,Fons_Colleccio,"Pavelló Mies van der Rohe",5308,,,03,Sants-Montjuïc,11,"el Poble Sec","Consorci o fundació amb presència municipal","Centres patrimonials","Espais d'interès patrimonial","Història i memòria",41.370666,2.149491
2021,Num_Exposicions_Temporals,"Pavelló Mies van der Rohe",6,,,03,Sants-Montjuïc,11,"el Poble Sec","Consorci o fundació amb presència municipal","Centres patrimonials","Espais d'interès patrimonial","Història i memòria",41.370666,2.149491
2021,Visitants,"Pavelló Mies van der Rohe",43562,,,03,Sants-Montjuïc,11,"el Poble Sec","Consorci o fundació amb presència municipal","Centres patrimonials","Espais d'interès patrimonial","Història i memòria",41.370666,2.149491
2021,Visites_Exposicions_Temporals,"Pavelló Mies van der Rohe",22744,,,03,Sants-Montjuïc,11,"el Poble Sec","Consorci o fundació amb presència municipal","Centres patrimonials","Espais d'interès patrimonial","Història i memòria",41.370666,2.149491
2021,Visitants,"Recinte Modernista de Sant Pau",98568,,,07,Horta-Guinardó,35,"el Guinardó","Consorci o fundació amb presència municipal","Centres patrimonials","Espais d'interès patrimonial","Història i memòria",41.4118413,2.1744033
2021,Visitants,"Reial Monestir de Santa Maria de Pedralbes",48706,,,04,"Les Corts",21,Pedralbes,Municipal,"Centres patrimonials","Museus i col·leccions","Història i memòria",41.395574166,2.112056853
2021,Num_Exposicions_Temporals,"Santa Mònica",13,,,01,"Ciutat Vella",01,"el Raval","Pública no municipal","Centres d'exposicions","Centres d'exposicions","Arts visuals",41.377227254,2.175597264
2021,Visitants,"Santa Mònica",46774,,,01,"Ciutat Vella",01,"el Raval","Pública no municipal","Centres d'exposicions","Centres d'exposicions","Arts visuals",41.377227254,2.175597264
2021,Visites_Exposicions_Temporals,"Santa Mònica",45700,,,01,"Ciutat Vella",01,"el Raval","Pública no municipal","Centres d'exposicions","Centres d'exposicions","Arts visuals",41.377227254,2.175597264
2021,Visitants,"Zoo de Barcelona",621137,,,01,"Ciutat Vella",04,"Sant Pere, Santa Caterina i la Ribera",Municipal,"Centres patrimonials","Museus i col·leccions",Ciència,41.386823,2.190346
