"Area_Joc_Id","Adreca","Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","X_ETRS89","Y_ETRS89","Longitud","Latitud","Area_Joc_Geom_WGS84","Area_Joc_Geom_ETRS89"
903032,"C\ Residència, 14",Sant Andreu,9,Sant Andreu,60,432362.490,4587874.397,2.1903639,41.4395946,"POLYGON ((2.19044547051691 41.439637392019, 2.19044220560003 41.4396699039009, 2.19044000821395 41.4396829762415, 2.19043774041115 41.4396891934278, 2.19043415089042 41.4396919604723, 2.19042189391313 41.4396996296174, 2.19041406597138 41.439704402514, 2.19041034290247 41.439705394153, 2.19040545067634 41.4397051075155, 2.19040007377907 41.4397024034741, 2.19037852857539 41.4396830569995, 2.19033027948535 41.4396375901684, 2.19032276117693 41.4396309348021, 2.19031827685937 41.4396247961986, 2.19031545790461 41.4396204617961, 2.19031298998161 41.4396148508083, 2.19031156159719 41.4396074636649, 2.1903112356931 41.4395797544985, 2.19031226767721 41.4395506587367, 2.19031238052444 41.4395415800356, 2.19034442074337 41.4395264748865, 2.19034814381219 41.4395245194539, 2.19035184349324 41.4395234826151, 2.19035503163895 41.4395221899677, 2.1903638219684 41.4395218464991, 2.1904370626147 41.4395299101701, 2.19044231298864 41.4395321989774, 2.19044633066119 41.4395344701023, 2.19044997594207 41.4395378104913, 2.19045168278654 41.4395420559976, 2.19045241935326 41.4395463577279, 2.19044783278232 41.4395966049585, 2.19044547051691 41.439637392019))","POLYGON ((432369.349 4587879.079, 432369.11 4587882.691, 432368.94 4587884.144, 432368.757 4587884.836, 432368.46 4587885.146, 432367.444 4587886.007, 432366.795 4587886.543, 432366.485 4587886.656, 432366.076 4587886.628, 432365.624 4587886.332, 432363.804 4587884.201, 432359.726 4587879.191, 432359.091 4587878.458, 432358.71 4587877.78, 432358.47 4587877.301, 432358.258 4587876.68, 432358.131 4587875.861, 432358.075 4587872.785, 432358.131 4587869.554, 432358.131 4587868.546, 432360.792 4587866.844, 432361.101 4587866.624, 432361.409 4587866.506, 432361.674 4587866.36, 432362.408 4587866.315, 432368.535 4587867.153, 432368.976 4587867.403, 432369.314 4587867.652, 432369.622 4587868.02, 432369.769 4587868.49, 432369.835 4587868.967, 432369.504 4587874.549, 432369.349 4587879.079))"
903031,"C\ Residència, 14",Sant Andreu,9,Sant Andreu,60,432235.885,4587970.874,2.1888377,41.4404529,"POLYGON ((2.18879434729792 41.4404418614435, 2.18879545361146 41.4404385725239, 2.18879656953865 41.4404354728282, 2.18879913478382 41.4404313384901, 2.18880216724475 41.4404281352122, 2.18881104148832 41.4404210639012, 2.18884530146669 41.440399831756, 2.18886909320004 41.4403810208491, 2.18895202685665 41.4404364878773, 2.18895846001265 41.4404408838231, 2.18896216926184 41.4404438914346, 2.18896544055425 41.4404474634267, 2.18896760072724 41.4404508654514, 2.18896959736831 41.4404539420555, 2.1889712607477 41.4404578269791, 2.18897208440451 41.4404608953135, 2.18897264857384 41.4404665379447, 2.18897226619438 41.4404712911741, 2.18897114172237 41.4404760391717, 2.1889511534738 41.4405498943219, 2.18894286154815 41.4405794162746, 2.18893359290658 41.4406066254371, 2.1889303915379 41.4406060894424, 2.1889088418058 41.4406140351885, 2.18890554997364 41.4406159575848, 2.18887458672847 41.4406089116348, 2.18881511962833 41.4405924590897, 2.18881023537181 41.4405896053218, 2.18880683642481 41.440586671953, 2.1888046323046 41.4405829543553, 2.18880339780624 41.4405792345874, 2.18880250355913 41.4405731842935, 2.18879434729792 41.4404418614435))","POLYGON ((432232.249 4587969.682, 432232.338 4587969.316, 432232.428 4587968.971, 432232.638 4587968.51, 432232.888 4587968.152, 432233.622 4587967.36, 432236.462 4587964.976, 432238.43 4587962.869, 432245.416 4587968.962, 432245.958 4587969.445, 432246.271 4587969.776, 432246.548 4587970.17, 432246.732 4587970.546, 432246.902 4587970.886, 432247.045 4587971.316, 432247.117 4587971.656, 432247.17 4587972.282, 432247.143 4587972.81, 432247.054 4587973.338, 432245.461 4587981.553, 432244.799 4587984.837, 432244.053 4587987.865, 432243.785 4587987.808, 432241.993 4587988.707, 432241.72 4587988.923, 432239.126 4587988.165, 432234.141 4587986.385, 432233.73 4587986.072, 432233.443 4587985.749, 432233.255 4587985.338, 432233.148 4587984.926, 432233.067 4587984.255, 432232.249 4587969.682))"
588079,"Jard Elvira Farreras Valentí, 0",Sarria-Sant Gervasi,5,el Putxet i el Farró,27,428340.969,4584335.707,2.1426498,41.4073744,"POLYGON ((2.14263618493211 41.4073604131641, 2.14267037664619 41.4073350777239, 2.14274622844656 41.4073852200369, 2.14261277676776 41.4074937474697, 2.14253862570061 41.4074398255993, 2.14263618493211 41.4073604131641))","POLYGON ((428339.818 4584334.168, 428342.648 4584331.327, 428349.043 4584336.831, 428338.008 4584348.99, 428331.751 4584343.065, 428339.818 4584334.168))"
908600,"C\ Orduña, 4160",Nou Barris,8,el Turó de la Peira,46,430887.164,4587131.454,2.1727906,41.4327776,"POLYGON ((2.17277692324783 41.4328874037317, 2.1727185954601 41.4328725904122, 2.17272288844145 41.432840843031, 2.17273256056182 41.4328030362933, 2.17274931264007 41.4327609568939, 2.17278196295782 41.4327091646918, 2.17281249359423 41.4326734895665, 2.17287099392797 41.4326992120907, 2.17286568361576 41.4327290786161, 2.17285306800909 41.4327687107277, 2.17283525871426 41.4328054501355, 2.1728123852733 41.4328432340205, 2.17277692324783 41.4328874037317))","POLYGON ((430886.135 4587143.654, 430881.246 4587142.056, 430881.571 4587138.528, 430882.339 4587134.323, 430883.694 4587129.638, 430886.367 4587123.862, 430888.88 4587119.877, 430893.795 4587122.686, 430893.383 4587126.006, 430892.371 4587130.416, 430890.922 4587134.509, 430889.051 4587138.722, 430886.135 4587143.654))"
934297,"C\ Priorat, 11",Sants-Montjuïc,3,Sants,18,428060.235,4580679.800,2.1397256,41.3744220,"POLYGON ((2.1397141371042 41.3744565120647, 2.13970754225402 41.3744542379023, 2.13970172558635 41.3744509877377, 2.13969692446059 41.3744468984584, 2.1396933638043 41.3744421428889, 2.13969118437133 41.3744369292549, 2.13969050264544 41.3744314926227, 2.1396913274976 41.3744260672543, 2.13969364388482 41.3744208872327, 2.1396956812566 41.3744187316523, 2.13969393794258 41.3744176287085, 2.139689673103 41.3744136785512, 2.13968611870938 41.3744093553893, 2.13968329772612 41.374404731455, 2.13968126910717 41.3743998702416, 2.13968006753644 41.3743948620838, 2.13967971597825 41.3743897792133, 2.13968020140732 41.3743847026006, 2.13968153471229 41.3743797133947, 2.13968369102963 41.3743748834698, 2.1396866333015 41.3743703026242, 2.13969030091225 41.3743660334571, 2.13969466899846 41.3743621478428, 2.13969964119237 41.3743586991058, 2.13970514492153 41.3743557497562, 2.1397110960126 41.3743533351947, 2.13971739809802 41.3743515087459, 2.13972396712322 41.3743502968038, 2.13973067144321 41.3743497073919, 2.13973743907911 41.3743497579869, 2.13974412654767 41.3743504475162, 2.13975066234471 41.3743517574302, 2.13975691506255 41.374353677739, 2.13976280135868 41.3743561807971, 2.13976822628956 41.3743592118496, 2.13977310663123 41.3743627342444, 2.13977737147264 41.3743666843988, 2.13978092587008 41.3743710075578, 2.13978374685887 41.3743756314898, 2.13978577548477 41.3743804927015, 2.13978697706337 41.3743855008583, 2.1397873286299 41.3743905837285, 2.1397868432091 41.3743956603418, 2.13978550991181 41.374400649549, 2.13978335360109 41.3744054794758, 2.13978041133434 41.374410060324, 2.13977674372691 41.3744143294939, 2.13977237564199 41.3744182151113, 2.13976740344728 41.3744216638514, 2.13976189971528 41.3744246132039, 2.13975917133338 41.3744265744617, 2.13975985306495 41.3744320110935, 2.1397590282184 41.3744374364625, 2.13975671183573 41.3744426164854, 2.13975302657177 41.3744473178836, 2.13974811863939 41.374451334577, 2.13974221747578 41.3744544971379, 2.13973556400059 41.3744566722544, 2.13972845856247 41.3744577540815, 2.13972121263644 41.3744576999102, 2.1397141371042 41.3744565120647))","POLYGON ((428059.317 4580683.643, 428058.763 4580683.396, 428058.273 4580683.04, 428057.867 4580682.59, 428057.564 4580682.065, 428057.376 4580681.488, 428057.313 4580680.885, 428057.376 4580680.282, 428057.564 4580679.705, 428057.732 4580679.464, 428057.585 4580679.343, 428057.224 4580678.908, 428056.922 4580678.431, 428056.681 4580677.92, 428056.506 4580677.382, 428056.4 4580676.827, 428056.365 4580676.263, 428056.4 4580675.699, 428056.506 4580675.144, 428056.681 4580674.606, 428056.922 4580674.095, 428057.224 4580673.618, 428057.585 4580673.183, 428057.997 4580672.796, 428058.454 4580672.464, 428058.949 4580672.191, 428059.474 4580671.983, 428060.022 4580671.843, 428060.582 4580671.772, 428061.148 4580671.772, 428061.708 4580671.843, 428062.256 4580671.983, 428062.781 4580672.191, 428063.276 4580672.464, 428063.733 4580672.796, 428064.145 4580673.183, 428064.506 4580673.618, 428064.808 4580674.095, 428065.049 4580674.606, 428065.224 4580675.144, 428065.33 4580675.699, 428065.365 4580676.263, 428065.33 4580676.827, 428065.224 4580677.382, 428065.049 4580677.92, 428064.808 4580678.431, 428064.506 4580678.908, 428064.145 4580679.343, 428063.733 4580679.73, 428063.276 4580680.062, 428063.05 4580680.282, 428063.113 4580680.885, 428063.05 4580681.488, 428062.862 4580682.065, 428062.559 4580682.59, 428062.153 4580683.04, 428061.663 4580683.396, 428061.109 4580683.643, 428060.516 4580683.769, 428059.91 4580683.769, 428059.317 4580683.643))"
76898,"C\ Marquès de Mulhacén, 12",Sarria-Sant Gervasi,5,Sarrià,23,426445.585,4582570.945,2.1201898,41.3913088,"POLYGON ((2.12027123764229 41.3913107568456, 2.12016461716937 41.3914756073457, 2.12010648586364 41.39134518475, 2.1201046462212 41.3913414595962, 2.12010303479067 41.3913376641278, 2.12010161071243 41.3913341673392, 2.1201004265631 41.3913306183404, 2.12009948209975 41.3913270351446, 2.12009878940379 41.3913234088367, 2.12009836007081 41.3913197665278, 2.12009817018079 41.3913161080349, 2.12009823145076 41.3913124514628, 2.12009854375923 41.3913088058179, 2.12009911906617 41.3913051711917, 2.12009993320862 41.3913015654144, 2.12010099814654 41.3912979885774, 2.12010231351554 41.3912944677005, 2.12010386735559 41.3912910026921, 2.1201056595452 41.3912876025589, 2.12010767800288 41.3912842762158, 2.12011024698441 41.3912809270602, 2.12011306554666 41.3912776969104, 2.12011613356816 41.3912745947731, 2.120119426886 41.3912716384783, 2.12012295746018 41.3912688281176, 2.12012668928926 41.3912661724231, 2.12013062213035 41.391263689408, 2.12017307682999 41.3912332084358, 2.12027123764229 41.3913107568456))","POLYGON ((426452.399 4582571.097, 426443.671 4582589.489, 426438.664 4582575.059, 426438.506 4582574.647, 426438.367 4582574.227, 426438.244 4582573.84, 426438.141 4582573.447, 426438.058 4582573.05, 426437.996 4582572.648, 426437.956 4582572.244, 426437.936 4582571.838, 426437.937 4582571.432, 426437.959 4582571.027, 426438.003 4582570.623, 426438.067 4582570.222, 426438.152 4582569.824, 426438.258 4582569.432, 426438.384 4582569.046, 426438.53 4582568.667, 426438.695 4582568.296, 426438.906 4582567.922, 426439.138 4582567.561, 426439.391 4582567.214, 426439.663 4582566.883, 426439.955 4582566.568, 426440.264 4582566.27, 426440.59 4582565.991, 426444.105 4582562.571, 426452.399 4582571.097))"
51414,"Jard Turó del Putxet, 0",Sarria-Sant Gervasi,5,el Putxet i el Farró,27,428430.054,4584539.302,2.1436914,41.4092160,"POLYGON ((2.14368671377374 41.4092454296297, 2.14365489905047 41.4092391308085, 2.14361936847396 41.4091950900473, 2.14368087665719 41.4091696874151, 2.14369691899437 41.4091917129793, 2.14379165321026 41.409152595997, 2.1438191533567 41.4091895240981, 2.14368671377374 41.4092454296297))","POLYGON ((428429.693 4584542.572, 428427.027 4584541.899, 428424.009 4584537.039, 428429.122 4584534.168, 428430.487 4584536.6, 428438.362 4584532.179, 428440.701 4584536.256, 428429.693 4584542.572))"
51413,"Jard Turó del Putxet, 0",Sarria-Sant Gervasi,5,el Putxet i el Farró,27,428433.848,4584522.489,2.1437388,41.4090649,"POLYGON ((2.14374646304274 41.4091526109801, 2.14369929827642 41.409072480803, 2.14373979483391 41.4090080365088, 2.14380879345416 41.4091292771089, 2.14374646304274 41.4091526109801))","POLYGON ((428434.585 4584532.218, 428430.555 4584523.361, 428433.869 4584516.173, 428439.769 4584529.576, 428434.585 4584532.218))"
935640,"Jard La Tamarita, 0",Sarria-Sant Gervasi,5,Sant Gervasi - la Bonanova,25,427737.259,4584755.161,2.1353775,41.4110982,"POLYGON ((2.13540478134603 41.4111242573203, 2.13536314794907 41.4111591185899, 2.13528972537903 41.4111099534999, 2.1353007890544 41.4110732501706, 2.13540193820157 41.4110797030541, 2.13540478134603 41.4111242573203))","POLYGON ((427739.568 4584758.034, 427736.127 4584761.939, 427729.936 4584756.542, 427730.82 4584752.458, 427739.281 4584753.09, 427739.568 4584758.034))"
935639,"Jard La Tamarita, 0",Sarria-Sant Gervasi,5,Sant Gervasi - la Bonanova,25,427708.103,4584782.833,2.1350254,41.4113448,"POLYGON ((2.1352320136934 41.4113954256291, 2.13512519630869 41.4114906332514, 2.13493175487404 41.4113809272444, 2.13492808541448 41.41138425043, 2.13492063243227 41.4113805553758, 2.13504062314676 41.4112709269491, 2.1352320136934 41.4113954256291))","POLYGON ((427725.429 4584788.283, 427716.607 4584798.942, 427700.318 4584786.924, 427700.015 4584787.296, 427699.388 4584786.892, 427709.295 4584774.621, 427725.429 4584788.283))"
208491,"C\ Esteve Terradas, 16",Gracia,6,Vallcarca i els Penitents,28,428305.211,4584974.936,2.1421463,41.4131285,"POLYGON ((2.14219278488021 41.4131491076102, 2.14209733415998 41.4131966939139, 2.14205429651394 41.4131593072777, 2.14214173178659 41.4131061666916, 2.14219278488021 41.4131491076102))","POLYGON ((428309.122 4584977.19, 428301.197 4584982.552, 428297.559 4584978.437, 428304.808 4584972.465, 428309.122 4584977.19))"
208481,"C\ Esteve Terradas, 16",Gracia,6,Vallcarca i els Penitents,28,428250.117,4585012.415,2.1414827,41.4134611,"POLYGON ((2.14141239454534 41.4134774993271, 2.14150917025574 41.4134474880336, 2.14153976348176 41.4134967169042, 2.14151017352303 41.4135076023128, 2.14142103811127 41.4135425706827, 2.14137358458566 41.4134898021254, 2.14139007172711 41.4134844306165, 2.14141239454534 41.4134774993271))","POLYGON ((428244.262 4585014.294, 428252.317 4585010.882, 428254.928 4585016.322, 428252.467 4585017.555, 428245.056 4585021.511, 428241.032 4585015.692, 428242.404 4585015.082, 428244.262 4585014.294))"
665436,"C\ Baró de la Barre, 63",Gracia,6,Vallcarca i els Penitents,28,428250.285,4585483.328,2.1414288,41.4177024,"POLYGON ((2.14133631878921 41.4177593205533, 2.14134650868335 41.4176988484906, 2.14137706747863 41.4177017697882, 2.14138155858631 41.4176751322305, 2.14134825107906 41.4176719472182, 2.14135955830562 41.4176047729382, 2.14149195995909 41.4176149846472, 2.1415515280872 41.4176212659682, 2.14148294800614 41.4177395805813, 2.14145958511055 41.4177772195372, 2.14142427448612 41.4177707589, 2.14133631878921 41.4177593205533))","POLYGON ((428242.617 4585489.721, 428243.402 4585482.999, 428245.959 4585483.298, 428246.305 4585480.337, 428243.518 4585480.011, 428244.389 4585472.544, 428255.465 4585473.568, 428260.45 4585474.216, 428254.849 4585487.408, 428252.938 4585491.606, 428249.98 4585490.918, 428242.617 4585489.721))"
924642,"C\ Mossèn Batlle, 10",Gracia,6,la Salut,30,429212.764,4584599.054,2.1530483,41.4098235,"POLYGON ((2.15307821294354 41.4098839381399, 2.15292824115156 41.4098153861334, 2.15299939448165 41.4097343563334, 2.15314203226764 41.4097918201133, 2.15307821294354 41.4098839381399))","POLYGON ((429215.331 4584605.741, 429202.722 4584598.253, 429208.581 4584589.199, 429220.565 4584595.462, 429215.331 4584605.741))"
924641,"C\ Mossèn Batlle, 10",Gracia,6,la Salut,30,429238.596,4584540.994,2.1533641,41.4093028,"POLYGON ((2.15325068828238 41.4093325632366, 2.15331794732398 41.4092491446126, 2.15346437419281 41.409316048688, 2.15338224920627 41.4094026997787, 2.15325068828238 41.4093325632366))","POLYGON ((429229.148 4584544.387, 429234.679 4584535.071, 429246.99 4584542.379, 429240.22 4584552.066, 429229.148 4584544.387))"
827876,"Via Favència, 5324",Sant Andreu,9,la Trinitat Vella,57,432276.228,4589024.708,2.1892025,41.4499478,"POLYGON ((2.18909909355424 41.4497886480121, 2.18910455265001 41.4497848133039, 2.18911300094444 41.4497832064846, 2.18912150723906 41.44978367178, 2.18913045026056 41.4497855993553, 2.18926951243389 41.449827311068, 2.18927575255445 41.4498309399997, 2.18928076311609 41.4498352448296, 2.18928484482297 41.4498410743743, 2.18928743217937 41.4498467312537, 2.18928776843545 41.4498524173054, 2.18928678401879 41.4498603278896, 2.18922282533708 41.4499654710963, 2.1892181405052 41.4499705813133, 2.18921084033654 41.4499742048872, 2.1892033631555 41.449974737668, 2.18919449832414 41.4499722972266, 2.18918600193458 41.4499652655975, 2.18918133250438 41.4499566396067, 2.18917872230356 41.4499518562837, 2.18909655557593 41.4498001776334, 2.1890957038225 41.4497974333735, 2.18909612273227 41.4497926353718, 2.18909909355424 41.4497886480121))","POLYGON ((432267.429 4589007.119, 432267.881 4589006.689, 432268.585 4589006.504, 432269.296 4589006.549, 432270.045 4589006.756, 432281.704 4589011.278, 432282.229 4589011.676, 432282.652 4589012.15, 432282.999 4589012.794, 432283.221 4589013.42, 432283.255 4589014.051, 432283.181 4589014.93, 432277.948 4589026.653, 432277.562 4589027.224, 432276.956 4589027.632, 432276.332 4589027.697, 432275.589 4589027.433, 432274.872 4589026.659, 432274.473 4589025.705, 432274.25 4589025.176, 432267.229 4589008.401, 432267.155 4589008.097, 432267.185 4589007.564, 432267.429 4589007.119))"
958398,"C\ Palomar, 7790",Sant Andreu,9,Sant Andreu,60,432233.373,4588217.096,2.1887800,41.4426703,"POLYGON ((2.1885652246994 41.442753741453, 2.18855893602648 41.4427483016438, 2.18855464576148 41.4427419571726, 2.18855204007583 41.442735876792, 2.18851481508143 41.4426529350039, 2.18851334464565 41.4426402872061, 2.18851690014457 41.4426268191559, 2.18852334436258 41.442615929593, 2.18853265347198 41.4426076093414, 2.18854761684383 41.4426018420464, 2.18855972636026 41.4426003061266, 2.18876778987742 41.44259444151, 2.18877813013973 41.4425955953198, 2.18878660254732 41.4425977447892, 2.1887926402325 41.4426021919989, 2.18879692729172 41.4426078338592, 2.18882892154629 41.4426676976658, 2.18883071932973 41.4426713673595, 2.1888332039816 41.4426746725918, 2.18883605187309 41.4426776471105, 2.18883950262128 41.4426802745902, 2.18884367883895 41.4426823217023, 2.18888127868621 41.4427005926758, 2.18888938249866 41.4426929304468, 2.188907643228 41.4427040302495, 2.18888271683014 41.4427619794481, 2.18888143923484 41.4427646006096, 2.18887971576555 41.4427664980328, 2.18887739515938 41.4427682831564, 2.18887435214338 41.4427694416736, 2.18887079121121 41.4427698939593, 2.18886703173008 41.442769948518, 2.18876353086345 41.442757626119, 2.18859373188873 41.4427581489998, 2.18858297999959 41.4427583253697, 2.18857460498221 41.4427570052558, 2.1885652246994 41.442753741453))","POLYGON ((432215.514 4588226.525, 432214.983 4588225.926, 432214.618 4588225.225, 432214.394 4588224.552, 432211.198 4588215.373, 432211.062 4588213.97, 432211.345 4588212.472, 432211.872 4588211.258, 432212.641 4588210.327, 432213.885 4588209.675, 432214.895 4588209.495, 432232.27 4588208.681, 432233.135 4588208.801, 432233.845 4588209.033, 432234.354 4588209.522, 432234.718 4588210.145, 432237.453 4588216.766, 432237.607 4588217.172, 432237.818 4588217.537, 432238.059 4588217.865, 432238.35 4588218.154, 432238.701 4588218.378, 432241.861 4588220.377, 432242.53 4588219.52, 432244.067 4588220.738, 432242.045 4588227.191, 432241.941 4588227.483, 432241.799 4588227.695, 432241.607 4588227.895, 432241.354 4588228.026, 432241.057 4588228.079, 432240.743 4588228.088, 432232.084 4588226.801, 432217.9 4588226.992, 432217.002 4588227.02, 432216.301 4588226.88, 432215.514 4588226.525))"
958397,"C\ Palomar, 7790",Sant Andreu,9,Sant Andreu,60,432253.391,4588220.502,2.1890193,41.4427027,"POLYGON ((2.18887364152772 41.4426486740407, 2.188871770418 41.4426432023445, 2.18887093573128 41.4426381342831, 2.18887163951878 41.442633527441, 2.18887389748296 41.4426281208885, 2.18887677338093 41.4426230789903, 2.18888178730637 41.4426164938816, 2.18888882678937 41.4426097068762, 2.18889661236249 41.4426045284536, 2.1889057551812 41.442599945083, 2.18891429701885 41.4425965194329, 2.18892727420217 41.4425935574104, 2.18893966596358 41.4425914649798, 2.18895436536336 41.442590550776, 2.18896674086167 41.4425897643053, 2.18898161072112 41.4425895809016, 2.18899494308589 41.4425898190135, 2.18900692647207 41.442589759376, 2.18901966694268 41.4425904256689, 2.18903202606777 41.4425909541607, 2.18904378791622 41.4425923431539, 2.18905283854582 41.4425951632299, 2.18906006460607 41.44259934858, 2.18906520968881 41.4426053027315, 2.18906834118401 41.4426114588667, 2.18906949309368 41.4426179703519, 2.1890701217295 41.4426270903033, 2.18907236383594 41.4427248727617, 2.18907137413559 41.4427293695003, 2.18906946840785 41.442732445615, 2.18906757490277 41.4427345400059, 2.189063795098 41.4427371885678, 2.1890594787062 41.4427387074181, 2.18900127286426 41.4427457822636, 2.18899790580369 41.4427460467639, 2.18899512685605 41.4427452255113, 2.18899274918715 41.4427439026714, 2.18899083948626 41.4427415292613, 2.18898058771664 41.4427178845402, 2.18897798187985 41.4427118131755, 2.1889744866193 41.4427050689903, 2.1889706817703 41.4427001151011, 2.18896479700802 41.4426949213622, 2.18895882977447 41.4426905827474, 2.18895068507664 41.4426861477137, 2.18894183963597 41.4426822301699, 2.18893409458711 41.4426793472308, 2.18893095093463 41.4426828199496, 2.18891852464829 41.4426761479058, 2.18890464625642 41.4426688080797, 2.18889293176046 41.4426626544752, 2.18888532278801 41.4426584574074, 2.18887816858219 41.4426533087579, 2.18887364152772 41.4426486740407))","POLYGON ((432241.169 4588214.619, 432241.007 4588214.013, 432240.932 4588213.451, 432240.986 4588212.939, 432241.169 4588212.337, 432241.404 4588211.775, 432241.816 4588211.04, 432242.397 4588210.281, 432243.042 4588209.7, 432243.801 4588209.184, 432244.511 4588208.797, 432245.592 4588208.458, 432246.625 4588208.216, 432247.852 4588208.103, 432248.885 4588208.006, 432250.127 4588207.974, 432251.241 4588207.99, 432252.242 4588207.974, 432253.307 4588208.038, 432254.34 4588208.087, 432255.324 4588208.232, 432256.083 4588208.538, 432256.691 4588208.997, 432257.127 4588209.654, 432257.395 4588210.335, 432257.498 4588211.057, 432257.56 4588212.069, 432257.849 4588222.923, 432257.771 4588223.423, 432257.615 4588223.766, 432257.459 4588224.0, 432257.146 4588224.297, 432256.787 4588224.469, 432251.932 4588225.3, 432251.651 4588225.332, 432251.418 4588225.243, 432251.218 4588225.098, 432251.056 4588224.836, 432250.175 4588222.219, 432249.951 4588221.547, 432249.652 4588220.801, 432249.329 4588220.254, 432248.832 4588219.682, 432248.329 4588219.205, 432247.644 4588218.719, 432246.901 4588218.291, 432246.251 4588217.977, 432245.992 4588218.365, 432244.947 4588217.634, 432243.78 4588216.83, 432242.795 4588216.156, 432242.155 4588215.696, 432241.552 4588215.13, 432241.169 4588214.619))"
933968,"Pl Abat Escarré, 9999",Sant Andreu,9,Sant Andreu,60,432393.754,4586839.720,2.1908538,41.4302783,"POLYGON ((2.19080839872809 41.4302891386377, 2.19082422473277 41.4302464285346, 2.19099065408962 41.4302264495274, 2.19105660060056 41.4302263998335, 2.19103682886427 41.4303334044262, 2.19080839872809 41.4302891386377))","POLYGON ((432389.968 4586840.959, 432391.246 4586836.205, 432405.131 4586833.857, 432410.641 4586833.8, 432409.1 4586845.695, 432389.968 4586840.959))"
73676,"Pl Joan Peiró, 1",Sants-Montjuïc,3,Sants,18,428186.791,4580926.326,2.1412096,41.3766537,"POLYGON ((2.14159462542628 41.376650047678, 2.14162160429201 41.3766518431142, 2.14161411040576 41.3767207038795, 2.14143469116511 41.3767101336212, 2.14142522728701 41.3767095766551, 2.14125706453312 41.3766996575186, 2.1412476006583 41.376699100538, 2.14108062079871 41.376689262025, 2.14107116900298 41.3766886961125, 2.14089055504121 41.376678053042, 2.14089875638726 41.3766018294419, 2.14091925277013 41.3766027840187, 2.14092178320834 41.376581319933, 2.14116848752313 41.3765986620584, 2.14117794996191 41.3765993271252, 2.14136733019367 41.3766126382842, 2.14137678067938 41.3766133032455, 2.1415970811787 41.3766287901938, 2.14159462542628 41.376650047678))","POLYGON ((428218.984549891 4580925.60660923, 428221.242554735 4580925.78359238, 428220.691611933 4580933.43460842, 428205.676580877 4580932.40972076, 428204.884579239 4580932.35572668, 428190.811550122 4580931.39383197, 428190.019548484 4580931.3398379, 428176.04551958 4580930.38594245, 428175.254517937 4580930.33094836, 428160.139486673 4580929.29906145, 428160.741423347 4580920.83004375, 428162.456426681 4580920.91903088, 428162.644408877 4580918.53402575, 428183.293453948 4580920.25487174, 428184.085455677 4580920.32086584, 428199.936490275 4580921.64174762, 428200.727492002 4580921.70774172, 428219.166532251 4580923.24460419, 428218.984549891 4580925.60660923))"
