"Area_Joc_Id","Adreca","Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","X_ETRS89","Y_ETRS89","Longitud","Latitud","Area_Joc_Geom_WGS84","Area_Joc_Geom_ETRS89"
254022,"C\ Castillejos, 408",Horta-Guinardó,7,el Baix Guinardó,33,430558.520,4584958.799,2.1691070,41.4131810,"POLYGON ((2.16918341303912 41.4132195363476, 2.16917983784736 41.4132231045366, 2.16917512475792 41.4132258268188, 2.16916961129106 41.4132275074649, 2.16916368190662 41.4132280231442, 2.16915779181755 41.413227332104, 2.16913959490028 41.4132224538537, 2.16912198045013 41.4132150577083, 2.16910531981744 41.4132051103178, 2.1690899756358 41.4131932628383, 2.16908403541079 41.4131871128973, 2.16908275116155 41.4131827259925, 2.1690829041052 41.4131782323619, 2.16908449080076 41.413173902205, 2.16908743613691 41.4131699961968, 2.16909153385518 41.4131667380359, 2.16909656596251 41.4131643333212, 2.16910037271373 41.4131632528712, 2.16911151568526 41.4131620542187, 2.16911856277499 41.4131639696207, 2.16912454887125 41.4131693362399, 2.16912835810149 41.4131727595488, 2.16913368120402 41.4131747525843, 2.16913961325876 41.413174966532, 2.16914268446082 41.4131743311472, 2.16914931097405 41.4131735682898, 2.16915621327419 41.4131736991629, 2.16916394500006 41.4131763491085, 2.16916997035872 41.4131795722275, 2.16917459907903 41.4131872349654, 2.16918549171742 41.4132028784941, 2.16918613877492 41.4132103233445, 2.16918617883372 41.4132109361424, 2.16918557194596 41.4132153724529, 2.16918341303912 41.4132195363476))","POLYGON ((430564.947821067 4584963.01906891, 430564.652823637 4584963.41807177, 430564.261825353 4584963.72407521, 430563.80282609 4584963.91507899, 430563.307825793 4584963.97708284, 430562.814824483 4584963.90508647, 430561.288818118 4584963.37809723, 430559.8088097 4584962.57110721, 430558.405799247 4584961.48011616, 430557.110787353 4584960.17712397, 430556.607781429 4584959.49912673, 430556.495777568 4584959.01312683, 430556.503773794 4584958.514126, 430556.631770335 4584958.03212428, 430556.873767402 4584957.59612177, 430557.212765158 4584957.23111863, 430557.63076375 4584956.96011504, 430557.947763308 4584956.83711244, 430558.877763673 4584956.69510516, 430559.46876616 4584956.902101, 430559.974771428 4584957.49309808, 430560.296774788 4584957.87009622, 430560.743777128 4584958.08709316, 430561.239778041 4584958.10608943, 430561.495777884 4584958.03308737, 430562.048778058 4584957.94308304, 430562.625779021 4584957.95207867, 430563.274782212 4584958.2400742, 430563.781785677 4584958.5930709, 430564.176792716 4584959.44006921, 430565.103807264 4584961.16806486, 430565.165813628 4584961.99406567, 430565.16981415 4584962.06206574, 430565.123817819 4584962.55506686, 430564.947821067 4584963.01906891))"
254021,"C\ Castillejos, 408",Horta-Guinardó,7,el Baix Guinardó,33,430569.945,4584963.690,2.1692431,41.4132260,"POLYGON ((2.16930679492989 41.4132593388799, 2.16927192520526 41.4132821194432, 2.16927113166941 41.4132824199724, 2.16926553617071 41.4132839649191, 2.16925962933422 41.4132845888559, 2.16925366252308 41.4132842845887, 2.16924793484255 41.4132830542759, 2.16924267292468 41.4132809535972, 2.16923813883535 41.4132780745187, 2.1692118612828 41.413232162934, 2.16921128390513 41.4132267632853, 2.16921095815781 41.413222275208, 2.16921215094516 41.4132178701474, 2.16921476288387 41.4132138356256, 2.16921864707801 41.4132104317998, 2.16922354964214 41.4132078640101, 2.16922914524992 41.4132063100588, 2.16923507382923 41.4132058574226, 2.16924097588145 41.4132065485453, 2.16924419508918 41.4132074454979, 2.16925676677797 41.4132124452809, 2.16929604710878 41.413233256734, 2.16930372782405 41.4132399146324, 2.16930577022593 41.4132420821559, 2.16930819475889 41.4132461890452, 2.1693091914252 41.4132506099026, 2.16930871557826 41.4132550921966, 2.16930679492989 41.4132593388799))","POLYGON ((430575.301869898 4584967.33899705, 430572.411884819 4584969.89602294, 430572.345884974 4584969.93002349, 430571.879885587 4584970.1060273, 430571.386885384 4584970.18003116, 430570.887884391 4584970.1510349, 430570.407882645 4584970.01903834, 430569.965880222 4584969.79004133, 430569.583877232 4584969.47404374, 430567.338835237 4584964.39805291, 430567.284830609 4584963.79905239, 430567.25282678 4584963.30105186, 430567.34782321 4584962.81105038, 430567.561820127 4584962.36104806, 430567.882817734 4584961.98004503, 430568.289816172 4584961.69104149, 430568.755815552 4584961.51403769, 430569.250815902 4584961.45903384, 430569.744817214 4584961.53103021, 430570.014818369 4584961.62802831, 430571.070824141 4584962.17302114, 430574.375846557 4584964.4519996, 430575.024853125 4584965.18499581, 430575.197855206 4584965.42399487, 430575.404858972 4584965.877994, 430575.492862826 4584966.36799409, 430575.457866551 4584966.86599513, 430575.301869898 4584967.33899705))"
48346,"Jard Joaquim Ruyra, 0",Les Corts,4,les Corts,19,428056.719,4582395.371,2.1394799,41.3898732,"POLYGON ((2.13952342915047 41.3898810772386, 2.13950374845305 41.3898986929814, 2.13947892063986 41.389920233561, 2.13946901898018 41.3899119086853, 2.13946124857229 41.3899025098274, 2.13945573812519 41.3898922541295, 2.13945263919906 41.3898814399726, 2.13945205527711 41.389870383393, 2.13945400588637 41.3898594178148, 2.13945842695386 41.3898488670292, 2.13946518264795 41.3898390542913, 2.1394740897729 41.3898302664721, 2.13948486992965 41.3898227537008, 2.1394971969991 41.3898167567426, 2.13951129504029 41.3898116107157, 2.13952639527664 41.3898084718435, 2.13954199421089 41.3898074264383, 2.13955760089919 41.389808515869, 2.13957267750782 41.3898117090943, 2.13958613996778 41.3898166737437, 2.13957807939533 41.3898256660625, 2.13956060687785 41.3898445413516, 2.13954238598482 41.3898630237227, 2.13952342915047 41.3898810772386))","POLYGON ((428060.371462224 4582396.21309278, 428058.745474665 4582398.18510818, 428056.693489785 4582400.59712749, 428055.856481537 4582399.68113241, 428055.196472646 4582398.64413582, 428054.72446331 4582397.51013764, 428054.4534538 4582396.31213784, 428054.392444395 4582395.0851364, 428054.54343538 4582393.86613336, 428054.90142702 4582392.69112882, 428055.45541957 4582391.59612292, 428056.190413251 4582390.61311582, 428057.08340824 4582389.77010774, 428058.107404698 4582389.09409892, 428059.280402093 4582388.51108912, 428060.539401306 4582388.15007901, 428061.842402347 4582388.02106892, 428063.148405191 4582388.12905918, 428064.412409746 4582388.47105012, 428065.543415597 4582389.01104237, 428064.879422193 4582390.01604897, 428063.43943597 4582392.12606317, 428061.936449323 4582394.19307777, 428060.371462224 4582396.21309278))"
48345,"Jard Joaquim Ruyra, 0",Les Corts,4,les Corts,19,428048.602,4582385.468,2.1393839,41.3897832,"POLYGON ((2.13939234747958 41.3898475805239, 2.1393027095152 41.3897996571531, 2.13937364902757 41.3897244071831, 2.13946328682387 41.3897723395055, 2.13939234747958 41.3898475805239))","POLYGON ((428049.375417785 4582392.60317062, 428041.82836628 4582387.35721975, 428047.676311513 4582378.94416233, 428055.223363025 4582384.1911132, 428049.375417785 4582392.60317062))"
48489,"Jard Bacardí, 41565",Les Corts,4,la Maternitat i Sant Ramon,20,426822.060,4581294.326,2.1248466,41.3798451,"POLYGON ((2.12477149977666 41.3798718626885, 2.12476719594703 41.3798672901861, 2.12476601557586 41.3798643447626, 2.12476575898256 41.3798611811723, 2.12476648233658 41.3798580700677, 2.12476809879484 41.3798552449844, 2.12477308254008 41.3798510223058, 2.12477649221693 41.3798491386264, 2.12482267863344 41.3798268087172, 2.12485441757304 41.3798143583335, 2.12490031135875 41.3797977999903, 2.12492283086357 41.3797950887162, 2.1249493314316 41.3798103326583, 2.12496014251966 41.3798201519421, 2.1249671893189 41.3798324377044, 2.124967467115 41.3798465185718, 2.12496661526686 41.379865472932, 2.12495898664404 41.3798841235856, 2.12493393822557 41.379920278592, 2.12491053186431 41.3799472313768, 2.12490532502145 41.3799511461101, 2.12490173101342 41.3799525059561, 2.12489771484392 41.3799532410749, 2.1248935766684 41.379953263672, 2.12488965106836 41.3799525943055, 2.12488331524438 41.3799497268019, 2.12484169113989 41.3799207305203, 2.12477149977666 41.3798718626885))","POLYGON ((426815.810195033 4581297.35683221, 426815.445190643 4581296.8528342, 426815.343188012 4581296.52683447, 426815.31818531 4581296.17583412, 426815.375182773 4581295.82983315, 426815.507180587 4581295.51483166, 426815.919177637 4581295.0418278, 426816.202176467 4581294.82982532, 426820.039163311 4581292.31179231, 426822.679156713 4581290.90277009, 426826.498148392 4581289.0257382, 426828.378148879 4581288.70572344, 426830.611165012 4581290.37570909, 426831.526174633 4581291.45670382, 426832.129185871 4581292.81470135, 426832.168197791 4581294.37770348, 426832.118213685 4581296.48270712, 426831.501228488 4581298.55971502, 426829.447255919 4581302.59473686, 426827.520275785 4581305.60675616, 426827.089278448 4581306.04576011, 426826.790279153 4581306.19976261, 426826.455279279 4581306.28476529, 426826.109278788 4581306.29076792, 426825.780277739 4581306.21977031, 426825.247274538 4581305.90677387, 426821.734244933 4581302.72279558, 426815.810195033 4581297.35683221))"
48609,"Jard Jaume Vicens i Vives, 0",Les Corts,4,la Maternitat i Sant Ramon,20,426856.914,4582036.602,2.1251738,41.3865337,"MULTIPOLYGON (((2.12518133322011 41.3865000504691, 2.12518923086121 41.386500659927, 2.12519708997094 41.3865014672568, 2.12520491067004 41.3865024634521, 2.12521269283794 41.3865036575194, 2.12522041267701 41.3865050402702, 2.1252280700667 41.3865066207115, 2.12523565328918 41.3865083807391, 2.12524315026472 41.3865103292688, 2.12525056111399 41.3865124572939, 2.12525787375728 41.3865147737302, 2.12526064769512 41.3865157315838, 2.12526508831527 41.3865172695713, 2.12527219294947 41.3865199357196, 2.12528082897662 41.3865234602064, 2.12527912843197 41.3865271944133, 2.12527563817809 41.3865529293832, 2.12527589869237 41.386562947715, 2.12527471021918 41.3865668479469, 2.12527243108308 41.3865727035312, 2.12526979859981 41.3865781510932, 2.12526616873058 41.38658662661, 2.12526473457315 41.3865981543377, 2.12526534257506 41.3866054460331, 2.1252655118972 41.3866097709249, 2.12526693735955 41.3866238965238, 2.12526842451703 41.3866298437709, 2.12526940542542 41.3866369761639, 2.12526560481931 41.3866367671425, 2.12526427710926 41.3866367750716, 2.12525467183842 41.3866368552327, 2.12524378948534 41.3866376282773, 2.12523306551295 41.3866390780874, 2.12522260803611 41.3866411694543, 2.12521262518604 41.3866435436589, 2.12520997041713 41.3866461897142, 2.12520752946561 41.3866489454838, 2.12520529037231 41.3866518108771, 2.12520327741751 41.3866547590559, 2.12520149048058 41.3866577990269, 2.1251999299235 41.3866609037702, 2.12519860782609 41.3866640643702, 2.12519752418838 41.3866672808268, 2.12515554098329 41.3866629805503, 2.12515047123971 41.3866619782294, 2.12514547578496 41.3866607873151, 2.12514055437779 41.3866594258203, 2.12513571909804 41.3866578848295, 2.12513099374347 41.386656173531, 2.12512639015264 41.3866543010222, 2.12512189648704 41.3866522582056, 2.12511754850359 41.3866500543606, 2.12511333412247 41.3866476984028, 2.12510927726207 41.3866451905138, 2.12510538964025 41.386642548798, 2.12510167137767 41.3866397642487, 2.12509813431287 41.3866368459632, 2.12509479016372 41.3866338120458, 2.12509163905083 41.3866306534898, 2.12508868073294 41.3866273883084, 2.12508595108751 41.3866240167743, 2.12508342595487 41.3866205567189, 2.12508112925337 41.386617008324, 2.12507904890311 41.3866133805053, 2.1250772087018 41.3866096824511, 2.12507560852871 41.386605923168, 2.12507424826316 41.3866021116627, 2.1250731285084 41.3865982029023, 2.12507226037897 41.3865942600236, 2.12507165571331 41.3865902921242, 2.12507130243159 41.3865863081199, 2.12507122445206 41.3865823081924, 2.12507140945356 41.3865783192705, 2.12507185755668 41.3865743323476, 2.12507256839942 41.3865703744437, 2.12507353014323 41.3865664364611, 2.12507475426458 41.3865625545172, 2.12507624100476 41.3865587105987, 2.12507796608342 41.3865549315437, 2.12507994133904 41.3865512264496, 2.12508216677159 41.3865475953164, 2.12508461834206 41.386544046969, 2.12508693631038 41.3865406507341, 2.12508946845744 41.3865373371942, 2.12509221466258 41.3865341153557, 2.1250951627253 41.3865310031409, 2.1250983126456 41.3865280005499, 2.12510165222301 41.386525125505, 2.1251051816988 41.3865223599929, 2.12510887667208 41.3865197398583, 2.12511273738414 41.386517247088, 2.12511676347304 41.3865149087018, 2.12512091930262 41.3865127064139, 2.12512522842926 41.3865106674256, 2.12512965497552 41.3865087914646, 2.12513419906208 41.3865070695241, 2.12513886044764 41.3865055196174, 2.12514360325478 41.3865041414717, 2.12514842748355 41.3865029350872, 2.12515333289267 41.386501918477, 2.12515829592584 41.3865010644395, 2.12516330414133 41.3865004089105, 2.12516834594198 41.386499924779, 2.12517342108654 41.3864996300584, 2.12518133322011 41.3865000504691)), ((2.12532397439597 41.3865258146353, 2.12532837150632 41.3865261362759, 2.12533271836767 41.3865266376848, 2.12533703877777 41.3865273280503, 2.12534129710041 41.3865281890869, 2.12534548125586 41.3865292297102, 2.12534957940561 41.3865304408227, 2.12535359154966 41.3865318224246, 2.12535749389035 41.3865333653275, 2.12536128642772 41.3865350695313, 2.12536493340488 41.3865369257572, 2.12536844678105 41.386538934096, 2.1253718027585 41.3865410853592, 2.12537500145786 41.3865433705404, 2.12537804082872 41.3865459427517, 2.12538087508484 41.3865486485177, 2.12538350458808 41.3865514608185, 2.12538592933841 41.3865543796543, 2.1253881255381 41.3865573958367, 2.12539010526691 41.38656050045, 2.12539184472708 41.3865636843059, 2.12539334403923 41.3865669383979, 2.12539460332392 41.3865702537193, 2.12539561098376 41.3865736031596, 2.12539636677752 41.386577004732, 2.1253968711876 41.38658042241, 2.12539711213418 41.3865838651094, 2.12539711389739 41.3865873059923, 2.12539685255885 41.3865907448767, 2.12539632835974 41.3865941637497, 2.12539556533898 41.3865975537861, 2.1253945395782 41.3866009148044, 2.12539327535751 41.3866042199664, 2.12539176071772 41.3866074691814, 2.12539000773859 41.3866106535334, 2.12538801666131 41.3866137550094, 2.12538581152482 41.3866167647843, 2.12538338036992 41.3866196827673, 2.12538071340846 41.386622346749, 2.12537783287021 41.3866248830032, 2.12537477463268 41.3866272918025, 2.1253715268573 41.3866295640493, 2.12536810174451 41.3866316818214, 2.12536452321264 41.3866336453003, 2.1253608032209 41.386635454577, 2.12535694201053 41.3866370916382, 2.12535296362053 41.386638547659, 2.1253488679303 41.3866398316459, 2.12534469093805 41.3866409348649, 2.12534043276439 41.3866418483094, 2.12533610536854 41.3866425720701, 2.12533173278955 41.3866430973223, 2.125327326866 41.3866434331632, 2.1253228996777 41.3866435706773, 2.12531846306329 41.3866435189618, 2.12531405314157 41.3866432602761, 2.12530966967134 41.3866428126335, 2.12530531277326 41.3866421670273, 2.12530103004285 41.3866413418341, 2.12529981611719 41.3866408912448, 2.12529918541693 41.3866406522586, 2.12529851606479 41.3866406201516, 2.1252928362819 41.3866396222105, 2.12529175607869 41.3866327592889, 2.12529030226342 41.386627001453, 2.12528895098071 41.3866135880113, 2.1252887928924 41.38660931725, 2.12528823720489 41.3866025844178, 2.12528945757511 41.386592730463, 2.12529260607654 41.3865853682203, 2.12529529992216 41.3865798040262, 2.12529778947918 41.3865734185967, 2.12529939069729 41.3865681703731, 2.12529909561144 41.3865571609525, 2.12530252475107 41.386532416344, 2.12530523586019 41.3865264559502, 2.12531076846989 41.3865259395107, 2.12531517293811 41.3865257117495, 2.12531957487326 41.3865256731265, 2.12532397439597 41.3865258146353)))","MULTIPOLYGON (((426857.507840345 4582032.86265618, 426858.168841833 4582032.92365126, 426858.826843482 4582033.00664639, 426859.481845287 4582033.11064159, 426860.133847254 4582033.23663684, 426860.780849372 4582033.38363215, 426861.42285165 4582033.55262754, 426862.05885407 4582033.74162301, 426862.687856639 4582033.95161857, 426863.309859348 4582034.1816142, 426863.923862204 4582034.43260993, 426864.156863355 4582034.53660833, 426864.5298652 4582034.70360576, 426865.126868326 4582034.99360168, 426865.852872365 4582035.37759676, 426865.714875308 4582035.79359845, 426865.451896601 4582038.65360488, 426865.484905089 4582039.76560636, 426865.389908235 4582040.19960775, 426865.205912897 4582040.85161016, 426864.99191717 4582041.45861272, 426864.697923877 4582042.40261642, 426864.590933431 4582043.68361922, 426864.649939661 4582044.49262002, 426864.668943332 4582044.97262062, 426864.803955431 4582046.53962203, 426864.934960635 4582047.19862205, 426865.024966776 4582047.9896226, 426864.706966131 4582047.96962498, 426864.595965974 4582047.97162582, 426863.792964858 4582047.98863194, 426862.88396417 4582048.08363899, 426861.988964072 4582048.25364604, 426861.116964549 4582048.49465303, 426860.284965323 4582048.76665977, 426860.065967229 4582049.06266189, 426859.864969254 4582049.37066389, 426859.680971397 4582049.69066578, 426859.515973638 4582050.01966754, 426859.369975983 4582050.35866918, 426859.242978412 4582050.70467068, 426859.135980917 4582051.05667204, 426859.048983498 4582051.41467325, 426855.533974695 4582050.97269924, 426855.108973224 4582050.86570229, 426854.689971603 4582050.73770528, 426854.276969848 4582050.59070818, 426853.870967951 4582050.423711, 426853.473965924 4582050.23771373, 426853.086963776 4582050.03371635, 426852.708961498 4582049.81071887, 426852.342959102 4582049.56972127, 426851.987956594 4582049.31172357, 426851.645953978 4582049.03672573, 426851.317951269 4582048.74672777, 426851.00394846 4582048.44072968, 426850.704945561 4582048.11973145, 426850.421942588 4582047.78573308, 426850.154939533 4582047.43773457, 426849.903936413 4582047.07773591, 426849.671933231 4582046.7057371, 426849.456929999 4582046.32373814, 426849.260926721 4582045.93173902, 426849.082923402 4582045.53073975, 426848.924920054 4582045.12174031, 426848.786916683 4582044.70574071, 426848.668913298 4582044.28374095, 426848.570909861 4582043.85074103, 426848.493906426 4582043.41374093, 426848.438903002 4582042.97374067, 426848.404899596 4582042.53174024, 426848.39389621 4582042.08773964, 426848.404892866 4582041.64473887, 426848.437889555 4582041.20173793, 426848.492886302 4582040.76173683, 426848.568883097 4582040.32373557, 426848.666879971 4582039.89173416, 426848.78687691 4582039.46373259, 426848.926873932 4582039.04273087, 426849.087871048 4582038.62972901, 426849.269868257 4582038.224727, 426849.470865564 4582037.82872486, 426849.660862983 4582037.44972283, 426849.868860498 4582037.07972068, 426850.094858117 4582036.71971841, 426850.337855853 4582036.37171602, 426850.597853707 4582036.03571353, 426850.873851692 4582035.71371094, 426851.165849792 4582035.40370824, 426851.471848036 4582035.10970546, 426851.791846408 4582034.8297026, 426852.12584493 4582034.56669966, 426852.470843583 4582034.31869666, 426852.828842393 4582034.08869358, 426853.196841355 4582033.87669046, 426853.574840462 4582033.68168729, 426853.962839728 4582033.50568408, 426854.357839149 4582033.34868083, 426854.759838725 4582033.21067757, 426855.168838471 4582033.09367429, 426855.582838362 4582032.99467099, 426856.000838426 4582032.9176677, 426856.421838638 4582032.85966442, 426856.845839015 4582032.82266114, 426857.507840345 4582032.86265618)), ((426869.462879669 4582035.60256972, 426869.830880483 4582035.63456698, 426870.194881442 4582035.6865643, 426870.556882557 4582035.75956166, 426870.913883808 4582035.8515591, 426871.264885202 4582035.96355661, 426871.60888673 4582036.0945542, 426871.94588839 4582036.24455188, 426872.273890173 4582036.41254965, 426872.592892079 4582036.59854751, 426872.899894095 4582036.8015455, 426873.195896224 4582037.0215436, 426873.478898453 4582037.25754181, 426873.748900776 4582037.50854015, 426874.005903322 4582037.79153864, 426874.245905955 4582038.08953728, 426874.468908653 4582038.39953607, 426874.674911416 4582038.72153501, 426874.861914232 4582039.05453411, 426875.030917097 4582039.39753336, 426875.179919998 4582039.74953277, 426875.30892293 4582040.10953235, 426875.417925884 4582040.47653209, 426875.505928835 4582040.847532, 426875.572931799 4582041.22453208, 426875.618934746 4582041.60353231, 426875.642937682 4582041.98553272, 426875.646940587 4582042.36753329, 426875.628943457 4582042.74953401, 426875.588946278 4582043.12953491, 426875.528949046 4582043.50653595, 426875.446951757 4582043.88053715, 426875.344954391 4582044.24853849, 426875.221956947 4582044.61053999, 426875.078959418 4582044.96554162, 426874.915961791 4582045.3115434, 426874.73496406 4582045.64754529, 426874.534966223 4582045.97354731, 426874.314968143 4582046.27154945, 426874.076969929 4582046.55555169, 426873.823971586 4582046.82555403, 426873.554973103 4582047.08055647, 426873.270974469 4582047.31855899, 426872.973975685 4582047.53956159, 426872.664976754 4582047.74356425, 426872.34397766 4582047.92856697, 426872.012978399 4582048.09356974, 426871.671978978 4582048.23957255, 426871.323979395 4582048.36557539, 426870.968979641 4582048.47057824, 426870.607979718 4582048.55458111, 426870.242979623 4582048.61658398, 426869.874979364 4582048.65758683, 426869.504978934 4582048.67658967, 426869.133978344 4582048.67459248, 426868.764977582 4582048.64959524, 426868.397976664 4582048.60359796, 426868.032975582 4582048.53560062, 426867.673974358 4582048.44760321, 426867.571973828 4582048.3986039, 426867.518973548 4582048.37260427, 426867.462973439 4582048.36960469, 426866.986971897 4582048.26360813, 426866.88896597 4582047.5026077, 426866.760960931 4582046.86460768, 426866.632949443 4582045.37660634, 426866.614945818 4582044.90260575, 426866.560940067 4582044.155605, 426866.651931899 4582043.06060261, 426866.906926073 4582042.2405994, 426867.125921708 4582041.62059678, 426867.326916625 4582040.90959415, 426867.454912392 4582040.32559228, 426867.417903063 4582039.10359066, 426867.676882599 4582036.35358444, 426867.896877902 4582035.68958174, 426868.358878148 4582035.62757813, 426868.726878498 4582035.5985753, 426869.094879008 4582035.59057249, 426869.462879669 4582035.60256972)))"
49228,"Av Sarrià, 107",Les Corts,4,les Corts,19,427658.782,4582586.781,2.1346977,41.3915614,"POLYGON ((2.1347798549293 41.3916486193493, 2.13465169927664 41.3916686348083, 2.13458806165206 41.39162556906, 2.13473084474121 41.3914729469834, 2.1347798549293 41.3916486193493))","POLYGON ((427665.743369246 4582596.39239739, 427655.05137034 4582598.72148213, 427649.683326144 4582593.99351553, 427661.451214923 4582576.93039978, 427665.743369246 4582596.39239739))"
48819,"Parc Pedralbes, 0",Les Corts,4,Pedralbes,21,426103.759,4582146.857,2.1161533,41.3874579,"POLYGON ((2.11622503262522 41.387387013432, 2.11610179599641 41.3875581109051, 2.11598534579398 41.3875105580697, 2.11610858263394 41.3873394607221, 2.11622503262522 41.387387013432))","POLYGON ((426109.679485684 4582138.93049479, 426099.569614931 4582158.03060111, 426089.77956045 4582152.85066736, 426099.889431202 4582133.75056104, 426109.679485684 4582138.93049479))"
118418,"C\ Cartellà, 179",Horta-Guinardó,7,Horta,43,430164.264,4586890.397,2.1641670,41.4305440,"POLYGON ((2.1641233729791 41.4304764078285, 2.16414047088254 41.4304898720012, 2.16415778662952 41.4305031485963, 2.16419290168701 41.430529326976, 2.16421427739193 41.4305452001604, 2.16423593112679 41.4305608591802, 2.16425081110714 41.4305708844032, 2.16425956121792 41.4305763974303, 2.16426983634235 41.4305824529664, 2.16429171151169 41.4305948438766, 2.16426607443149 41.4306032959339, 2.1642492279223 41.4306038311908, 2.1642197728861 41.4306010772707, 2.16415758857385 41.4305877001442, 2.16399407447117 41.4305550859386, 2.16392243878171 41.430539559334, 2.16393675509895 41.4305235309427, 2.16408449092839 41.4304443922687, 2.16408516556226 41.4304449826515, 2.1640976562577 41.4304555940466, 2.1641233729791 41.4304764078285))","POLYGON ((430160.546761437 4586882.93111399, 430161.989774911 4586884.41210534, 430163.450788254 4586885.87209652, 430166.412814683 4586888.75007851, 430168.215830719 4586890.49506753, 430170.041846608 4586892.21605634, 430171.295856906 4586893.31704854, 430172.032862639 4586893.92204388, 430172.897869018 4586894.58603835, 430174.738882176 4586895.94402648, 430172.605886146 4586896.90304416, 430171.198884518 4586896.97605495, 430168.734878559 4586896.6940732, 430163.524859593 4586895.25911051, 430149.827811885 4586891.77020903, 430143.825789938 4586890.10425199, 430145.004778177 4586888.31324026, 430157.263729616 4586879.40813344, 430157.320730198 4586879.47313311, 430158.375740695 4586880.64112691, 430160.546761437 4586882.93111399))"
777457,"C\ Pallars, 210",Sant Martí,10,el Poblenou,68,433065.146,4583678.151,2.1992385,41.4018592,"POLYGON ((2.19923686378474 41.4019080502693, 2.1991687676545 41.401857458927, 2.19923596001653 41.4018061780566, 2.19930406810881 41.4018567694426, 2.19923686378474 41.4019080502693))","POLYGON ((433065.060989499 4583683.57411558, 433059.316938377 4583678.01015053, 433064.880903412 4583672.26509941, 433070.625954536 4583677.82906444, 433065.060989499 4583683.57411558))"
777456,"C\ Pallars, 210",Sant Martí,10,el Poblenou,68,433093.759,4583647.366,2.1995842,41.4015843,"POLYGON ((2.19956741645793 41.4016556070562, 2.19949963112363 41.4016050360831, 2.19957825201158 41.4015446287806, 2.19964659978731 41.4015951856021, 2.19956741645793 41.4016556070562))","POLYGON ((433092.432817353 4583655.29286404, 433086.714766286 4583649.73089881, 433093.224725034 4583642.96383892, 433098.989776158 4583648.5238038, 433092.432817353 4583655.29286404))"
777455,"C\ Pallars, 210",Sant Martí,10,el Poblenou,68,433066.291,4583654.196,2.1992548,41.4016436,"POLYGON ((2.19923317335761 41.40170566189, 2.1991649829572 41.401654970806, 2.19927476651906 41.4015712978522, 2.19934351792539 41.4016220918551, 2.19923317335761 41.40170566189))","POLYGON ((433064.544818237 4583661.10808466, 433058.792767019 4583655.53311966, 433067.883709988 4583646.15903615, 433073.682761363 4583651.74500081, 433064.544818237 4583661.10808466))"
225724,"C\ Lledoner, 4",Horta-Guinardó,7,Sant Genís dels Agudells,39,427992.129,4586304.255,2.1382423,41.4250731,"POLYGON ((2.13820498297036 41.4250481513142, 2.13851579533722 41.4250504323596, 2.13851523241912 41.4251039234313, 2.13848557951223 41.4251037375784, 2.13820391638067 41.425101701666, 2.13820498297036 41.4250481513142))","POLYGON ((427988.985983131 4586301.52068931, 428014.960023362 4586301.51549223, 428014.972068443 4586307.45450134, 428012.494064632 4586307.45852015, 427988.9560282 4586307.46669876, 427988.985983131 4586301.52068931))"
225666,"C\ Lledoner, 4",Horta-Guinardó,7,Sant Genís dels Agudells,39,428111.319,4586321.818,2.1396664,41.4252419,"POLYGON ((2.13973283389921 41.4253274052011, 2.13965674967831 41.4253623981156, 2.13959072113426 41.4253527080774, 2.13964320958087 41.42520036989, 2.1396752300195 41.425202527754, 2.13969976548921 41.4252577106213, 2.13973283389921 41.4253274052011))","POLYGON ((428116.961407147 4586331.25376439, 428110.642427306 4586335.20181846, 428105.114410989 4586334.18085882, 428109.332288874 4586317.22480053, 428112.010294642 4586317.43778054, 428114.121344244 4586323.54377399, 428116.961407147 4586331.25376439))"
85907,"Pl Salvador Puig i Antich, 1",Nou Barris,8,les Roquetes,50,431314.314,4589066.637,2.1776827,41.4502437,"POLYGON ((2.17747888007828 41.4502240906782, 2.17756232405194 41.450221363078, 2.17760770486841 41.4502179942166, 2.17769426542094 41.4502016785581, 2.17773142759873 41.4502680314985, 2.17765313411571 41.4503123022449, 2.1775653284603 41.4503267084095, 2.17747620402654 41.4503165958704, 2.17747888007828 41.4502240906782))","POLYGON ((431297.272077452 4589064.62087162, 431304.239085454 4589064.25181819, 431308.026088214 4589063.84178882, 431315.239085132 4589061.96173117, 431318.413145723 4589069.29871847, 431311.92017342 4589074.27577545, 431304.601174736 4589075.94483357, 431297.146155196 4589074.8928885, 431297.272077452 4589064.62087162))"
907722,"C\ Conveni, 5562",Nou Barris,8,la Prosperitat,52,431691.075,4588356.038,2.1822732,41.4438758,"POLYGON ((2.18213438517966 41.4439033512272, 2.18208160488634 41.4438395276524, 2.18221616863494 41.4437709740168, 2.18231381470022 41.443885431935, 2.18215562223828 41.4439290382677, 2.18213438517966 41.4439033512272))","POLYGON ((431679.505 4588359.21, 431675.029 4588352.166, 431686.198 4588344.449, 431694.475 4588357.079, 431681.306 4588362.045, 431679.505 4588359.21))"
