register_id;name;created;modified;addresses_road_name;addresses_start_street_number;neighborhood_id;neighborhood_name;district_id;district_name;zip_code;addresses_town;geo_epgs_25831_x;geo_epgs_25831_y;geo_epgs_4326_x;geo_epgs_4326_y
﻿99021111627;Biblioteca Vilapicina i la Torre Llobeta;21.01.99 00:00;07.12.22 13:45;Plaça de Carmen Laforet;11;44;Vilapicina i la Torre Llobeta;8;Nou Barris;8016;Barcelona;4,31188E+14;4,58648E+15;4,14269E+15;2,17647E+16
﻿99021111627;Biblioteca Vilapicina i la Torre Llobeta;21.01.99 00:00;07.12.22 13:45;Plaça de Carmen Laforet;11;44;Vilapicina i la Torre Llobeta;8;Nou Barris;8016;Barcelona;4,31188E+14;4,58648E+15;4,14269E+15;2,17647E+16
﻿99021111627;Biblioteca Vilapicina i la Torre Llobeta;21.01.99 00:00;07.12.22 13:45;Plaça de Carmen Laforet;11;44;Vilapicina i la Torre Llobeta;8;Nou Barris;8016;Barcelona;4,31188E+14;4,58648E+15;4,14269E+15;2,17647E+16
﻿99021111627;Biblioteca Vilapicina i la Torre Llobeta;21.01.99 00:00;07.12.22 13:45;Plaça de Carmen Laforet;11;44;Vilapicina i la Torre Llobeta;8;Nou Barris;8016;Barcelona;4,31188E+14;4,58648E+15;4,14269E+15;2,17647E+16
﻿92086000797;Biblioteca;22.05.86 00:00;17.09.22 03:46;la Rambla;115;1;el Raval;1;Ciutat Vella;8002;BARCELONA;4,30664E+15;4,58174E+15;4,13842E+15;2,17074E+16
﻿92086000137;Biblioteca;15.05.86 00:00;17.09.22 03:43;Pg Santa Madrona;39;11;el Poble-sec;3;Sants-Montjuïc;8038;BARCELONA;4,29556E+15;4,58019E+14;4,13702E+16;2,15766E+16
﻿92086000174;Museu Etnològic i de Cultures del Món *Parc Montjuïc;30.05.84 00:00;12.09.22 14:34;Passeig de Santa Madrona;16;11;el Poble-sec;3;Sants-Montjuïc;8038;Barcelona;4,29416E+15;4,58007E+15;4,13691E+15;2,156E+15
﻿92086000174;Museu Etnològic i de Cultures del Món *Parc Montjuïc;30.05.84 00:00;12.09.22 14:34;Passeig de Santa Madrona;16;11;el Poble-sec;3;Sants-Montjuïc;8038;Barcelona;4,29416E+15;4,58007E+15;4,13691E+15;2,156E+15
﻿92086003706;CRAI - Biblioteca de Matemàtiques i Informàtica;16.05.86 00:00;11.07.22 13:16;G.V. Corts Catalanes;585;8;l'Antiga Esquerra de l'Eixample;2;Eixample;8007;BARCELONA;4,30106E+16;4,58201E+16;4,13866E+15;2,16403E+15
﻿92086003706;CRAI - Biblioteca de Matemàtiques i Informàtica;16.05.86 00:00;11.07.22 13:16;G.V. Corts Catalanes;585;8;l'Antiga Esquerra de l'Eixample;2;Eixample;8007;BARCELONA;4,30106E+16;4,58201E+16;4,13866E+15;2,16403E+15
﻿98068134636;Fons Bibliogràfic Bergnes de las Casas;09.03.98 00:00;20.05.21 12:56;Hospital;56;1;el Raval;1;Ciutat Vella;8001;BARCELONA;4,30583E+15;4,5814E+16;4,13811E+15;2,16981E+16
﻿92086000136;Museu d'Arqueologia de Catalunya;30.05.84 00:00;07.11.22 09:07;Passeig de Santa Madrona;39;11;el Poble-sec;3;Sants-Montjuïc;8038;Barcelona;4,29556E+15;4,58019E+14;4,13702E+16;2,15766E+16
﻿99137113647;Biblioteca;17.05.99 00:00;17.09.22 05:51;C Rocafort;129;9;la Nova Esquerra de l'Eixample;2;Eixample;8015;BARCELONA;4,29036E+15;4,58137E+15;4,13807E+15;2,15131E+16
﻿92086001838;Biblioteca Ramon d'Alòs - Moner;30.05.84 00:00;07.12.22 14:07;Rambla de Prim;87;70;el Besòs i el Maresme;10;Sant Martí;8019;Barcelona;4,34105E+15;4,58528E+15;4,14163E+15;2,2115E+15
﻿92086001838;Biblioteca Ramon d'Alòs - Moner;30.05.84 00:00;07.12.22 14:07;Rambla de Prim;87;70;el Besòs i el Maresme;10;Sant Martí;8019;Barcelona;4,34105E+15;4,58528E+15;4,14163E+15;2,2115E+15
﻿92086001838;Biblioteca Ramon d'Alòs - Moner;30.05.84 00:00;07.12.22 14:07;Rambla de Prim;87;70;el Besòs i el Maresme;10;Sant Martí;8019;Barcelona;4,34105E+15;4,58528E+15;4,14163E+15;2,2115E+15
﻿92086008865;Biblioteca;20.05.86 00:00;17.09.22 04:05;Pg Colom;14;2;el Barri Gòtic;1;Ciutat Vella;8002;BARCELONA;4,31423E+16;4,58121E+15;4,13795E+15;2,17987E+16
﻿96355142237;Bibiblioteca Rector Gabriel Ferraté;20.12.96 00:00;30.11.22 13:41;Jordi Girona;1;21;Pedralbes;4;Les Corts;8034;BARCELONA;4,2598E+15;4,5822E+15;4,13879E+15;2,11467E+15
