id;name;created;modified;core_type;core_type_name;district_id;district_name;neighborhood_id;neighborhood_name;addresses_road_name;addresses_start_street_number;addresses_end_street_number;addresses_town;geo_imi_x;geo_imi_y;values_value
﻿99400477338;Casa Víctor Conill;07.02.17 11:09;17.09.22 08:50;place;Equipament;6;Gràcia;31;la Vila de Gràcia;C Gran de Gràcia;1;;BARCELONA;2,9654E+15;8,34656E+15;
﻿99400477338;Casa Víctor Conill;07.02.17 11:09;17.09.22 08:50;place;Equipament;6;Gràcia;31;la Vila de Gràcia;C Gran de Gràcia;1;;BARCELONA;2,9654E+15;8,34656E+15;
﻿99400477338;Casa Víctor Conill;07.02.17 11:09;17.09.22 08:50;place;Equipament;6;Gràcia;31;la Vila de Gràcia;C Gran de Gràcia;1;;BARCELONA;2,9654E+15;8,34656E+15;
﻿99400477347;Cases Leandre Vidal;07.02.17 12:48;17.09.22 08:51;place;Equipament;6;Gràcia;31;la Vila de Gràcia;C Fraternitat;35;;BARCELONA;2,98879E+16;8,38038E+15;
﻿99400477347;Cases Leandre Vidal;07.02.17 12:48;17.09.22 08:51;place;Equipament;6;Gràcia;31;la Vila de Gràcia;C Fraternitat;35;;BARCELONA;2,98879E+16;8,38038E+15;
﻿99400477347;Cases Leandre Vidal;07.02.17 12:48;17.09.22 08:51;place;Equipament;6;Gràcia;31;la Vila de Gràcia;C Fraternitat;35;;BARCELONA;2,98879E+16;8,38038E+15;
﻿99400477361;Edifici Puiggròs;07.02.17 14:01;09.09.21 02:16;place;Equipament;6;Gràcia;31;la Vila de Gràcia;C Martínez de la Rosa;27;;BARCELONA;2,98156E+16;8,36708E+15;
﻿99400477361;Edifici Puiggròs;07.02.17 14:01;09.09.21 02:16;place;Equipament;6;Gràcia;31;la Vila de Gràcia;C Martínez de la Rosa;27;;BARCELONA;2,98156E+16;8,36708E+15;
﻿99400477361;Edifici Puiggròs;07.02.17 14:01;09.09.21 02:16;place;Equipament;6;Gràcia;31;la Vila de Gràcia;C Martínez de la Rosa;27;;BARCELONA;2,98156E+16;8,36708E+15;
﻿92086008866;Casa Amatller;10.12.84 00:00;16.09.22 10:24;place;Equipament;2;Eixample;7;la Dreta de l'Eixample;Pg Gràcia;41;;BARCELONA;3,02962E+16;8,27721E+15;934617460
﻿92086008866;Casa Amatller;10.12.84 00:00;16.09.22 10:24;place;Equipament;2;Eixample;7;la Dreta de l'Eixample;Pg Gràcia;41;;BARCELONA;3,02962E+16;8,27721E+15;934617460
﻿92086008866;Casa Amatller;10.12.84 00:00;16.09.22 10:24;place;Equipament;2;Eixample;7;la Dreta de l'Eixample;Pg Gràcia;41;;BARCELONA;3,02962E+16;8,27721E+15;934617460
﻿99400387403;Can Peguera;26.05.15 13:40;09.09.21 02:14;place;Equipament;8;Nou Barris;47;Can Peguera;Pl Sant Francesc Xavier;12;;BARCELONA;3,02959E+16;8,75099E+15;
﻿99400387403;Can Peguera;26.05.15 13:40;09.09.21 02:14;place;Equipament;8;Nou Barris;47;Can Peguera;Pl Sant Francesc Xavier;12;;BARCELONA;3,02959E+16;8,75099E+15;
﻿99400387403;Can Peguera;26.05.15 13:40;09.09.21 02:14;place;Equipament;8;Nou Barris;47;Can Peguera;Pl Sant Francesc Xavier;12;;BARCELONA;3,02959E+16;8,75099E+15;
﻿99400387411;La vila de Gràcia;26.05.15 14:16;09.09.21 02:14;place;Equipament;6;Gràcia;31;la Vila de Gràcia;Pl Virreina;2;;BARCELONA;2,96758E+15;8,42679E+15;
﻿99400387411;La vila de Gràcia;26.05.15 14:16;09.09.21 02:14;place;Equipament;6;Gràcia;31;la Vila de Gràcia;Pl Virreina;2;;BARCELONA;2,96758E+15;8,42679E+15;
﻿99400387411;La vila de Gràcia;26.05.15 14:16;09.09.21 02:14;place;Equipament;6;Gràcia;31;la Vila de Gràcia;Pl Virreina;2;;BARCELONA;2,96758E+15;8,42679E+15;
﻿99400279574;Fàbrica de Creació Graner;05.10.11 10:26;20.07.21 10:05;place;Equipament;3;Sants-Montjuïc;13;la Marina de Port;C Jane Addams;14;;BARCELONA;2,78269E+16;7,94555E+15;
﻿99400279574;Fàbrica de Creació Graner;05.10.11 10:26;20.07.21 10:05;place;Equipament;3;Sants-Montjuïc;13;la Marina de Port;C Jane Addams;14;;BARCELONA;2,78269E+16;7,94555E+15;
﻿99400279574;Fàbrica de Creació Graner;05.10.11 10:26;20.07.21 10:05;place;Equipament;3;Sants-Montjuïc;13;la Marina de Port;C Jane Addams;14;;BARCELONA;2,78269E+16;7,94555E+15;
﻿99400387425;Ca l'Aranyó;26.05.15 16:59;17.09.22 08:19;place;Equipament;10;Sant Martí;66;el Parc i la Llacuna del Poblenou;C Roc Boronat;150;;BARCELONA;3,26337E+16;8,41461E+15;935422000
﻿99400387425;Ca l'Aranyó;26.05.15 16:59;17.09.22 08:19;place;Equipament;10;Sant Martí;66;el Parc i la Llacuna del Poblenou;C Roc Boronat;150;;BARCELONA;3,26337E+16;8,41461E+15;935422000
﻿99400387425;Ca l'Aranyó;26.05.15 16:59;17.09.22 08:19;place;Equipament;10;Sant Martí;66;el Parc i la Llacuna del Poblenou;C Roc Boronat;150;;BARCELONA;3,26337E+16;8,41461E+15;935422000
﻿99400143851;Biblioteca Jaume Fuster;29.09.05 13:44;27.09.22 12:29;place;Equipament;6;Gràcia;28;Vallcarca i els Penitents;Plaça de Lesseps;20;;Barcelona;2,90312E+16;8,45473E+15;933684564
﻿99400143851;Biblioteca Jaume Fuster;29.09.05 13:44;27.09.22 12:29;place;Equipament;6;Gràcia;28;Vallcarca i els Penitents;Plaça de Lesseps;20;;Barcelona;2,90312E+16;8,45473E+15;933684564
﻿99400143851;Biblioteca Jaume Fuster;29.09.05 13:44;27.09.22 12:29;place;Equipament;6;Gràcia;28;Vallcarca i els Penitents;Plaça de Lesseps;20;;Barcelona;2,90312E+16;8,45473E+15;933684564
﻿99400190566;Federació Eix Comercial Sants-Les Corts;19.09.07 19:22;15.02.22 09:09;place;Equipament;3;Sants-Montjuïc;18;Sants;C Melcior de Palau;77;;BARCELONA;2,77253E+15;8,14839E+15;934 616 438
﻿99400190566;Federació Eix Comercial Sants-Les Corts;19.09.07 19:22;15.02.22 09:09;place;Equipament;3;Sants-Montjuïc;18;Sants;C Melcior de Palau;77;;BARCELONA;2,77253E+15;8,14839E+15;934 616 438
﻿99400190566;Federació Eix Comercial Sants-Les Corts;19.09.07 19:22;15.02.22 09:09;place;Equipament;3;Sants-Montjuïc;18;Sants;C Melcior de Palau;77;;BARCELONA;2,77253E+15;8,14839E+15;934 616 438
﻿99400180423;Centre Cívic Casa Orlandai;05.04.07 17:16;03.10.22 12:10;place;Equipament;5;Sarrià-Sant Gervasi;23;Sarrià;Carrer de Jaume Piquet;23;;Barcelona;2,69228E+16;8,35545E+14;932524262
﻿99400180423;Centre Cívic Casa Orlandai;05.04.07 17:16;03.10.22 12:10;place;Equipament;5;Sarrià-Sant Gervasi;23;Sarrià;Carrer de Jaume Piquet;23;;Barcelona;2,69228E+16;8,35545E+14;932524262
﻿99400180423;Centre Cívic Casa Orlandai;05.04.07 17:16;03.10.22 12:10;place;Equipament;5;Sarrià-Sant Gervasi;23;Sarrià;Carrer de Jaume Piquet;23;;Barcelona;2,69228E+16;8,35545E+14;932524262
﻿99400085514;Alberg In-Out - AJ000427;13.05.04 10:17;17.09.22 06:17;place;Equipament;5;Sarrià-Sant Gervasi;22;Vallvidrera, el Tibidabo i les Planes;C Major del Rectoret;2;;BARCELONA;2,50391E+16;8,62056E+15;932800985
﻿99400085514;Alberg In-Out - AJ000427;13.05.04 10:17;17.09.22 06:17;place;Equipament;5;Sarrià-Sant Gervasi;22;Vallvidrera, el Tibidabo i les Planes;C Major del Rectoret;2;;BARCELONA;2,50391E+16;8,62056E+15;932800985
﻿99400085514;Alberg In-Out - AJ000427;13.05.04 10:17;17.09.22 06:17;place;Equipament;5;Sarrià-Sant Gervasi;22;Vallvidrera, el Tibidabo i les Planes;C Major del Rectoret;2;;BARCELONA;2,50391E+16;8,62056E+15;932800985
﻿99400369698;Disseny Hub Barcelona;28.01.15 13:46;17.09.22 08:13;place;Equipament;10;Sant Martí;66;el Parc i la Llacuna del Poblenou;Pl Glòries Catalanes;37;;BARCELONA;3,22252E+16;8,39738E+15;932566700
﻿99400369698;Disseny Hub Barcelona;28.01.15 13:46;17.09.22 08:13;place;Equipament;10;Sant Martí;66;el Parc i la Llacuna del Poblenou;Pl Glòries Catalanes;37;;BARCELONA;3,22252E+16;8,39738E+15;932566700
﻿99400369698;Disseny Hub Barcelona;28.01.15 13:46;17.09.22 08:13;place;Equipament;10;Sant Martí;66;el Parc i la Llacuna del Poblenou;Pl Glòries Catalanes;37;;BARCELONA;3,22252E+16;8,39738E+15;932566700
﻿97027175152;Facultat de Ciències de la Salut Blanquerna - URL;27.01.97 00:00;30.06.22 15:45;place;Equipament;7;Horta-Guinardó;33;el Baix Guinardó;C Padilla;326;;BARCELONA;3,09011E+16;8,47841E+15;932533127
﻿97027175152;Facultat de Ciències de la Salut Blanquerna - URL;27.01.97 00:00;30.06.22 15:45;place;Equipament;7;Horta-Guinardó;33;el Baix Guinardó;C Padilla;326;;BARCELONA;3,09011E+16;8,47841E+15;932533127
﻿97027175152;Facultat de Ciències de la Salut Blanquerna - URL;27.01.97 00:00;30.06.22 15:45;place;Equipament;7;Horta-Guinardó;33;el Baix Guinardó;C Padilla;326;;BARCELONA;3,09011E+16;8,47841E+15;932533127
﻿99400387383;El Clot;26.05.15 12:14;09.09.21 02:14;place;Equipament;10;Sant Martí;65;el Clot;Pl Font i Sagué;2;;BARCELONA;3,22657E+16;8,45557E+15;
﻿99400387383;El Clot;26.05.15 12:14;09.09.21 02:14;place;Equipament;10;Sant Martí;65;el Clot;Pl Font i Sagué;2;;BARCELONA;3,22657E+16;8,45557E+15;
﻿99400387383;El Clot;26.05.15 12:14;09.09.21 02:14;place;Equipament;10;Sant Martí;65;el Clot;Pl Font i Sagué;2;;BARCELONA;3,22657E+16;8,45557E+15;
﻿99400387393;El nucli de Santa Eulàlia de Vilapicina;26.05.15 13:01;09.09.21 02:14;place;Equipament;8;Nou Barris;46;el Turó de la Peira;C Pere d'Artés;1;;BARCELONA;3,1008E+16;8,71446E+15;
﻿99400387393;El nucli de Santa Eulàlia de Vilapicina;26.05.15 13:01;09.09.21 02:14;place;Equipament;8;Nou Barris;46;el Turó de la Peira;C Pere d'Artés;1;;BARCELONA;3,1008E+16;8,71446E+15;
﻿99400387393;El nucli de Santa Eulàlia de Vilapicina;26.05.15 13:01;09.09.21 02:14;place;Equipament;8;Nou Barris;46;el Turó de la Peira;C Pere d'Artés;1;;BARCELONA;3,1008E+16;8,71446E+15;
﻿99400288638;Espai Mescladís;22.03.12 00:00;17.09.22 07:46;place;Equipament;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;C Carders;35;;BARCELONA;3,15654E+16;8,22584E+15;933198732
﻿99400288638;Espai Mescladís;22.03.12 00:00;17.09.22 07:46;place;Equipament;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;C Carders;35;;BARCELONA;3,15654E+16;8,22584E+15;933198732
﻿99400288638;Espai Mescladís;22.03.12 00:00;17.09.22 07:46;place;Equipament;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;C Carders;35;;BARCELONA;3,15654E+16;8,22584E+15;933198732
﻿98180122541;Hort Urbà Masia Can Mestres;29.06.98 00:00;23.09.22 12:41;place;Equipament;3;Sants-Montjuïc;13;la Marina de Port;Camí Can Clos;1;;BARCELONA;2,85929E+16;7,92472E+15;010
﻿98180122541;Hort Urbà Masia Can Mestres;29.06.98 00:00;23.09.22 12:41;place;Equipament;3;Sants-Montjuïc;13;la Marina de Port;Camí Can Clos;1;;BARCELONA;2,85929E+16;7,92472E+15;010
﻿98180122541;Hort Urbà Masia Can Mestres;29.06.98 00:00;23.09.22 12:41;place;Equipament;3;Sants-Montjuïc;13;la Marina de Port;Camí Can Clos;1;;BARCELONA;2,85929E+16;7,92472E+15;010
﻿99400477124;Federació de Comerç Cor d'Horta;02.02.17 14:12;15.02.22 12:21;place;Equipament;7;Horta-Guinardó;43;Horta;Carrer de Dante Alighieri;13;15;Barcelona;3,00609E+16;8,69218E+15;934 290 731
﻿99400477124;Federació de Comerç Cor d'Horta;02.02.17 14:12;15.02.22 12:21;place;Equipament;7;Horta-Guinardó;43;Horta;Carrer de Dante Alighieri;13;15;Barcelona;3,00609E+16;8,69218E+15;934 290 731
﻿99400477124;Federació de Comerç Cor d'Horta;02.02.17 14:12;15.02.22 12:21;place;Equipament;7;Horta-Guinardó;43;Horta;Carrer de Dante Alighieri;13;15;Barcelona;3,00609E+16;8,69218E+15;934 290 731
﻿99400477227;Cases Blanques;06.02.17 09:47;09.09.21 02:15;place;Equipament;7;Horta-Guinardó;40;Montbau;C Vayreda;24;;BARCELONA;2,83092E+16;8,72189E+15;
﻿99400477227;Cases Blanques;06.02.17 09:47;09.09.21 02:15;place;Equipament;7;Horta-Guinardó;40;Montbau;C Vayreda;24;;BARCELONA;2,83092E+16;8,72189E+15;
﻿99400477227;Cases Blanques;06.02.17 09:47;09.09.21 02:15;place;Equipament;7;Horta-Guinardó;40;Montbau;C Vayreda;24;;BARCELONA;2,83092E+16;8,72189E+15;
﻿99400477244;Can Tusquets;06.02.17 12:04;17.09.22 08:50;place;Equipament;6;Gràcia;30;la Salut;Av Santuari St Josep Muntanya;1;;BARCELONA;2,94038E+15;8,48711E+15;
﻿99400477244;Can Tusquets;06.02.17 12:04;17.09.22 08:50;place;Equipament;6;Gràcia;30;la Salut;Av Santuari St Josep Muntanya;1;;BARCELONA;2,94038E+15;8,48711E+15;
