register_id;name;created;modified;addresses_road_id;addresses_road_name;addresses_start_street_number;addresses_end_street_number;neighbourhood_code;neighbourhood_name;district_code;district_name;zip_code;addresses_town;geo_epgs_25831_x;geo_epgs_25831_y;geo_epgs_4326_x;geo_epgs_4326_y
﻿95069105212;Jardins;10.03.95 00:00;23.11.22 12:39;169409;G.V. Corts Catalanes;585;;8;l'Antiga Esquerra de l'Eixample;2;Eixample;8007;BARCELONA;4,30106E+15;4,58201E+15;4,13866E+16;2,16403E+16
﻿99400078452;Jardins de Carles Barral;30.03.04 17:02;23.11.22 12:39;701205;Carrer de Josep Ferrater i Móra;9;9;69;Diagonal Mar i el Front Marítim del Poblenou;10;Sant Martí;8019;Barcelona;4,34069E+15;4,58379E+15;4,1403E+14;2,21123E+15
﻿99400146184;Jardins de Vil·la Florida;28.10.05 11:36;23.11.22 12:39;223606;C Muntaner;548;;25;Sant Gervasi - la Bonanova;5;Sarrià-Sant Gervasi;8022;BARCELONA;4,27725E+15;4,58412E+15;4,14054E+16;2,13531E+15
﻿99400146184;Jardins de Vil·la Florida;28.10.05 11:36;23.11.22 12:39;223606;C Muntaner;548;;25;Sant Gervasi - la Bonanova;5;Sarrià-Sant Gervasi;8022;BARCELONA;4,27725E+15;4,58412E+15;4,14054E+16;2,13531E+15
﻿99400139986;Jardins d'Interior d'Illa Clot d'en Salvi;03.08.05 14:39;23.11.22 12:39;343903;Trav Corts;60;;20;la Maternitat i Sant Ramon;4;Les Corts;8028;BARCELONA;4,26582E+15;4,58111E+15;4,13781E+15;2,12199E+16
﻿99400118971;El Parc del Fòrum;13.06.05 14:48;23.11.22 12:39;701612;Pl Fòrum;1;;70;el Besòs i el Maresme;10;Sant Martí;8019;BARCELONA;4,34953E+15;4,58468E+15;4,14111E+16;2,22171E+16
﻿99335120020;Jardins Pl. Sol de Baix;01.12.99 00:00;23.11.22 12:39;700721;Gerard Piera;15;;19;les Corts;4;Les Corts;8028;BARCELONA;4,27228E+15;4,58161E+15;4,13827E+15;2,12967E+16
﻿98224200832;Jardins Can Cuiàs;12.08.98 00:00;23.11.22 12:39;199909;Marquès de Sentmenat;19;;19;les Corts;4;Les Corts;8014;BARCELONA;4,27745E+15;4,58186E+15;4,1385E+15;2,13581E+15
﻿99400349080;Jardins de Piscines i Esports;07.08.14 09:44;23.11.22 12:39;101904;Carrer del Doctor Fleming;8;8;26;Sant Gervasi - Galvany;5;Sarrià-Sant Gervasi;8017;Barcelona;4,27737E+16;4,58276E+14;4,13931E+15;2,13561E+16
﻿99188085150;Jardins Mestre Balcells;07.07.99 00:00;23.11.22 12:39;310802;C Sant Salvador;49;;31;la Vila de Gràcia;6;Gràcia;8024;BARCELONA;4,29292E+15;4,58433E+15;4,14074E+15;2,15403E+16
﻿99188085150;Jardins Mestre Balcells;07.07.99 00:00;23.11.22 12:39;310802;C Sant Salvador;49;;31;la Vila de Gràcia;6;Gràcia;8024;BARCELONA;4,29292E+15;4,58433E+15;4,14074E+15;2,15403E+16
﻿99188085150;Jardins Mestre Balcells;07.07.99 00:00;23.11.22 12:39;310802;C Sant Salvador;49;;31;la Vila de Gràcia;6;Gràcia;8024;BARCELONA;4,29292E+15;4,58433E+15;4,14074E+15;2,15403E+16
﻿99188085150;Jardins Mestre Balcells;07.07.99 00:00;23.11.22 12:39;310802;C Sant Salvador;49;;31;la Vila de Gràcia;6;Gràcia;8024;BARCELONA;4,29292E+15;4,58433E+15;4,14074E+15;2,15403E+16
﻿98202134253;Jardins del Doctor Fleming;21.07.98 00:00;23.11.22 12:39;127806;C Floristes de la Rambla;12;;1;el Raval;1;Ciutat Vella;8001;BARCELONA;4,30589E+15;4,58146E+15;4,13817E+14;2,16987E+15
﻿99400582805;Jardí d'Assumpció Català;11.04.18 12:47;23.11.22 12:39;87009;C Comte Borrell;305;;9;la Nova Esquerra de l'Eixample;2;Eixample;8029;BARCELONA;4,28636E+15;4,58235E+15;4,13895E+15;2,14642E+16
﻿1086092955;Jardins dels Horts de Sant Pau;27.03.01 00:00;23.11.22 12:39;330300;Tàpies;20;;1;el Raval;1;Ciutat Vella;8001;BARCELONA;4,30617E+16;4,58086E+15;4,13763E+15;2,17028E+16
﻿99329084824;Jardins de Frida Kahlo;25.11.99 00:00;23.11.22 12:39;41201;Berruguete;85;;41;la Vall d'Hebron;7;Horta-Guinardó;8035;BARCELONA;4,28773E+15;4,58724E+15;4,14336E+16;2,14748E+16
﻿99098133752;Jardins Joaquim Domingo i Sanchez;08.04.99 00:00;23.11.22 12:39;88001;Comtes de Bell-lloc;49;;18;Sants;3;Sants-Montjuïc;8014;BARCELONA;4,27951E+16;4,58118E+15;4,13789E+15;2,13836E+16
﻿99400378255;Jardí de les Alzines;19.02.15 18:27;23.11.22 12:39;146902;Pl Glòries Catalanes;7;;5;el Fort Pienc;2;Eixample;8013;BARCELONA;4,31922E+16;4,58366E+15;4,14016E+16;2,18556E+15
﻿99400378276;Espai enjardinat;19.02.15 19:18;23.11.22 12:39;144601;Av Diagonal;280;;66;el Parc i la Llacuna del Poblenou;10;Sant Martí;8018;BARCELONA;4,32218E+16;4,58395E+15;4,14042E+15;2,18908E+15
