year;district_code;district_name;neighbourhood_code;neighbourhood_name;Sex;nationality;number
2022;8;Nou Barris;52;la Prosperitat;Men;Bangladesh;14
2022;8;Nou Barris;53;la Trinitat Nova;Men;Bangladesh;0
2022;8;Nou Barris;54;Torre Baró;Men;Bangladesh;1
2022;8;Nou Barris;55;Ciutat Meridiana;Men;Bangladesh;2
2022;8;Nou Barris;56;Vallbona;Men;Bangladesh;0
2022;9;Sant Andreu;57;la Trinitat Vella;Men;Bangladesh;10
2022;9;Sant Andreu;58;Baró de Viver;Men;Bangladesh;3
2022;9;Sant Andreu;59;el Bon Pastor;Men;Bangladesh;21
2022;9;Sant Andreu;60;Sant Andreu;Men;Bangladesh;11
2022;9;Sant Andreu;61;la Sagrera;Men;Bangladesh;5
2022;9;Sant Andreu;62;el Congrés i els Indians;Men;Bangladesh;6
2022;9;Sant Andreu;63;Navas;Men;Bangladesh;1
2022;10;Sant Martí;64;el Camp de l'Arpa del Clot;Men;Bangladesh;24
2022;10;Sant Martí;65;el Clot;Men;Bangladesh;13
2022;10;Sant Martí;66;el Parc i la Llacuna del Poblenou;Men;Bangladesh;4
2022;10;Sant Martí;67;la Vila Olímpica del Poblenou;Men;Bangladesh;0
2022;10;Sant Martí;68;el Poblenou;Men;Bangladesh;6
2022;10;Sant Martí;69;Diagonal Mar i el Front Marítim del Poblenou;Men;Bangladesh;0
2022;10;Sant Martí;70;el Besòs i el Maresme;Men;Bangladesh;39
2022;10;Sant Martí;71;Provençals del Poblenou;Men;Bangladesh;3
2022;10;Sant Martí;72;Sant Martí de Provençals;Men;Bangladesh;6
2022;10;Sant Martí;73;la Verneda i la Pau;Men;Bangladesh;8
2022;1;Ciutat Vella;1;el Raval;Women;Bèlgica;36
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;Bèlgica;41
2022;1;Ciutat Vella;3;la Barceloneta;Women;Bèlgica;22
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;Bèlgica;41
2022;2;Eixample;5;el Fort Pienc;Women;Bèlgica;19
2022;2;Eixample;6;la Sagrada Família;Women;Bèlgica;14
2022;2;Eixample;7;la Dreta de l'Eixample;Women;Bèlgica;53
2022;2;Eixample;8;l'Antiga Esquerra de l'Eixample;Women;Bèlgica;35
2022;2;Eixample;9;la Nova Esquerra de l'Eixample;Women;Bèlgica;28
2022;2;Eixample;10;Sant Antoni;Women;Bèlgica;25
2022;3;Sants-Montjuïc;11;el Poble Sec;Women;Bèlgica;27
2022;3;Sants-Montjuïc;12;la Marina del Prat Vermell;Women;Bèlgica;0
2022;3;Sants-Montjuïc;13;la Marina de Port;Women;Bèlgica;3
2022;3;Sants-Montjuïc;14;la Font de la Guatlla;Women;Bèlgica;3
2022;3;Sants-Montjuïc;15;Hostafrancs;Women;Bèlgica;8
2022;3;Sants-Montjuïc;16;la Bordeta;Women;Bèlgica;4
2022;3;Sants-Montjuïc;17;Sants - Badal;Women;Bèlgica;7
2022;3;Sants-Montjuïc;18;Sants;Women;Bèlgica;15
2022;4;Les Corts;19;les Corts;Women;Bèlgica;19
2022;4;Les Corts;20;la Maternitat i Sant Ramon;Women;Bèlgica;8
2022;4;Les Corts;21;Pedralbes;Women;Bèlgica;16
2022;5;Sarrià-Sant Gervasi;22;Vallvidrera, el Tibidabo i les Planes;Women;Bèlgica;10
2022;5;Sarrià-Sant Gervasi;23;Sarrià;Women;Bèlgica;21
2022;5;Sarrià-Sant Gervasi;24;les Tres Torres;Women;Bèlgica;15
2022;5;Sarrià-Sant Gervasi;25;Sant Gervasi - la Bonanova;Women;Bèlgica;12
2022;5;Sarrià-Sant Gervasi;26;Sant Gervasi - Galvany;Women;Bèlgica;38
2022;5;Sarrià-Sant Gervasi;27;el Putxet i el Farró;Women;Bèlgica;12
2022;6;Gràcia;28;Vallcarca i els Penitents;Women;Bèlgica;16
2022;6;Gràcia;29;el Coll;Women;Bèlgica;7
2022;6;Gràcia;30;la Salut;Women;Bèlgica;13
2022;6;Gràcia;31;la Vila de Gràcia;Women;Bèlgica;53
2022;6;Gràcia;32;el Camp d'en Grassot i Gràcia Nova;Women;Bèlgica;21
2022;7;Horta-Guinardó;33;el Baix Guinardó;Women;Bèlgica;5
2022;7;Horta-Guinardó;34;Can Baró;Women;Bèlgica;6
2022;7;Horta-Guinardó;35;el Guinardó;Women;Bèlgica;10
2022;7;Horta-Guinardó;36;la Font d'en Fargues;Women;Bèlgica;9
2022;7;Horta-Guinardó;37;el Carmel;Women;Bèlgica;3
2022;7;Horta-Guinardó;38;la Teixonera;Women;Bèlgica;4
2022;7;Horta-Guinardó;39;Sant Genís dels Agudells;Women;Bèlgica;2
2022;7;Horta-Guinardó;40;Montbau;Women;Bèlgica;0
2022;7;Horta-Guinardó;41;la Vall d'Hebron;Women;Bèlgica;0
2022;7;Horta-Guinardó;42;la Clota;Women;Bèlgica;1
2022;7;Horta-Guinardó;43;Horta;Women;Bèlgica;1
2022;8;Nou Barris;44;Vilapicina i la Torre Llobeta;Women;Bèlgica;3
2022;8;Nou Barris;45;Porta;Women;Bèlgica;4
2022;8;Nou Barris;46;el Turó de la Peira;Women;Bèlgica;0
2022;8;Nou Barris;47;Can Peguera;Women;Bèlgica;2
2022;8;Nou Barris;48;la Guineueta;Women;Bèlgica;1
2022;8;Nou Barris;49;Canyelles;Women;Bèlgica;0
2022;8;Nou Barris;50;les Roquetes;Women;Bèlgica;0
2022;8;Nou Barris;51;Verdun;Women;Bèlgica;1
2022;8;Nou Barris;52;la Prosperitat;Women;Bèlgica;1
2022;8;Nou Barris;53;la Trinitat Nova;Women;Bèlgica;0
2022;8;Nou Barris;54;Torre Baró;Women;Bèlgica;1
2022;8;Nou Barris;55;Ciutat Meridiana;Women;Bèlgica;0
2022;8;Nou Barris;56;Vallbona;Women;Bèlgica;0
2022;9;Sant Andreu;57;la Trinitat Vella;Women;Bèlgica;5
2022;9;Sant Andreu;58;Baró de Viver;Women;Bèlgica;0
2022;9;Sant Andreu;59;el Bon Pastor;Women;Bèlgica;1
2022;9;Sant Andreu;60;Sant Andreu;Women;Bèlgica;11
2022;9;Sant Andreu;61;la Sagrera;Women;Bèlgica;7
2022;9;Sant Andreu;62;el Congrés i els Indians;Women;Bèlgica;1
2022;9;Sant Andreu;63;Navas;Women;Bèlgica;4
2022;10;Sant Martí;64;el Camp de l'Arpa del Clot;Women;Bèlgica;13
2022;10;Sant Martí;65;el Clot;Women;Bèlgica;7
2022;10;Sant Martí;66;el Parc i la Llacuna del Poblenou;Women;Bèlgica;12
2022;10;Sant Martí;67;la Vila Olímpica del Poblenou;Women;Bèlgica;16
2022;10;Sant Martí;68;el Poblenou;Women;Bèlgica;31
2022;10;Sant Martí;69;Diagonal Mar i el Front Marítim del Poblenou;Women;Bèlgica;12
2022;10;Sant Martí;70;el Besòs i el Maresme;Women;Bèlgica;2
2022;10;Sant Martí;71;Provençals del Poblenou;Women;Bèlgica;6
2022;10;Sant Martí;72;Sant Martí de Provençals;Women;Bèlgica;6
2022;10;Sant Martí;73;la Verneda i la Pau;Women;Bèlgica;3
2022;1;Ciutat Vella;1;el Raval;Men;Bèlgica;55
2022;1;Ciutat Vella;2;el Barri Gòtic;Men;Bèlgica;40
2022;1;Ciutat Vella;3;la Barceloneta;Men;Bèlgica;27
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Men;Bèlgica;48
2022;2;Eixample;5;el Fort Pienc;Men;Bèlgica;24
2022;2;Eixample;6;la Sagrada Família;Men;Bèlgica;29
2022;2;Eixample;7;la Dreta de l'Eixample;Men;Bèlgica;70
2022;2;Eixample;8;l'Antiga Esquerra de l'Eixample;Men;Bèlgica;59
2022;2;Eixample;9;la Nova Esquerra de l'Eixample;Men;Bèlgica;41
2022;2;Eixample;10;Sant Antoni;Men;Bèlgica;35
2022;3;Sants-Montjuïc;11;el Poble Sec;Men;Bèlgica;50
2022;3;Sants-Montjuïc;12;la Marina del Prat Vermell;Men;Bèlgica;0
2022;3;Sants-Montjuïc;13;la Marina de Port;Men;Bèlgica;3
2022;3;Sants-Montjuïc;14;la Font de la Guatlla;Men;Bèlgica;5
2022;3;Sants-Montjuïc;15;Hostafrancs;Men;Bèlgica;9
2022;3;Sants-Montjuïc;16;la Bordeta;Men;Bèlgica;7
2022;3;Sants-Montjuïc;17;Sants - Badal;Men;Bèlgica;12
2022;3;Sants-Montjuïc;18;Sants;Men;Bèlgica;22
2022;4;Les Corts;19;les Corts;Men;Bèlgica;21
2022;4;Les Corts;20;la Maternitat i Sant Ramon;Men;Bèlgica;3
2022;4;Les Corts;21;Pedralbes;Men;Bèlgica;14
2022;5;Sarrià-Sant Gervasi;22;Vallvidrera, el Tibidabo i les Planes;Men;Bèlgica;12
2022;5;Sarrià-Sant Gervasi;23;Sarrià;Men;Bèlgica;18
2022;5;Sarrià-Sant Gervasi;24;les Tres Torres;Men;Bèlgica;14
2022;5;Sarrià-Sant Gervasi;25;Sant Gervasi - la Bonanova;Men;Bèlgica;21
2022;5;Sarrià-Sant Gervasi;26;Sant Gervasi - Galvany;Men;Bèlgica;33
2022;5;Sarrià-Sant Gervasi;27;el Putxet i el Farró;Men;Bèlgica;19
2022;6;Gràcia;28;Vallcarca i els Penitents;Men;Bèlgica;12
2022;6;Gràcia;29;el Coll;Men;Bèlgica;6
2022;6;Gràcia;30;la Salut;Men;Bèlgica;7
2022;6;Gràcia;31;la Vila de Gràcia;Men;Bèlgica;63
2022;6;Gràcia;32;el Camp d'en Grassot i Gràcia Nova;Men;Bèlgica;26
2022;7;Horta-Guinardó;33;el Baix Guinardó;Men;Bèlgica;6
2022;7;Horta-Guinardó;34;Can Baró;Men;Bèlgica;5
2022;7;Horta-Guinardó;35;el Guinardó;Men;Bèlgica;13
2022;7;Horta-Guinardó;36;la Font d'en Fargues;Men;Bèlgica;8
2022;7;Horta-Guinardó;37;el Carmel;Men;Bèlgica;10
2022;7;Horta-Guinardó;38;la Teixonera;Men;Bèlgica;4
2022;7;Horta-Guinardó;39;Sant Genís dels Agudells;Men;Bèlgica;3
2022;7;Horta-Guinardó;40;Montbau;Men;Bèlgica;1
2022;7;Horta-Guinardó;41;la Vall d'Hebron;Men;Bèlgica;0
2022;7;Horta-Guinardó;42;la Clota;Men;Bèlgica;0
2022;7;Horta-Guinardó;43;Horta;Men;Bèlgica;5
2022;8;Nou Barris;44;Vilapicina i la Torre Llobeta;Men;Bèlgica;6
2022;8;Nou Barris;45;Porta;Men;Bèlgica;2
2022;8;Nou Barris;46;el Turó de la Peira;Men;Bèlgica;3
2022;8;Nou Barris;47;Can Peguera;Men;Bèlgica;1
2022;8;Nou Barris;48;la Guineueta;Men;Bèlgica;1
2022;8;Nou Barris;49;Canyelles;Men;Bèlgica;0
2022;8;Nou Barris;50;les Roquetes;Men;Bèlgica;3
2022;8;Nou Barris;51;Verdun;Men;Bèlgica;2
2022;8;Nou Barris;52;la Prosperitat;Men;Bèlgica;1
2022;8;Nou Barris;53;la Trinitat Nova;Men;Bèlgica;1
2022;8;Nou Barris;54;Torre Baró;Men;Bèlgica;0
2022;8;Nou Barris;55;Ciutat Meridiana;Men;Bèlgica;0
2022;8;Nou Barris;56;Vallbona;Men;Bèlgica;0
2022;9;Sant Andreu;57;la Trinitat Vella;Men;Bèlgica;2
2022;9;Sant Andreu;58;Baró de Viver;Men;Bèlgica;0
2022;9;Sant Andreu;59;el Bon Pastor;Men;Bèlgica;5
2022;9;Sant Andreu;60;Sant Andreu;Men;Bèlgica;5
2022;9;Sant Andreu;61;la Sagrera;Men;Bèlgica;7
2022;9;Sant Andreu;62;el Congrés i els Indians;Men;Bèlgica;4
2022;9;Sant Andreu;63;Navas;Men;Bèlgica;1
2022;10;Sant Martí;64;el Camp de l'Arpa del Clot;Men;Bèlgica;20
2022;10;Sant Martí;65;el Clot;Men;Bèlgica;10
2022;10;Sant Martí;66;el Parc i la Llacuna del Poblenou;Men;Bèlgica;19
2022;10;Sant Martí;67;la Vila Olímpica del Poblenou;Men;Bèlgica;13
2022;10;Sant Martí;68;el Poblenou;Men;Bèlgica;50
2022;10;Sant Martí;69;Diagonal Mar i el Front Marítim del Poblenou;Men;Bèlgica;16
2022;10;Sant Martí;70;el Besòs i el Maresme;Men;Bèlgica;4
2022;10;Sant Martí;71;Provençals del Poblenou;Men;Bèlgica;9
2022;10;Sant Martí;72;Sant Martí de Provençals;Men;Bèlgica;7
2022;10;Sant Martí;73;la Verneda i la Pau;Men;Bèlgica;3
2022;1;Ciutat Vella;1;el Raval;Women;Bolívia;105
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;Bolívia;32
2022;1;Ciutat Vella;3;la Barceloneta;Women;Bolívia;10
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;Bolívia;29
2022;2;Eixample;5;el Fort Pienc;Women;Bolívia;74
2022;2;Eixample;6;la Sagrada Família;Women;Bolívia;123
2022;2;Eixample;7;la Dreta de l'Eixample;Women;Bolívia;58
2022;2;Eixample;8;l'Antiga Esquerra de l'Eixample;Women;Bolívia;49
2022;2;Eixample;9;la Nova Esquerra de l'Eixample;Women;Bolívia;111
2022;2;Eixample;10;Sant Antoni;Women;Bolívia;62
2022;3;Sants-Montjuïc;11;el Poble Sec;Women;Bolívia;72
2022;3;Sants-Montjuïc;12;la Marina del Prat Vermell;Women;Bolívia;4
2022;3;Sants-Montjuïc;13;la Marina de Port;Women;Bolívia;53
2022;3;Sants-Montjuïc;14;la Font de la Guatlla;Women;Bolívia;11
2022;3;Sants-Montjuïc;15;Hostafrancs;Women;Bolívia;64
2022;3;Sants-Montjuïc;16;la Bordeta;Women;Bolívia;52
2022;3;Sants-Montjuïc;17;Sants - Badal;Women;Bolívia;118
2022;3;Sants-Montjuïc;18;Sants;Women;Bolívia;157
2022;4;Les Corts;19;les Corts;Women;Bolívia;64
2022;4;Les Corts;20;la Maternitat i Sant Ramon;Women;Bolívia;52
2022;4;Les Corts;21;Pedralbes;Women;Bolívia;17
2022;5;Sarrià-Sant Gervasi;22;Vallvidrera, el Tibidabo i les Planes;Women;Bolívia;2
2022;5;Sarrià-Sant Gervasi;23;Sarrià;Women;Bolívia;23
2022;5;Sarrià-Sant Gervasi;24;les Tres Torres;Women;Bolívia;16
2022;5;Sarrià-Sant Gervasi;25;Sant Gervasi - la Bonanova;Women;Bolívia;30
2022;5;Sarrià-Sant Gervasi;26;Sant Gervasi - Galvany;Women;Bolívia;59
2022;5;Sarrià-Sant Gervasi;27;el Putxet i el Farró;Women;Bolívia;42
2022;6;Gràcia;28;Vallcarca i els Penitents;Women;Bolívia;15
2022;6;Gràcia;29;el Coll;Women;Bolívia;20
2022;6;Gràcia;30;la Salut;Women;Bolívia;10
2022;6;Gràcia;31;la Vila de Gràcia;Women;Bolívia;66
2022;6;Gràcia;32;el Camp d'en Grassot i Gràcia Nova;Women;Bolívia;35
2022;7;Horta-Guinardó;33;el Baix Guinardó;Women;Bolívia;49
2022;7;Horta-Guinardó;34;Can Baró;Women;Bolívia;11
2022;7;Horta-Guinardó;35;el Guinardó;Women;Bolívia;87
2022;7;Horta-Guinardó;36;la Font d'en Fargues;Women;Bolívia;8
2022;7;Horta-Guinardó;37;el Carmel;Women;Bolívia;139
2022;7;Horta-Guinardó;38;la Teixonera;Women;Bolívia;35
2022;7;Horta-Guinardó;39;Sant Genís dels Agudells;Women;Bolívia;22
2022;7;Horta-Guinardó;40;Montbau;Women;Bolívia;13
2022;7;Horta-Guinardó;41;la Vall d'Hebron;Women;Bolívia;6
2022;7;Horta-Guinardó;42;la Clota;Women;Bolívia;0
2022;7;Horta-Guinardó;43;Horta;Women;Bolívia;62
2022;8;Nou Barris;44;Vilapicina i la Torre Llobeta;Women;Bolívia;119
2022;8;Nou Barris;45;Porta;Women;Bolívia;126
2022;8;Nou Barris;46;el Turó de la Peira;Women;Bolívia;197
2022;8;Nou Barris;47;Can Peguera;Women;Bolívia;6
2022;8;Nou Barris;48;la Guineueta;Women;Bolívia;19
2022;8;Nou Barris;49;Canyelles;Women;Bolívia;5
2022;8;Nou Barris;50;les Roquetes;Women;Bolívia;52
2022;8;Nou Barris;51;Verdun;Women;Bolívia;64
2022;8;Nou Barris;52;la Prosperitat;Women;Bolívia;70
2022;8;Nou Barris;53;la Trinitat Nova;Women;Bolívia;27
2022;8;Nou Barris;54;Torre Baró;Women;Bolívia;11
2022;8;Nou Barris;55;Ciutat Meridiana;Women;Bolívia;38
2022;8;Nou Barris;56;Vallbona;Women;Bolívia;1
2022;9;Sant Andreu;57;la Trinitat Vella;Women;Bolívia;29
2022;9;Sant Andreu;58;Baró de Viver;Women;Bolívia;5
2022;9;Sant Andreu;59;el Bon Pastor;Women;Bolívia;60
2022;9;Sant Andreu;60;Sant Andreu;Women;Bolívia;70
2022;9;Sant Andreu;61;la Sagrera;Women;Bolívia;70
2022;9;Sant Andreu;62;el Congrés i els Indians;Women;Bolívia;57
2022;9;Sant Andreu;63;Navas;Women;Bolívia;68
2022;10;Sant Martí;64;el Camp de l'Arpa del Clot;Women;Bolívia;117
2022;10;Sant Martí;65;el Clot;Women;Bolívia;57
2022;10;Sant Martí;66;el Parc i la Llacuna del Poblenou;Women;Bolívia;13
2022;10;Sant Martí;67;la Vila Olímpica del Poblenou;Women;Bolívia;1
2022;10;Sant Martí;68;el Poblenou;Women;Bolívia;34
2022;10;Sant Martí;69;Diagonal Mar i el Front Marítim del Poblenou;Women;Bolívia;6
2022;10;Sant Martí;70;el Besòs i el Maresme;Women;Bolívia;63
2022;10;Sant Martí;71;Provençals del Poblenou;Women;Bolívia;28
2022;10;Sant Martí;72;Sant Martí de Provençals;Women;Bolívia;48
2022;10;Sant Martí;73;la Verneda i la Pau;Women;Bolívia;67
2022;1;Ciutat Vella;1;el Raval;Men;Bolívia;91
2022;1;Ciutat Vella;2;el Barri Gòtic;Men;Bolívia;23
2022;1;Ciutat Vella;3;la Barceloneta;Men;Bolívia;18
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Men;Bolívia;25
2022;2;Eixample;5;el Fort Pienc;Men;Bolívia;49
2022;2;Eixample;6;la Sagrada Família;Men;Bolívia;108
2022;2;Eixample;7;la Dreta de l'Eixample;Men;Bolívia;27
2022;2;Eixample;8;l'Antiga Esquerra de l'Eixample;Men;Bolívia;41
2022;2;Eixample;9;la Nova Esquerra de l'Eixample;Men;Bolívia;74
2022;2;Eixample;10;Sant Antoni;Men;Bolívia;46
2022;3;Sants-Montjuïc;11;el Poble Sec;Men;Bolívia;86
2022;3;Sants-Montjuïc;12;la Marina del Prat Vermell;Men;Bolívia;3
2022;3;Sants-Montjuïc;13;la Marina de Port;Men;Bolívia;39
2022;3;Sants-Montjuïc;14;la Font de la Guatlla;Men;Bolívia;10
2022;3;Sants-Montjuïc;15;Hostafrancs;Men;Bolívia;43
2022;3;Sants-Montjuïc;16;la Bordeta;Men;Bolívia;48
2022;3;Sants-Montjuïc;17;Sants - Badal;Men;Bolívia;97
2022;3;Sants-Montjuïc;18;Sants;Men;Bolívia;157
2022;4;Les Corts;19;les Corts;Men;Bolívia;46
2022;4;Les Corts;20;la Maternitat i Sant Ramon;Men;Bolívia;25
2022;4;Les Corts;21;Pedralbes;Men;Bolívia;5
2022;5;Sarrià-Sant Gervasi;22;Vallvidrera, el Tibidabo i les Planes;Men;Bolívia;1
2022;5;Sarrià-Sant Gervasi;23;Sarrià;Men;Bolívia;11
2022;5;Sarrià-Sant Gervasi;24;les Tres Torres;Men;Bolívia;1
2022;5;Sarrià-Sant Gervasi;25;Sant Gervasi - la Bonanova;Men;Bolívia;15
2022;5;Sarrià-Sant Gervasi;26;Sant Gervasi - Galvany;Men;Bolívia;23
2022;5;Sarrià-Sant Gervasi;27;el Putxet i el Farró;Men;Bolívia;18
2022;6;Gràcia;28;Vallcarca i els Penitents;Men;Bolívia;21
2022;6;Gràcia;29;el Coll;Men;Bolívia;16
2022;6;Gràcia;30;la Salut;Men;Bolívia;11
2022;6;Gràcia;31;la Vila de Gràcia;Men;Bolívia;34
2022;6;Gràcia;32;el Camp d'en Grassot i Gràcia Nova;Men;Bolívia;25
2022;7;Horta-Guinardó;33;el Baix Guinardó;Men;Bolívia;35
2022;7;Horta-Guinardó;34;Can Baró;Men;Bolívia;9
2022;7;Horta-Guinardó;35;el Guinardó;Men;Bolívia;84
2022;7;Horta-Guinardó;36;la Font d'en Fargues;Men;Bolívia;6
2022;7;Horta-Guinardó;37;el Carmel;Men;Bolívia;150
2022;7;Horta-Guinardó;38;la Teixonera;Men;Bolívia;40
2022;7;Horta-Guinardó;39;Sant Genís dels Agudells;Men;Bolívia;20
2022;7;Horta-Guinardó;40;Montbau;Men;Bolívia;8
2022;7;Horta-Guinardó;41;la Vall d'Hebron;Men;Bolívia;3
2022;7;Horta-Guinardó;42;la Clota;Men;Bolívia;1
2022;7;Horta-Guinardó;43;Horta;Men;Bolívia;58
2022;8;Nou Barris;44;Vilapicina i la Torre Llobeta;Men;Bolívia;97
2022;8;Nou Barris;45;Porta;Men;Bolívia;71
2022;8;Nou Barris;46;el Turó de la Peira;Men;Bolívia;176
2022;8;Nou Barris;47;Can Peguera;Men;Bolívia;0
2022;8;Nou Barris;48;la Guineueta;Men;Bolívia;21
2022;8;Nou Barris;49;Canyelles;Men;Bolívia;3
2022;8;Nou Barris;50;les Roquetes;Men;Bolívia;48
2022;8;Nou Barris;51;Verdun;Men;Bolívia;47
2022;8;Nou Barris;52;la Prosperitat;Men;Bolívia;93
2022;8;Nou Barris;53;la Trinitat Nova;Men;Bolívia;21
2022;8;Nou Barris;54;Torre Baró;Men;Bolívia;15
2022;8;Nou Barris;55;Ciutat Meridiana;Men;Bolívia;25
2022;8;Nou Barris;56;Vallbona;Men;Bolívia;3
2022;9;Sant Andreu;57;la Trinitat Vella;Men;Bolívia;23
2022;9;Sant Andreu;58;Baró de Viver;Men;Bolívia;6
2022;9;Sant Andreu;59;el Bon Pastor;Men;Bolívia;38
2022;9;Sant Andreu;60;Sant Andreu;Men;Bolívia;74
2022;9;Sant Andreu;61;la Sagrera;Men;Bolívia;74
2022;9;Sant Andreu;62;el Congrés i els Indians;Men;Bolívia;31
2022;9;Sant Andreu;63;Navas;Men;Bolívia;53
2022;10;Sant Martí;64;el Camp de l'Arpa del Clot;Men;Bolívia;110
2022;10;Sant Martí;65;el Clot;Men;Bolívia;51
2022;10;Sant Martí;66;el Parc i la Llacuna del Poblenou;Men;Bolívia;14
2022;10;Sant Martí;67;la Vila Olímpica del Poblenou;Men;Bolívia;1
2022;10;Sant Martí;68;el Poblenou;Men;Bolívia;25
2022;10;Sant Martí;69;Diagonal Mar i el Front Marítim del Poblenou;Men;Bolívia;8
2022;10;Sant Martí;70;el Besòs i el Maresme;Men;Bolívia;74
2022;10;Sant Martí;71;Provençals del Poblenou;Men;Bolívia;16
2022;10;Sant Martí;72;Sant Martí de Provençals;Men;Bolívia;49
2022;10;Sant Martí;73;la Verneda i la Pau;Men;Bolívia;57
2022;1;Ciutat Vella;1;el Raval;Women;Brasil;119
2022;1;Ciutat Vella;2;el Barri Gòtic;Women;Brasil;77
2022;1;Ciutat Vella;3;la Barceloneta;Women;Brasil;81
2022;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Women;Brasil;104
2022;2;Eixample;5;el Fort Pienc;Women;Brasil;135
2022;2;Eixample;6;la Sagrada Família;Women;Brasil;175
2022;2;Eixample;7;la Dreta de l'Eixample;Women;Brasil;174
2022;2;Eixample;8;l'Antiga Esquerra de l'Eixample;Women;Brasil;160
2022;2;Eixample;9;la Nova Esquerra de l'Eixample;Women;Brasil;201
2022;2;Eixample;10;Sant Antoni;Women;Brasil;122
2022;3;Sants-Montjuïc;11;el Poble Sec;Women;Brasil;116
2022;3;Sants-Montjuïc;12;la Marina del Prat Vermell;Women;Brasil;4
2022;3;Sants-Montjuïc;13;la Marina de Port;Women;Brasil;53
2022;3;Sants-Montjuïc;14;la Font de la Guatlla;Women;Brasil;35
2022;3;Sants-Montjuïc;15;Hostafrancs;Women;Brasil;46
2022;3;Sants-Montjuïc;16;la Bordeta;Women;Brasil;30
2022;3;Sants-Montjuïc;17;Sants - Badal;Women;Brasil;56
2022;3;Sants-Montjuïc;18;Sants;Women;Brasil;88
2022;4;Les Corts;19;les Corts;Women;Brasil;112
2022;4;Les Corts;20;la Maternitat i Sant Ramon;Women;Brasil;56
2022;4;Les Corts;21;Pedralbes;Women;Brasil;23
2022;5;Sarrià-Sant Gervasi;22;Vallvidrera, el Tibidabo i les Planes;Women;Brasil;7
2022;5;Sarrià-Sant Gervasi;23;Sarrià;Women;Brasil;30
2022;5;Sarrià-Sant Gervasi;24;les Tres Torres;Women;Brasil;20
2022;5;Sarrià-Sant Gervasi;25;Sant Gervasi - la Bonanova;Women;Brasil;38
2022;5;Sarrià-Sant Gervasi;26;Sant Gervasi - Galvany;Women;Brasil;78
2022;5;Sarrià-Sant Gervasi;27;el Putxet i el Farró;Women;Brasil;71
2022;6;Gràcia;28;Vallcarca i els Penitents;Women;Brasil;28
2022;6;Gràcia;29;el Coll;Women;Brasil;20
2022;6;Gràcia;30;la Salut;Women;Brasil;22
2022;6;Gràcia;31;la Vila de Gràcia;Women;Brasil;153
2022;6;Gràcia;32;el Camp d'en Grassot i Gràcia Nova;Women;Brasil;104
2022;7;Horta-Guinardó;33;el Baix Guinardó;Women;Brasil;50
2022;7;Horta-Guinardó;34;Can Baró;Women;Brasil;10
2022;7;Horta-Guinardó;35;el Guinardó;Women;Brasil;64
2022;7;Horta-Guinardó;36;la Font d'en Fargues;Women;Brasil;5
2022;7;Horta-Guinardó;37;el Carmel;Women;Brasil;43
2022;7;Horta-Guinardó;38;la Teixonera;Women;Brasil;17
2022;7;Horta-Guinardó;39;Sant Genís dels Agudells;Women;Brasil;9
2022;7;Horta-Guinardó;40;Montbau;Women;Brasil;7
2022;7;Horta-Guinardó;41;la Vall d'Hebron;Women;Brasil;5
2022;7;Horta-Guinardó;42;la Clota;Women;Brasil;1
2022;7;Horta-Guinardó;43;Horta;Women;Brasil;22
2022;8;Nou Barris;44;Vilapicina i la Torre Llobeta;Women;Brasil;46
2022;8;Nou Barris;45;Porta;Women;Brasil;51
2022;8;Nou Barris;46;el Turó de la Peira;Women;Brasil;42
2022;8;Nou Barris;47;Can Peguera;Women;Brasil;1
2022;8;Nou Barris;48;la Guineueta;Women;Brasil;19
2022;8;Nou Barris;49;Canyelles;Women;Brasil;3
2022;8;Nou Barris;50;les Roquetes;Women;Brasil;36
2022;8;Nou Barris;51;Verdun;Women;Brasil;19
2022;8;Nou Barris;52;la Prosperitat;Women;Brasil;53
2022;8;Nou Barris;53;la Trinitat Nova;Women;Brasil;15
2022;8;Nou Barris;54;Torre Baró;Women;Brasil;5
2022;8;Nou Barris;55;Ciutat Meridiana;Women;Brasil;20
2022;8;Nou Barris;56;Vallbona;Women;Brasil;0
2022;9;Sant Andreu;57;la Trinitat Vella;Women;Brasil;24
2022;9;Sant Andreu;58;Baró de Viver;Women;Brasil;3
2022;9;Sant Andreu;59;el Bon Pastor;Women;Brasil;35
2022;9;Sant Andreu;60;Sant Andreu;Women;Brasil;62
2022;9;Sant Andreu;61;la Sagrera;Women;Brasil;36
2022;9;Sant Andreu;62;el Congrés i els Indians;Women;Brasil;17
2022;9;Sant Andreu;63;Navas;Women;Brasil;45
2022;10;Sant Martí;64;el Camp de l'Arpa del Clot;Women;Brasil;94
2022;10;Sant Martí;65;el Clot;Women;Brasil;73
2022;10;Sant Martí;66;el Parc i la Llacuna del Poblenou;Women;Brasil;60
2022;10;Sant Martí;67;la Vila Olímpica del Poblenou;Women;Brasil;40
